nct	group_norm	leaf_group	classification	distinguishing_basis	would_change_selection	source_file
NCT02608268	phase i dose escalation: mbg453 80mg q2w japan	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02608268	phase i dose escalation: mbg453 80mg q2w row	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02608268	phase ib dose escalation: mbg453 1200mg q4w + pdr001 400mg q4w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02608268	phase ib dose escalation: mbg453 20mg q2w + pdr001 80mg q2w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02608268	phase ib dose escalation: mbg453 240mg q2w + pdr001 240mg q2w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02608268	phase ib dose escalation: mbg453 240mg q2w + pdr001 80mg q2w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02608268	phase ib dose escalation: mbg453 240mg q4w + pdr001 240mg q4w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02608268	phase ib dose escalation: mbg453 240mg q4w + pdr001 400mg q4w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02608268	phase ib dose escalation: mbg453 240mg q4w + pdr001 80mg q4w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02608268	phase ib dose escalation: mbg453 800mg q2w + pdr001 240mg q2w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02608268	phase ib dose escalation: mbg453 800mg q2w + pdr001 80mg q2w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02608268	phase ib dose escalation: mbg453 800mg q4w + pdr001 400mg q4w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02608268	phase ib dose escalation: mbg453 80mg q2w + pdr001 80mg q2w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02608268	phase ib dose escalation: mbg453 80mg q4w + pdr001 400mg q4w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02608268	phase ib dose escalation: mbg453 80mg q4w + pdr001 80mg q4w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02613221	panitumumab + tas-102	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02616185	all mcrpc patients	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02616185	cohort 7a and 3b combined	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02624986	dlbcl bridging: idasanutlin 150 mg + rituximab 375 mg/m^2	2	BASIS_EXISTS	title+description (imaging modality)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02624986	dlbcl bridging: idasanutlin 200 mg + rituximab 375 mg/m^2	2	BASIS_EXISTS	title+description (imaging modality)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02624986	dlbcl non-bridging: idasanutlin 100 mg + obinutuzumab 1000 mg	2	BASIS_EXISTS	title+description (imaging modality)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02624986	dlbcl non-bridging: idasanutlin 150 mg + obinutuzumab 1000 mg	2	BASIS_EXISTS	title+description (imaging modality)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02624986	dlbcl non-bridging: idasanutlin 200 mg + obinutuzumab 1000 mg	2	BASIS_EXISTS	title+description (imaging modality)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02624986	fl bridging: idasanutlin 150 mg + obinutuzumab 1000 mg	2	BASIS_EXISTS	title+description (imaging modality)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02624986	fl non-bridging: idasanutlin 100 mg + obinutuzumab 1000 mg	2	BASIS_EXISTS	title+description (imaging modality)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02624986	fl non-bridging: idasanutlin 150 mg + obinutuzumab 1000 mg	2	BASIS_EXISTS	title+description (imaging modality)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02625610	avelumab	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02625610	chemotherapy + best supportive care (bsc)	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02626000	talimogene laherparepvec + pembrolizumab	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02626455	phase 3: copa+r-b/r-chop	2	BASIS_EXISTS	title/description (response-depth threshold)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02626455	phase 3: pbo+r-b/r-chop	2	BASIS_EXISTS	title/description (response-depth threshold)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02631577	atezolizumab-g-lena 15mg	2	BASIS_EXISTS	title+description (imaging modality)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02631577	atezolizumab-g-lena 20mg	2	BASIS_EXISTS	title+description (imaging modality)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02639182	ags-16c3f	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02639182	axitinib	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02651987	midgut net cohort	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02651987	pannet cohort	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02658084	phase 2: t-dm1 + rp2d vinorelbine	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02660034	part b: dose expansion phase - arm 1a	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02660034	part b: dose expansion phase - arm 1b	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02660034	part b: dose expansion phase - arm 2	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02660034	part b: dose expansion phase - arm 3	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02660034	part b: dose expansion phase - arm 4	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02660034	part b: dose expansion phase - arm 5	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02660034	part b: dose expansion phase - arm 6	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02660034	part b: dose expansion phase - arm 7	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02660034	part b: dose expansion phase - arm 8	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02667886	x4p-001 200 mg bid with axitinib	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02667886	x4p-001 400 mg qd with axitinib	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02675231	150 mg abemaciclib + 8 mg/kg trastuzumab	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02675231	150 mg abemaciclib + 8 mg/kg trastuzumab + 500 mg fulvestrant	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02675231	8 mg/kg trastuzumab + standard of care chemotherapy	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02678780	neuroendocrine tumors of gastrointestinal tract	2	BASIS_EXISTS	paramType / unitOfMeasure	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02678780	neuroendocrine tumors of the pancreas	2	BASIS_EXISTS	paramType / unitOfMeasure	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02711553	8 mg/kg ramucirumab + 25 mg/m2 cisplatin + 1000 mg/m2 gemcitabine	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02711553	80 mg merestinib + 25 mg/m2 cisplatin + 1000 mg/m2 gemcitabine	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02711553	pooled placebo	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02712905	group a: incb059872 monotherapy; 3 mg qod	2	BASIS_EXISTS	populationDescription	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02712905	group b: incb059872 monotherapy; 1 mg qd	2	BASIS_EXISTS	populationDescription	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02712905	group b: incb059872 monotherapy; 2 mg qd	2	BASIS_EXISTS	populationDescription	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02712905	group b: incb059872 monotherapy; 2 mg qod	2	BASIS_EXISTS	populationDescription	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02712905	group b: incb059872 monotherapy; 3 mg qd	2	BASIS_EXISTS	populationDescription	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02712905	group b: incb059872 monotherapy; 3 mg qod	2	BASIS_EXISTS	populationDescription	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02712905	group b: incb059872 monotherapy; 4 mg qod	2	BASIS_EXISTS	populationDescription	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02712905	group e: combination therapy; incb059872 3 mg qod + nivolumab	2	BASIS_EXISTS	populationDescription	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02718911	cohort b-1: nsclc ly3022855+ durvalumab	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02718911	cohort b-1: ovarian ly3022855+ durvalumab	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02718911	cohort d1a: ly3022855 (25 mg,qw)+durvalumab (750mg,q2w)	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02718911	cohort d2a: ly3022855 (50 mg,qw)+durvalumab (750mg,q2w)	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02718911	cohort d3a: ly3022855 (75 mg,qw)+durvalumab (750mg,q2w)	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02718911	cohort d4a: ly3022855 (100 mg,qw)+durvalumab (750mg,q2w)	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02718911	cohort t1a: ly3022855 (50 mg,qw) +tremelimumab (75mg,q4w)	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02718911	cohort t2a: ly3022855 (100 mg,qw) +tremelimumab (75mg,q4w)	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02718911	cohort t3a: ly3022855 (100 mg,qw) +tremelimumab (225 mg,q4w)	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02718911	cohort t4a: ly3022855 (100 mg,qw) +tremelimumab (750 mg,q4w)	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02725268	paclitaxel 80 mg/m^2	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02725268	paclitaxel 80 mg/m^2 + sapanisertib 4 mg	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02725268	sapanisertib 30 mg	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02725268	sapanisertib 4 mg + mln1117 200 mg	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02729896	dose-escalation and expansion fl cohort 1.8 mg	2	BASIS_EXISTS	title+description (imaging modality)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02729896	dose-escalation fl cohort 1.4 mg	2	BASIS_EXISTS	title+description (imaging modality)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02729896	safety run-in phase	2	BASIS_EXISTS	title+description (imaging modality)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02732119	cohort a	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02732119	cohort b	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02732119	cohort c	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 1, arm a: dur 1500 mg + len 10 mg + rit 375 mg/m2	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 1, arm a: dur 1500 mg + len 20 mg	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 1, arm a: dur 1500 mg + len 20 mg + rit 375 mg/m2	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 1, arm b: dur 1500 mg + ibr 420 mg	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 1, arm b: dur 1500 mg + ibr 560 mg	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 1, arm c: dur 1500 mg + ben 70 mg/m2	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 1, arm c: dur 1500 mg + rit 375 mg/m2	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 1, arm c: dur 1500 mg + rit 375 mg/m2 + ben 70 mg/m2	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 1, arm c: dur 1500 mg + rit 375 mg/m2 + ben 90 mg/m2	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 2 arm c dlbcl: dur 1500 mg + rit 375 mg/m2 + ben 70 mg/m2	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 2, arm b cll/sll: dur 1500 mg + ibr 420 mg	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 2, arm b mcl: dur 1500 mg + ibr 560 mg	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 2, arm c cll/sll: dur 1500 mg + rit 375 mg/m2 + ben 70 mg/m2	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 2, arm c fl: dur 1500 mg + rit 375 mg/m2 + ben 70 mg/m2	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 2, arm d cll/sll: dur 1500 mg	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 2, arm d dlbcl: dur 1500 mg	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 2, arm d fl: dur 1500 mg	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 2, arm d hl: dur 1500 mg	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02733042	part 2, arm d mcl: dur 1500 mg	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02737072	20 mg ly2510924 + 1500 mg durvalumab	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02737072	30 mg ly2510924 + 1500 mg durvalumab	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02737072	40 mg ly2510924 + 1500 mg durvalumab	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02755597	placebo + bortezomib and dexamethasone	2	BASIS_EXISTS	title/description (response-depth threshold)	YES	LEAF-QC-group2.tsv
NCT02755597	venetoclax + bortezomib and dexamethasone	2	BASIS_EXISTS	title/description (response-depth threshold)	YES	LEAF-QC-group2.tsv
NCT02756364	arm a: fulvestrant 500 mg	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02756364	arm b: fulvestrant 500 mg + sapanisertib 4 mg qd	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02756364	arm c: fulvestrant 500 mg + sapanisertib 30 mg qw	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02759835	all participants in cohorts 1, 2, and 3	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02759835	egfr mutated nsclc progressed on prior 1st/2nd generation egfr tki therapy &acquired t790m mutation	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02759835	epidermal growth factor receptor mutated non small cell lung cancer progressed on osimertinib	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02759835	tyrosine kinase inhibitor naïve epidermal growth factor receptor *mutated non small cell lung cancer	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02761694	part 1: vevorisertib 10 mg qd	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02761694	part 1: vevorisertib 100 mg qd	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02761694	part 1: vevorisertib 20 mg qd	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02761694	part 1: vevorisertib 25 mg qd	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02761694	part 1: vevorisertib 25 mg qod	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02761694	part 1: vevorisertib 5 mg qd	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02761694	part 1: vevorisertib 50 mg qd	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02761694	part 1: vevorisertib 75 mg qd	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02761694	part 2: vevorisertib 50 mg qd plus fulvestrant	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02761694	part 2: vevorisertib 50 mg qd plus paclitaxel	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02761694	part 2: vevorisertib 75 mg qd plus fulvestrant	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02761694	part 2: vevorisertib 75 mg qd plus paclitaxel	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02762981	segment i: continuous dosing regimens	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02762981	segment ii: intermittent dosing regimens	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02763319	rituximab + bendamustine	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02763319	tafasitamab + bendamustine	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02763566	abemaciclib + fulvestrant	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02763566	abemaciclib + nonsteroidal aromatase inhibitor (nsai)	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02763566	placebo + fulvestrant	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02763566	placebo + nsai	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02768701	experimental: single arm	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02783599	olaratumab + doxorubicin	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02789345	arm a/cohort a: ramucirumab + osimertinib	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02795429	phase ib: capmatinib 200 mg bid + spartalizumab 300 mg q3w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02795429	phase ib: capmatinib 300 mg bid + spartalizumab 300 mg q3w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02795429	phase ib: capmatinib 400 mg bid + spartalizumab 300 mg q3w	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02795988	phase 2 extension: imu-131 100 μg	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02795988	phase 2 extension: imu-131 200 μg	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02795988	phase 2: chemotherapy only	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02795988	phase 2: imu-131 plus chemotherapy	2	BASIS_EXISTS	title (endpoint construct named)	YES	LEAF-QC-group2.tsv
NCT02799069	bf-200 ala	2	BASIS_EXISTS	timeFrame	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02799069	mal cream	2	BASIS_EXISTS	timeFrame	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02799069	vehicle	2	BASIS_EXISTS	timeFrame	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02807844	ph ib: mcs110 1 mg/kg q3w + pdr001 100 mg q3w	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02807844	ph ib: mcs110 10 mg/kg q3w + pdr001 300 mg q3w	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02807844	ph ib: mcs110 3 mg/kg q3w + pdr001 100 mg q3w	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02807844	ph ib: mcs110 3 mg/kg q3w + pdr001 300 mg q3w	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02807844	ph ib: mcs110 5 mg/kg q3w + pdr001 300 mg q3w	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02807844	ph ib: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02807844	ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - ec	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02807844	ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - me	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02807844	ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - pc	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02807844	ph ii: mcs110 7.5 mg/kg q3w + pdr001 300 mg q3w - tnbc	2	BASIS_EXISTS	title (endpoint construct named)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02829723	phase i: blz945 1000 mg q1w qd	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02829723	phase i: blz945 1000 mg q1w qd + pdr001 400 mg q4w	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02829723	phase i: blz945 1200 mg 4d on/10d off qd	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02829723	phase i: blz945 1200 mg 4d on/10d off qd + pdr001 400 mg q4w	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02829723	phase i: blz945 1400 mg q1w qd + pdr001 400 mg q4w	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02829723	phase i: blz945 150 mg 7d on/7d off qd	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02829723	phase i: blz945 150 mg q1w qd + pdr001 400 mg q4w	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02829723	phase i: blz945 1600 mg q1w qd	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02829723	phase i: blz945 300 mg 4d on/10d off qd	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02829723	phase i: blz945 300 mg 4d on/10d off qd + pdr001 400 mg q4w	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02829723	phase i: blz945 300 mg 7d on/7d off qd	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02829723	phase i: blz945 300 mg q1w bid	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02829723	phase i: blz945 300 mg q1w qd	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
NCT02829723	phase i: blz945 300 mg q1w qd + pdr001 400 mg q4w	2	BASIS_EXISTS	title+description (named criteria set/version)	NOT_DETERMINED	LEAF-QC-group2.tsv
