job2_artifact	job2_key	job2_value_summary	corrected_b_disposition	corrected_b_key	reason
SELECTED-cohort-response-measurements.tsv	NCT02706405||group ii (durvalumab, jcar014) - dose level 3||om10	type=SECONDARY;denom=3;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02706405||group ii (durvalumab, jcar014) - dose level 3	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02706405||group ii (durvalumab, jcar014) - dose level 4||om10	type=SECONDARY;denom=6;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02706405||group ii (durvalumab, jcar014) - dose level 4	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02706405||group ii (durvalumab, jcar014) - dose level 5||om10	type=SECONDARY;denom=7;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02706405||group ii (durvalumab, jcar014) - dose level 5	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02708680||phase 2 entinostat plus atezolizumab||om5	type=SECONDARY;denom=40;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02708680||phase 2 entinostat plus atezolizumab	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02708680||phase 2 expansion: entinostat plus atezolizumab||om4	type=SECONDARY;denom=40;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02708680||phase 2 expansion: entinostat plus atezolizumab	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02708680||phase 2 expansion: placebo plus atezolizumab||om4	type=SECONDARY;denom=41;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02708680||phase 2 expansion: placebo plus atezolizumab	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02708680||placebo plus atezolizumab||om5	type=SECONDARY;denom=41;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02708680||placebo plus atezolizumab	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02709512||drug: adi-peg 20 plus pem platinum||om0	type=PRIMARY;denom=87;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02709512||drug: adi-peg 20 plus pem platinum	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02709512||drug: placebo plus pem platinum||om0	type=PRIMARY;denom=89;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02709512||drug: placebo plus pem platinum	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02709720||experimental group||om1	type=SECONDARY;denom=65;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02709720||experimental group	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02709889||gastroenteropancreatic neuroendocrine carcinoma||om1	type=SECONDARY;denom=36;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02709889||gastroenteropancreatic neuroendocrine carcinoma	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02709889||glioblastoma||om1	type=SECONDARY;denom=23;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02709889||glioblastoma	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02709889||large cell neuroendocrine carcinoma||om1	type=SECONDARY;denom=13;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02709889||large cell neuroendocrine carcinoma	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02709889||malignant melanoma||om1	type=SECONDARY;denom=20;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02709889||malignant melanoma	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02709889||medullary thyroid cancer||om1	type=SECONDARY;denom=13;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02709889||medullary thyroid cancer	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02709889||neuroendocrine prostate cancer||om1	type=SECONDARY;denom=21;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02709889||neuroendocrine prostate cancer	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02709889||other neuroendocrine carcinoma||om1	type=SECONDARY;denom=31;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02709889||other neuroendocrine carcinoma	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02709889||other solid tumors||om1	type=SECONDARY;denom=43;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02709889||other solid tumors	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711137||part1/treatment group a : 12mg qd incb057643||om2	type=SECONDARY;denom=5;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711137||part1/treatment group a : 12mg qd incb057643	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711137||part1/treatment group a : 16mg qd incb057643||om2	type=SECONDARY;denom=8;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711137||part1/treatment group a : 16mg qd incb057643	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711137||part1/treatment group a : 8mg qd incb057643||om2	type=SECONDARY;denom=4;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711137||part1/treatment group a : 8mg qd incb057643	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711137||part1/treatment group b : 12mg qd incb057643||om2	type=SECONDARY;denom=5;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711137||part1/treatment group b : 12mg qd incb057643	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711137||part1/treatment group b : 8mg qd incb057643||om2	type=SECONDARY;denom=7;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711137||part1/treatment group b : 8mg qd incb057643	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711137||part1/treatment group c : 8mg qd incb057643||om2	type=SECONDARY;denom=1;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711137||part1/treatment group c : 8mg qd incb057643	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711137||part2/treatment group a : 12 mg incb057643 expansion cohort||om2	type=SECONDARY;denom=86;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711137||part2/treatment group a : 12 mg incb057643 expansion cohort	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711137||part2/treatment group b : 12 mg incb057643 expansion cohort||om2	type=SECONDARY;denom=5;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711137||part2/treatment group b : 12 mg incb057643 expansion cohort	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711137||part3/treatment group a : 8 mg incb057643 + gemcitabine 1000mg||om2	type=SECONDARY;denom=1;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711137||part3/treatment group a : 8 mg incb057643 + gemcitabine 1000mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711137||part3/treatment group b : 8 mg incb057643 + paclitaxel 80mg||om2	type=SECONDARY;denom=2;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711137||part3/treatment group b : 8 mg incb057643 + paclitaxel 80mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711137||part3/treatment group c : 8 mg incb057643 + rucaparib 600mg||om2	type=SECONDARY;denom=4;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711137||part3/treatment group c : 8 mg incb057643 + rucaparib 600mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711137||part3/treatment group d : 8 mg incb057643 + abir +predni||om2	type=SECONDARY;denom=3;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711137||part3/treatment group d : 8 mg incb057643 + abir +predni	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711137||part3/treatment group e : 8 mg incb057643 + ruxolitinib 20mg||om2	type=SECONDARY;denom=1;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711137||part3/treatment group e : 8 mg incb057643 + ruxolitinib 20mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711137||part3/treatment group f : 8 mg incb057643 + azacitidine 75mg||om2	type=SECONDARY;denom=2;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711137||part3/treatment group f : 8 mg incb057643 + azacitidine 75mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711553||8 mg/kg ramucirumab + 25 mg/m2 cisplatin + 1000 mg/m2 gemcitabine||om2	type=SECONDARY;denom=106;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711553||8 mg/kg ramucirumab + 25 mg/m2 cisplatin + 1000 mg/m2 gemcitabine	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711553||80 mg merestinib + 25 mg/m2 cisplatin + 1000 mg/m2 gemcitabine||om2	type=SECONDARY;denom=102;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711553||80 mg merestinib + 25 mg/m2 cisplatin + 1000 mg/m2 gemcitabine	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711553||pooled placebo||om2	type=SECONDARY;denom=101;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711553||pooled placebo	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711852||duvelisib||om1	type=SECONDARY;denom=16;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711852||duvelisib	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711956||de/dc a zen003694 + enzalutamide||om3	type=SECONDARY;denom=39;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711956||de/dc a zen003694 + enzalutamide	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711956||de/dc b zen003694 + enzalutamide||om3	type=SECONDARY;denom=26;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711956||de/dc b zen003694 + enzalutamide	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711956||de/dc-a zen003694 + enzalutamide||om2	type=SECONDARY;denom=45;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711956||de/dc-a zen003694 + enzalutamide	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02711956||de/dc-b zen003694 + enzalutamide||om2	type=SECONDARY;denom=30;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02711956||de/dc-b zen003694 + enzalutamide	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group a: incb059872 monotherapy; 2 mg qd||om3	type=SECONDARY;denom=5;resolved_by=e	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group a: incb059872 monotherapy; 2 mg qd	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group a: incb059872 monotherapy; 2 mg qod||om3	type=SECONDARY;denom=3;resolved_by=e	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group a: incb059872 monotherapy; 2 mg qod	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group a: incb059872 monotherapy; 3 mg qd||om3	type=SECONDARY;denom=4;resolved_by=e	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group a: incb059872 monotherapy; 3 mg qd	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group a: incb059872 monotherapy; 3 mg qod||om3	type=SECONDARY;denom=0;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group a: incb059872 monotherapy; 3 mg qod	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group a: incb059872 monotherapy; 4 mg qd||om3	type=SECONDARY;denom=12;resolved_by=e	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group a: incb059872 monotherapy; 4 mg qd	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group a: incb059872 monotherapy; 5 mg qd||om3	type=SECONDARY;denom=2;resolved_by=e	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group a: incb059872 monotherapy; 5 mg qd	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group b: incb059872 monotherapy; 1 mg qd||om3	type=SECONDARY;denom=0;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group b: incb059872 monotherapy; 1 mg qd	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group b: incb059872 monotherapy; 2 mg qd||om3	type=SECONDARY;denom=0;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group b: incb059872 monotherapy; 2 mg qd	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group b: incb059872 monotherapy; 2 mg qod||om3	type=SECONDARY;denom=0;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group b: incb059872 monotherapy; 2 mg qod	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group b: incb059872 monotherapy; 3 mg qd||om3	type=SECONDARY;denom=0;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group b: incb059872 monotherapy; 3 mg qd	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group b: incb059872 monotherapy; 3 mg qod||om3	type=SECONDARY;denom=0;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group b: incb059872 monotherapy; 3 mg qod	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group b: incb059872 monotherapy; 4 mg qod||om3	type=SECONDARY;denom=0;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group b: incb059872 monotherapy; 4 mg qod	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group c: combination therapy; incb059872 2 mg qd + atra||om12	type=SECONDARY;denom=5;resolved_by=e	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group c: combination therapy; incb059872 2 mg qd + atra	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group c: combination therapy; incb059872 3 mg qd + atra||om12	type=SECONDARY;denom=7;resolved_by=e	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group c: combination therapy; incb059872 3 mg qd + atra	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group c: combination therapy; incb059872 4 mg qd + atra||om12	type=SECONDARY;denom=1;resolved_by=e	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group c: combination therapy; incb059872 4 mg qd + atra	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group d: combination therapy; incb059872 2 mg qd + azacitidine||om12	type=SECONDARY;denom=6;resolved_by=e	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group d: combination therapy; incb059872 2 mg qd + azacitidine	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group d: combination therapy; incb059872 3 mg qd + azacitidine||om12	type=SECONDARY;denom=1;resolved_by=e	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group d: combination therapy; incb059872 3 mg qd + azacitidine	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02712905||group e: combination therapy; incb059872 3 mg qod + nivolumab||om12	type=SECONDARY;denom=0;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02712905||group e: combination therapy; incb059872 3 mg qod + nivolumab	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02713529||part 1: amg 820 + pem||om4	type=PRIMARY;denom=15;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02713529||part 1: amg 820 + pem	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02713529||part 2, group 1: crc mmr-proficient||om4	type=PRIMARY;denom=41;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02713529||part 2, group 1: crc mmr-proficient	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02713529||part 2, group 2: pancreatic cancer||om4	type=PRIMARY;denom=31;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02713529||part 2, group 2: pancreatic cancer	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02713529||part 2, group 3: nsclc pd-l1 low, naïve||om4	type=PRIMARY;denom=4;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02713529||part 2, group 3: nsclc pd-l1 low, naïve	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02713529||part 2, group 4a: refractory / relapsing nsclc pd-l1 low||om4	type=PRIMARY;denom=19;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02713529||part 2, group 4a: refractory / relapsing nsclc pd-l1 low	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02713529||part 2, group 4b: refractory/relapsing nsclc pd-l1 high||om4	type=PRIMARY;denom=6;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02713529||part 2, group 4b: refractory/relapsing nsclc pd-l1 high	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02714218||ipilimumab 3 mg/kg iv + nivolumab 1 mg/kg iv||om2	type=SECONDARY;denom=178;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02714218||ipilimumab 3 mg/kg iv + nivolumab 1 mg/kg iv	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02714218||nivolumab 3 mg/kg iv + ipilimumab 1 mg/kg iv||om2	type=SECONDARY;denom=180;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02714218||nivolumab 3 mg/kg iv + ipilimumab 1 mg/kg iv	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02715804||ag: placebo + nab-paclitaxel + gemcitabine||om2	type=SECONDARY;denom=165;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02715804||ag: placebo + nab-paclitaxel + gemcitabine	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02715804||pag: pegph20 + nab-paclitaxel + gemcitabine||om2	type=SECONDARY;denom=327;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02715804||pag: pegph20 + nab-paclitaxel + gemcitabine	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02717611||acalabrutinib||om0	type=PRIMARY;denom=60;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02717611||acalabrutinib	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02718300||tg10 + tg20: daily/weekly dosing||om15	type=SECONDARY;denom=32;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02718300||tg10 + tg20: daily/weekly dosing	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02718300||tg5d||om15	type=SECONDARY;denom=21;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02718300||tg5d	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02718300||tg5i/m||om15	type=SECONDARY;denom=21;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02718300||tg5i/m	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02718417||chemotherapy + avelumab followed by avelumab||om4	type=SECONDARY;denom=331;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02718417||chemotherapy + avelumab followed by avelumab	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02718417||chemotherapy followed by avelumab||om4	type=SECONDARY;denom=332;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02718417||chemotherapy followed by avelumab	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT02718417||chemotherapy followed by observation||om4	type=SECONDARY;denom=335;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT02718417||chemotherapy followed by observation	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
