nct	canonical_payload	results_group_id	n_distinct_titles	titles
NCT02660034	ctg_results_bor_2014_2017.txt	OG003	2	part a: dose escalation phase - cohort 4|part b: dose expansion phase - arm 3
NCT02660034	ctg_results_bor_2014_2017.txt	OG004	2	part a: dose escalation phase - cohort 5|part b: dose expansion phase - arm 4
NCT02660034	ctg_results_bor_2014_2017.txt	OG007	2	part b: dose expansion phase - arm 7|part b: dose expansion phase - arm 8
NCT02150967	ctg_results_bor_2014_2017.txt	OG000	2	cohort 1: fgfr2 fusion/rearrangements|cohort 1: fgfr2 fusions
NCT02372006	ctg_results_bor_2014_2017.txt	OG000	2	dose finding - level 0|maximum tolerated dose (mtd) expansion cohort - level 0
NCT02723955	ctg_results_bor_2014_2017.txt	OG000	8	part 1a: fela 0.003 mg/kg|part 1a: feladilimab (fela) 0.001 milligram/kilogram (mg/kg)|part 1b: fela 0.300 mg/kg|part 2a: fela 0.010 mg/kg + pembrolizumab (pembro) 200 mg|part 2a: fela 24 mg + chemotherapy|part 2a: fela 8 mg + gsk3174998 8 mg|part 2b: fela 0.100 mg/kg + pembro 200 mg|part 2b: fela 48 mg + pembro 400 mg
NCT02723955	ctg_results_bor_2014_2017.txt	OG001	8	part 1a: fela 0.003 mg/kg|part 1a: feladilimab (fela) 0.001 milligram/kilogram (mg/kg)|part 1b: fela 1.000 mg/kg|part 2a: fela 0.030 mg/kg + pembro 200 mg|part 2a: fela 8 mg + gsk3174998 24 mg|part 2a: fela 80 mg + chemotherapy|part 2b: fela 0.300 mg/kg + pembro 200 mg|part 2b: fela 160 mg + pembro 400 mg
NCT02723955	ctg_results_bor_2014_2017.txt	OG002	6	part 1a: fela 0.010 mg/kg|part 1b: fela 24 mg|part 2a: fela 0.100 mg/kg + pembro 200 mg|part 2a: fela 24 mg + 200 mg pembro + chemotherapy|part 2a: fela 24 mg + gsk3174998 24 mg|part 2b: fela 1.000 mg/kg + pembro 200 mg
NCT02723955	ctg_results_bor_2014_2017.txt	OG003	5	part 1a: fela 0.030 mg/kg|part 2a: fela 0.300 mg/kg + pembro 200 mg|part 2a: fela 80 mg + 200 mg pembro + chemotherapy|part 2a: fela 80 mg + gsk3174998 24 mg|part 2b: fela 3.000 mg/kg + pembro 200 mg
NCT02723955	ctg_results_bor_2014_2017.txt	OG004	4	part 1a: fela 0.100 mg/kg|part 2a: fela 1.000 mg/kg + pembro 200 mg|part 2a: fela 80 mg + gsk3174998 80 mg|part 2b: fela 24 mg + pembro 200 mg
NCT02723955	ctg_results_bor_2014_2017.txt	OG005	4	part 1a: fela 0.300 mg/kg|part 2a: fela 3.000 mg/kg + pembro 200 mg|part 2b: fela 48 mg + pembro 400 mg|part 2b: fela 80 mg + pembro 200 mg
NCT02723955	ctg_results_bor_2014_2017.txt	OG006	4	part 1a: fela 1.000 mg/kg|part 2a: fela 8 mg + gsk3174998 8 mg|part 2a: fela 8 mg + gsk3174998 8/24 mg|part 2b: fela 160 mg + pembro 400 mg
NCT02723955	ctg_results_bor_2014_2017.txt	OG007	4	part 1a: fela 3.000 mg/kg|part 2a: fela 24 mg + gsk3174998 24 mg|part 2a: fela 8 mg + gsk3174998 24 mg|part 2b: fela 80 mg + pembro 200 mg
NCT02723955	ctg_results_bor_2014_2017.txt	OG008	3	part 1a: fela 10.000 mg/kg|part 2a: fela 24 mg + gsk3174998 24 mg|part 2a: fela 80 mg + gsk3174998 24/80 mg
NCT02723955	ctg_results_bor_2014_2017.txt	OG009	2	part 2a: fela 24 mg + chemotherapy (+/-pembrolizumab)|part 2a: fela 80 mg + gsk3174998 24 mg
NCT02723955	ctg_results_bor_2014_2017.txt	OG010	2	part 2a: fela 80 mg + chemotherapy (+/- pembrolizumab)|part 2a: fela 80 mg + gsk3174998 80 mg
NCT02723955	ctg_results_bor_2014_2017.txt	OG011	2	part 2a: fela 24 mg + chemotherapy|part 2a: fela 24 mg + dostarlimab 500 mg + cobolimab 300 mg
NCT02723955	ctg_results_bor_2014_2017.txt	OG012	2	part 2a: fela 24 mg + bintrafusp alfa 2400 mg|part 2a: fela 80 mg + chemotherapy
NCT02275910	ctg_results_bor_2014_2017.txt	OG000	2	part 1: e7090 1 mg with solid tumor|part 2: e7090 140 mg with gastric cancer
NCT02275910	ctg_results_bor_2014_2017.txt	OG001	2	part 1: e7090 2 mg with solid tumor|part 2: e7090 140 mg with cholangiocarcinoma
NCT02933255	ctg_results_bor_2014_2017.txt	OG000	2	lead-in metastatic castration-resistant prostate cancer (mcrpc) cohort|neoadjuvant cohort
NCT03160079	ctg_results_bor_2014_2017.txt	OG001	2	blinatumomab only|pembrolizumab only
NCT02432274	ctg_results_bor_2014_2017.txt	OG000	5	cohort 1, single-agent dose-finding: lenvatinib 11 mg/m^2|cohort 1: all participants|cohort 2a, single-agent expansion, dtc: lenvatinib 14 mg/m^2|cohort 3a: all participants|cohort2b,single-agentexpansion,osteosarcoma:lenvatinib14mg/m^2
NCT02432274	ctg_results_bor_2014_2017.txt	OG001	2	cohort 1, single-agent dose-finding: lenvatinib 14 mg/m^2|cohort 3b, combination expansion: lenvatinib 14 mg/m^2
NCT02432274	ctg_results_bor_2014_2017.txt	OG003	2	cohort 2a, single-agent expansion, dtc: lenvatinib 14 mg/m^2|cohort2b,single-agentexpansion,osteosarcoma:lenvatinib14mg/m^2
NCT02432274	ctg_results_bor_2014_2017.txt	OG004	2	cohort 3a, combination dose-finding: lenvatinib 11 mg/m^2|cohort2b,single-agentexpansion,osteosarcoma:lenvatinib14mg/m^2
NCT02432274	ctg_results_bor_2014_2017.txt	OG005	2	cohort 3a, combination dose-finding: lenvatinib 11 mg/m^2|cohort 3a, combination dose-finding: lenvatinib 14 mg/m^2
NCT02432274	ctg_results_bor_2014_2017.txt	OG006	2	cohort 3a, combination dose-finding: lenvatinib 14 mg/m^2|cohort 3b, combination expansion: lenvatinib 14 mg/m^2
NCT02041429	ctg_results_bor_2014_2017.txt	OG000	2	all phase i participants|phase i dose level 0: paclitaxel + ruxolitiniib 10 mg
NCT02228382	ctg_results_bor_2014_2017.txt	OG000	4	bosutinib, chronic phase 2nd and 3rd line chronic myelogenous leukemia|bosutinib: accelerated phase chronic myelogenous leukemia|bosutinib: chronic phase 2nd line chronic myelogenous leukemia|bosutinib: chronic phase 4th line chronic myelogenous leukemia
NCT02278250	ctg_results_bor_2014_2017.txt	OG000	7	part a2: m4344|part a2: m4344 100 mg bid|part a: m4344|part a: m4344 10 mg biw|part b1: m4344|part b1: m4344 350 mg + carboplatin|part c: m4344 250 mg qd
NCT02278250	ctg_results_bor_2014_2017.txt	OG001	3	part a2: m4344 150 mg qd|part a: m4344 20 mg biw|part b1: m4344 400 mg + carboplatin
NCT02278250	ctg_results_bor_2014_2017.txt	OG002	3	part a2: m4344 250 mg qd|part a: m4344 40 mg biw|part b1: m4344 500 mg + carboplatin
NCT02278250	ctg_results_bor_2014_2017.txt	OG003	2	part a2: m4344 350 mg qd|part a: m4344 80 mg biw
NCT02719574	ctg_results_bor_2014_2017.txt	OG000	7	phase 1: ft-2102 (single agent)|phase 1: ft-2102 100 mg qd (single agent)|phase 2: cohort 1; ft-2102 (single agent)|phase 2: cohort 1; ft-2102 150 mg bid (single agent)|phase 2: cohort 2; ft-2102 (single agent)|phase 2: cohort 3; ft-2102 (single agent)|phase 2: cohort 4; ft-2102 + azacitidine (combination therapy)
NCT02719574	ctg_results_bor_2014_2017.txt	OG001	7	phase 1: ft-2102 150 mg qd (single agent)|phase 1: total ft-2102 (single agent)|phase 2: cohort 2; ft-2102 (single agent)|phase 2: cohort 2; ft-2102 150 mg bid (single agent)|phase 2: cohort 3; ft-2102 (single agent)|phase 2: cohort 4; ft-2102 + azacitidine (combination therapy)|phase 2: cohort 5; ft-2102 + azacitidine (combination therapy)
NCT02719574	ctg_results_bor_2014_2017.txt	OG002	6	phase 1: ft-2102 + azacitidine (combination therapy)|phase 1: ft-2102 300 mg qd (single agent)|phase 2: cohort 3; ft-2102 (single agent)|phase 2: cohort 3; ft-2102 150 mg bid (single agent)|phase 2: cohort 4; ft-2102 + azacitidine (combination therapy)|phase 2: cohort 5; ft-2102 + azacitidine (combination therapy)
NCT02719574	ctg_results_bor_2014_2017.txt	OG003	7	phase 1: ft-2102 150 mg bid (single agent)|phase 1: total ft-2102; ft-2102 + azacitidine (combination therapy)|phase 2: cohort 4; ft-2102 + azacitidine (combination therapy)|phase 2: cohort 4; ft-2102 150 mg bid + azacitidine (combination therapy)|phase 2: cohort 5; ft-2102 + azacitidine (combination therapy)|phase 2: cohort 6; ft-2102 + azacitidine (combination therapy)|phase: ft-2102 150 mg bid (single agent)
NCT02719574	ctg_results_bor_2014_2017.txt	OG004	5	phase 1: ft-2102 150 mg qd+azacitidine (combination therapy)|phase 2: cohort 5; ft-2102 + azacitidine (combination therapy)|phase 2: cohort 5; ft-2102 150 mg bid + azacitidine (combination therapy)|phase 2: cohort 6; ft-2102 + azacitidine (combination therapy)|phase 2: cohort 7; ft-2102 (single agent)
NCT02719574	ctg_results_bor_2014_2017.txt	OG005	5	phase 1: ft-2102 150 mg bid+azacitidine (combination therapy)|phase 2: cohort 6; ft-2102 + azacitidine (combination therapy)|phase 2: cohort 6; ft-2102 150 mg bid + azacitidine (combination therapy)|phase 2: cohort 7; ft-2102 (single agent)|phase 2: cohort 8; ft-2102 + azacitidine (combination therapy)
NCT02719574	ctg_results_bor_2014_2017.txt	OG006	3	phase 2: cohort 7; ft-2102 (single agent)|phase 2: cohort 7; ft-2102 150 mg bid (single agent)|phase 2: cohort 8; ft-2102 + azacitidine (combination therapy)
NCT02719574	ctg_results_bor_2014_2017.txt	OG007	2	phase 2: cohort 8; ft-2102 + azacitidine (combination therapy)|phase 2: cohort 8; ft-2102 150 mg bid + azacitidine (combination therapy)
NCT03126110	ctg_results_bor_2014_2017.txt	OG000	3	phase 1 group a: incagn01876 1.0 mg/kg q2w + nivolumab 240 mg q2w|phase 2 group c2 pd-1/pd-l1 rm: incagn01876 300 mg + ipilimumab 1 mg/kg|phase 2 group c2: pd-1/pd-l1 rm: incagn01876 300 mg + ipilimumab 1 mg/kg
NCT03126110	ctg_results_bor_2014_2017.txt	OG001	2	phase 1 group a: incagn01876 3.0 mg/kg q2w + nivolumab 240 mg q2w|phase 2 group f gc: incagn01876 300 mg + nivolumab 240 mg
NCT03126110	ctg_results_bor_2014_2017.txt	OG002	2	phase 1 group a: incagn01876 5.0 mg/kg q2w + nivolumab 240 mg q2w|phase 2 group f scchn incagn01876 300 mg + nivolumab 240 mg
NCT03126110	ctg_results_bor_2014_2017.txt	OG003	2	phase 1 group a: incagn01876 10.0 mg/kg q2w + nivolumab 240 mg q2w|phase 2 group f cc: incagn01876 300 mg + nivolumab 240 mg
NCT03126110	ctg_results_bor_2014_2017.txt	OG004	2	phase 1 group b: incagn01876 1.0 mg/kg q2w, then nivolumab 240 mg q2w|phase 2 group f pd-1/pd-l1 rm: incagn01876 300 mg + nivolumab 240 mg
NCT03126110	ctg_results_bor_2014_2017.txt	OG005	3	phase 1 group b: incagn01876 3.0 mg/kg q2w, then nivolumab 240 mg q2w|phase 2 group f biopsy: incagn01876 300 mg + nivolumab 240 mg|phase 2 group f: biopsy: incagn01876 300 mg + nivolumab 240 mg
NCT03126110	ctg_results_bor_2014_2017.txt	OG010	2	phase 1 group d: incagn01876 + nivolumab + ipilimumab|phase 1 group d: incagn01876 1.0 mg/kg + nivolumab 3 mg/kg + ipilimumab 1 mg/kg
NCT02875223	ctg_results_bor_2014_2017.txt	OG000	3	part a - all dlt evaluable participants|part a 1.25 mg|part b - lung nets - 60 mg
NCT02875223	ctg_results_bor_2014_2017.txt	OG001	2	part a 2.5 mg|part b - nepc - 60 mg
NCT02875223	ctg_results_bor_2014_2017.txt	OG002	2	part a 5 mg|part b - mzl - 60 mg
NCT02875223	ctg_results_bor_2014_2017.txt	OG003	2	part a 10 mg|part b - japanese cohort - 60 mg
NCT02395627	ctg_results_bor_2014_2017.txt	OG001	2	pembrolizumab group b|pembrolizumab: group b
NCT03166631	ctg_results_bor_2014_2017.txt	OG000	5	part a: 5 mg bi 891065|part a: bi 891065|part b: 50 mg bi 891065 qd + 240 mg bi 754091|part b: 891065 + 240 mg bi 754091 - overall|part b: bi 891065 + 240mg bi 754091
NCT03166631	ctg_results_bor_2014_2017.txt	OG001	2	part a: 15 mg bi 891065|part b: 200 mg bi 891065 qd + 240 mg bi 754091
NCT03166631	ctg_results_bor_2014_2017.txt	OG002	2	part a: 25 mg bi 891065|part b: 400 mg bi 891065 qd + 240 mg bi 754091
NCT03166631	ctg_results_bor_2014_2017.txt	OG003	2	part a: 50 mg bi 891065|part b: 200 mg bi 891065 bid + 240 mg bi 754091
NCT02082977	ctg_results_bor_2014_2017.txt	OG000	4	part 1: participants with gcb-dlbcl|part 1:gsk2816126 50 mg twice-weekly|part 1:gsk2816126 800 mg twice-weekly|part 2: all participants
NCT02082977	ctg_results_bor_2014_2017.txt	OG001	4	part 1: participants with solid tumors|part 1:gsk2816126 100 mg twice-weekly|part 1:gsk2816126 1200 mg twice-weekly|part 1:gsk2816126 1800 mg twice-weekly
NCT02082977	ctg_results_bor_2014_2017.txt	OG002	3	part 1:gsk2816126 1800 mg twice-weekly|part 1:gsk2816126 200 mg twice-weekly|part 1:gsk2816126 2400 mg twice-weekly
NCT02082977	ctg_results_bor_2014_2017.txt	OG003	3	part 1:gsk2816126 2400 mg twice-weekly|part 1:gsk2816126 3000 mg twice-weekly|part 1:gsk2816126 400 mg twice-weekly
NCT02082977	ctg_results_bor_2014_2017.txt	OG004	2	part 1:gsk2816126 3000 mg twice-weekly|part 1:gsk2816126 800 mg twice-weekly
NCT02625623	ctg_results_bor_2014_2017.txt	OG001	2	avelumab + bsc|avelumab + sc
NCT02981108	ctg_results_bor_2014_2017.txt	OG000	2	escalation cohort 1|phase 2 extension
NCT03245151	ctg_results_bor_2014_2017.txt	OG000	3	phase 1: lenvatinib + everolimus (all participants)|phase 1: lenvatinib 8 mg/m^2 + everolimus 3 mg/m^2|phase 2: cohort 1, ewing sarcoma
NCT03245151	ctg_results_bor_2014_2017.txt	OG001	2	phase 1: lenvatinib 11 mg/m^2 + everolimus 3 mg/m^2|phase 2: cohort 2, rhabdomyosarcoma
NCT02603419	ctg_results_bor_2014_2017.txt	OG000	2	expansion phase: avelumab 70 mg, 500 mg q2w|lead-in phase: avelumab 70 mg q2w
NCT02554812	ctg_results_bor_2014_2017.txt	OG000	8	combination a phase 1b nsclc: utomilumab 500 mg + avelumab|combination a phase 2 melanoma: utomilumab 100 mg + avelumab|combination b phase 1b/2 pf-04518600 + avelumab|combination b phase 1b: pf-04518600 0.3 mg/kg + avelumab|combination b phase 2 nsclc: pf-04518600 0.3 mg/kg + avelumab|combination c phase 1b: pd 0360324 50 mg + avelumab|combination d phase 1b: utomilumab 20 mg + pf-04518600 0.1 mg/kg + avelumab|combination f phase 1b scchn: cmp-001 10 mg + avelumab
NCT02554812	ctg_results_bor_2014_2017.txt	OG001	8	combination a phase 1b nsclc: utomilumab 100 mg + avelumab|combination a phase 1b/2 utomilumab 100 mg + avelumab|combination a phase 2 scchn: utomilumab 100 mg + avelumab|combination b phase 1b: pf-04518600 1.0 mg/kg + avelumab|combination b phase 2 scchn: pf-04518600 0.3 mg/kg + avelumab|combination c phase 1b: pd 0360324 100 mg + avelumab|combination d phase 1b: utomilumab 50 mg + pf-04518600 0.1 mg/kg + avelumab|combination f phase 1b scchn: cmp-001 10 mg then avelumab + utomilumab 100 mg
NCT02554812	ctg_results_bor_2014_2017.txt	OG002	6	combination a phase 1b nsclc: utomilumab 20 mg + avelumab|combination a phase 2 tnbc: utomilumab 100 mg + avelumab|combination b phase 1b: pf-04518600 3.0 mg/kg + avelumab|combination c phase 1b: pd 0360324 150 mg + avelumab|combination d phase 1b: utomilumab 20 mg + pf-04518600 0.3 mg/kg + avelumab|combination f phase 1b scchn: cmp-001 10 mg then avelumab + pf-04518600 0.3 mg/kg
NCT02554812	ctg_results_bor_2014_2017.txt	OG003	5	combination a phase 2 1l nsclc: utomilumab then utomilumab + avelumab|combination a phase 2 melanoma: utomilumab 100 mg + avelumab|combination a phase 2 sclc: utomilumab 100 mg + avelumab|combination b phase 2 nsclc: pf-04518600 0.3 mg/kg + avelumab|combination d phase 1b: utomilumab 50 mg + pf-04518600 0.3 mg/kg + avelumab
NCT02554812	ctg_results_bor_2014_2017.txt	OG004	5	combination a phase 2 1l nsclc: avelumab then utomilumab + avelumab|combination a phase 2 first line (1l) nsclc: utomilumab 100 mg + avelumab|combination a phase 2 scchn: utomilumab 100 mg + avelumab|combination b phase 2 scchn: pf-04518600 0.3 mg/kg + avelumab|combination d phase 1b: utomilumab 20 mg + pf-04518600 1.0 mg/kg + avelumab
NCT02554812	ctg_results_bor_2014_2017.txt	OG005	3	combination a phase 2 1l nsclc: utomilumab then utomilumab + avelumab|combination a phase 2 tnbc: utomilumab 100 mg + avelumab|combination d phase 1b: utomilumab 50 mg + pf-04518600 1.0 mg/kg + avelumab
NCT02554812	ctg_results_bor_2014_2017.txt	OG006	2	combination a phase 2 1l nsclc: avelumab then utomilumab + avelumab|combination a phase 2 sclc: utomilumab 100 mg + avelumab
NCT02523469	ctg_results_bor_2014_2017.txt	OG000	2	arm a: rp2d alt-803 + nivolumab (nivo-naïve)|cohort 1: alt-803 6 μg/kg + nivolumab 3 mg/kg
NCT02523469	ctg_results_bor_2014_2017.txt	OG001	2	arm b: rp2d alt-803 + nivolumab (nivo-progressor)|cohort 2: alt-803 10 μg/kg + nivolumab 3 mg/kg
NCT02523469	ctg_results_bor_2014_2017.txt	OG002	2	cohort 3: alt-803 15 μg/kg + nivolumab 3 mg/kg|exploratory arm 1
NCT02523469	ctg_results_bor_2014_2017.txt	OG003	2	cohort 4: alt-803 20 μg/kg + nivolumab 3 mg/kg (rp2d)|exploratory arm 2
NCT02805660	ctg_results_bor_2014_2017.txt	OG000	4	durvalumab|phase 1: dose escalation - 50 mg|phase 1: mocetinostat 50 mg|phase 2: combination regimen - cohort 1
NCT02805660	ctg_results_bor_2014_2017.txt	OG001	3	phase 1: dose escalation - 70 mg|phase 1: mocetinostat 70 mg|phase 2: combination regimen - cohort 2
NCT02805660	ctg_results_bor_2014_2017.txt	OG002	3	phase 1: dose escalation - 90 mg|phase 1: mocetinostat 90 mg|phase 2: combination regimen - cohort 3
NCT02805660	ctg_results_bor_2014_2017.txt	OG003	3	phase 1: mocetinostat 40 mg|phase 2: combination regimen - cohort 1|phase 2: combination regimen - cohort 4
NCT02805660	ctg_results_bor_2014_2017.txt	OG004	2	phase 2: combination regimen - cohort 2|phase 2: mocetinostat 70 mg
NCT02805660	ctg_results_bor_2014_2017.txt	OG005	2	phase 2: combination regimen - cohort 3|phase 2: mocetinostat 50 mg
NCT02052778	ctg_results_bor_2014_2017.txt	OG000	3	phase 1: dose escalation: qod dosing|phase 1: dose expansion cohort 1|phase 2
NCT02052778	ctg_results_bor_2014_2017.txt	OG001	2	phase 1: dose escalation: qd dosing|phase 1: dose expansion: cohort 2
NCT02052778	ctg_results_bor_2014_2017.txt	OG006	2	phase 1: dose expansion: pooled sub-cohort|phase 1: dose expansion: sub-cohort 1
NCT03094169	ctg_results_bor_2014_2017.txt	OG000	3	avid100 20 mg/m^2|dose escalation phase 1-cohort 1|phase 2a expansion: avid100 220 mg/m^2
NCT03094169	ctg_results_bor_2014_2017.txt	OG001	2	avid100 40 mg/m^2|dose escalation phase 1-cohort 2
NCT03094169	ctg_results_bor_2014_2017.txt	OG002	2	avid100 80 mg/m^2|dose escalation phase 1-cohort 3
NCT03094169	ctg_results_bor_2014_2017.txt	OG003	2	avid100 120 mg/m^2|dose escalation phase 1-cohort 4
NCT03094169	ctg_results_bor_2014_2017.txt	OG004	2	avid100 180 mg/m^2|dose escalation phase 1-cohort 5
NCT03094169	ctg_results_bor_2014_2017.txt	OG005	2	avid100 220 mg/m^2|dose escalation phase 1-cohort 6
NCT03094169	ctg_results_bor_2014_2017.txt	OG006	2	avid100 270 mg/m^2|dose escalation phase 1-cohort 7
NCT02091141	ctg_results_bor_2014_2017.txt	OG000	2	atezolizumab|trastuzumab plus pertuzumab
NCT02452554	ctg_results_bor_2014_2017.txt	OG000	2	stratum 1: wims tumor|treatment (lorvotuzumab mertansine)
NCT02736617	ctg_results_bor_2014_2017.txt	OG000	2	efficacy evaluable|overall study
NCT02574078	ctg_results_bor_2014_2017.txt	OG000	3	group a, cohort a, nivo|group d, nivo + erlo|group e
NCT02574078	ctg_results_bor_2014_2017.txt	OG001	2	group a, cohort a, beva + nivo|group d, erlo
NCT02599324	ctg_results_bor_2014_2017.txt	OG000	3	cohort 1 (rcc): ibrutinib 560 mg + everolimus|cohort 1 (rcc): ibrutinib 840 mg + everolimus|cohort 3 (ga): ibrutinib 560 mg + docetaxel
NCT02599324	ctg_results_bor_2014_2017.txt	OG001	3	cohort 1 (rcc): ibrutinib 840 mg + everolimus|cohort 2 (uc): ibrutinib 840 mg + paclitaxel|cohort 4 (crc): ibrutinib 840 mg + cetuximab
NCT02599324	ctg_results_bor_2014_2017.txt	OG002	3	cohort 2 (uc): ibrutinib 560 mg + paclitaxel|cohort 3 (ga): ibrutinib 560 mg + docetaxel|cohort 5 (uc): ibrutinib 840 mg
NCT02599324	ctg_results_bor_2014_2017.txt	OG003	3	cohort 2 (uc): ibrutinib 840 mg + paclitaxel|cohort 4 (crc): ibrutinib 840 mg + cetuximab|cohort 6 (uc): ibrutinib 560 mg + pembrolizumab
NCT02599324	ctg_results_bor_2014_2017.txt	OG004	2	cohort 3 (ga): ibrutinib 560 mg + docetaxel|cohort 5 (uc): ibrutinib 840 mg
NCT02599324	ctg_results_bor_2014_2017.txt	OG005	2	cohort 4 (crc): ibrutinib 560 mg + cetuximab|cohort 6 (uc): ibrutinib 560 mg + pembrolizumab
NCT03241173	ctg_results_bor_2014_2017.txt	OG000	2	phase 1, dose escalation: incagn01949 70 mg + nivolumab 240 mg|phase 2, part a: incagn01949 + nivolumab
NCT03241173	ctg_results_bor_2014_2017.txt	OG001	2	phase 1, dose escalation: incagn01949 200 mg + nivolumab 240 mg|phase 2, part b: incagn01949; incagn01949 + nivolumab; incagn01949 + nivolumab + ipilimumab
NCT02928224	ctg_results_bor_2014_2017.txt	OG000	5	combined safety lead-in|combined safety lead-in (csli)|pharmacokinetic population of encorafenib|phase 3: doublet arm|phase 3: triplet arm
NCT02928224	ctg_results_bor_2014_2017.txt	OG001	4	phase 3: control arm|phase 3: doublet arm|phase 3:control arm|phase 3:doublet arm
NCT02928224	ctg_results_bor_2014_2017.txt	OG002	2	phase 3: control arm|phase 3:control arm
NCT02501096	ctg_results_bor_2014_2017.txt	OG000	3	phase 1b and 2, lenvatinib 20 mg/day+pembrolizumab 200 mg: ec|phase 1b, lenvatinib 24 mg/day + pembrolizumab 200 mg: rcc|phase 1b: all participants
NCT02501096	ctg_results_bor_2014_2017.txt	OG001	2	phase 1b and 2, lenvatinib 20 mg/day+pembrolizumab 200 mg: rcc|phase 1b, lenvatinib 24 mg/day + pembrolizumab 200 mg: nsclc
NCT02501096	ctg_results_bor_2014_2017.txt	OG002	3	phase 1b and 2, lenvatinib 20 mg/day+pembrolizumab 200 mg: ec|phase 1b and 2, lenvatinib 20 mg/day+pembrolizumab 200 mg: melanoma|phase 1b, lenvatinib 20 mg/day + pembrolizumab 200 mg: nsclc
NCT02501096	ctg_results_bor_2014_2017.txt	OG003	3	phase 1b and 2, lenvatinib 20 mg/day+pembrolizumab 200 mg: nsclc|phase 1b and 2, lenvatinib 20 mg/day+pembrolizumab 200 mg: rcc|phase 1b, lenvatinib 20 mg/day + pembrolizumab 200 mg: rcc
NCT02501096	ctg_results_bor_2014_2017.txt	OG004	3	phase 1b and 2, lenvatinib 20 mg/day+pembrolizumab 200 mg: melanoma|phase 1b and 2,lenvatinib 20 mg/day+pembrolizumab 200 mg: hnscc|phase 1b, lenvatinib 20 mg/day + pembrolizumab 200 mg: ec
NCT02501096	ctg_results_bor_2014_2017.txt	OG005	3	phase 1b and 2, lenvatinib 20 mg/day+pembrolizumab 200 mg: nsclc|phase 1b and 2, lenvatinib 20 mg/day+pembrolizumab 200 mg: uc|phase 1b, lenvatinib 20 mg/day + pembrolizumab 200 mg: melanoma
NCT02501096	ctg_results_bor_2014_2017.txt	OG006	2	phase 1b and 2,lenvatinib 20 mg/day+pembrolizumab 200 mg: hnscc|phase1b and 2, lenvatinib 20mg/day+pembrolizumab 200 mg: leiomyosarcoma
NCT03333915	ctg_results_bor_2014_2017.txt	OG000	3	phase 1: 20 mg pamiparib|phase 2: 60 mg pamiparib in psoc|phase 2: 60 mg pamiparib in psoc or proc
NCT03333915	ctg_results_bor_2014_2017.txt	OG001	2	phase 1: 40 mg pamiparib|phase 2: 60 mg pamiparib in proc
NCT03001882	ctg_results_bor_2014_2017.txt	OG000	4	part 1|part 1: pd-l1 + status|part 1: pd-l1+ status|part 2: pd-l1 status independent
NCT03001882	ctg_results_bor_2014_2017.txt	OG001	2	part 1: not evaluable/indeterminate pd-l1 status|part 1: pd-l1- status
NCT03001882	ctg_results_bor_2014_2017.txt	OG002	2	part 1: not evaluable/indeterminate pd-l1 status|part 2
NCT03001882	ctg_results_bor_2014_2017.txt	OG003	3	part 2: pd-l1 + status|part 2: pd-l1 status independent|part 2: pd-l1+ status
NCT02404441	ctg_results_bor_2014_2017.txt	OG000	3	1mg/kg q2w|3mg/kg q2w|nsclc 400 mg/q4w
NCT02404441	ctg_results_bor_2014_2017.txt	OG001	3	10mg/kg q2w|3mg/kg q2w|melanoma 400 mg/q4w
NCT02404441	ctg_results_bor_2014_2017.txt	OG002	4	10mg/kg q2w|all phase i q2w|nsclc 300 mg/q3w|tnbc 400 mg/q4w
NCT02404441	ctg_results_bor_2014_2017.txt	OG003	5	3mg/kg q4w|all phase i patients|all phase i q2w|atc 400 mg/q4w|nsclc 300 mg/q3w
NCT02404441	ctg_results_bor_2014_2017.txt	OG004	3	3mg/kg q4w|5mg/kg q4w|atc 400 mg/q4w
NCT02404441	ctg_results_bor_2014_2017.txt	OG005	3	5mg/kg q4w|all phase ii patients|nsclc 400 mg/q4w
NCT02404441	ctg_results_bor_2014_2017.txt	OG006	2	all phase i q4w|melanoma 400 mg/q4w
NCT02404441	ctg_results_bor_2014_2017.txt	OG007	2	all phase i patients|tnbc 400 mg/q4w
NCT02709889	ctg_results_bor_2014_2017.txt	OG000	3	0.2 mg/kg|large cell neuroendocrine carcinoma|nec: 0.2 mg/kg
NCT02709889	ctg_results_bor_2014_2017.txt	OG001	3	0.3 mg/kg|nec: 0.3 mg/kg|neuroendocrine prostate cancer
NCT02709889	ctg_results_bor_2014_2017.txt	OG002	3	0.4 mg/kg|gastroenteropancreatic neuroendocrine carcinoma|nec: 0.4 mg/kg
NCT02709889	ctg_results_bor_2014_2017.txt	OG003	2	nec: any dose|other neuroendocrine carcinoma
NCT02709889	ctg_results_bor_2014_2017.txt	OG004	2	malignant melanoma|non-nec: 0.2 mg/kg
NCT02709889	ctg_results_bor_2014_2017.txt	OG005	2	medullary thyroid cancer|non-nec: 0.3 mg/kg
NCT02709889	ctg_results_bor_2014_2017.txt	OG006	2	glioblastoma|non-nec: 0.4 mg/kg
NCT02709889	ctg_results_bor_2014_2017.txt	OG007	2	non-nec: any dose|other solid tumors
NCT02903914	ctg_results_bor_2014_2017.txt	OG000	4	incb001158 as combination therapy at 50, 75, and 100 mg bid|incb001158 as monotherapy at 50, 75, 100 and 150 mg bid|part 1a: incb001158 50 mg|part 2d: incb001158 100 mg
