cohort_key	nct	results_group_title_norm	n_observations	observation_ids	om_indices	distinct_om_types	distinct_titles	distinct_time_frames	distinct_constructs	distinct_criteria	distinct_criteria_versions	distinct_population_descriptions	distinct_param_types	distinct_units	distinct_denominator_values	distinct_denominator_states	n_usable_for_proportion	duplicate_encoding_candidate	unresolved_states	selection_status	resolution_note
NCT02773030||cohort a: treatment 6	NCT02773030	cohort a: treatment 6	3	NCT02773030#om1#OG005|NCT02773030#om4#OG005|NCT02773030#om5#OG005	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|7	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort b: treatment 1	NCT02773030	cohort b: treatment 1	3	NCT02773030#om1#OG006|NCT02773030#om4#OG006|NCT02773030#om5#OG006	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|10	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort b: treatment 10	NCT02773030	cohort b: treatment 10	3	NCT02773030#om1#OG015|NCT02773030#om4#OG015|NCT02773030#om5#OG015	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|13	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort b: treatment 2	NCT02773030	cohort b: treatment 2	3	NCT02773030#om1#OG007|NCT02773030#om4#OG007|NCT02773030#om5#OG007	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|3	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort b: treatment 3	NCT02773030	cohort b: treatment 3	3	NCT02773030#om1#OG008|NCT02773030#om4#OG008|NCT02773030#om5#OG008	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|3	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort b: treatment 4	NCT02773030	cohort b: treatment 4	3	NCT02773030#om1#OG009|NCT02773030#om4#OG009|NCT02773030#om5#OG009	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|3	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort b: treatment 5	NCT02773030	cohort b: treatment 5	3	NCT02773030#om1#OG010|NCT02773030#om4#OG010|NCT02773030#om5#OG010	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|13	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort b: treatment 6	NCT02773030	cohort b: treatment 6	3	NCT02773030#om1#OG011|NCT02773030#om4#OG011|NCT02773030#om5#OG011	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|13	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort b: treatment 7	NCT02773030	cohort b: treatment 7	3	NCT02773030#om1#OG012|NCT02773030#om4#OG012|NCT02773030#om5#OG012	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|10	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort b: treatment 8	NCT02773030	cohort b: treatment 8	3	NCT02773030#om1#OG013|NCT02773030#om4#OG013|NCT02773030#om5#OG013	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|8	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort b: treatment 9	NCT02773030	cohort b: treatment 9	3	NCT02773030#om1#OG014|NCT02773030#om4#OG014|NCT02773030#om5#OG014	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|14	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort d: treatment 1	NCT02773030	cohort d: treatment 1	3	NCT02773030#om1#OG016|NCT02773030#om4#OG016|NCT02773030#om5#OG016	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	107|0	PRESENT|REPORTED_ZERO	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort e: treatment 1	NCT02773030	cohort e: treatment 1	3	NCT02773030#om1#OG017|NCT02773030#om4#OG017|NCT02773030#om5#OG017	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|3	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort e: treatment 2	NCT02773030	cohort e: treatment 2	3	NCT02773030#om1#OG018|NCT02773030#om4#OG018|NCT02773030#om5#OG018	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|3	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort e: treatment 3	NCT02773030	cohort e: treatment 3	3	NCT02773030#om1#OG019|NCT02773030#om4#OG019|NCT02773030#om5#OG019	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|5	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort e: treatment 4	NCT02773030	cohort e: treatment 4	3	NCT02773030#om1#OG020|NCT02773030#om4#OG020|NCT02773030#om5#OG020	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|13	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort e: treatment 5	NCT02773030	cohort e: treatment 5	3	NCT02773030#om1#OG021|NCT02773030#om4#OG021|NCT02773030#om5#OG021	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|26	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort f: treatment 1	NCT02773030	cohort f: treatment 1	3	NCT02773030#om1#OG022|NCT02773030#om4#OG022|NCT02773030#om5#OG022	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|3	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort f: treatment 2	NCT02773030	cohort f: treatment 2	3	NCT02773030#om1#OG023|NCT02773030#om4#OG023|NCT02773030#om5#OG023	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|7	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort f: treatment 3	NCT02773030	cohort f: treatment 3	3	NCT02773030#om1#OG024|NCT02773030#om4#OG024|NCT02773030#om5#OG024	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|10	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort f: treatment 4	NCT02773030	cohort f: treatment 4	3	NCT02773030#om1#OG025|NCT02773030#om4#OG025|NCT02773030#om5#OG025	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|9	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort g: treatment 1	NCT02773030	cohort g: treatment 1	3	NCT02773030#om1#OG026|NCT02773030#om4#OG026|NCT02773030#om5#OG026	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|4	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort g: treatment 2	NCT02773030	cohort g: treatment 2	3	NCT02773030#om1#OG027|NCT02773030#om4#OG027|NCT02773030#om5#OG027	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|8	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort g: treatment 3	NCT02773030	cohort g: treatment 3	3	NCT02773030#om1#OG028|NCT02773030#om4#OG028|NCT02773030#om5#OG028	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|4	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort h1	NCT02773030	cohort h1	3	NCT02773030#om1#OG029|NCT02773030#om4#OG029|NCT02773030#om5#OG029	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|6	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort h2	NCT02773030	cohort h2	3	NCT02773030#om1#OG030|NCT02773030#om4#OG030|NCT02773030#om5#OG030	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	5|0	PRESENT|REPORTED_ZERO	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort i	NCT02773030	cohort i	3	NCT02773030#om1#OG031|NCT02773030#om4#OG031|NCT02773030#om5#OG031	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|41	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort j1: treatment 1	NCT02773030	cohort j1: treatment 1	3	NCT02773030#om1#OG032|NCT02773030#om4#OG032|NCT02773030#om5#OG032	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|1	REPORTED_ZERO|PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort j1: treatment 2	NCT02773030	cohort j1: treatment 2	3	NCT02773030#om1#OG033|NCT02773030#om4#OG033|NCT02773030#om5#OG033	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|17	REPORTED_ZERO|PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort k: treatment 1	NCT02773030	cohort k: treatment 1	3	NCT02773030#om1#OG034|NCT02773030#om4#OG034|NCT02773030#om5#OG034	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|25	REPORTED_ZERO|PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort k: treatment 2	NCT02773030	cohort k: treatment 2	3	NCT02773030#om1#OG035|NCT02773030#om4#OG035|NCT02773030#om5#OG035	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|25	REPORTED_ZERO|PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02773030||cohort k: treatment 3	NCT02773030	cohort k: treatment 3	3	NCT02773030#om1#OG036|NCT02773030#om4#OG036|NCT02773030#om5#OG036	1|4|5	PRIMARY|SECONDARY	3	3	1	1	1	3	1	1	0|25	REPORTED_ZERO|PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02783599||olaratumab + doxorubicin	NCT02783599	olaratumab + doxorubicin	2	NCT02783599#om4#OG000|NCT02783599#om5#OG000	4|5	SECONDARY	2	1	2	1	1	1	1	1	51	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02787642||all participants	NCT02787642	all participants	1	NCT02787642#om3#OG000	3	SECONDARY	1	1	1	1	1	1	1	1	26	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02788981||nab-paclitaxel+mifepristone	NCT02788981	nab-paclitaxel+mifepristone	2	NCT02788981#om1#OG000|NCT02788981#om2#OG000	1|2	SECONDARY	2	1	1	1	1	2	2	2	0|13	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02788981||nab-paclitaxel+placebo	NCT02788981	nab-paclitaxel+placebo	2	NCT02788981#om1#OG001|NCT02788981#om2#OG001	1|2	SECONDARY	2	1	1	1	1	2	2	2	0|13	REPORTED_ZERO|PRESENT	1	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02789137||tyrosine kinase inhibitor	NCT02789137	tyrosine kinase inhibitor	1	NCT02789137#om29#OG000	29	PRIMARY	1	1	1	1	1	1	1	1	111	PRESENT	1	False	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02789345||arm a/cohort a: ramucirumab + osimertinib	NCT02789345	arm a/cohort a: ramucirumab + osimertinib	2	NCT02789345#om3#OG000|NCT02789345#om4#OG000	3|4	SECONDARY	2	1	2	1	1	1	1	1	25	PRESENT	2	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02795429||phase ib: capmatinib 200 mg bid + spartalizumab 300 mg q3w	NCT02795429	phase ib: capmatinib 200 mg bid + spartalizumab 300 mg q3w	4	NCT02795429#om6#OG000|NCT02795429#om7#OG000|NCT02795429#om8#OG000|NCT02795429#om9#OG000	6|7|8|9	SECONDARY	4	2	3	2	2	2	2	2	6	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
NCT02795429||phase ib: capmatinib 300 mg bid + spartalizumab 300 mg q3w	NCT02795429	phase ib: capmatinib 300 mg bid + spartalizumab 300 mg q3w	4	NCT02795429#om6#OG001|NCT02795429#om7#OG001|NCT02795429#om8#OG001|NCT02795429#om9#OG001	6|7|8|9	SECONDARY	4	2	3	2	2	2	2	2	10	PRESENT	4	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	This contract approves no preferred endpoint, criteria version, time point, population or single-record-per-cohort rule. The set is retained whole.
