nct	om_title	group_title	evaluable_n	era	family	n_arms_registered	n_results_groups_in_om	arm_set_type_state	registry_arm_types_in_record_verbatim	arm_link_state	arm_link_relation	arm_link_source	arm_link_source_locator	n_candidate_arms	candidate_arm_indices	candidate_arm_labels	candidate_arm_types_verbatim	bound_arm_index	bound_arm_label	bound_arm_registered_type_verbatim	downgraded_candidate_arm_index	downgraded_candidate_arm_label	downgraded_candidate_registered_type_verbatim	contrary_description_locator	contrary_description_evidence_excerpt	comparator_role	comparator_role_basis	comparator_role_identity_assumption	group_text_comparator_wording_unverified	source_join_verification	registry_type_statement	registry_type_statement_assumption	contested_flags	leaf_claim_state	leaf_claim_arm_label	leaf_claim_locator	leaf_claim_verification	leaf_claim_verification_before_downgrade	leaf_narrative_transformed_excerpt_not_parsed	leaf_excerpt_transform	leaf_excerpt_original_chars	leaf_excerpt_at_400_char_cap	sole_arm_multi_results_group_flag	v1_arm_link_state	v1_arm_link_evidence_code	v1_confirmed_registry_arm_label	v1_control_status	job3_control_status	disposition_vs_v1	group_description_transformed_excerpt	group_description_transform	group_description_original_chars
NCT02575807	Phase 2: Objective Response Rate (ORR)	Phase 2: CRS-207/Pembro	2	2014_2017	bor	5	2	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	SOURCE_FIELD_MATCH	TWO_AGREEING_FIELD_MATCHES:LABEL_BYTE_EXACT+DESC_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[4].label and protocolSection.armsInterventionsModule.armGroups[4].description	1	4	Phase 2: CRS-207/Pembro	EXPERIMENTAL	4	Phase 2: CRS-207/Pembro	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 4 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	Phase 2: CRS-207/Pembro	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	CRS-207 and pembro administered in 3-week cycles.  * CRS-207 (1 x 10e9 CFU) administered by IV infusion. For Cycle 1 through Cycle 6, CRS-207 administered on Day 2 of each cycle. After 6 cycles, CRS-207 administered on Day 2 once every 6 weeks (every other cycle). * Pembro (200 mg) administered by IV infusion on Day 1 in 3-week cycles.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	337
NCT02575807	Phase 1: Objective Response Rate (ORR) by mRECIST	Phase 1: CRS-207	8	2014_2017	bor	5	3	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[0].label	1	0	Phase 1: CRS-207	EXPERIMENTAL	0	Phase 1: CRS-207	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 0 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	Phase 1: CRS-207	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	CRS-207 administered in 3-week cycles.  \* CRS-207 (1 x 10e9 CFU) administered by IV infusion. For Cycle 1 through Cycle 6, CRS-207 will be administered on Day 1 of each cycle. After 6 cycles, CRS-207 will be administered on Day 1 once every 6 weeks (every other cycle).	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	270
NCT02575807	Phase 1: Objective Response Rate (ORR) by mRECIST	Phase 1: CRS-207/IDO 100 mg	4	2014_2017	bor	5	3	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[1].label	1	1	Phase 1: CRS-207/IDO 100 mg	EXPERIMENTAL	1	Phase 1: CRS-207/IDO 100 mg	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 1 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	Phase 1: CRS-207/IDO 100 mg	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	CRS-207 administered in 3-week cycles, IDO administered BID.  * CRS-207 (1 x 10e9 CFU) administered by IV infusion. For Cycle 1 through Cycle 6, CRS-207 administered on Day 1 of each cycle. After 6 cycles, CRS-207 administered on Day 1 once every 6 weeks (every other cycle). * IDO (100 mg) administered PO BID, starting on Day 2 of the first CRS-207 treatment cycle.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	367
NCT02575807	Phase 1: Objective Response Rate (ORR) by mRECIST	Phase 1: CRS-207/IDO 300 mg	10	2014_2017	bor	5	3	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	SOURCE_FIELD_MATCH	TWO_AGREEING_FIELD_MATCHES:LABEL_BYTE_EXACT+DESC_BYTE_EXACT	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[2].label and protocolSection.armsInterventionsModule.armGroups[2].description	1	2	Phase 1: CRS-207/IDO 300 mg	EXPERIMENTAL	2	Phase 1: CRS-207/IDO 300 mg	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 2 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_BYTE_EXACT	Phase 1: CRS-207/IDO 300 mg	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	CRS-207 administered in 3-week cycles, IDO administered BID.  * CRS-207 (1 x 10e9 CFU) administered by IV infusion. For Cycle 1 through Cycle 6, CRS-207 administered on Day 1 of each cycle. After 6 cycles, CRS-207 administered on Day 1 once every 6 weeks (every other cycle). * IDO (300 mg) administered PO BID, starting on Day 2 of the first CRS-207 treatment cycle.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	367
NCT03894540	Best Overall Response (BOR) in Part A	IPN60090 20 mg	1	2018_2021	bor	4	6	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group3.tsv	LEAF-OUT/LEAF-QD-group3.tsv:line 46; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	IPN60090	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	IPN60090	LEAF-OUT/LEAF-QD-group3.tsv:line 46	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[0].description 'Part 1: Dose escalation of IPN60090 ... BID oral dose'; group descriptions state IPN60090 BID monotherapy in Part A with no pembrolizumab/paclitaxel, excluding armGroups[1]/[2], and repeated-cycle dosing excludes the single-dose food-effect armGroups[3]	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	279	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	IPN60090	NOT_CONTROL_CONFIRMED	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	Participants received IPN60090 20 mg capsules orally BID up to Cycle 7 in Part A of the study.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	94
NCT03894540	Best Overall Response (BOR) in Part A	IPN60090 40 mg	1	2018_2021	bor	4	6	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group3.tsv	LEAF-OUT/LEAF-QD-group3.tsv:line 48; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	IPN60090	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	IPN60090	LEAF-OUT/LEAF-QD-group3.tsv:line 48	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[0].description 'Part 1: Dose escalation of IPN60090 ... BID oral dose'; group descriptions state IPN60090 BID monotherapy in Part A with no pembrolizumab/paclitaxel, excluding armGroups[1]/[2], and repeated-cycle dosing excludes the single-dose food-effect armGroups[3]	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	279	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	IPN60090	NOT_CONTROL_CONFIRMED	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	Participants received IPN60090 40 mg capsules orally BID up to Cycle 2 in Part A of the study.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	94
NCT03894540	Best Overall Response (BOR) in Part A	IPN60090 80 mg	1	2018_2021	bor	4	6	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group3.tsv	LEAF-OUT/LEAF-QD-group3.tsv:line 49; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	IPN60090	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	IPN60090	LEAF-OUT/LEAF-QD-group3.tsv:line 49	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[0].description 'Part 1: Dose escalation of IPN60090 ... BID oral dose'; group descriptions state IPN60090 BID monotherapy in Part A with no pembrolizumab/paclitaxel, excluding armGroups[1]/[2], and repeated-cycle dosing excludes the single-dose food-effect armGroups[3]	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	279	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	IPN60090	NOT_CONTROL_CONFIRMED	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	Participants received IPN60090 80 mg capsules orally BID up to Cycle 5 in Part A of the study.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	94
NCT03894540	Best Overall Response (BOR) in Part A	IPN60090 120 mg	4	2018_2021	bor	4	6	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group3.tsv	LEAF-OUT/LEAF-QD-group3.tsv:line 44; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	IPN60090	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	IPN60090	LEAF-OUT/LEAF-QD-group3.tsv:line 44	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[0].description 'Part 1: Dose escalation of IPN60090 ... BID oral dose'; group descriptions state IPN60090 BID monotherapy in Part A with no pembrolizumab/paclitaxel, excluding armGroups[1]/[2], and repeated-cycle dosing excludes the single-dose food-effect armGroups[3]	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	279	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	IPN60090	NOT_CONTROL_CONFIRMED	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	Participants received IPN60090 120 mg capsules orally BID up to Cycle 9 in Part A of the study.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	95
NCT03894540	Best Overall Response (BOR) in Part A	IPN60090 180 mg	11	2018_2021	bor	4	6	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group3.tsv	LEAF-OUT/LEAF-QD-group3.tsv:line 45; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	IPN60090	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	IPN60090	LEAF-OUT/LEAF-QD-group3.tsv:line 45	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[0].description 'Part 1: Dose escalation of IPN60090 ... BID oral dose'; group descriptions state IPN60090 BID monotherapy in Part A with no pembrolizumab/paclitaxel, excluding armGroups[1]/[2], and repeated-cycle dosing excludes the single-dose food-effect armGroups[3]	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	279	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	IPN60090	NOT_CONTROL_CONFIRMED	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	Participants received IPN60090 180 mg capsules orally BID up to Cycle 9 in Part A of the study.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	95
NCT03894540	Best Overall Response (BOR) in Part A	IPN60090 240 mg	4	2018_2021	bor	4	6	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group3.tsv	LEAF-OUT/LEAF-QD-group3.tsv:line 47; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	IPN60090	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	IPN60090	LEAF-OUT/LEAF-QD-group3.tsv:line 47	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[0].description 'Part 1: Dose escalation of IPN60090 ... BID oral dose'; group descriptions state IPN60090 BID monotherapy in Part A with no pembrolizumab/paclitaxel, excluding armGroups[1]/[2], and repeated-cycle dosing excludes the single-dose food-effect armGroups[3]	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	279	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	IPN60090	NOT_CONTROL_CONFIRMED	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	Participants received IPN60090 240 mg capsules orally BID up to Cycle 4 in Part A of the study.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	95
NCT03679754	Tumor Objective Response Rate (ORR)	Ad-RTS-hIL-12 + Veledimex	35	2018_2021	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	LABEL_MATCH	LABEL_FIELD_MATCH_ONLY:LABEL_CASE_WS_FOLD	SOURCE_RECORD	protocolSection.armsInterventionsModule.armGroups[0].label	1	0	Ad-RTS-hIL-12 + veledimex	EXPERIMENTAL	0	Ad-RTS-hIL-12 + veledimex	EXPERIMENTAL						NOT_ESTABLISHED_IN_THIS_CACHE	bound arm 0 registered type EXPERIMENTAL (verbatim). A registered type of EXPERIMENTAL/OTHER is not evidence that this group had no comparator role; no comparator evidence exists in this cache either way			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NO_LEAF									NO	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	Ad-RTS-hIL-12 + veledimex	NOT_CONTROL_CONFIRMED	NOT_CONTROL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED	Intratumoral Ad-RTS-hIL-12 and oral veledimex  Ad-RTS-hIL-12:  \- intratumoral injection of Ad-RTS-hIL-12  veledimex: - 20mg/day  \- 15 oral daily doses of veledimex	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	165
NCT04099641	Objective Response Rate (ORR)	Group 1 (CPI Naïve)	55	2018_2021	bor	1	2	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group3.tsv	LEAF-OUT/LEAF-QD-group3.tsv:line 60; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	bavituximab and pembrolizumab	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	bavituximab and pembrolizumab	LEAF-OUT/LEAF-QD-group3.tsv:line 60	RETAINED_UNVERIFIED_WITH_LOCATOR		sole registered arm; group description 'bavituximab at 3 mg/kg ... pembrolizumab at 200 mg' reproduces armGroups[0].description verbatim in substance	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	149	NO	YES	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	bavituximab and pembrolizumab	NOT_CONTROL_CONFIRMED	NOT_CONTROL_SINGLE_ARM_TRIAL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	Group 1 participants had progressed on standard chemotherapy and were naïve to CPI therapy.  Participants received bavituximab at 3 mg/kg on Days 1, 8, and 15 of a 3-week cycle through IV infusion. Participants received pembrolizumab at 200 mg on Day 1 of a 3-week cycle through IV infusion.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	291
NCT04099641	Objective Response Rate (ORR)	Group 2 (CPI Relapse)	18	2018_2021	bor	1	2	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group3.tsv	LEAF-OUT/LEAF-QD-group3.tsv:line 61; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	bavituximab and pembrolizumab	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	bavituximab and pembrolizumab	LEAF-OUT/LEAF-QD-group3.tsv:line 61	RETAINED_UNVERIFIED_WITH_LOCATOR		sole registered arm; group description 'bavituximab at 3 mg/kg ... pembrolizumab at 200 mg' reproduces armGroups[0].description verbatim in substance	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	149	NO	YES	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	bavituximab and pembrolizumab	NOT_CONTROL_CONFIRMED	NOT_CONTROL_SINGLE_ARM_TRIAL	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	Group 2 participants had achieved SD or better and then subsequently progressed following treatment with CPI either alone or in combination with chemotherapy.  Participants received bavituximab at 3 mg/kg on Days 1, 8, and 15 of a 3-week cycle through IV infusion. Participants received pembrolizumab at 200 mg on Day 1 of a 3-week cycle through IV infusion.	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	358
