nct	om_title	group_title	v2_arm_link_state	v3_arm_link_state	v2_comparator_role	v3_comparator_role	v2_registry_type_statement	v3_registry_type_statement	v2_registry_type_statement_assumption	v3_registry_type_statement_assumption	v3_comparator_role_identity_assumption	v3_group_text_comparator_wording_unverified	v3_source_join_verification	v2_bound_arm_index	v3_bound_arm_index	v3_downgraded_candidate_arm_index	vocabulary_only_changed_columns	substantively_changed_columns	row_disposition
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 800mg Q4W ROW	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 80mg Q2W Japan	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 80mg Q2W ROW	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase II: MBG453 + PDR001 Melanoma	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase II: MBG453 + PDR001 NSCLC	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 1200mg Q4W + PDR001 400mg Q4W	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 20mg Q2W + PDR001 80mg Q2W	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 240mg Q2W + PDR001 240mg Q2W	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 240mg Q2W + PDR001 80mg Q2W	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 240mg Q4W + PDR001 240mg Q4W	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 240mg Q4W + PDR001 400mg Q4W	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 240mg Q4W + PDR001 80mg Q4W	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 240mg Q2W	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 80mg Q2W	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 800mg Q4W + PDR001 400mg Q4W	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 80mg Q2W + PDR001 80mg Q2W	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 80mg Q4W + PDR001 400mg Q4W	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 80mg Q4W + PDR001 80mg Q4W	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02625610	Best Overall Response (BOR) by Investigator Assessment	Avelumab	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	1	1		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02625610	Best Overall Response (BOR) by Investigator Assessment	Chemotherapy + Best Supportive Care (BSC)	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02625623	Best Overall Response (BOR)	Avelumab + BSC	LABEL_MATCH	LABEL_MATCH	COMPARATOR_PROPOSED_BY_LABEL_MATCHED_ARM_TYPE	COMPARATOR_PROPOSED_BY_LABEL_FIELD_MATCHED_ARM_TYPE	BOUND_ARM_REGISTERED_TYPE_IS_ACTIVE_COMPARATOR	BOUND_ARM_REGISTERED_TYPE_IS_ACTIVE_COMPARATOR	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED		NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	1	1		arm_link_relation;comparator_role;registry_type_statement_assumption;disposition_vs_v1		VOCABULARY_ONLY
NCT02625623	Best Overall Response (BOR)	Physician Choice Chemotherapy + Best Supportive Care (BSC)	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02626000	Best Overall Confirmed Response	Talimogene Laherparepvec + Pembrolizumab	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02644278	Part A: Number of Participants With Best Overall Response Evaluated by Response Criteria Evaluation (RECIST 1.1)	VX-984 120 mg + PLD 40 mg/m^2	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02644278	Part A: Number of Participants With Best Overall Response Evaluated by Response Criteria Evaluation (RECIST 1.1)	VX-984 240 mg + PLD 40 mg/m^2	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	1	1		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02644278	Part A: Number of Participants With Best Overall Response Evaluated by Response Criteria Evaluation (RECIST 1.1)	VX-984 480 mg + PLD 40 mg/m^2	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	2	2		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02644278	Part A: Number of Participants With Best Overall Response Evaluated by Response Criteria Evaluation (RECIST 1.1)	VX-984 720 mg + PLD 40 mg/m^2	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	3	3		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02644967	Phase 2: Number of Participants With Objective Response Rate (ORR) Using RECIST v1.1	Phase 2, 8 mg Tilso/Ipi	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02658097	Number of Patients With Each Response as Measured by RECIST 1.1	Single Fraction Radiation Therapy (SFRT) + Pembrolizumab	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02679170	Number of Participants According to Treatment Response: ALK Treatment Sub-Study and ROS1 Treatment Sub-Study	ALK Treatment Sub-study	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ARM_TYPE_ABSENT_IN_THIS_CACHE	ARM_TYPE_ABSENT_IN_THIS_CACHE					NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02679170	Number of Participants According to Treatment Response: ALK Treatment Sub-Study and ROS1 Treatment Sub-Study	ROS1 Treatment Sub-study	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ARM_TYPE_ABSENT_IN_THIS_CACHE	ARM_TYPE_ABSENT_IN_THIS_CACHE					NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02759588	Evaluation of Tumor Response to Treatment for Participants Enrolled in the Phase 1b Portion of This Study	Phase 1b - Cohort 1	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02759588	Evaluation of Tumor Response to Treatment for Participants Enrolled in the Phase 1b Portion of This Study	Phase 1b - Cohort 2	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	1	1		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02762513	Best Overall Response	Axitinib	SOURCE_CONFIRMED	SOURCE_FIELD_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_state;arm_link_relation	registry_type_statement_assumption	SUBSTANTIVE
NCT02762981	Best Response Rate in Participants With Tumor Glucocorticoid Receptor (GR) Above or Below the Median Overall Level	GR H-score Above the Overall Median	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02762981	Best Response Rate in Participants With Tumor Glucocorticoid Receptor (GR) Above or Below the Median Overall Level	GR H-score Below the Overall Median	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
