component	component_grain	component_record_key	integration_row_key	disposition	reason
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG006		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG007		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG008		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG009		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG010		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG011		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG012		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG013		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG014		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG015		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG016		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG017		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG018		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG019		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG020		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG021		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG022		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG023		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG024		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om29#OG025		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om30#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om30#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om30#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG004		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG006		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG007		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG008		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG009		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG010		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG011		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG012		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG013		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG014		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG015		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG016		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG017		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG018		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG019		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG020		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG021		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG022		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG023		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG024		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om31#OG025		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG004		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG006		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG007		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG008		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG009		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG010		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG011		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG012		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG013		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG014		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG015		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG016		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG017		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG018		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG019		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG020		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG021		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG022		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG023		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG024		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om32#OG025		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om33#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om33#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om33#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om34#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om34#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02460224#om34#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03083873#om0#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03083873#om0#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03083873#om0#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03083873#om0#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03083873#om2#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03083873#om2#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03083873#om2#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03083873#om2#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02923531#om5#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02923531#om6#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02923531#om7#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02923531#om8#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02694822#om4#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02694822#om4#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02694822#om4#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02694822#om4#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02694822#om4#OG004		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02694822#om4#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02694822#om5#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02694822#om5#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02694822#om5#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02694822#om5#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02694822#om5#OG004		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT02694822#om5#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om5#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om5#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om5#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om5#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om5#OG004		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om5#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om5#OG006		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om5#OG007		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om5#OG008		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG000		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG001		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG002		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG003		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG004		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG005		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG006		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG007		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG008		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG009		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG010		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG011		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG012		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
CORRECTED-B/B2	obs_id=(nct,om_index,results_group_id)	NCT03110107#om8#OG013		B_ONLY__NOT_IN_THE_552_SPINE	No denominator/category component and no arm-attribution component exists for this observation. It is neither resolved nor excluded here.
