nct_id	payload_shard	om_index	om_title	group_id	group_title	class_index	class_title	category_index	category_title	category_value_raw	category_value_is_integer	category_value_int	producer_label_assigned	producer_kept	reported_denominator_participants	denominator_units_available	source_pointer
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		0	Complete Response (CR)	0	yes	0	CR	yes	4	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[0] :: groups[OG019]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		1	Partial Response (PR)	0	yes	0	PR	yes	4	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[1] :: groups[OG019]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		2	Stable Disease (SD)	2	yes	2	SD	yes	4	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[2] :: groups[OG019]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		3	Progressive Disease (PD)	1	yes	1	PD	yes	4	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[3] :: groups[OG019]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		4	Unknown	1	yes	1	NONE	no	4	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[4] :: groups[OG019]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		5	Non-CR/Non-PD (NCRNPD)	0	yes	0	NONE	no	4	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[5] :: groups[OG019]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG020	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		0	Complete Response (CR)	0	yes	0	CR	yes	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[0] :: groups[OG020]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG020	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		1	Partial Response (PR)	0	yes	0	PR	yes	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[1] :: groups[OG020]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG020	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		2	Stable Disease (SD)	2	yes	2	SD	yes	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[2] :: groups[OG020]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG020	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		3	Progressive Disease (PD)	3	yes	3	PD	yes	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[3] :: groups[OG020]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG020	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		4	Unknown	1	yes	1	NONE	no	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[4] :: groups[OG020]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG020	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		5	Non-CR/Non-PD (NCRNPD)	0	yes	0	NONE	no	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[5] :: groups[OG020]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG021	Phase I: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		0	Complete Response (CR)	0	yes	0	CR	yes	4	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[0] :: groups[OG021]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG021	Phase I: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		1	Partial Response (PR)	0	yes	0	PR	yes	4	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[1] :: groups[OG021]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG021	Phase I: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		2	Stable Disease (SD)	4	yes	4	SD	yes	4	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[2] :: groups[OG021]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG021	Phase I: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		3	Progressive Disease (PD)	0	yes	0	PD	yes	4	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[3] :: groups[OG021]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG021	Phase I: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		4	Unknown	0	yes	0	NONE	no	4	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[4] :: groups[OG021]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG021	Phase I: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		5	Non-CR/Non-PD (NCRNPD)	0	yes	0	NONE	no	4	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[5] :: groups[OG021]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG022	Phase I: BLZ945 1200 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		0	Complete Response (CR)	0	yes	0	CR	yes	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[0] :: groups[OG022]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG022	Phase I: BLZ945 1200 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		1	Partial Response (PR)	0	yes	0	PR	yes	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[1] :: groups[OG022]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG022	Phase I: BLZ945 1200 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		2	Stable Disease (SD)	0	yes	0	SD	yes	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[2] :: groups[OG022]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG022	Phase I: BLZ945 1200 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		3	Progressive Disease (PD)	2	yes	2	PD	yes	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[3] :: groups[OG022]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG022	Phase I: BLZ945 1200 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		4	Unknown	1	yes	1	NONE	no	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[4] :: groups[OG022]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG022	Phase I: BLZ945 1200 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0		5	Non-CR/Non-PD (NCRNPD)	0	yes	0	NONE	no	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[5] :: groups[OG022]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	0		0	Complete Response (CR)	0	yes	0	CR	yes	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[0] :: groups[OG023]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	0		1	Partial Response (PR)	0	yes	0	PR	yes	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[1] :: groups[OG023]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	0		2	Stable Disease (SD)	1	yes	1	SD	yes	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[2] :: groups[OG023]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	0		3	Progressive Disease (PD)	4	yes	4	PD	yes	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[3] :: groups[OG023]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	0		4	Unknown	1	yes	1	NONE	no	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[4] :: groups[OG023]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	0		5	Non-CR/Non-PD (NCRNPD)	0	yes	0	NONE	no	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[5] :: groups[OG023]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG024	Phase I: BLZ945 800 mg Q1W BID + PDR001 400 mg Q4W	0		0	Complete Response (CR)	0	yes	0	CR	yes	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[0] :: groups[OG024]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG024	Phase I: BLZ945 800 mg Q1W BID + PDR001 400 mg Q4W	0		1	Partial Response (PR)	0	yes	0	PR	yes	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[1] :: groups[OG024]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG024	Phase I: BLZ945 800 mg Q1W BID + PDR001 400 mg Q4W	0		2	Stable Disease (SD)	1	yes	1	SD	yes	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[2] :: groups[OG024]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG024	Phase I: BLZ945 800 mg Q1W BID + PDR001 400 mg Q4W	0		3	Progressive Disease (PD)	2	yes	2	PD	yes	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[3] :: groups[OG024]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG024	Phase I: BLZ945 800 mg Q1W BID + PDR001 400 mg Q4W	0		4	Unknown	0	yes	0	NONE	no	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[4] :: groups[OG024]
NCT02829723	ctg_results_bor_2014_2017	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG024	Phase I: BLZ945 800 mg Q1W BID + PDR001 400 mg Q4W	0		5	Non-CR/Non-PD (NCRNPD)	0	yes	0	NONE	no	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: classes[0] :: categories[5] :: groups[OG024]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG000	Phase I: BLZ945 150 mg 7d on/7d Off QD	0		0	Complete Response (irCR)	0	yes	0	CR	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[0] :: groups[OG000]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG000	Phase I: BLZ945 150 mg 7d on/7d Off QD	0		1	Partial Response (irPR)	0	yes	0	PR	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[1] :: groups[OG000]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG000	Phase I: BLZ945 150 mg 7d on/7d Off QD	0		2	Stable Disease (irSD)	3	yes	3	SD	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[2] :: groups[OG000]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG000	Phase I: BLZ945 150 mg 7d on/7d Off QD	0		3	Progressive Disease (irPD)	1	yes	1	PD	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[3] :: groups[OG000]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG000	Phase I: BLZ945 150 mg 7d on/7d Off QD	0		4	Unknown	1	yes	1	NONE	no	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[4] :: groups[OG000]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG001	Phase I: BLZ945 300 mg 7d on/7d Off QD	0		0	Complete Response (irCR)	0	yes	0	CR	yes	7	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[0] :: groups[OG001]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG001	Phase I: BLZ945 300 mg 7d on/7d Off QD	0		1	Partial Response (irPR)	0	yes	0	PR	yes	7	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[1] :: groups[OG001]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG001	Phase I: BLZ945 300 mg 7d on/7d Off QD	0		2	Stable Disease (irSD)	1	yes	1	SD	yes	7	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[2] :: groups[OG001]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG001	Phase I: BLZ945 300 mg 7d on/7d Off QD	0		3	Progressive Disease (irPD)	6	yes	6	PD	yes	7	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[3] :: groups[OG001]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG001	Phase I: BLZ945 300 mg 7d on/7d Off QD	0		4	Unknown	0	yes	0	NONE	no	7	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[4] :: groups[OG001]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG002	Phase I: BLZ945 300 mg Q1W QD	0		0	Complete Response (irCR)	0	yes	0	CR	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[0] :: groups[OG002]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG002	Phase I: BLZ945 300 mg Q1W QD	0		1	Partial Response (irPR)	0	yes	0	PR	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[1] :: groups[OG002]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG002	Phase I: BLZ945 300 mg Q1W QD	0		2	Stable Disease (irSD)	1	yes	1	SD	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[2] :: groups[OG002]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG002	Phase I: BLZ945 300 mg Q1W QD	0		3	Progressive Disease (irPD)	4	yes	4	PD	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[3] :: groups[OG002]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG002	Phase I: BLZ945 300 mg Q1W QD	0		4	Unknown	0	yes	0	NONE	no	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[4] :: groups[OG002]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG003	Phase I: BLZ945 450 mg Q1W QD	0		0	Complete Response (irCR)	0	yes	0	CR	yes	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[0] :: groups[OG003]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG003	Phase I: BLZ945 450 mg Q1W QD	0		1	Partial Response (irPR)	0	yes	0	PR	yes	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[1] :: groups[OG003]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG003	Phase I: BLZ945 450 mg Q1W QD	0		2	Stable Disease (irSD)	4	yes	4	SD	yes	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[2] :: groups[OG003]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG003	Phase I: BLZ945 450 mg Q1W QD	0		3	Progressive Disease (irPD)	0	yes	0	PD	yes	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[3] :: groups[OG003]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG003	Phase I: BLZ945 450 mg Q1W QD	0		4	Unknown	2	yes	2	NONE	no	6	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[4] :: groups[OG003]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG004	Phase I: BLZ945 600 mg Q1W QD	0		0	Complete Response (irCR)	0	yes	0	CR	yes	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[0] :: groups[OG004]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG004	Phase I: BLZ945 600 mg Q1W QD	0		1	Partial Response (irPR)	0	yes	0	PR	yes	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[1] :: groups[OG004]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG004	Phase I: BLZ945 600 mg Q1W QD	0		2	Stable Disease (irSD)	0	yes	0	SD	yes	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[2] :: groups[OG004]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG004	Phase I: BLZ945 600 mg Q1W QD	0		3	Progressive Disease (irPD)	3	yes	3	PD	yes	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[3] :: groups[OG004]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG004	Phase I: BLZ945 600 mg Q1W QD	0		4	Unknown	0	yes	0	NONE	no	3	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[4] :: groups[OG004]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG005	Phase I: BLZ945 1000 mg Q1W QD	0		0	Complete Response (irCR)	0	yes	0	CR	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[0] :: groups[OG005]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG005	Phase I: BLZ945 1000 mg Q1W QD	0		1	Partial Response (irPR)	0	yes	0	PR	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[1] :: groups[OG005]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG005	Phase I: BLZ945 1000 mg Q1W QD	0		2	Stable Disease (irSD)	2	yes	2	SD	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[2] :: groups[OG005]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG005	Phase I: BLZ945 1000 mg Q1W QD	0		3	Progressive Disease (irPD)	3	yes	3	PD	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[3] :: groups[OG005]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG005	Phase I: BLZ945 1000 mg Q1W QD	0		4	Unknown	0	yes	0	NONE	no	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[4] :: groups[OG005]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG006	Phase I: BLZ945 1600 mg Q1W QD	0		0	Complete Response (irCR)	0	yes	0	CR	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[0] :: groups[OG006]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG006	Phase I: BLZ945 1600 mg Q1W QD	0		1	Partial Response (irPR)	0	yes	0	PR	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[1] :: groups[OG006]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG006	Phase I: BLZ945 1600 mg Q1W QD	0		2	Stable Disease (irSD)	0	yes	0	SD	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[2] :: groups[OG006]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG006	Phase I: BLZ945 1600 mg Q1W QD	0		3	Progressive Disease (irPD)	3	yes	3	PD	yes	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[3] :: groups[OG006]
NCT02829723	ctg_results_bor_2014_2017	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG006	Phase I: BLZ945 1600 mg Q1W QD	0		4	Unknown	2	yes	2	NONE	no	5	Participants	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: classes[0] :: categories[4] :: groups[OG006]
