nct	om_title	group_title	evaluable_n	era	family	n_arms_registered	n_results_groups_in_om	arm_set_type_state	registry_arm_types_in_record	arm_link_state	arm_link_evidence_code	arm_link_source	confirmed_registry_arm_label	confirmed_registry_arm_type	candidate_registry_arm_labels	candidate_registry_arm_types	candidate_evidence	control_status	control_basis	contested_flag	sole_arm_multi_results_group_flag	job3_arm_match_quality	job3_registry_arm_label	job3_registry_arm_type	job3_control_status	disposition_vs_job3	group_description
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 1200mg Q4W Japan	6	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase I Dose escalation: MBG453 Q4W Japan	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase I Dose escalation: MBG453 Q4W Japan' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 1200 mg Q4W in Phase I Dose Escalation Part in Japanese patients
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 20mg Q2W + PDR001 80mg Q2W	6	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 20 mg Q2W in combination with spartalizumab 80 mg Q2W in Phase Ib Dose Escalation Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 80mg Q2W + PDR001 80mg Q2W	12	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 80 mg Q2W in combination with spartalizumab 80 mg Q2W in Phase Ib Dose Escalation Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 240mg Q2W + PDR001 80mg Q2W	6	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 240 mg Q2W in combination with spartalizumab 80 mg Q2W in Phase Ib Dose Escalation Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 240mg Q2W + PDR001 240mg Q2W	5	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 240 mg Q2W in combination with spartalizumab 240 mg Q2W in Phase Ib Dose Escalation Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 80mg Q2W	4	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 800 mg Q2W in combination with spartalizumab 80 mg Q2W in Phase Ib Dose Escalation Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 240mg Q2W	5	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 800 mg Q2W in combination with spartalizumab 240 mg Q2W in Phase Ib Dose Escalation Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 80mg Q4W + PDR001 80mg Q4W	6	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 80 mg Q4W in combination with spartalizumab 80 mg Q4W in Phase Ib Dose Escalation Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 80mg Q4W + PDR001 400mg Q4W	2	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 80 mg Q4W in combination with spartalizumab 400 mg Q4W in Phase Ib Dose Escalation Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 240mg Q4W + PDR001 80mg Q4W	12	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 240 mg Q4W in combination with spartalizumab 80 mg Q4W in Phase Ib Dose Escalation Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 240mg Q4W + PDR001 240mg Q4W	5	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 240 mg Q4W in combination with spartalizumab 240 mg Q4W in Phase Ib Dose Escalation Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 240mg Q4W + PDR001 400mg Q4W	5	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 240 mg Q4W in combination with spartalizumab 400 mg Q4W in Phase Ib Dose Escalation Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 800mg Q4W + PDR001 400mg Q4W	6	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 800 mg Q4W in combination with spartalizumab 400 mg Q4W in Phase Ib Dose Escalation Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 1200mg Q4W + PDR001 400mg Q4W	4	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 1200 mg Q4W in combination with spartalizumab 400 mg Q4W in Phase Ib Dose Escalation Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Dose Ranging Part: MBG453 80mg Q4W	11	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Dose Ranging Part: MBG453 Q4W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Dose Ranging Part: MBG453 Q4W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 80 mg Q4W in Dose Ranging Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Dose Ranging Part: MBG453 240mg Q4W	15	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Dose Ranging Part: MBG453 Q4W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Dose Ranging Part: MBG453 Q4W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 240 mg Q4W in Dose Ranging Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Dose Ranging Part: MBG453 1200mg Q4W	12	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Dose Ranging Part: MBG453 Q4W	EXPERIMENTAL			armGroups[].label after dose-token removal (group title = arm label with dose inserted); corroborated by group description = arm description with dose inserted	NOT_CONTROL_CONFIRMED	confirmed arm 'Dose Ranging Part: MBG453 Q4W' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 1200 mg Q4W in Dose Ranging Part
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase II: MBG453 + PDR001 NSCLC	11	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase II: MBG453 + PDR001	EXPERIMENTAL			armGroups[8].label 'Phase II: MBG453 + PDR001' is the longest containment match, and the only other Phase II arm armGroups[9] 'Phase II: MBG453' carries description 'This arm was not opened for enrollment.', so it cannot hold participants	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase II: MBG453 + PDR001' type=EXPERIMENTAL		NO	AMBIGUOUS_MULTI			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 800 mg Q4W in combination with spartalizumab 400 mg Q4W in non-small cell lung carcinoma (NSCLC)
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase II: MBG453 + PDR001 Melanoma	15	2014_2017	bor	10	30	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase II: MBG453 + PDR001	EXPERIMENTAL			armGroups[8].label 'Phase II: MBG453 + PDR001' is the longest containment match, and the only other Phase II arm armGroups[9] 'Phase II: MBG453' carries description 'This arm was not opened for enrollment.', so it cannot hold participants	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase II: MBG453 + PDR001' type=EXPERIMENTAL		NO	AMBIGUOUS_MULTI			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	Sabatolimab 800 mg Q4W in combination with spartalizumab 400 mg Q4W in melanoma
NCT02829723	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	Phase I: BLZ945 150 mg 7d on/7d Off QD	4	2014_2017	bor	2	25	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	BLZ945 single agent	EXPERIMENTAL			armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NOT_CONTROL_CONFIRMED	confirmed arm 'BLZ945 single agent' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	BLZ945 150 mg once per day administered for 7 days and suspended for 7 days
NCT02829723	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	Phase I: BLZ945 300 mg 7d on/7d Off QD	7	2014_2017	bor	2	25	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	BLZ945 single agent	EXPERIMENTAL			armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NOT_CONTROL_CONFIRMED	confirmed arm 'BLZ945 single agent' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	BLZ945 300 mg once per day administered for 7 days and suspended for 7 days
NCT02829723	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	Phase I: BLZ945 300 mg Q1W QD	5	2014_2017	bor	2	25	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	BLZ945 single agent	EXPERIMENTAL			armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NOT_CONTROL_CONFIRMED	confirmed arm 'BLZ945 single agent' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	BLZ945 300 mg once per day once weekly
NCT02829723	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	Phase I: BLZ945 450 mg Q1W QD	4	2014_2017	bor	2	25	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	BLZ945 single agent	EXPERIMENTAL			armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NOT_CONTROL_CONFIRMED	confirmed arm 'BLZ945 single agent' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	BLZ945 450 mg once per day once weekly
NCT02829723	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	Phase I: BLZ945 600 mg Q1W QD	3	2014_2017	bor	2	25	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	BLZ945 single agent	EXPERIMENTAL			armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NOT_CONTROL_CONFIRMED	confirmed arm 'BLZ945 single agent' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	BLZ945 600 mg once per day once weekly
NCT02829723	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	Phase I: BLZ945 1000 mg Q1W QD	5	2014_2017	bor	2	25	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	BLZ945 single agent	EXPERIMENTAL			armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NOT_CONTROL_CONFIRMED	confirmed arm 'BLZ945 single agent' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	BLZ945 1000 mg once per day once weekly
NCT02829723	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	Phase I: BLZ945 1600 mg Q1W QD	3	2014_2017	bor	2	25	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	BLZ945 single agent	EXPERIMENTAL			armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NOT_CONTROL_CONFIRMED	confirmed arm 'BLZ945 single agent' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	BLZ945 1600 mg once per day once weekly
NCT02829723	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	Phase I: BLZ945 300 mg 4d on/10d Off QD	8	2014_2017	bor	2	25	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	BLZ945 single agent	EXPERIMENTAL			armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NOT_CONTROL_CONFIRMED	confirmed arm 'BLZ945 single agent' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	BLZ945 300 mg once per day administered for 4 days and suspended for 10 days
NCT02829723	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	Phase I: BLZ945 600 mg 4d on/10d Off QD	7	2014_2017	bor	2	25	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	BLZ945 single agent	EXPERIMENTAL			armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NOT_CONTROL_CONFIRMED	confirmed arm 'BLZ945 single agent' type=EXPERIMENTAL		NO	NONE			UNKNOWN	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	BLZ945 600 mg once per day administered for 4 days and suspended for 10 days
