nct	group_norm	n_competing_at_step_f	competing_om_indices	selected_om_index_by_rule_f	classification	basis_tier	distinguishing_fields	would_change_selection	would_change_to_om	competing_measure_metadata	source_payload
NCT01059630	bendamustine alone	3	4|6|10	4	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om4:Percentage of Participants With Objective Response as Assessed by IRC | tf=Baseline until PD or death, whichever occurre | pop=ITT population. Here, number of participants  | NUMBER/percentage of participant || om6:Percentage of Participants With Best Overall Response (BOR) as Assessed by IRC | tf=Baseline until PD or death, whichever occurre | pop=ITT population. Here, number of participants  | NUMBER/percentage of participant || om10:Percentage of Participants With Objective Response at the End of Induction Treat | tf=Baseline until end of induction treatment (as | pop=ITT population. Here, number of participants  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01059630	obinutuzumab + bendamustine	3	4|6|10	4	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om4:Percentage of Participants With Objective Response as Assessed by IRC | tf=Baseline until PD or death, whichever occurre | pop=ITT population. Here, number of participants  | NUMBER/percentage of participant || om6:Percentage of Participants With Best Overall Response (BOR) as Assessed by IRC | tf=Baseline until PD or death, whichever occurre | pop=ITT population. Here, number of participants  | NUMBER/percentage of participant || om10:Percentage of Participants With Objective Response at the End of Induction Treat | tf=Baseline until end of induction treatment (as | pop=ITT population. Here, number of participants  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01077713	bevacizumab + gemcitabine	2	6|7	6	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om6:Percentage of Participants by Best Overall Response | tf=Baseline; Day 15 of Cycles 3 and 6; Month 6 a | pop=ITT set | NUMBER/percentage of participant || om7:Percentage of Participants With an Objective Response | tf=Cycle 3 Day 15, Cycle 6 Day 15 and at Month 6 | pop=ITT set | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01077713	bevacizumab + gemcitabine + cisplatin	2	6|7	6	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om6:Percentage of Participants by Best Overall Response | tf=Baseline; Day 15 of Cycles 3 and 6; Month 6 a | pop=ITT set | NUMBER/percentage of participant || om7:Percentage of Participants With an Objective Response | tf=Cycle 3 Day 15, Cycle 6 Day 15 and at Month 6 | pop=ITT set | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01102426	dexamethasone	2	12|13	12	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om12:Overall Response Rate (Independent Review Committee) | tf=From the date of first documentation of respo | pop= | NUMBER/percentage of participant || om13:Overall Response Rate (Independent Review Committee) Excluding MR | tf=From the date of first documentation of respo | pop= | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01102426	plitidepsin+dexamethasone	2	12|13	12	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om12:Overall Response Rate (Independent Review Committee) | tf=From the date of first documentation of respo | pop= | NUMBER/percentage of participant || om13:Overall Response Rate (Independent Review Committee) Excluding MR | tf=From the date of first documentation of respo | pop= | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01115803	arm a - 100 mg ly2584702 bid + 150 mg erlotinib qd	2	3|6	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om3:Percentage of Participants Achieving Complete Response (CR) or Partial Response  | tf=Baseline to disease progression or death or u | pop=All participants who received at least 1 dose | NUMBER/percentage of participant || om6:Number of Participants With Complete Response (CR), Partial Response (PR) or Sta | tf=Baseline up to 112 Days | pop=All participants who received at least 1 dose | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_2010_2013.txt
NCT01115803	arm a - 50 mg ly2584702 qd + 150 mg erlotinib qd	2	3|6	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om3:Percentage of Participants Achieving Complete Response (CR) or Partial Response  | tf=Baseline to disease progression or death or u | pop=All participants who received at least 1 dose | NUMBER/percentage of participant || om6:Number of Participants With Complete Response (CR), Partial Response (PR) or Sta | tf=Baseline up to 112 Days | pop=All participants who received at least 1 dose | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_2010_2013.txt
NCT01115803	arm a - 75 mg ly2584702 bid + 150 mg erlotinib qd	2	3|6	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om3:Percentage of Participants Achieving Complete Response (CR) or Partial Response  | tf=Baseline to disease progression or death or u | pop=All participants who received at least 1 dose | NUMBER/percentage of participant || om6:Number of Participants With Complete Response (CR), Partial Response (PR) or Sta | tf=Baseline up to 112 Days | pop=All participants who received at least 1 dose | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_2010_2013.txt
NCT01115803	arm b - 100 mg ly2584702 qd + 10 mg everolimus qd	2	3|6	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om3:Percentage of Participants Achieving Complete Response (CR) or Partial Response  | tf=Baseline to disease progression or death or u | pop=All participants who received at least 1 dose | NUMBER/percentage of participant || om6:Number of Participants With Complete Response (CR), Partial Response (PR) or Sta | tf=Baseline up to 112 Days | pop=All participants who received at least 1 dose | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_2010_2013.txt
NCT01115803	arm b - 50 mg ly2584702 bid + 10 mg everolimus qd	2	3|6	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om3:Percentage of Participants Achieving Complete Response (CR) or Partial Response  | tf=Baseline to disease progression or death or u | pop=All participants who received at least 1 dose | NUMBER/percentage of participant || om6:Number of Participants With Complete Response (CR), Partial Response (PR) or Sta | tf=Baseline up to 112 Days | pop=All participants who received at least 1 dose | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_2010_2013.txt
NCT01115803	arm b - 50 mg ly2584702 qd + 10 mg everolimus qd	2	3|6	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;populationDescription;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om3:Percentage of Participants Achieving Complete Response (CR) or Partial Response  | tf=Baseline to disease progression or death or u | pop=All participants who received at least 1 dose | NUMBER/percentage of participant || om6:Number of Participants With Complete Response (CR), Partial Response (PR) or Sta | tf=Baseline up to 112 Days | pop=All participants who received at least 1 dose | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_2010_2013.txt
NCT01121393	afatinib 40 milligram (mg)	2	1|4	1	BASIS_EXISTS	D_POPULATION	populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om1:Objective Response (OR) | tf=Tumour assessment were performed at screening | pop=The randomised set. | NUMBER/percentage of participant || om4:Time to Objective Response (OR) | tf=Tumour assessment were performed at screening | pop=The RS included all patients randomised to re | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01121393	gemcitabine / cisplatin chemotherapy	2	1|4	1	BASIS_EXISTS	D_POPULATION	populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om1:Objective Response (OR) | tf=Tumour assessment were performed at screening | pop=The randomised set. | NUMBER/percentage of participant || om4:Time to Objective Response (OR) | tf=Tumour assessment were performed at screening | pop=The RS included all patients randomised to re | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01128842	neratinib + capecitabine	2	1|2	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om1:Best Overall Response | tf=From first dose date to progression or last t | pop=All subjects who met Inclusion and Exclusion  | COUNT_OF_PARTICIPANTS/Participants || om2:Objective Response Rate | tf=From first dose date to progression or last t | pop=All subjects who met Inclusion and Exclusion  | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01131078	bevacizumab + capecitabine (1250 mg/m^2)	2	10|11	10	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om10:Percentage of Participants by Best Overall Response | tf=Randomization, Weeks 3, 6 and 9, and every 3  | pop=ITT Population; All participants with evaluab | NUMBER/percentage of participant || om11:Percentage of Participants With a Best Overall Response of CR or PR | tf=Randomization, Weeks 3, 6 and 9, and every 3  | pop=ITT Population; All participants with evaluab | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT01131078	bevacizumab + capecitabine (650 mg/m^2)	2	10|11	10	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om10:Percentage of Participants by Best Overall Response | tf=Randomization, Weeks 3, 6 and 9, and every 3  | pop=ITT Population; All participants with evaluab | NUMBER/percentage of participant || om11:Percentage of Participants With a Best Overall Response of CR or PR | tf=Randomization, Weeks 3, 6 and 9, and every 3  | pop=ITT Population; All participants with evaluab | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT01131078	bevacizumab + irinotecan + capecitabine (1000 mg/m^2)	2	10|11	10	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om10:Percentage of Participants by Best Overall Response | tf=Randomization, Weeks 3, 6 and 9, and every 3  | pop=ITT Population; All participants with evaluab | NUMBER/percentage of participant || om11:Percentage of Participants With a Best Overall Response of CR or PR | tf=Randomization, Weeks 3, 6 and 9, and every 3  | pop=ITT Population; All participants with evaluab | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT01136733	phase 1b (cohort 1): 12 mg lenvatinib plus 5 mg everolimus	3	4|5|7	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om4:Phase 2: Objective Response Rate (ORR) | tf=Randomization (Cycle 1 Day 1) until first evi | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant || om5:Disease Control Rate (DCR) | tf=Baseline (Randomization) to first evidence of | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant || om7:Clinical Benefit Rate (CBR) | tf=Baseline (Randomization) to first evidence of | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01136733	phase 1b (cohort 2): 18 mg lenvatinib plus 5 mg everolimus	3	4|5|7	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om4:Phase 2: Objective Response Rate (ORR) | tf=Randomization (Cycle 1 Day 1) until first evi | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant || om5:Disease Control Rate (DCR) | tf=Baseline (Randomization) to first evidence of | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant || om7:Clinical Benefit Rate (CBR) | tf=Baseline (Randomization) to first evidence of | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01136733	phase 1b (cohort 3): 24 mg lenvatinib plus 5 mg everolimus	3	4|5|7	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om4:Phase 2: Objective Response Rate (ORR) | tf=Randomization (Cycle 1 Day 1) until first evi | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant || om5:Disease Control Rate (DCR) | tf=Baseline (Randomization) to first evidence of | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant || om7:Clinical Benefit Rate (CBR) | tf=Baseline (Randomization) to first evidence of | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01136733	phase 1b (cohort 4): 24 mg lenvatinib plus 10 mg everolimus	3	4|5|7	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om4:Phase 2: Objective Response Rate (ORR) | tf=Randomization (Cycle 1 Day 1) until first evi | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant || om5:Disease Control Rate (DCR) | tf=Baseline (Randomization) to first evidence of | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant || om7:Clinical Benefit Rate (CBR) | tf=Baseline (Randomization) to first evidence of | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01136733	phase 2 (arm a): 18 mg lenvatinib plus 5 mg everolimus	3	4|5|7	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om4:Phase 2: Objective Response Rate (ORR) | tf=Randomization (Cycle 1 Day 1) until first evi | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant || om5:Disease Control Rate (DCR) | tf=Baseline (Randomization) to first evidence of | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant || om7:Clinical Benefit Rate (CBR) | tf=Baseline (Randomization) to first evidence of | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01136733	phase 2 (arm b): 24 mg lenvatinib	3	4|5|7	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om4:Phase 2: Objective Response Rate (ORR) | tf=Randomization (Cycle 1 Day 1) until first evi | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant || om5:Disease Control Rate (DCR) | tf=Baseline (Randomization) to first evidence of | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant || om7:Clinical Benefit Rate (CBR) | tf=Baseline (Randomization) to first evidence of | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01136733	phase 2 (arm c): 10 mg everolimus	3	4|5|7	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om4:Phase 2: Objective Response Rate (ORR) | tf=Randomization (Cycle 1 Day 1) until first evi | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant || om5:Disease Control Rate (DCR) | tf=Baseline (Randomization) to first evidence of | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant || om7:Clinical Benefit Rate (CBR) | tf=Baseline (Randomization) to first evidence of | pop=Full analysis set which included all randomiz | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01137604	cohort 1 - bevacizumab	3	0|3|4	0	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om0:Objective Response Rate (ORR) | tf=From date of randomization (Cohort 1) or firs | pop=Full Analysis Set included all participants w | NUMBER/Percentage of participant || om3:Disease Control Rate (DCR) | tf=From date of randomization (Cohort 1) or firs | pop=Full Analysis Set - all participants who rece | NUMBER/Percentage of participant || om4:Clinical Benefit Rate (CBR) | tf=From date of randomization (Cohort 1) or firs | pop=Full Analysis Set - all participants who rece | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01137604	cohort 1 - lenvatinib	3	0|3|4	0	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om0:Objective Response Rate (ORR) | tf=From date of randomization (Cohort 1) or firs | pop=Full Analysis Set included all participants w | NUMBER/Percentage of participant || om3:Disease Control Rate (DCR) | tf=From date of randomization (Cohort 1) or firs | pop=Full Analysis Set - all participants who rece | NUMBER/Percentage of participant || om4:Clinical Benefit Rate (CBR) | tf=From date of randomization (Cohort 1) or firs | pop=Full Analysis Set - all participants who rece | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01137604	cohort 2 - lenvatinib	3	0|3|4	0	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om0:Objective Response Rate (ORR) | tf=From date of randomization (Cohort 1) or firs | pop=Full Analysis Set included all participants w | NUMBER/Percentage of participant || om3:Disease Control Rate (DCR) | tf=From date of randomization (Cohort 1) or firs | pop=Full Analysis Set - all participants who rece | NUMBER/Percentage of participant || om4:Clinical Benefit Rate (CBR) | tf=From date of randomization (Cohort 1) or firs | pop=Full Analysis Set - all participants who rece | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01137604	cohort 3 - lenvatinib	3	0|3|4	0	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame;assessment_criteria;populationDescription	no (smallest index already the ORR-concept measure)		om0:Objective Response Rate (ORR) | tf=From date of randomization (Cohort 1) or firs | pop=Full Analysis Set included all participants w | NUMBER/Percentage of participant || om3:Disease Control Rate (DCR) | tf=From date of randomization (Cohort 1) or firs | pop=Full Analysis Set - all participants who rece | NUMBER/Percentage of participant || om4:Clinical Benefit Rate (CBR) | tf=From date of randomization (Cohort 1) or firs | pop=Full Analysis Set - all participants who rece | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01168973	placebo and docetaxel	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om2:Percentage of Participants Achieving an Objective Response (Objective Response R | tf=Baseline to measured PD (up to 29 months) | pop=ITT population: All randomized participants g | NUMBER/percentage of participant || om3:Percentage of Participants Achieving Disease Control (Disease Control Rate) | tf=Baseline to measured PD (up to 29 months) | pop=ITT population: All randomized participants g | NUMBER/percentage of participant	ctg_placebo_onc_2010_2013.txt
NCT01168973	ramucirumab and docetaxel	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om2:Percentage of Participants Achieving an Objective Response (Objective Response R | tf=Baseline to measured PD (up to 29 months) | pop=ITT population: All randomized participants g | NUMBER/percentage of participant || om3:Percentage of Participants Achieving Disease Control (Disease Control Rate) | tf=Baseline to measured PD (up to 29 months) | pop=ITT population: All randomized participants g | NUMBER/percentage of participant	ctg_placebo_onc_2010_2013.txt
NCT01177956	cetuximab + cisplatin + 5-fu	2	0|5	0	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om0:Best Overall Response (BOR) Until Cut-off Date 25 January 2011 | tf=Evaluations were performed every 6 weeks unti | pop=ITT population included all participants who  | NUMBER/percentage of participant || om5:Best Overall Response (BOR) Until Cut-off Date 15 November 2012 | tf=Evaluations were performed every 6 weeks unti | pop=ITT population included all participants who  | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT01183858	erlotinib 150 mg	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria	no (smallest index already the ORR-concept measure)		om2:Overall Response Rate (ORR) | tf=Randomization to Clinical Cutoff: 28 October  | pop=Intent-to-treat Population included all rando | NUMBER/percentage of participant || om3:Disease Control Rate (DCR) | tf=Randomization to Clinical Cutoff: 28 October  | pop=Intent-to-treat Population included all rando | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01183858	erlotinib 300 mg	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria	no (smallest index already the ORR-concept measure)		om2:Overall Response Rate (ORR) | tf=Randomization to Clinical Cutoff: 28 October  | pop=Intent-to-treat Population included all rando | NUMBER/percentage of participant || om3:Disease Control Rate (DCR) | tf=Randomization to Clinical Cutoff: 28 October  | pop=Intent-to-treat Population included all rando | NUMBER/percentage of participant	ctg_results_bor_2010_2013.txt
NCT01234337	placebo + capecitabine	2	3|4	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om3:Objective Response Rate (ORR) by Central Review | tf=From randomization of the first participant u | pop=FAS | NUMBER/Percentage (%) of partici || om4:Disease Control Rate (DCR) by Central Review | tf=From randomization of the first participant u | pop=FAS | NUMBER/percentage (%) of partici	ctg_placebo_onc_2010_2013.txt
NCT01234337	sorafenib (nexavar, bay43-9006) + capecitabine	2	3|4	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om3:Objective Response Rate (ORR) by Central Review | tf=From randomization of the first participant u | pop=FAS | NUMBER/Percentage (%) of partici || om4:Disease Control Rate (DCR) by Central Review | tf=From randomization of the first participant u | pop=FAS | NUMBER/percentage (%) of partici	ctg_placebo_onc_2010_2013.txt
NCT01248936	overall trial	2	2|3	2	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om2:Number of Participants With Best Overall Response (Confirmed) | tf=Up to 1 year | pop=The efficacy population was defined as treate | NUMBER/Participants || om3:Number of Participants With Best Overall Response (Confirmed) by ECOG Performanc | tf=Up to 1 year | pop=The efficacy population was defined as treate | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01251653	afatinib 30mg and docetaxel 60mg	3	2|4|5	2	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om2:Best Overall Response According to RECIST v1.1 Criteria | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om4:Objective Response According to RECIST v1.1 | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om5:Time to Objective Response According to RECIST v1.1 | tf=6 weeks, 12 weeks and 24 weeks | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01251653	afatinib 30mg and docetaxel 75mg	3	2|4|5	2	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om2:Best Overall Response According to RECIST v1.1 Criteria | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om4:Objective Response According to RECIST v1.1 | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om5:Time to Objective Response According to RECIST v1.1 | tf=6 weeks, 12 weeks and 24 weeks | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01251653	afatinib 30mg and gemcitabine 1000mg	3	2|4|5	2	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om2:Best Overall Response According to RECIST v1.1 Criteria | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om4:Objective Response According to RECIST v1.1 | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om5:Time to Objective Response According to RECIST v1.1 | tf=6 weeks, 12 weeks and 24 weeks | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01251653	afatinib 30mg and gemcitabine 1250mg	3	2|4|5	2	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om2:Best Overall Response According to RECIST v1.1 Criteria | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om4:Objective Response According to RECIST v1.1 | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om5:Time to Objective Response According to RECIST v1.1 | tf=6 weeks, 12 weeks and 24 weeks | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01251653	afatinib 40mg and docetaxel 75mg	3	2|4|5	2	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om2:Best Overall Response According to RECIST v1.1 Criteria | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om4:Objective Response According to RECIST v1.1 | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om5:Time to Objective Response According to RECIST v1.1 | tf=6 weeks, 12 weeks and 24 weeks | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01251653	afatinib 40mg and gemcitabine 1000mg	3	2|4|5	2	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om2:Best Overall Response According to RECIST v1.1 Criteria | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om4:Objective Response According to RECIST v1.1 | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om5:Time to Objective Response According to RECIST v1.1 | tf=6 weeks, 12 weeks and 24 weeks | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01251653	afatinib 40mg and gemcitabine 1250mg	3	2|4|5	2	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om2:Best Overall Response According to RECIST v1.1 Criteria | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om4:Objective Response According to RECIST v1.1 | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om5:Time to Objective Response According to RECIST v1.1 | tf=6 weeks, 12 weeks and 24 weeks | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01251653	afatinib 50mg and docetaxel 75mg	3	2|4|5	2	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om2:Best Overall Response According to RECIST v1.1 Criteria | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om4:Objective Response According to RECIST v1.1 | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om5:Time to Objective Response According to RECIST v1.1 | tf=6 weeks, 12 weeks and 24 weeks | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01251653	afatinib 50mg and gemcitabine 1250mg	3	2|4|5	2	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om2:Best Overall Response According to RECIST v1.1 Criteria | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om4:Objective Response According to RECIST v1.1 | tf=From first drug administration until 28 days  | pop=TS | NUMBER/Participants || om5:Time to Objective Response According to RECIST v1.1 | tf=6 weeks, 12 weeks and 24 weeks | pop=TS | NUMBER/Participants	ctg_results_bor_2010_2013.txt
NCT01253668	arm 1	2	1|4	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Best Overall Response Rated for Each Patients as Assessed by RECIST 1.1 Guidelin | tf=Every 8 weeks | pop=The study was terminated, and the PI has left | / || om4:Response Rate for All Patients | tf=Every 8 weeks | pop=The study was terminated, and the PI has left | /	ctg_results_bor_2010_2013.txt
NCT01268566	medi-575, 25 mg/kg	2	1|2	1	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	no (smallest index already the ORR-concept measure)		om1:Percentage of Participants With Best Overall Response | tf=Study entry through the end of the study, up  | pop=ITT population | NUMBER/Percentage of participant || om2:Percentage of Participants With Objective Response | tf=Study entry through the end of the study, up  | pop=ITT population | NUMBER/Percentage of participant	ctg_results_bor_2010_2013.txt
NCT01271712	placebo	2	4|5	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om4:Objective Response Rate | tf=From randomization of the first subject until | pop=Full Analysis Set (FAS) | NUMBER/Percentage of Participant || om5:Disease Control Rate (DCR) | tf=From randomization of the first subject until | pop=Full Analysis Set (FAS) | NUMBER/Percentage of Participant	ctg_placebo_onc_2010_2013.txt
