nct	group_norm	payload	results_group_id	om_type	participants_denom	n_competing	om_indices	constructs	assessment_criteria	classification	distinguishing_fields	selected_om_index	selected_title	would_change_selection	alternative_if_construct_rule_added	competing_titles	competing_timeframes	competing_population_descriptions	competing_paramtypes	competing_units	notes
NCT04764474	cohort 7: hmpl-306 dose level 7	ctg_results_bor_2018_2021	OG006	SECONDARY	3	2	4;7	ORR;CBR	none;none	BASIS_EXISTS	construct=ORR|CBR	4	Objective Response Rate (ORR)	NO		Objective Response Rate (ORR) ||| Clinical Benefit Rate (CBR)	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-14 days) thereafter until end of treatment, or end of efficacy follow-up period, approximately 45 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-14 days) thereafter until end of treatment, or end of efficacy follow-up period, approximately 45 months	The efficacy analysis set included all enrolled patients who received at least 1 dose of study drug from Cycle 1 Day 1 in continuous cycle (i.e., excluding single oral dose from the PK week for the dose escalation part). As only 1 patient was enrolled in dose expansion part, all data of patient were pooled in dose escalation part at Dose Level 8 cohort (Cohort 8) for the data analysis. Thus, no separate arm was created for dose expansion part. ||| The efficacy analysis set included all enrolled patients who received at least 1 dose of study drug from Cycle 1 Day 1 in continuous cycle (i.e., excluding single oral dose from the PK week for the dose escalation part). As only 1 patient was enrolled in dose expansion part, all data of patient were pooled in dose escalation part at Dose Level 8 cohort (Cohort 8) for the data analysis. Thus, no separate arm was created for dose expansion part.	NUMBER;NUMBER	percentage of patients;percentage of patients	
NCT04764474	cohort 8: hmpl-306 dose level 8	ctg_results_bor_2018_2021	OG007	SECONDARY	8	2	4;7	ORR;CBR	none;none	BASIS_EXISTS	construct=ORR|CBR	4	Objective Response Rate (ORR)	NO		Objective Response Rate (ORR) ||| Clinical Benefit Rate (CBR)	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-14 days) thereafter until end of treatment, or end of efficacy follow-up period, approximately 45 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-14 days) thereafter until end of treatment, or end of efficacy follow-up period, approximately 45 months	The efficacy analysis set included all enrolled patients who received at least 1 dose of study drug from Cycle 1 Day 1 in continuous cycle (i.e., excluding single oral dose from the PK week for the dose escalation part). As only 1 patient was enrolled in dose expansion part, all data of patient were pooled in dose escalation part at Dose Level 8 cohort (Cohort 8) for the data analysis. Thus, no separate arm was created for dose expansion part. ||| The efficacy analysis set included all enrolled patients who received at least 1 dose of study drug from Cycle 1 Day 1 in continuous cycle (i.e., excluding single oral dose from the PK week for the dose escalation part). As only 1 patient was enrolled in dose expansion part, all data of patient were pooled in dose escalation part at Dose Level 8 cohort (Cohort 8) for the data analysis. Thus, no separate arm was created for dose expansion part.	NUMBER;NUMBER	percentage of patients;percentage of patients	
NCT04822350	all participants	ctg_results_bor_2018_2021	OG000	SECONDARY	530	2	8;9	ORR;ORR	RECIST1.1;RECIST1.1	BASIS_EXISTS	populationDescription	8	Overall Response Rate (ORR) According to RECIST 1.1: Overall	DEPENDS(no preregistered ordering for this field)		Overall Response Rate (ORR) According to RECIST 1.1: Overall ||| ORR According to RECIST 1.1: by Histology Group	From the date of first dose of avelumab until documented disease progression, death or start of new anticancer therapy (for a maximum of 62.3 months follow-up) ||| From the date of first dose of avelumab until documented disease progression, death or start of new anticancer therapy (for a maximum of 62.3 months follow-up)	"FAS was defined as all enrolled participants who received at least one injection of avelumab. Here, ""Overall Number of Participants Analyzed"" signifies participants evaluable for this outcome measure. ||| FAS was defined as all enrolled participants who received at least one injection of avelumab. Here, ""Overall Number of Participants Analyzed"" signifies participants evaluable for this outcome measure and ""Number Analyzed"" signifies number of participants evaluable for the specified rows."	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03697304	module c, cohort 1: gec patients	ctg_results_bor_2018_2021	OG000	PRIMARY	28	2	8;9	ORR;ORR	RECIST_unversioned;RECIST_unversioned	BASIS_EXISTS	paramType=NUMBER|MEDIAN	8	[Module C] Objective Response (OR)	DEPENDS(no preregistered ordering for this field)		[Module C] Objective Response (OR) ||| [Module C] Objective Response (OR) - Bayesian Hierarchical Model	From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 188.3 weeks. ||| From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 188.3 weeks.	Treated set of the module C: all patients treated with at least one dose of trial medications. ||| Treated set of the module C: all patients treated with at least one dose of trial medications.	NUMBER;MEDIAN	percentage of participants;percentage of participants	
NCT03697304	module c, cohort 2: 2ary resistance patients	ctg_results_bor_2018_2021	OG001	PRIMARY	30	2	8;9	ORR;ORR	RECIST_unversioned;RECIST_unversioned	BASIS_EXISTS	paramType=NUMBER|MEDIAN	8	[Module C] Objective Response (OR)	DEPENDS(no preregistered ordering for this field)		[Module C] Objective Response (OR) ||| [Module C] Objective Response (OR) - Bayesian Hierarchical Model	From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 188.3 weeks. ||| From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 188.3 weeks.	Treated set of the module C: all patients treated with at least one dose of trial medications. ||| Treated set of the module C: all patients treated with at least one dose of trial medications.	NUMBER;MEDIAN	percentage of participants;percentage of participants	
NCT03697304	module c, cohort 3: 1ary resistance patients	ctg_results_bor_2018_2021	OG002	PRIMARY	28	2	8;9	ORR;ORR	RECIST_unversioned;RECIST_unversioned	BASIS_EXISTS	paramType=NUMBER|MEDIAN	8	[Module C] Objective Response (OR)	DEPENDS(no preregistered ordering for this field)		[Module C] Objective Response (OR) ||| [Module C] Objective Response (OR) - Bayesian Hierarchical Model	From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 188.3 weeks. ||| From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 188.3 weeks.	Treated set of the module C: all patients treated with at least one dose of trial medications. ||| Treated set of the module C: all patients treated with at least one dose of trial medications.	NUMBER;MEDIAN	percentage of participants;percentage of participants	
NCT03697304	module c, cohort 4: crc patients	ctg_results_bor_2018_2021	OG003	PRIMARY	30	2	8;9	ORR;ORR	RECIST_unversioned;RECIST_unversioned	BASIS_EXISTS	paramType=NUMBER|MEDIAN	8	[Module C] Objective Response (OR)	DEPENDS(no preregistered ordering for this field)		[Module C] Objective Response (OR) ||| [Module C] Objective Response (OR) - Bayesian Hierarchical Model	From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 188.3 weeks. ||| From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 188.3 weeks.	Treated set of the module C: all patients treated with at least one dose of trial medications. ||| Treated set of the module C: all patients treated with at least one dose of trial medications.	NUMBER;MEDIAN	percentage of participants;percentage of participants	
NCT03697304	module c, cohort 5: ec patients	ctg_results_bor_2018_2021	OG004	PRIMARY	18	2	8;9	ORR;ORR	RECIST_unversioned;RECIST_unversioned	BASIS_EXISTS	paramType=NUMBER|MEDIAN	8	[Module C] Objective Response (OR)	DEPENDS(no preregistered ordering for this field)		[Module C] Objective Response (OR) ||| [Module C] Objective Response (OR) - Bayesian Hierarchical Model	From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 188.3 weeks. ||| From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 188.3 weeks.	Treated set of the module C: all patients treated with at least one dose of trial medications. ||| Treated set of the module C: all patients treated with at least one dose of trial medications.	NUMBER;MEDIAN	percentage of participants;percentage of participants	
NCT03697304	module a, cohort 1: gec patients	ctg_results_bor_2018_2021	OG000	PRIMARY	2	2	10;11	ORR;ORR	RECIST_unversioned;RECIST_unversioned	BASIS_EXISTS	paramType=NUMBER|MEDIAN	10	[Module A] Objective Response (OR)	DEPENDS(no preregistered ordering for this field)		[Module A] Objective Response (OR) ||| [Module A] Objective Response (OR) - Bayesian Hierarchical Model	From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 152.4 weeks. ||| From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 152.4 weeks.	Treated set of the module A: all patients treated with at least one dose of trial medications. ||| Treated set of the module A: all patients treated with at least one dose of trial medications.	NUMBER;MEDIAN	percentage of participants;percentage of participants	
NCT03697304	module a, cohort 2: 2ary resistance patients	ctg_results_bor_2018_2021	OG001	PRIMARY	33	2	10;11	ORR;ORR	RECIST_unversioned;RECIST_unversioned	BASIS_EXISTS	paramType=NUMBER|MEDIAN	10	[Module A] Objective Response (OR)	DEPENDS(no preregistered ordering for this field)		[Module A] Objective Response (OR) ||| [Module A] Objective Response (OR) - Bayesian Hierarchical Model	From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 152.4 weeks. ||| From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 152.4 weeks.	Treated set of the module A: all patients treated with at least one dose of trial medications. ||| Treated set of the module A: all patients treated with at least one dose of trial medications.	NUMBER;MEDIAN	percentage of participants;percentage of participants	
NCT03697304	module a, cohort 3: 1ary resistance patients	ctg_results_bor_2018_2021	OG002	PRIMARY	42	2	10;11	ORR;ORR	RECIST_unversioned;RECIST_unversioned	BASIS_EXISTS	paramType=NUMBER|MEDIAN	10	[Module A] Objective Response (OR)	DEPENDS(no preregistered ordering for this field)		[Module A] Objective Response (OR) ||| [Module A] Objective Response (OR) - Bayesian Hierarchical Model	From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 152.4 weeks. ||| From first drug administration until the earliest of disease progression, death or last evaluable tumor assessment before start of subsequent anti-cancer therapy. Up to approximately 152.4 weeks.	Treated set of the module A: all patients treated with at least one dose of trial medications. ||| Treated set of the module A: all patients treated with at least one dose of trial medications.	NUMBER;MEDIAN	percentage of participants;percentage of participants	
NCT04182204	stage 2: r-gemox	ctg_results_bor_2018_2021	OG000	SECONDARY	126	2	4;5	CR_RATE;ORR	Lugano;Lugano	BASIS_EXISTS	construct=CR_RATE|ORR	4	Stage 2: Complete Response Rate (CRR), as Determined by an Independent Review Committee (IRC) at the End of Treatment	YES	om 5: Stage 2: Objective Response Rate (ORR) as Determined by an IRC at End of Treatment	Stage 2: Complete Response Rate (CRR), as Determined by an Independent Review Committee (IRC) at the End of Treatment ||| Stage 2: Objective Response Rate (ORR) as Determined by an IRC at End of Treatment	Up to approximately 8.5 months ||| Up to approximately 8.5 months	ITT population included all randomized participants. ||| ITT population included all randomized participants.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04182204	stage 2: pola-r-gemox	ctg_results_bor_2018_2021	OG001	SECONDARY	129	2	4;5	CR_RATE;ORR	Lugano;Lugano	BASIS_EXISTS	construct=CR_RATE|ORR	4	Stage 2: Complete Response Rate (CRR), as Determined by an Independent Review Committee (IRC) at the End of Treatment	YES	om 5: Stage 2: Objective Response Rate (ORR) as Determined by an IRC at End of Treatment	Stage 2: Complete Response Rate (CRR), as Determined by an Independent Review Committee (IRC) at the End of Treatment ||| Stage 2: Objective Response Rate (ORR) as Determined by an IRC at End of Treatment	Up to approximately 8.5 months ||| Up to approximately 8.5 months	ITT population included all randomized participants. ||| ITT population included all randomized participants.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04182204	stage 1: pola-r-gemox	ctg_results_bor_2018_2021	OG000	SECONDARY	15	2	6;8	BOR_DISTRIBUTION;ORR	Lugano;Lugano	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR; timeFrame	6	Stage 1 and Stage 2: Percentage of Participants With Best Overall Response (BOR) as Determined by the Investigator	YES	om 8: Stage 1 and Stage 2: ORR as Determined by the Investigator at End of Treatment	Stage 1 and Stage 2: Percentage of Participants With Best Overall Response (BOR) as Determined by the Investigator ||| Stage 1 and Stage 2: ORR as Determined by the Investigator at End of Treatment	Up to approximately 34 months ||| Stage 1: Up to approximately 6.2 months and Stage 2: Up to approximately 8.5 months	Safety run-in population included all participants who received any amount of any study drug during stage 1. ITT population included all randomized participants in stage 2. ||| Safety run-in population included all participants who received any amount of any study drug during stage 1. ITT population included all randomized participants in stage 2.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03934684	carfilzomib, lenalidomide and dexamethasone (krd)	ctg_results_bor_2018_2021	OG000	SECONDARY	49	2	3;4	ORR;CBR	IMWG;IMWG	BASIS_EXISTS	construct=ORR|CBR	3	Overall Response Rate (ORR) as Per IMWG-URC	NO		Overall Response Rate (ORR) as Per IMWG-URC ||| Clinical Benefit Rate (CBR) as Per IMWG-URC	From the first dose date of any IP until the end of trial; median (min, max) time on trial was 8.7 (0.1, 37.2) months ||| From the first dose date of any IP until the end of trial; median (min, max) time on trial was 8.7 (0.1, 37.2) months	Safety analysis set included all enrolled participants who received at least one dose of IP. ||| Safety analysis set included all enrolled participants who received at least one dose of IP.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03934684	carfilzomib and dexamethasone (kd)	ctg_results_bor_2018_2021	OG001	SECONDARY	52	2	3;4	ORR;CBR	IMWG;IMWG	BASIS_EXISTS	construct=ORR|CBR	3	Overall Response Rate (ORR) as Per IMWG-URC	NO		Overall Response Rate (ORR) as Per IMWG-URC ||| Clinical Benefit Rate (CBR) as Per IMWG-URC	From the first dose date of any IP until the end of trial; median (min, max) time on trial was 8.7 (0.1, 37.2) months ||| From the first dose date of any IP until the end of trial; median (min, max) time on trial was 8.7 (0.1, 37.2) months	Safety analysis set included all enrolled participants who received at least one dose of IP. ||| Safety analysis set included all enrolled participants who received at least one dose of IP.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03725605	ltx-315 plus til infusion	ctg_results_bor_2018_2021	OG000	SECONDARY	4	3	5;6;7	ORR;CBR;RESPONSE_RATE_UNQUALIFIED	RECIST1.0;RECIST1.1;none	BASIS_EXISTS	construct=ORR|CBR|RESPONSE_RATE_UNQUALIFIED; assessmentCriteria=RECIST1.0|RECIST1.1|none; timeFrame; populationDescription; paramType=NUMBER|NUMBER|COUNT_OF_PARTICIPANTS	5	Objective Response Rate	NO		Objective Response Rate ||| Clinical Benefit Rate ||| Best Overall Tumour Response Rate	EoT (Step 2, Week 7) and up to 15 months after EoT. ||| Up to 15 months ||| Assessed at Visit 25 (Step 2, Week 7, Day 42)	ORR was evaluated for the 4 subjects who progressed to Step 2. ||| The endpoint was evaluated for the 4 subjects who progressed to Step 2. ||| Evaluated for the 4 subjects who progressed to Step 2.	NUMBER;NUMBER;COUNT_OF_PARTICIPANTS	participants;participants;participants	
NCT04128696	participants receiving feladilimab and pembrolizumab	ctg_results_bor_2018_2021	OG000	SECONDARY	157	2	10;12	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	10	Overall Response Rate (ORR) Per RECIST v1.1 in the PD-L1 CPS ≥1 Population	NO		Overall Response Rate (ORR) Per RECIST v1.1 in the PD-L1 CPS ≥1 Population ||| Disease Control Rate (DCR) Per RECIST v1.1 in the PD-L1 CPS ≥1 Population	Up to approximately 16 months ||| Up to approximately 16 months	All participants with PD-L1 CPS ≥1 in the mITT population were analyzed. ||| All participants with PD-L1 CPS ≥1 in the mITT population were analyzed.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04128696	participants receiving placebo and pembrolizumab	ctg_results_bor_2018_2021	OG001	SECONDARY	156	2	10;12	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	10	Overall Response Rate (ORR) Per RECIST v1.1 in the PD-L1 CPS ≥1 Population	NO		Overall Response Rate (ORR) Per RECIST v1.1 in the PD-L1 CPS ≥1 Population ||| Disease Control Rate (DCR) Per RECIST v1.1 in the PD-L1 CPS ≥1 Population	Up to approximately 16 months ||| Up to approximately 16 months	All participants with PD-L1 CPS ≥1 in the mITT population were analyzed. ||| All participants with PD-L1 CPS ≥1 in the mITT population were analyzed.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04282980	dcc-2618	ctg_results_bor_2018_2021	OG000	SECONDARY	38	2	1;4	ORR;DCR	none;none	BASIS_EXISTS	construct=ORR|DCR	1	Objective Response Rate (ORR)	NO		Objective Response Rate (ORR) ||| Disease Control Rate (DCR) (Confirmed CR + Confirmed PR + SD) for 12 Weeks	Approximately 15 months since the first subject enrolled. ||| Approximately 15 months since the first subject enrolled.	1 subject discontinued treatment due to clinical progression during the intensive blood sampling period and a total of 38 subjects who entered treatment period (continuous dose period) were included in the Efficacy Analysis Set (EAS). ||| 1 subject discontinued treatment due to clinical progression during the intensive blood sampling period and a total of 38 subjects who entered treatment period (continuous dose period) were included in the Efficacy Analysis Set (EAS).	COUNT_OF_PARTICIPANTS;COUNT_OF_PARTICIPANTS	participants;participants	
NCT04514484	treatment (cabozantinib s-malate, nivolumab)	ctg_results_bor_2018_2021	OG000	SECONDARY	6	3	1;2;3	ORR;BOR_DISTRIBUTION;BOR_DISTRIBUTION	RECIST1.1;RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|BOR_DISTRIBUTION|BOR_DISTRIBUTION; populationDescription; paramType=NUMBER|NUMBER|MEDIAN	1	Objective Response Rate (ORR)	NO		Objective Response Rate (ORR) ||| Best Overall Response ||| Best Overall Response (Off Treatment)	Up to 24 months ||| Up to 24 months ||| Up to 24 months	Treated patients who were evaluated for efficacy. ||| Treated patients who were evaluated for efficacy. ||| Off treatment patients who were evaluated for efficacy.	NUMBER;NUMBER;MEDIAN	percentage of patients;percentage of patients;percentage of patients	
NCT03828292	main study - part 1: belantamab mafodotin 2.5 milligram/ kilogram (mg/kg)	ctg_results_bor_2018_2021	OG000	SECONDARY	4	2	102;104	ORR;CBR	IMWG;IMWG	BASIS_EXISTS	construct=ORR|CBR	102	Part 1 - Percentage of Participants With Overall Response Rate (ORR)	NO		Part 1 - Percentage of Participants With Overall Response Rate (ORR) ||| Part 1: Clinical Benefit Rate (CBR)	Up to approximately 141 weeks ||| Up to approximately 141 weeks	All treated population ||| All treated population	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03828292	main study - part 1: belantamab mafodotin 3.4 mg/kg	ctg_results_bor_2018_2021	OG001	SECONDARY	4	2	102;104	ORR;CBR	IMWG;IMWG	BASIS_EXISTS	construct=ORR|CBR	102	Part 1 - Percentage of Participants With Overall Response Rate (ORR)	NO		Part 1 - Percentage of Participants With Overall Response Rate (ORR) ||| Part 1: Clinical Benefit Rate (CBR)	Up to approximately 141 weeks ||| Up to approximately 141 weeks	All treated population ||| All treated population	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03828292	main study - part 2: arma-belantamab mafodotin 2.5 mg/kg + bortezomib and dexamethasone (bor/dex)	ctg_results_bor_2018_2021	OG000	SECONDARY	3	2	103;105	ORR;CBR	IMWG;IMWG	BASIS_EXISTS	construct=ORR|CBR	103	Part 2 - Percentage of Participants With ORR	NO		Part 2 - Percentage of Participants With ORR ||| Part 2: Clinical Benefit Rate (CBR)	Up to approximately 212 weeks ||| Up to approximately 212 weeks	All treated population ||| All treated population	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03828292	main study - part2: armb- belantamab mafodotin 2.5 mg/kg + pomalidomide and dexamethasone (pom/dex)	ctg_results_bor_2018_2021	OG001	SECONDARY	4	2	103;105	ORR;CBR	IMWG;IMWG	BASIS_EXISTS	construct=ORR|CBR	103	Part 2 - Percentage of Participants With ORR	NO		Part 2 - Percentage of Participants With ORR ||| Part 2: Clinical Benefit Rate (CBR)	Up to approximately 212 weeks ||| Up to approximately 212 weeks	All treated population ||| All treated population	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT05091346	phase 1b, dose escalation: e7386 100 mg + pembrolizumab 200 mg	ctg_results_bor_2018_2021	OG000	SECONDARY	6	2	6;7	DCR;CBR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=DCR|CBR	6	Phase 1b and Phase 2 Parts: Disease Control Rate (DCR)	UNDETERMINED(no ORR-type candidate)		Phase 1b and Phase 2 Parts: Disease Control Rate (DCR) ||| Phase 1b and Phase 2 Parts: Clinical Benefit Rate (CBR)	Phase 1b Part: Up to 11.73 months; Phase 2 Part: Up to 20.40 months ||| Phase 1b Part: Up to 11.73 months; Phase 2 Part: Up to 20.40 months	Efficacy Analysis Set included all participants with measurable disease at Baseline who received at least 1 dose of any study drug. ||| Efficacy Analysis Set included all participants with measurable disease at Baseline who received at least 1 dose of any study drug.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT05091346	phase 1b, dose escalation: e7386 120 mg + pembrolizumab 200 mg	ctg_results_bor_2018_2021	OG001	SECONDARY	6	2	6;7	DCR;CBR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=DCR|CBR	6	Phase 1b and Phase 2 Parts: Disease Control Rate (DCR)	UNDETERMINED(no ORR-type candidate)		Phase 1b and Phase 2 Parts: Disease Control Rate (DCR) ||| Phase 1b and Phase 2 Parts: Clinical Benefit Rate (CBR)	Phase 1b Part: Up to 11.73 months; Phase 2 Part: Up to 20.40 months ||| Phase 1b Part: Up to 11.73 months; Phase 2 Part: Up to 20.40 months	Efficacy Analysis Set included all participants with measurable disease at Baseline who received at least 1 dose of any study drug. ||| Efficacy Analysis Set included all participants with measurable disease at Baseline who received at least 1 dose of any study drug.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03972488	lutathera® plus octreotide lar 30 mg (investigational arm)	ctg_results_bor_2018_2021	OG000	SECONDARY	151	2	1;3	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	1	Overall Response Rate (ORR) Per Central Assessment (Key Secondary)	NO		Overall Response Rate (ORR) Per Central Assessment (Key Secondary) ||| Disease Control Rate (DCR) Per Central Assessment	Up to approx. 42 months ||| Up to approx. 42 months	FAS comprises all participants to whom study treatment has been assigned by randomization. ||| FAS comprises all participants to whom study treatment has been assigned by randomization.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03972488	octreotide lar 60 mg (control arm)	ctg_results_bor_2018_2021	OG001	SECONDARY	75	2	1;3	ORR;DCR	RECIST1.1;RECIST1.1	BASIS_EXISTS	construct=ORR|DCR	1	Overall Response Rate (ORR) Per Central Assessment (Key Secondary)	NO		Overall Response Rate (ORR) Per Central Assessment (Key Secondary) ||| Disease Control Rate (DCR) Per Central Assessment	Up to approx. 42 months ||| Up to approx. 42 months	FAS comprises all participants to whom study treatment has been assigned by randomization. ||| FAS comprises all participants to whom study treatment has been assigned by randomization.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04179864	phase 1b: tazemetostat + enzalutamide	ctg_results_bor_2018_2021	OG000	SECONDARY	6	3	4;5;6	ORR;BOR_DISTRIBUTION;DCR	none;none;PCWG+RECIST1.1	BASIS_EXISTS	construct=ORR|BOR_DISTRIBUTION|DCR; assessmentCriteria=none|none|PCWG+RECIST1.1; timeFrame; populationDescription	4	Phase 1b and 2: Objective Response Rate (ORR)	NO		Phase 1b and 2: Objective Response Rate (ORR) ||| Phase 1b and 2: Best Overall Response (BOR) ||| Phase 1b and 2: Disease Control Rate (DCR) at 6 Months	Tumor assessments performed at screening (within 4 weeks of randomization) and every 8 weeks for first 6 months and then every 12 weeks thereafter, until death, PD, unacceptable toxicity, consent withdrawal, or termination of study.Approximately 259 weeks ||| Tumor assessments performed at screening (within 4 weeks of randomization) and every 8 weeks for first 6 months and then every 12 weeks thereafter, until death, PD, unacceptable toxicity, consent withdrawal, or termination of study.Approximately 259 weeks ||| Baseline and at 6 months (24 weeks)	"Phase 1b: Safety population included all participants who received any dose of study drugs. Phase 2: ITT population included all participants who were randomized into study. Only those participants with response are reported. As pre-specified in SAP, efficacy results for phase 1b were performed by ""treatment group"" for Phase 1b which refers to 1) Tazemetostat + Enzalutamide and 2) Tazemetostat + Abiraterone/Prednisone regardless of dose level, hence pooled data for Phase 1b is presented. ||| Phase 1b: Safety population included all participants who received any dose of study drugs. Phase 2: ITT population included all participants who were randomized into study. Only those participants with response are reported. As pre-specified in SAP, efficacy results for phase 1b were performed by ""treatment group"" for Phase 1b which refers to 1) Tazemetostat + Enzalutamide and 2) Tazemetostat + Abiraterone/Prednisone regardless of dose level, hence pooled data for Phase 1b is presented. ||| Phase 1b:Safety population:all participants who received any dose of study drugs.Phase 2:ITT population:all participants who were randomized into study.Only those participants with data collected at specified timepoints are reported. As pre-specified in SAP, efficacy results for phase 1b were performed by ""treatment group"" for Phase 1b which refers to 1) Tazemetostat + Enzalutamide and 2) Tazemetostat + Abiraterone/Prednisone regardless of dose level, hence pooled data for Phase 1b is presented."	NUMBER;NUMBER;NUMBER	percentage of participants;percentage of participants;percentage of participants	
NCT04179864	phase 1b: tazemetostat + abiraterone/prednisone	ctg_results_bor_2018_2021	OG001	SECONDARY	1	3	4;5;6	ORR;BOR_DISTRIBUTION;DCR	none;none;PCWG+RECIST1.1	BASIS_EXISTS	construct=ORR|BOR_DISTRIBUTION|DCR; assessmentCriteria=none|none|PCWG+RECIST1.1; timeFrame; populationDescription	4	Phase 1b and 2: Objective Response Rate (ORR)	NO		Phase 1b and 2: Objective Response Rate (ORR) ||| Phase 1b and 2: Best Overall Response (BOR) ||| Phase 1b and 2: Disease Control Rate (DCR) at 6 Months	Tumor assessments performed at screening (within 4 weeks of randomization) and every 8 weeks for first 6 months and then every 12 weeks thereafter, until death, PD, unacceptable toxicity, consent withdrawal, or termination of study.Approximately 259 weeks ||| Tumor assessments performed at screening (within 4 weeks of randomization) and every 8 weeks for first 6 months and then every 12 weeks thereafter, until death, PD, unacceptable toxicity, consent withdrawal, or termination of study.Approximately 259 weeks ||| Baseline and at 6 months (24 weeks)	"Phase 1b: Safety population included all participants who received any dose of study drugs. Phase 2: ITT population included all participants who were randomized into study. Only those participants with response are reported. As pre-specified in SAP, efficacy results for phase 1b were performed by ""treatment group"" for Phase 1b which refers to 1) Tazemetostat + Enzalutamide and 2) Tazemetostat + Abiraterone/Prednisone regardless of dose level, hence pooled data for Phase 1b is presented. ||| Phase 1b: Safety population included all participants who received any dose of study drugs. Phase 2: ITT population included all participants who were randomized into study. Only those participants with response are reported. As pre-specified in SAP, efficacy results for phase 1b were performed by ""treatment group"" for Phase 1b which refers to 1) Tazemetostat + Enzalutamide and 2) Tazemetostat + Abiraterone/Prednisone regardless of dose level, hence pooled data for Phase 1b is presented. ||| Phase 1b:Safety population:all participants who received any dose of study drugs.Phase 2:ITT population:all participants who were randomized into study.Only those participants with data collected at specified timepoints are reported. As pre-specified in SAP, efficacy results for phase 1b were performed by ""treatment group"" for Phase 1b which refers to 1) Tazemetostat + Enzalutamide and 2) Tazemetostat + Abiraterone/Prednisone regardless of dose level, hence pooled data for Phase 1b is presented."	NUMBER;NUMBER;NUMBER	percentage of participants;percentage of participants;percentage of participants	
