nct	group_norm	group_title_source	results_group_id	payload	n_candidates	outcome_indices	selected_index	outcome_type	participants_denominator	classification	primary_basis	all_bases	distinguishing_field	values_by_index	titles_by_index	reported_cells_differ	would_change_selection	would_change_to_index
NCT02829723	phase i: blz945 150 mg q1w qd + pdr001 400 mg q4w	Phase I: BLZ945 150 mg Q1W QD + PDR001 400 mg Q4W	13:OG014,14:OG014	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	4	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 1600 mg q1w qd	Phase I: BLZ945 1600 mg Q1W QD	13:OG006,14:OG006	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	5	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 300 mg 4d on/10d off qd	Phase I: BLZ945 300 mg 4d on/10d Off QD	13:OG007,14:OG007	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	8	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 300 mg 4d on/10d off qd + pdr001 400 mg q4w	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	13:OG019,14:OG019	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	4	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 300 mg 7d on/7d off qd	Phase I: BLZ945 300 mg 7d on/7d Off QD	13:OG001,14:OG001	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	7	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 300 mg q1w bid	Phase I: BLZ945 300 mg Q1W BID	13:OG011,14:OG011,15:OG011,16:OG011	ctg_results_bor_2014_2017.txt	4	13,14,15,16	13	SECONDARY	0	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|POPULATION|TIME_FRAME	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC || [15] RANO || [16] (none named)	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC || [15] Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO || [16] Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	False	NOT_DETERMINED	
NCT02829723	phase i: blz945 300 mg q1w qd	Phase I: BLZ945 300 mg Q1W QD	13:OG002,14:OG002	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	5	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 300 mg q1w qd + pdr001 400 mg q4w	Phase I: BLZ945 300 mg Q1W QD + PDR001 400 mg Q4W	13:OG015,14:OG015	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	5	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 450 mg 4d on/10d off qd + pdr001 400 mg q4w	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	13:OG020,14:OG020	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	6	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 450 mg q1w qd	Phase I: BLZ945 450 mg Q1W QD	13:OG003,14:OG003	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	6	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 600 mg 4d on/10d off bid	Phase I: BLZ945 600 mg 4d on/10d Off BID	13:OG013,14:OG013,15:OG013,16:OG013	ctg_results_bor_2014_2017.txt	4	13,14,15,16	13	SECONDARY	3	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|POPULATION|TIME_FRAME|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC || [15] RANO || [16] (none named)	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC || [15] Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO || [16] Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 600 mg 4d on/10d off qd	Phase I: BLZ945 600 mg 4d on/10d Off QD	13:OG008,14:OG008	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	8	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 600 mg q1w bid	Phase I: BLZ945 600 mg Q1W BID	15:OG012,16:OG012	ctg_results_bor_2014_2017.txt	2	15,16	15	SECONDARY	4	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA	title+description (named criteria set/version)	[15] RANO || [16] (none named)	[15] Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO || [16] Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 600 mg q1w bid + pdr001 400 mg q4w	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	13:OG023,14:OG023	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	6	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 600 mg q1w qd	Phase I: BLZ945 600 mg Q1W QD	13:OG004,14:OG004	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	3	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 600 mg q1w qd + pdr001 400 mg q4w	Phase I: BLZ945 600 mg Q1W QD + PDR001 400 mg Q4W	13:OG016,14:OG016	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	7	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 700 mg 4d on/10d off qd + pdr001 400 mg q4w	Phase I: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	13:OG021,14:OG021	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	4	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 800 mg 4d on/10d off qd	Phase I: BLZ945 800 mg 4d on/10d Off QD	13:OG009,14:OG009	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	5	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase i: blz945 800 mg q1w bid + pdr001 400 mg q4w	Phase I: BLZ945 800 mg Q1W BID + PDR001 400 mg Q4W	13:OG024,14:OG024	ctg_results_bor_2014_2017.txt	2	13,14	13	SECONDARY	3	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|STRUCTURE	title+description (named criteria set/version)	[13] RECIST 1.1 || [14] irRC	[13] Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1 || [14] Phase I: Best Overall Response (BOR) With Confirmation Per irRC	True	NOT_DETERMINED	
NCT02829723	phase ii: blz945 1200 mg 4d on/10d off qd	Phase II: BLZ945 1200 mg 4d on/10d Off QD	15:OG025,16:OG025	ctg_results_bor_2014_2017.txt	2	15,16	15	SECONDARY	22	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA	title+description (named criteria set/version)	[15] RANO || [16] (none named)	[15] Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO || [16] Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	True	NOT_DETERMINED	
NCT02829723	phase ii: blz945 700 mg 4d on/10d off qd + pdr001 400 mg q4w	Phase II: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	15:OG026,16:OG026	ctg_results_bor_2014_2017.txt	2	15,16	15	SECONDARY	21	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA	title+description (named criteria set/version)	[15] RANO || [16] (none named)	[15] Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO || [16] Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	True	NOT_DETERMINED	
NCT02842827	cohort 1a: bomedemstat 0.75 mg/kg/day	Cohort 1a: Bomedemstat 0.75 mg/kg/Day	17:OG000,18:OG000	ctg_results_bor_2014_2017.txt	2	17,18	17	PRIMARY	2	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|STRUCTURE	title (endpoint construct named)	[17] DCR || [18] BOR	[17] Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Rev… || [18] Best Overall Response (BOR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revis…	True	NOT_DETERMINED	
NCT02842827	cohort 1b: bomedemstat 1.5 mg/kg/day	Cohort 1b: Bomedemstat 1.5 mg/kg/Day	17:OG001,18:OG001	ctg_results_bor_2014_2017.txt	2	17,18	17	PRIMARY	6	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|STRUCTURE	title (endpoint construct named)	[17] DCR || [18] BOR	[17] Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Rev… || [18] Best Overall Response (BOR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revis…	True	NOT_DETERMINED	
NCT02842827	cohort 1c: bomedemstat 3 mg/kg/day	Cohort 1c: Bomedemstat 3 mg/kg/Day	17:OG002,18:OG002	ctg_results_bor_2014_2017.txt	2	17,18	17	PRIMARY	4	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|STRUCTURE	title (endpoint construct named)	[17] DCR || [18] BOR	[17] Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Rev… || [18] Best Overall Response (BOR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revis…	True	NOT_DETERMINED	
NCT02842827	cohort 1d: bomedemstat 6 mg/kg/day	Cohort 1d: Bomedemstat 6 mg/kg/Day	17:OG003,18:OG003	ctg_results_bor_2014_2017.txt	2	17,18	17	PRIMARY	6	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|STRUCTURE	title (endpoint construct named)	[17] DCR || [18] BOR	[17] Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Rev… || [18] Best Overall Response (BOR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revis…	True	NOT_DETERMINED	
NCT02842827	cohort 1x3: bomedemstat 3 mg/kg/day orally plus tretinoin 45 mg/m^2/day	Cohort 1x3: Bomedemstat 3 mg/kg/Day Orally Plus Tretinoin 45 mg/m^2/Day	17:OG004,18:OG004	ctg_results_bor_2014_2017.txt	2	17,18	17	PRIMARY	3	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|STRUCTURE	title (endpoint construct named)	[17] DCR || [18] BOR	[17] Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Rev… || [18] Best Overall Response (BOR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revis…	True	NOT_DETERMINED	
NCT02842827	cohort 1x6: bomedemstat 6 mg/kg/day plus tretinoin 45 mg/m^2/day	Cohort 1x6: Bomedemstat 6 mg/kg/Day Plus Tretinoin 45 mg/m^2/Day	17:OG005,18:OG005	ctg_results_bor_2014_2017.txt	2	17,18	17	PRIMARY	7	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|STRUCTURE	title (endpoint construct named)	[17] DCR || [18] BOR	[17] Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Rev… || [18] Best Overall Response (BOR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revis…	True	NOT_DETERMINED	
NCT02842827	cohort 3x: bomedemstat 6 mg/kg/day plus tretinoin 45 mg/m^2/day	Cohort 3x: Bomedemstat 6 mg/kg/Day Plus Tretinoin 45 mg/m^2/Day	17:OG006,18:OG006	ctg_results_bor_2014_2017.txt	2	17,18	17	PRIMARY	4	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|STRUCTURE	title (endpoint construct named)	[17] DCR || [18] BOR	[17] Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Rev… || [18] Best Overall Response (BOR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revis…	True	NOT_DETERMINED	
NCT02842827	cohort 4x: bomedemstat 6 mg/kg/day plus tretinoin 45 mg/m^2/day	Cohort 4x: Bomedemstat 6 mg/kg/Day Plus Tretinoin 45 mg/m^2/Day	17:OG007,18:OG007	ctg_results_bor_2014_2017.txt	2	17,18	17	PRIMARY	7	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|STRUCTURE	title (endpoint construct named)	[17] DCR || [18] BOR	[17] Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Rev… || [18] Best Overall Response (BOR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revis…	True	NOT_DETERMINED	
NCT02875223	part a 1.25 mg	Part A 1.25 mg	1:OG000,2:OG000	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	4	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|POPULATION|TIME_FRAME	title (endpoint construct named)	[1] CBR || [2] ORR	[1] Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Crite… || [2] Part A - Objective Response Rate as Per Confirmed Best Overall Response Based on Response Evaluation Criteria …	False	YES	2
NCT02875223	part a 10 mg	Part A 10 mg	1:OG003,2:OG003	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	4	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|POPULATION|TIME_FRAME	title (endpoint construct named)	[1] CBR || [2] ORR	[1] Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Crite… || [2] Part A - Objective Response Rate as Per Confirmed Best Overall Response Based on Response Evaluation Criteria …	False	YES	2
NCT02875223	part a 120 mg	Part A 120 mg	1:OG008,2:OG008	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	4	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|POPULATION|TIME_FRAME	title (endpoint construct named)	[1] CBR || [2] ORR	[1] Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Crite… || [2] Part A - Objective Response Rate as Per Confirmed Best Overall Response Based on Response Evaluation Criteria …	False	YES	2
NCT02875223	part a 2.5 mg	Part A 2.5 mg	1:OG001,2:OG001	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	5	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|POPULATION|TIME_FRAME	title (endpoint construct named)	[1] CBR || [2] ORR	[1] Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Crite… || [2] Part A - Objective Response Rate as Per Confirmed Best Overall Response Based on Response Evaluation Criteria …	False	YES	2
NCT02875223	part a 20 mg	Part A 20 mg	1:OG004,2:OG004	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	5	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|POPULATION|TIME_FRAME	title (endpoint construct named)	[1] CBR || [2] ORR	[1] Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Crite… || [2] Part A - Objective Response Rate as Per Confirmed Best Overall Response Based on Response Evaluation Criteria …	True	YES	2
NCT02875223	part a 40 mg	Part A 40 mg	1:OG005,2:OG005	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	6	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|POPULATION|TIME_FRAME	title (endpoint construct named)	[1] CBR || [2] ORR	[1] Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Crite… || [2] Part A - Objective Response Rate as Per Confirmed Best Overall Response Based on Response Evaluation Criteria …	True	YES	2
NCT02875223	part a 5 mg	Part A 5 mg	1:OG002,2:OG002	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	6	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|POPULATION|TIME_FRAME	title (endpoint construct named)	[1] CBR || [2] ORR	[1] Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Crite… || [2] Part A - Objective Response Rate as Per Confirmed Best Overall Response Based on Response Evaluation Criteria …	True	YES	2
NCT02875223	part a 60 mg	Part A 60 mg	1:OG006,2:OG006	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	6	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|POPULATION|TIME_FRAME	title (endpoint construct named)	[1] CBR || [2] ORR	[1] Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Crite… || [2] Part A - Objective Response Rate as Per Confirmed Best Overall Response Based on Response Evaluation Criteria …	True	YES	2
NCT02875223	part a 80 mg	Part A 80 mg	1:OG007,2:OG007	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	10	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|POPULATION|TIME_FRAME	title (endpoint construct named)	[1] CBR || [2] ORR	[1] Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Crite… || [2] Part A - Objective Response Rate as Per Confirmed Best Overall Response Based on Response Evaluation Criteria …	True	YES	2
NCT02875223	part b - japanese cohort - 60 mg	Part B - Japanese Cohort - 60 mg	12:OG003,13:OG003	ctg_results_bor_2014_2017.txt	2	12,13	12	SECONDARY	6	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|POPULATION|TIME_FRAME	title (endpoint construct named)	[12] CBR || [13] ORR	[12] Part B - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Crite… || [13] Part B - Objective Response Rate as Per Confirmed Best Overall Response Response Evaluation Criteria in Solid …	True	YES	13
NCT02875223	part b - lung nets - 60 mg	Part B - Lung NETs - 60 mg	12:OG000,13:OG000	ctg_results_bor_2014_2017.txt	2	12,13	12	SECONDARY	14	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|POPULATION|TIME_FRAME	title (endpoint construct named)	[12] CBR || [13] ORR	[12] Part B - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Crite… || [13] Part B - Objective Response Rate as Per Confirmed Best Overall Response Response Evaluation Criteria in Solid …	True	YES	13
NCT02875223	part b - mzl - 60 mg	Part B - MZL - 60 mg	12:OG002,13:OG002	ctg_results_bor_2014_2017.txt	2	12,13	12	SECONDARY	3	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|POPULATION|TIME_FRAME	title (endpoint construct named)	[12] CBR || [13] ORR	[12] Part B - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Crite… || [13] Part B - Objective Response Rate as Per Confirmed Best Overall Response Response Evaluation Criteria in Solid …	False	YES	13
NCT02875223	part b - nepc - 60 mg	Part B - NEPC - 60 mg	12:OG001,13:OG001	ctg_results_bor_2014_2017.txt	2	12,13	12	SECONDARY	2	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|POPULATION|TIME_FRAME	title (endpoint construct named)	[12] CBR || [13] ORR	[12] Part B - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Crite… || [13] Part B - Objective Response Rate as Per Confirmed Best Overall Response Response Evaluation Criteria in Solid …	False	YES	13
NCT02886585	neoplastic meningitis-cohort c	Neoplastic Meningitis-Cohort C	5:OG000,6:OG001	ctg_results_bor_2014_2017.txt	2	5,6	5	SECONDARY	20	BASIS_EXISTS	ASSESSMENT_CRITERIA	ASSESSMENT_CRITERIA|PARAM_UNIT|POPULATION|TIME_FRAME	title+description (named criteria set/version)	[5] RANO || [6] RECIST(unversioned)	[5] Intracranial Response Rate (Cohort C) || [6] Extracranial Response Rate (Cohorts A and B Combined, C)	False	NOT_DETERMINED	
NCT02899299	treatment a	Treatment A	1:OG000,2:OG000	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	303	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|TIME_FRAME	title (endpoint construct named)	[1] ORR || [2] DCR	[1] Objective Response Rate (ORR) || [2] Disease Control Rate (DCR)	True	NOT_DETERMINED	
NCT02899299	treatment b	Treatment B	1:OG001,2:OG001	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	302	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|TIME_FRAME	title (endpoint construct named)	[1] ORR || [2] DCR	[1] Objective Response Rate (ORR) || [2] Disease Control Rate (DCR)	True	NOT_DETERMINED	
NCT02913430	fulvestrant + palbociclib	Fulvestrant + Palbociclib	1:OG000,2:OG000,3:OG000	ctg_results_bor_2018_2021.txt	3	1,2,3	1	SECONDARY	5	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|TIME_FRAME|STRUCTURE	title (endpoint construct named)	[1] BOR || [2] CBR || [3] CBR	[1] Best Overall Response (BOR) || [2] 6-Month Clinical Benefit Rate (CBR) || [3] Clinical Benefit Rate (CBR)	True	NOT_DETERMINED	
NCT02913430	tamoxifen + palbociclib	Tamoxifen + Palbociclib	1:OG001,2:OG001,3:OG001	ctg_results_bor_2018_2021.txt	3	1,2,3	1	SECONDARY	2	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|TIME_FRAME|STRUCTURE	title (endpoint construct named)	[1] BOR || [2] CBR || [3] CBR	[1] Best Overall Response (BOR) || [2] 6-Month Clinical Benefit Rate (CBR) || [3] Clinical Benefit Rate (CBR)	True	NOT_DETERMINED	
NCT02915523	phase 2: avelumab + entinostat	Phase 2: Avelumab + Entinostat	4:OG001,5:OG001,6:OG001	ctg_placebo_onc_2014_2017.txt	3	4,5,6	4	SECONDARY	85	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|ASSESSMENT_CRITERIA	title (endpoint construct named)	[4] ORR || [5] ORR || [6] CBR	[4] Phase 2: Objective Response Rate (ORR), as Assessed Using RECIST 1.1 || [5] Phase 2: ORR, as Assessed Using irRECIST || [6] Phase 2: Clinical Benefit Rate (CBR), as Assessed Using RECIST 1.1	True	NOT_DETERMINED	
NCT02915523	phase 2: avelumab + placebo	Phase 2: Avelumab + Placebo	4:OG000,5:OG000,6:OG000	ctg_placebo_onc_2014_2017.txt	3	4,5,6	4	SECONDARY	41	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|ASSESSMENT_CRITERIA	title (endpoint construct named)	[4] ORR || [5] ORR || [6] CBR	[4] Phase 2: Objective Response Rate (ORR), as Assessed Using RECIST 1.1 || [5] Phase 2: ORR, as Assessed Using irRECIST || [6] Phase 2: Clinical Benefit Rate (CBR), as Assessed Using RECIST 1.1	True	NOT_DETERMINED	
