nct_id	payload_file	outcome_measure_index	outcome_measure_title	group_id	group_title	class_index	class_title	n_classes_in_om	classes_contributing	reported_denominator_participants	denoms_units_all	class_all_categories_sum	class_full_category_vector	matched_categories_this_class	matched_sum_this_class	dropped_categories_this_class	dropped_sum_this_class	stored_cells_producer	stored_evaluable_n	corrected_denominator	corrected_matched_cells_all_contributing_classes	residual_denominator_minus_matched	class_survived_labels	content_lost_from_this_class	recoverable	verdict	source_pointer
NCT02440464	ctg_results_bor_2014_2017.txt	4	Percentage of Participants With Response to Treatment	OG001	Placebo	0	Response to Treatment at 18 Months Post-transplant for Participants in sCR/CR at Randomization	4	0,1,2,3	22	Participants=22	11	Stringent Complete Response (sCR)=3 | Complete Response (CR)=3 | Very Good Partial Response (VGPR)=2 | Partial Response (PR)=0 | Stable Disease (SD)=0 | Progressive Disease (PD)=1 | Died Before Evaluation=2 | Not Evaluable=0	Complete Response (CR)[CR]=3 | Partial Response (PR)[PR]=0 | Stable Disease (SD)[SD]=0 | Progressive Disease (PD)[PD]=1	4	Stringent Complete Response (sCR)=3 | Very Good Partial Response (VGPR)=2 | Died Before Evaluation=2 | Not Evaluable=0	7	CR=2,PR=0,SD=0,PD=0	2	22	UNRESOLVED	UNRESOLVED	(none)	Complete Response (CR)=3 (label CR overwritten by class[3]) ;; Partial Response (PR)=0 (label PR overwritten by class[3]) ;; Stable Disease (SD)=0 (label SD overwritten by class[3]) ;; Progressive Disease (PD)=1 (label PD overwritten by class[3]) ;; dropped category Stringent Complete Response (sCR)=3 ;; dropped category Very Good Partial Response (VGPR)=2 ;; dropped category Died Before Evaluation=2 ;; dropped category Not Evaluable=0	UNRESOLVED	Multiple contributing classes each covering the SAME participants (class sums are multiples of the reported denominator). Denominator is recoverable; a single corrected category vector is NOT, because the record states no selection basis among the classes.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02440464] :: outcomeMeasures[4] :: classes[0] :: groups[OG001]
NCT02440464	ctg_results_bor_2014_2017.txt	4	Percentage of Participants With Response to Treatment	OG001	Placebo	1	Response to Treatment at 18 Months Post-transplant for Participants Not in sCR/CR at Randomization	4	0,1,2,3	22	Participants=22	11	Stringent Complete Response (sCR)=3 | Complete Response (CR)=2 | Very Good Partial Response (VGPR)=4 | Partial Response (PR)=0 | Stable Disease (SD)=0 | Progressive Disease (PD)=0 | Died Before Evaluation=0 | Not Evaluable=2	Complete Response (CR)[CR]=2 | Partial Response (PR)[PR]=0 | Stable Disease (SD)[SD]=0 | Progressive Disease (PD)[PD]=0	2	Stringent Complete Response (sCR)=3 | Very Good Partial Response (VGPR)=4 | Died Before Evaluation=0 | Not Evaluable=2	9	CR=2,PR=0,SD=0,PD=0	2	22	UNRESOLVED	UNRESOLVED	(none)	Complete Response (CR)=2 (label CR overwritten by class[3]) ;; Partial Response (PR)=0 (label PR overwritten by class[3]) ;; Stable Disease (SD)=0 (label SD overwritten by class[3]) ;; Progressive Disease (PD)=0 (label PD overwritten by class[3]) ;; dropped category Stringent Complete Response (sCR)=3 ;; dropped category Very Good Partial Response (VGPR)=4 ;; dropped category Died Before Evaluation=0 ;; dropped category Not Evaluable=2	UNRESOLVED	Multiple contributing classes each covering the SAME participants (class sums are multiples of the reported denominator). Denominator is recoverable; a single corrected category vector is NOT, because the record states no selection basis among the classes.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02440464] :: outcomeMeasures[4] :: classes[1] :: groups[OG001]
NCT02440464	ctg_results_bor_2014_2017.txt	4	Percentage of Participants With Response to Treatment	OG001	Placebo	2	Response to Treatment at 24 Months Post-transplant for Participants in sCR/CR at Randomization	4	0,1,2,3	22	Participants=22	11	Stringent Complete Response (sCR)=1 | Complete Response (CR)=6 | Very Good Partial Response (VGPR)=0 | Partial Response (PR)=0 | Stable Disease (SD)=0 | Progressive Disease (PD)=1 | Died Before Evaluation=2 | Not Evaluable=1	Complete Response (CR)[CR]=6 | Partial Response (PR)[PR]=0 | Stable Disease (SD)[SD]=0 | Progressive Disease (PD)[PD]=1	7	Stringent Complete Response (sCR)=1 | Very Good Partial Response (VGPR)=0 | Died Before Evaluation=2 | Not Evaluable=1	4	CR=2,PR=0,SD=0,PD=0	2	22	UNRESOLVED	UNRESOLVED	(none)	Complete Response (CR)=6 (label CR overwritten by class[3]) ;; Partial Response (PR)=0 (label PR overwritten by class[3]) ;; Stable Disease (SD)=0 (label SD overwritten by class[3]) ;; Progressive Disease (PD)=1 (label PD overwritten by class[3]) ;; dropped category Stringent Complete Response (sCR)=1 ;; dropped category Very Good Partial Response (VGPR)=0 ;; dropped category Died Before Evaluation=2 ;; dropped category Not Evaluable=1	UNRESOLVED	Multiple contributing classes each covering the SAME participants (class sums are multiples of the reported denominator). Denominator is recoverable; a single corrected category vector is NOT, because the record states no selection basis among the classes.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02440464] :: outcomeMeasures[4] :: classes[2] :: groups[OG001]
NCT02440464	ctg_results_bor_2014_2017.txt	4	Percentage of Participants With Response to Treatment	OG001	Placebo	3	Response to Treatment at 24 Months Post-transplant for Participants Not in sCR/CR at Randomization	4	0,1,2,3	22	Participants=22	11	Stringent Complete Response (sCR)=2 | Complete Response (CR)=2 | Very Good Partial Response (VGPR)=4 | Partial Response (PR)=0 | Stable Disease (SD)=0 | Progressive Disease (PD)=0 | Died Before Evaluation=1 | Not Evaluable=2	Complete Response (CR)[CR]=2 | Partial Response (PR)[PR]=0 | Stable Disease (SD)[SD]=0 | Progressive Disease (PD)[PD]=0	2	Stringent Complete Response (sCR)=2 | Very Good Partial Response (VGPR)=4 | Died Before Evaluation=1 | Not Evaluable=2	9	CR=2,PR=0,SD=0,PD=0	2	22	UNRESOLVED	UNRESOLVED	CR,PD,PR,SD	dropped category Stringent Complete Response (sCR)=2 ;; dropped category Very Good Partial Response (VGPR)=4 ;; dropped category Died Before Evaluation=1 ;; dropped category Not Evaluable=2	UNRESOLVED	Multiple contributing classes each covering the SAME participants (class sums are multiples of the reported denominator). Denominator is recoverable; a single corrected category vector is NOT, because the record states no selection basis among the classes.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02440464] :: outcomeMeasures[4] :: classes[3] :: groups[OG001]
NCT02472964	ctg_results_bor_2010_2013.txt	0	Primary Endpoint : Compare Best Overall Response Rate (ORR) (According to Response Evaluation Criteria in Solid Tumor [RECIST] 1.1 Criteria) at Week 24 of MYL-1401O Plus Taxane Versus Herceptin® Plus Taxane in the ITT1 Population	OG000	Herceptin© + Taxane	0	<untitled>	1	0	228	Participants=228	228	Complete Response=0 | Partial Response=146 | Stable Disease=49 | Progressive Disease=20 | Not Evaluable=13	Complete Response[CR]=0 | Partial Response[PR]=146 | Stable Disease[SD]=49 | Progressive Disease[PD]=20	215	Not Evaluable=13	13	CR=0,PR=146,SD=49,PD=20	215	228	CR=0,PR=146,SD=49,PD=20	13	CR,PD,PR,SD	dropped category Not Evaluable=13	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2010_2013.txt :: studies[nct=NCT02472964] :: outcomeMeasures[0] :: classes[0] :: groups[OG000]
NCT02472964	ctg_results_bor_2010_2013.txt	0	Primary Endpoint : Compare Best Overall Response Rate (ORR) (According to Response Evaluation Criteria in Solid Tumor [RECIST] 1.1 Criteria) at Week 24 of MYL-1401O Plus Taxane Versus Herceptin® Plus Taxane in the ITT1 Population	OG001	MYL-1401O Trastuzumab + Taxane	0	<untitled>	1	0	230	Participants=230	230	Complete Response=3 | Partial Response=157 | Stable Disease=48 | Progressive Disease=9 | Not Evaluable=13	Complete Response[CR]=3 | Partial Response[PR]=157 | Stable Disease[SD]=48 | Progressive Disease[PD]=9	217	Not Evaluable=13	13	CR=3,PR=157,SD=48,PD=9	217	230	CR=3,PR=157,SD=48,PD=9	13	CR,PD,PR,SD	dropped category Not Evaluable=13	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2010_2013.txt :: studies[nct=NCT02472964] :: outcomeMeasures[0] :: classes[0] :: groups[OG001]
NCT02475213	ctg_results_bor_2014_2017.txt	11	Best Overall Response (RECIST 1.1)	OG000	Cohort 1	0	<untitled>	1	0	6	Participants=6	6	CR=0 | PR=0 | SD=4 | PD=1 | NE=1	CR[CR]=0 | PR[PR]=0 | SD[SD]=4 | PD[PD]=1	5	NE=1	1	CR=0,PR=0,SD=4,PD=1	5	6	CR=0,PR=0,SD=4,PD=1	1	CR,PD,PR,SD	dropped category NE=1	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[11] :: classes[0] :: groups[OG000]
NCT02475213	ctg_results_bor_2014_2017.txt	12	Best Overall Response (irRECIST 1.1)	OG000	Cohort 1	0	<untitled>	1	0	6	Participants=6	6	CR=0 | PR=0 | SD=4 | PD=1 | NE=1	CR[CR]=0 | PR[PR]=0 | SD[SD]=4 | PD[PD]=1	5	NE=1	1	CR=0,PR=0,SD=4,PD=1	5	6	CR=0,PR=0,SD=4,PD=1	1	CR,PD,PR,SD	dropped category NE=1	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02475213] :: outcomeMeasures[12] :: classes[0] :: groups[OG000]
NCT02509507	ctg_results_bor_2014_2017.txt	4	Best Overall Response (BOR) Per Modified irRC-RECIST	OG000	Part 1: Monotherapy Group A	0	<untitled>	1	0	23	Participants=23	23	CR=0 | PR=0 | SD=1 | PD=7 | UE=13 | Not Done=2	CR[CR]=0 | PR[PR]=0 | SD[SD]=1 | PD[PD]=7	8	UE=13 | Not Done=2	15	CR=0,PR=0,SD=1,PD=7	8	23	CR=0,PR=0,SD=1,PD=7	15	CR,PD,PR,SD	dropped category UE=13 ;; dropped category Not Done=2	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: classes[0] :: groups[OG000]
NCT02509507	ctg_results_bor_2014_2017.txt	4	Best Overall Response (BOR) Per Modified irRC-RECIST	OG001	Part 1: Monotherapy Group B	0	<untitled>	1	0	5	Participants=5	5	CR=0 | PR=0 | SD=1 | PD=1 | UE=3 | Not Done=0	CR[CR]=0 | PR[PR]=0 | SD[SD]=1 | PD[PD]=1	2	UE=3 | Not Done=0	3	CR=0,PR=0,SD=1,PD=1	2	5	CR=0,PR=0,SD=1,PD=1	3	CR,PD,PR,SD	dropped category UE=3 ;; dropped category Not Done=0	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: classes[0] :: groups[OG001]
NCT02509507	ctg_results_bor_2014_2017.txt	4	Best Overall Response (BOR) Per Modified irRC-RECIST	OG002	Part 1: Combination Therapy Group A	0	<untitled>	1	0	24	Participants=24	24	CR=0 | PR=2 | SD=4 | PD=10 | UE=7 | Not Done=1	CR[CR]=0 | PR[PR]=2 | SD[SD]=4 | PD[PD]=10	16	UE=7 | Not Done=1	8	CR=0,PR=2,SD=4,PD=10	16	24	CR=0,PR=2,SD=4,PD=10	8	CR,PD,PR,SD	dropped category UE=7 ;; dropped category Not Done=1	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: classes[0] :: groups[OG002]
NCT02509507	ctg_results_bor_2014_2017.txt	4	Best Overall Response (BOR) Per Modified irRC-RECIST	OG003	Part 1: Combination Therapy Group B	0	<untitled>	1	0	22	Participants=22	22	CR=0 | PR=3 | SD=6 | PD=3 | UE=10 | Not Done=0	CR[CR]=0 | PR[PR]=3 | SD[SD]=6 | PD[PD]=3	12	UE=10 | Not Done=0	10	CR=0,PR=3,SD=6,PD=3	12	22	CR=0,PR=3,SD=6,PD=3	10	CR,PD,PR,SD	dropped category UE=10 ;; dropped category Not Done=0	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: classes[0] :: groups[OG003]
NCT02509507	ctg_results_bor_2014_2017.txt	4	Best Overall Response (BOR) Per Modified irRC-RECIST	OG004	Part 2: Hormone Receptor Positive Breast Cancer (HRBC)	0	<untitled>	1	0	10	Participants=10	10	CR=0 | PR=1 | SD=1 | PD=3 | UE=5 | Not Done=0	CR[CR]=0 | PR[PR]=1 | SD[SD]=1 | PD[PD]=3	5	UE=5 | Not Done=0	5	CR=0,PR=1,SD=1,PD=3	5	10	CR=0,PR=1,SD=1,PD=3	5	CR,PD,PR,SD	dropped category UE=5 ;; dropped category Not Done=0	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: classes[0] :: groups[OG004]
NCT02509507	ctg_results_bor_2014_2017.txt	4	Best Overall Response (BOR) Per Modified irRC-RECIST	OG005	Part 2: Triple Negative Breast Cancer (TNBC)	0	<untitled>	1	0	18	Participants=18	18	CR=2 | PR=1 | SD=1 | PD=5 | UE=6 | Not Done=3	CR[CR]=2 | PR[PR]=1 | SD[SD]=1 | PD[PD]=5	9	UE=6 | Not Done=3	9	CR=2,PR=1,SD=1,PD=5	9	18	CR=2,PR=1,SD=1,PD=5	9	CR,PD,PR,SD	dropped category UE=6 ;; dropped category Not Done=3	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: classes[0] :: groups[OG005]
NCT02509507	ctg_results_bor_2014_2017.txt	4	Best Overall Response (BOR) Per Modified irRC-RECIST	OG006	Part 2: Cutaneous Squamous Cell Carcinoma (CSCC)	0	<untitled>	1	0	10	Participants=10	10	CR=0 | PR=1 | SD=1 | PD=2 | UE=4 | Not Done=2	CR[CR]=0 | PR[PR]=1 | SD[SD]=1 | PD[PD]=2	4	UE=4 | Not Done=2	6	CR=0,PR=1,SD=1,PD=2	4	10	CR=0,PR=1,SD=1,PD=2	6	CR,PD,PR,SD	dropped category UE=4 ;; dropped category Not Done=2	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: classes[0] :: groups[OG006]
NCT02509507	ctg_results_bor_2014_2017.txt	4	Best Overall Response (BOR) Per Modified irRC-RECIST	OG007	Part 2: Basal Cell Carcinoma (BCC)	0	<untitled>	1	0	5	Participants=5	5	CR=0 | PR=1 | SD=2 | PD=0 | UE=2 | Not Done=0	CR[CR]=0 | PR[PR]=1 | SD[SD]=2 | PD[PD]=0	3	UE=2 | Not Done=0	2	CR=0,PR=1,SD=2,PD=0	3	5	CR=0,PR=1,SD=2,PD=0	2	CR,PD,PR,SD	dropped category UE=2 ;; dropped category Not Done=0	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: classes[0] :: groups[OG007]
NCT02509507	ctg_results_bor_2014_2017.txt	4	Best Overall Response (BOR) Per Modified irRC-RECIST	OG008	Part 2: Colorectal Adenocarcinoma (CRC)	0	<untitled>	1	0	10	Participants=10	10	CR=0 | PR=0 | SD=3 | PD=1 | UE=5 | Not Done=1	CR[CR]=0 | PR[PR]=0 | SD[SD]=3 | PD[PD]=1	4	UE=5 | Not Done=1	6	CR=0,PR=0,SD=3,PD=1	4	10	CR=0,PR=0,SD=3,PD=1	6	CR,PD,PR,SD	dropped category UE=5 ;; dropped category Not Done=1	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02509507] :: outcomeMeasures[4] :: classes[0] :: groups[OG008]
NCT02536794	ctg_results_bor_2014_2017.txt	12	Response in Patients With Metastatic HER2 Negative Breast Cancer Treated With Durvalumab in Combination With Tremelimumab	OG000	Treatment (MEDI4736, Tremelimumab)	0	<untitled>	1	0	30	Participants=30	30	Complete Response=1 | Partial Response=3 | Stable Disease=4 | Progressive Disease=19 | Not evaluable=3	Complete Response[CR]=1 | Partial Response[PR]=3 | Stable Disease[SD]=4 | Progressive Disease[PD]=19	27	Not evaluable=3	3	CR=1,PR=3,SD=4,PD=19	27	30	CR=1,PR=3,SD=4,PD=19	3	CR,PD,PR,SD	dropped category Not evaluable=3	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02536794] :: outcomeMeasures[12] :: classes[0] :: groups[OG000]
NCT02566993	ctg_results_bor_2014_2017.txt	7	Best Antitumor Response by Independent Review Committee	OG000	Lurbinectedin/Doxorubicin	0	<untitled>	1	0	307	Participants=307	307	Complete response=8 | Partial response=89 | Stable disease=111 | Progressive disease=74 | Unknown=25	Complete response[CR]=8 | Partial response[PR]=89 | Stable disease[SD]=111 | Progressive disease[PD]=74	282	Unknown=25	25	CR=8,PR=89,SD=111,PD=74	282	307	CR=8,PR=89,SD=111,PD=74	25	CR,PD,PR,SD	dropped category Unknown=25	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02566993] :: outcomeMeasures[7] :: classes[0] :: groups[OG000]
NCT02566993	ctg_results_bor_2014_2017.txt	7	Best Antitumor Response by Independent Review Committee	OG001	Topotecan or Cyclophosphamide/Doxorubicin/Vincristine	0	<untitled>	1	0	306	Participants=306	306	Complete response=4 | Partial response=87 | Stable disease=116 | Progressive disease=52 | Unknown=47	Complete response[CR]=4 | Partial response[PR]=87 | Stable disease[SD]=116 | Progressive disease[PD]=52	259	Unknown=47	47	CR=4,PR=87,SD=116,PD=52	259	306	CR=4,PR=87,SD=116,PD=52	47	CR,PD,PR,SD	dropped category Unknown=47	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02566993] :: outcomeMeasures[7] :: classes[0] :: groups[OG001]
NCT02575807	ctg_results_bor_2014_2017.txt	4	Phase 1: Objective Response Rate (ORR) by mRECIST	OG002	Phase 1: CRS-207/IDO 300 mg	0	<untitled>	1	0	13	Participants=13	13	Complete Response=0 | Partial Response=0 | Stable Disease=4 | Progressive Disease=6 | Not Evaluable=3	Complete Response[CR]=0 | Partial Response[PR]=0 | Stable Disease[SD]=4 | Progressive Disease[PD]=6	10	Not Evaluable=3	3	CR=0,PR=0,SD=4,PD=6	10	13	CR=0,PR=0,SD=4,PD=6	3	CR,PD,PR,SD	dropped category Not Evaluable=3	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02575807] :: outcomeMeasures[4] :: classes[0] :: groups[OG002]
NCT02578641	ctg_results_bor_2014_2017.txt	4	Best Overall Response (BOR) of Subjects With Advanced Nasopharyngeal Carcinoma.	OG000	Chemo + EBV-CTL	0	<untitled>	1	0	164	Participants=164	164	Complete Response (CR)=6 | Partial Response (PR)=94 | Stable Disease (SD)=45 | Progressive Disease (PD)=9 | NE (Not evaluable)=1 | NA (Not applicable)=9	Complete Response (CR)[CR]=6 | Partial Response (PR)[PR]=94 | Stable Disease (SD)[SD]=45 | Progressive Disease (PD)[PD]=9	154	NE (Not evaluable)=1 | NA (Not applicable)=9	10	CR=6,PR=94,SD=45,PD=9	154	164	CR=6,PR=94,SD=45,PD=9	10	CR,PD,PR,SD	dropped category NE (Not evaluable)=1 ;; dropped category NA (Not applicable)=9	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02578641] :: outcomeMeasures[4] :: classes[0] :: groups[OG000]
NCT02578641	ctg_results_bor_2014_2017.txt	4	Best Overall Response (BOR) of Subjects With Advanced Nasopharyngeal Carcinoma.	OG001	Chemo Only	0	<untitled>	1	0	166	Participants=166	166	Complete Response (CR)=14 | Partial Response (PR)=91 | Stable Disease (SD)=41 | Progressive Disease (PD)=10 | NE (Not evaluable)=0 | NA (Not applicable)=10	Complete Response (CR)[CR]=14 | Partial Response (PR)[PR]=91 | Stable Disease (SD)[SD]=41 | Progressive Disease (PD)[PD]=10	156	NE (Not evaluable)=0 | NA (Not applicable)=10	10	CR=14,PR=91,SD=41,PD=10	156	166	CR=14,PR=91,SD=41,PD=10	10	CR,PD,PR,SD	dropped category NE (Not evaluable)=0 ;; dropped category NA (Not applicable)=10	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02578641] :: outcomeMeasures[4] :: classes[0] :: groups[OG001]
NCT02584829	ctg_results_bor_2014_2017.txt	2	Disease Response, as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1	OG001	Group 2 (Avelumab, MHC Class I Up-regulation, T Cells)	0	<untitled>	1	0	7	Participants=7	7	Complete Response=2 | Partial Response=1 | Stable Disease=0 | Progressive Disease=3 | Partial Complete Response=1	Complete Response[CR]=2 | Partial Response[PR]=1 | Stable Disease[SD]=0 | Progressive Disease[PD]=3	6	Partial Complete Response=1	1	CR=2,PR=1,SD=0,PD=3	6	7	CR=2,PR=1,SD=0,PD=3	1	CR,PD,PR,SD	dropped category Partial Complete Response=1	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02584829] :: outcomeMeasures[2] :: classes[0] :: groups[OG001]
NCT02593786	ctg_results_bor_2014_2017.txt	3	Best Overall Response (BOR)	OG000	Cohort A: Nivolumab 3 mg/kg Q2W	0	<untitled>	1	0	15	Participants=15	15	Complete Response=0 | Partial Response=3 | Stable Disease=2 | Progressive Disease=9 | Unable to Determine=1	Complete Response[CR]=0 | Partial Response[PR]=3 | Stable Disease[SD]=2 | Progressive Disease[PD]=9	14	Unable to Determine=1	1	CR=0,PR=3,SD=2,PD=9	14	15	CR=0,PR=3,SD=2,PD=9	1	CR,PD,PR,SD	dropped category Unable to Determine=1	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02593786] :: outcomeMeasures[3] :: classes[0] :: groups[OG000]
NCT02593786	ctg_results_bor_2014_2017.txt	3	Best Overall Response (BOR)	OG001	Cohort B: Nivolumab 240 mg Q2W	0	<untitled>	1	0	20	Participants=20	20	Complete Response=0 | Partial Response=2 | Stable Disease=12 | Progressive Disease=5 | Unable to Determine=1	Complete Response[CR]=0 | Partial Response[PR]=2 | Stable Disease[SD]=12 | Progressive Disease[PD]=5	19	Unable to Determine=1	1	CR=0,PR=2,SD=12,PD=5	19	20	CR=0,PR=2,SD=12,PD=5	1	CR,PD,PR,SD	dropped category Unable to Determine=1	YES	Single contributing class; all categories of that class sum exactly to the reported participant denominator. Corrected denominator = reported denominator; full category vector recovered including every category the producer dropped.	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02593786] :: outcomeMeasures[3] :: classes[0] :: groups[OG001]
