row_type	nct	mechanism_code	mechanism	enrollment_type	enrollment_is_estimated	registered_enrollment	selected_cohorts	sum_selected_denominators	excess	reducible_to_nonoverlapping	nonoverlapping_set	nonoverlapping_sum	group_title	denominator	om_index	om_type	om_title	timeframe	pooled_label	payload	driver_or_note
TRIAL	NCT02674568	M2	NESTED_SUBGROUP - subgroup or restricted-analysis-population cohorts selected alongside the parent cohort that contains them	ACTUAL	NO	342	2	525	183	YES	{'Rovalpituzumab Tesirine: DLL3 Positive' 287}	287									om0 group descriptions: DLL3 High = 'tumors with >=75% of cells expressing DLL3' 238; DLL3 Positive = 'tumors with >=25% of cells expressing DLL3' 287. The >=75% set is contained in the >=25% set. || Two nested biomarker thresholds on one single-arm mITT population, both reported as results groups in the same outcome measure. 287 <= 342 registered.
COHORT	NCT02674568	M2		ACTUAL	NO	342							Rovalpituzumab Tesirine: DLL3 Positive	287	0	PRIMARY	Objective Response Rate	up to 122.4 weeks; mean (SD) duration of follow-up was 29.0 (23.77) weeks	False	ctg_results_bor_2014_2017	
COHORT	NCT02674568	M2		ACTUAL	NO	342							Rovalpituzumab Tesirine: DLL3 High	238	0	PRIMARY	Objective Response Rate	up to 122.4 weeks; mean (SD) duration of follow-up was 29.0 (23.77) weeks	False	ctg_results_bor_2014_2017	
TRIAL	NCT02708680	M4	TITLE_VARIANT_DUPLICATE - one patient set reported under different results-group titles in different outcome measures, so the title key counts it more than once	ACTUAL	NO	89	4	162	73	YES	{Entinostat + Atezolizumab 40, Placebo + Atezolizumab 41} = 81	81									om4 (ORR) groups 'Phase 2 Expansion: Placebo Plus Atezolizumab' 41 / 'Phase 2 Expansion: Entinostat Plus Atezolizumab' 40; om5 (CBR) groups 'Placebo Plus Atezolizumab' 41 / 'Phase 2 Entinostat Plus Atezolizumab' 40. Same FAS, same denominators, title prefix dropped. || Selected total 2 x 81 = 162; excess 73 = 162 - 89. 81 <= 89 registered; the 8-patient gap is not explained in the cached record.
COHORT	NCT02708680	M4		ACTUAL	NO	89							Phase 2 Expansion: Placebo Plus Atezolizumab	41	4	SECONDARY	Phase 2 Expansion: Overall Response Rate (ORR) Using RECIST 1.1 and irRECIST	Up to 1 year	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017	
COHORT	NCT02708680	M4		ACTUAL	NO	89							Phase 2 Expansion: Entinostat Plus Atezolizumab	40	4	SECONDARY	Phase 2 Expansion: Overall Response Rate (ORR) Using RECIST 1.1 and irRECIST	Up to 1 year	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017	
COHORT	NCT02708680	M4		ACTUAL	NO	89							Placebo Plus Atezolizumab	41	5	SECONDARY	Phase 2 Expansion: Clinical Benefit Rate (CBR) Using RECIST 1.1 and irRECIST	Up to 1 year	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017	
COHORT	NCT02708680	M4		ACTUAL	NO	89							Phase 2 Entinostat Plus Atezolizumab	40	5	SECONDARY	Phase 2 Expansion: Clinical Benefit Rate (CBR) Using RECIST 1.1 and irRECIST	Up to 1 year	False	ctg_placebo_onc_2014_2017|ctg_results_bor_2014_2017	
TRIAL	NCT02711956	M4	TITLE_VARIANT_DUPLICATE - one patient set reported under different results-group titles in different outcome measures, so the title key counts it more than once	ACTUAL	NO	75	4	140	65	YES	{Cohort A 45, Cohort B 30} = 75	75									om2 (PSA response) 'DE/DC-A ZEN003694 + Enzalutamide' 45 and 'DE/DC-B ZEN003694 + Enzalutamide' 30; om3 (radiographic response) 'DE/DC A ZEN003694 + Enzalutamide' 39 and 'DE/DC B ZEN003694 + Enzalutamide' 26. Hyphen is the only title difference. || Same two protocol cohorts measured twice with measure-specific denominators (45 vs 39, 30 vs 26): the radiographic denominators are smaller because fewer patients had measurable disease. Taking the larger denominators gives 75 = registered ACTUAL enrollment exactly.
COHORT	NCT02711956	M4		ACTUAL	NO	75							DE/DC-A ZEN003694 + Enzalutamide	45	2	SECONDARY	Evaluate Prostate-specific Antigen (PSA) Response Rate by PCWG2 Criteria	Screening up to 35 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02711956	M4		ACTUAL	NO	75							DE/DC-B ZEN003694 + Enzalutamide	30	2	SECONDARY	Evaluate Prostate-specific Antigen (PSA) Response Rate by PCWG2 Criteria	Screening up to 35 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02711956	M4		ACTUAL	NO	75							DE/DC A ZEN003694 + Enzalutamide	39	3	SECONDARY	Evaluate Radiographic Response Rate (Overall Response Rate) by PCWG2 Criteria	Screening up to 35 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02711956	M4		ACTUAL	NO	75							DE/DC B ZEN003694 + Enzalutamide	26	3	SECONDARY	Evaluate Radiographic Response Rate (Overall Response Rate) by PCWG2 Criteria	Screening up to 35 months	False	ctg_results_bor_2014_2017	
TRIAL	NCT02735980	M4	TITLE_VARIANT_DUPLICATE - one patient set reported under different results-group titles in different outcome measures, so the title key counts it more than once	ACTUAL	NO	133	6	266	133	YES	{Platinum Sensitive 58, Platinum Resistant 60, Exploratory 15} = 133	133									om0 (ORR) groups 'Prexasertib (Platinum Resistant Disease)' 60, 'Prexasertib (Platinum Sensitive Disease)' 58, 'Prexasertib Exploratory Addendum (Platinum Sensitive Disease)' 15; om4 (DCR) groups 'Cohort 2 Prexasertib (Platinum Resistant Disease)' 60, 'Cohort 1 Prexasertib (Platinum Sensitive Disease)' 58, 'Cohort 3 Prexasertib Exploratory(Platinum Sensitive Disease)' 15. || The three cohorts are counted twice under 'Cohort n' and un-prefixed titles. Excess 133 is exactly one full copy; reduced set equals registered enrollment 133.
COHORT	NCT02735980	M4		ACTUAL	NO	133							Prexasertib (Platinum Resistant Disease)	60	0	PRIMARY	Percentage of Participants With Complete Response (CR) or Partial Response (PR) (Objective Response Rate [ORR])	Baseline to 10 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02735980	M4		ACTUAL	NO	133							Prexasertib (Platinum Sensitive Disease)	58	0	PRIMARY	Percentage of Participants With Complete Response (CR) or Partial Response (PR) (Objective Response Rate [ORR])	Baseline to 10 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02735980	M4		ACTUAL	NO	133							Prexasertib Exploratory Addendum (Platinum Sensitive Disease)	15	0	PRIMARY	Percentage of Participants With Complete Response (CR) or Partial Response (PR) (Objective Response Rate [ORR])	Baseline to 10 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02735980	M4		ACTUAL	NO	133							Cohort 2 Prexasertib (Platinum Resistant Disease)	60	4	SECONDARY	Disease Control Rate: Percentage of Participants With a Best Overall Response of CR, PR, or Stable Disease (SD)	Baseline through Disease Progression or Death from Any Cause to 28 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02735980	M4		ACTUAL	NO	133							Cohort 1 Prexasertib (Platinum Sensitive Disease)	58	4	SECONDARY	Disease Control Rate: Percentage of Participants With a Best Overall Response of CR, PR, or Stable Disease (SD)	Baseline through Disease Progression or Death from Any Cause to 28 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02735980	M4		ACTUAL	NO	133							Cohort 3 Prexasertib Exploratory(Platinum Sensitive Disease)	15	4	SECONDARY	Disease Control Rate: Percentage of Participants With a Best Overall Response of CR, PR, or Stable Disease (SD)	Baseline through Disease Progression or Death from Any Cause to 28 months	False	ctg_results_bor_2014_2017	
TRIAL	NCT02748564	M1	POOLED_WITH_COMPONENTS - an explicitly pooled/total/combined results cohort selected alongside its own component cohorts	ACTUAL	NO	10	4	20	10	YES	{'Treatment (Pembrolizumab, Aldesleukin)' 10} OR {Level 1 3, Level 2 3, Level 3 4} = 10	10									om1 (Complete Response Rate) group 'Treatment (Pembrolizumab, Aldesleukin)' 10 is the whole study; om0 partitions the same 10 into dose levels 1 (3), 2 (3) and 3 (4). || Excess 10 is exactly the pooled row. Reduced set equals registered enrollment 10. The pooled row's title carries no 'total' vocabulary, so pooled_label=False.
COHORT	NCT02748564	M1		ACTUAL	NO	10							Level 3 Treatment Pembrolizumab 200mg IV Q3 wk IL-2 600,000	4	0	PRIMARY	Best Overall Response Rate as Assessed by Response (BORR) Evaluation Criteria in Solid Tumors Version 1.1, With the Modification That Progressive Disease Must be Confirmed on a Subsequent Scan	Four to six weeks later up to one year	False	ctg_results_bor_2014_2017	
COHORT	NCT02748564	M1		ACTUAL	NO	10							Level 1 Treatment Pembrolizumab 200mg IV Q3 wk IL-2 6,000 Aldesleukin)	3	0	PRIMARY	Best Overall Response Rate as Assessed by Response (BORR) Evaluation Criteria in Solid Tumors Version 1.1, With the Modification That Progressive Disease Must be Confirmed on a Subsequent Scan	Four to six weeks later up to one year	False	ctg_results_bor_2014_2017	
COHORT	NCT02748564	M1		ACTUAL	NO	10							Level 2 Treatment Pembrolizumab 200mg IV Q3 wk IL-2 60,000	3	0	PRIMARY	Best Overall Response Rate as Assessed by Response (BORR) Evaluation Criteria in Solid Tumors Version 1.1, With the Modification That Progressive Disease Must be Confirmed on a Subsequent Scan	Four to six weeks later up to one year	False	ctg_results_bor_2014_2017	
COHORT	NCT02748564	M1		ACTUAL	NO	10							Treatment (Pembrolizumab, Aldesleukin)	10	1	SECONDARY	Complete Response Rate	Four to six weeks later, up to three years	False	ctg_results_bor_2014_2017	
TRIAL	NCT02750514	M5	DOCUMENTED_REALLOCATION - the record states participants were re-randomised or crossed over and analysed under more than one group	ACTUAL	NO	295	5	309	14	NO											om0 popDesc, verbatim: 'All treated participants. 14 participants, after receiving initial treatment, were re-randomized to a second, different treatment. They were analyzed under both groups they received treatment for.' Denominators: Nivolumab 49, Nivolumab + Dasatinib 106, Nivolumab + BMS986016 18, Nivolumab + Ipilimumab 93, Nivolumab + BMS986205 43 = 309. || The excess of 14 is exactly the stated number of doubly-analysed participants. UNRESOLVED as a reduction: the record names the count but not which arms the 14 appear in twice, so no non-overlapping subset of the five arm denominators can be formed from the record alone.
COHORT	NCT02750514	M5		ACTUAL	NO	295							Nivolumab + Dasatinib	106	0	PRIMARY	Objective Response Rate (ORR)	From first dose to 2 years following last dose (up to 30 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02750514	M5		ACTUAL	NO	295							Nivolumab + Ipilimumab	93	0	PRIMARY	Objective Response Rate (ORR)	From first dose to 2 years following last dose (up to 30 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02750514	M5		ACTUAL	NO	295							Nivolumab	49	0	PRIMARY	Objective Response Rate (ORR)	From first dose to 2 years following last dose (up to 30 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02750514	M5		ACTUAL	NO	295							Nivolumab + BMS986205	43	0	PRIMARY	Objective Response Rate (ORR)	From first dose to 2 years following last dose (up to 30 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02750514	M5		ACTUAL	NO	295							Nivolumab + BMS986016	18	0	PRIMARY	Objective Response Rate (ORR)	From first dose to 2 years following last dose (up to 30 months)	False	ctg_results_bor_2014_2017	
TRIAL	NCT02754141	M5+M6	DOCUMENTED_REALLOCATION for part of the excess, REGISTRY_INCONSISTENCY for the remainder	ACTUAL	NO	235	24	290	55	PARTIAL											All 24 rows are om1 ('Number of Participants With a Best Overall Response (BOR) at Week 24', popDesc 'All Treated Participants'). One row is an explicit re-count: 'P2 Combo RCC Crossover' 3 (BMS-986179 600mg Q2W + Nivo 480mg Q4W), i.e. participants who crossed over from 'P2 RCC Mono' 19. || UNRESOLVED. The named crossover row accounts for at most 3 of the 55-participant excess; the other 52 are not explained by any pooled, nested, crossover or partition statement in the cached record (the dose-level and tumour-type group descriptions are mutually exclusive as written). The cache carries no participantFlowModule for this study.
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P2 Combo Therapy NSCLC	31	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P2 Combo Pancreatic	19	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P2 RCC Mono	19	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P1B BMS986-179 1600mg	18	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P2 RCC Combo	18	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P2 Combo Melanoma	15	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P2 Combo SCCHN	15	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P1A 150mg	14	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P2 Combo Prostate	14	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P1A 1600mg	12	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P1A 300mg	12	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P1A 600mg	12	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P1A Combo Therapy 150mg	12	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P1A Combo Therapy 600mg	12	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P1A Combo Therapy 300mg	11	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P1A Combo Therapy 1600mg	10	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P1A 1200mg	9	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P1B Combo Therapy 150mg	9	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P1B Combo Therapy BMS-986179 1200mg + Nivo 360mg	8	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P1A Combo Therapy 1200mg	7	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P1B Combo Therapy BMS-986179 1200mg + Nivo 480mg	7	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P2 Combo RCC Crossover	3	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P2 Combo Unassiged	2	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
COHORT	NCT02754141	M5+M6		ACTUAL	NO	235							P2 Monotherapy Unassigned	1	1	SECONDARY	Number of Participants With a Best Overall Response (BOR) at Week 24	from initial treatment to week 24	False	ctg_results_bor_2014_2017	
TRIAL	NCT02759835	M1	POOLED_WITH_COMPONENTS - an explicitly pooled/total/combined results cohort selected alongside its own component cohorts	ACTUAL	NO	37	4	73	36	YES	{Cohort 1 25, Cohort 2 9, Cohort 3 3} = 37 (or the pooled row alone, 36)	37									om9: 'All Participants in Cohorts 1, 2, and 3' 36 (pooled_label=True) against om8 cohorts 'Tyrosine Kinase Inhibitor Naive EGFR Mutated NSCLC' 25, 'EGFR Mutated NSCLC Progressed on Prior 1st/2nd Generation EGFR TKI Therapy & Acquired T790M Mutation' 9, 'EGFR Mutated NSCLC Progressed on Osimertinib' 3. || Excess 36 is exactly the pooled row. The pooled denominator 36 is one below the component sum 37; om8/om9 popDesc says 'One participant was not evaluable for response in Cohort 1', which is consistent with the pooled row using the evaluable count. The component set 37 equals registered enrollment exactly.
COHORT	NCT02759835	M1		ACTUAL	NO	37							Tyrosine Kinase Inhibitor Naïve Epidermal Growth Factor Receptor *Mutated Non Small Cell Lung Cancer	25	8	SECONDARY	Best Overall Response (BOR)	end of treatment, up to 693 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02759835	M1		ACTUAL	NO	37							EGFR Mutated NSCLC Progressed on Prior 1st/2nd Generation EGFR TKI Therapy &Acquired T790M Mutation	9	8	SECONDARY	Best Overall Response (BOR)	end of treatment, up to 693 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02759835	M1		ACTUAL	NO	37							Epidermal Growth Factor Receptor Mutated Non Small Cell Lung Cancer Progressed on Osimertinib	3	8	SECONDARY	Best Overall Response (BOR)	end of treatment, up to 693 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02759835	M1		ACTUAL	NO	37							All Participants in Cohorts 1, 2, and 3	36	9	SECONDARY	Best Overall Response - All Participants	end of treatment, up to 693 days	True	ctg_results_bor_2014_2017	
TRIAL	NCT02762981	M3	CROSSCUT_PARTITIONS - two or more complete partitions of one population on different axes, all selected	ACTUAL	NO	85	4	105	20	YES	{'Segment I: Continuous Dosing Regimens' 54, 'Segment II: Intermittent Dosing Regimens' 19} = 73	73									om2 partitions the treated population by dosing regimen (Segment I 54 + Segment II 19 = 73); om7 partitions a biopsy-assessed subset of the same patients by biomarker ('GR H-score Above the Overall Median' 16 + 'GR H-score Below the Overall Median' 16 = 32), per its popDesc 'all enrolled participants who received at least 1 dose of relacorilant and had tumor biopsy tissue assessed for GR'. || Two partitions on different axes; the biomarker axis is a 32-patient subset of the 73. Selected total 73 + 32 = 105; excess 20 = 105 - 85. 73 <= 85 registered.
COHORT	NCT02762981	M3		ACTUAL	NO	85							Segment I: Continuous Dosing Regimens	54	2	OTHER_PRE_SPECIFIED	Objective Response Rate	Up to 512 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02762981	M3		ACTUAL	NO	85							Segment II: Intermittent Dosing Regimens	19	2	OTHER_PRE_SPECIFIED	Objective Response Rate	Up to 512 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02762981	M3		ACTUAL	NO	85							GR H-score Above the Overall Median	16	7	OTHER_PRE_SPECIFIED	Best Response Rate in Participants With Tumor Glucocorticoid Receptor (GR) Above or Below the Median Overall Level	Up to 512 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02762981	M3		ACTUAL	NO	85							GR H-score Below the Overall Median	16	7	OTHER_PRE_SPECIFIED	Best Response Rate in Participants With Tumor Glucocorticoid Receptor (GR) Above or Below the Median Overall Level	Up to 512 days	False	ctg_results_bor_2014_2017	
TRIAL	NCT02844439	M1	POOLED_WITH_COMPONENTS - an explicitly pooled/total/combined results cohort selected alongside its own component cohorts	ACTUAL	NO	40	3	75	35	YES	{'Total' 40}	40									om5: 'Total' 40 (pooled_label=True) against 'Sub-population A' 24 and 'Sub-population B' 11. || Selected total 40 + 24 + 11 = 75; excess 35 = 24 + 11. The two sub-populations sum to 35, not 40; the record does not say what the other 5 participants of the Total are. Reduced set {Total 40} equals registered enrollment exactly.
COHORT	NCT02844439	M1		ACTUAL	NO	40							Total	40	5	SECONDARY	Efficacy: Objective Response Rate (ORR)	Until disease progression, unacceptable toxicity, subject or investigator decision to discontinue, death, or 3 years, whichever occurred first	True	ctg_results_bor_2014_2017	
COHORT	NCT02844439	M1		ACTUAL	NO	40							Sub-population A	24	5	SECONDARY	Efficacy: Objective Response Rate (ORR)	Until disease progression, unacceptable toxicity, subject or investigator decision to discontinue, death, or 3 years, whichever occurred first	False	ctg_results_bor_2014_2017	
COHORT	NCT02844439	M1		ACTUAL	NO	40							Sub-population B	11	5	SECONDARY	Efficacy: Objective Response Rate (ORR)	Until disease progression, unacceptable toxicity, subject or investigator decision to discontinue, death, or 3 years, whichever occurred first	False	ctg_results_bor_2014_2017	
TRIAL	NCT02848651	M3	CROSSCUT_PARTITIONS - two or more complete partitions of one population on different axes, all selected	ACTUAL	NO	153	7	509	356	YES	{'Atezolizumab' 152} (om0)	152									om9 reports three overlapping dichotomies of the same biomarker-evaluable population: bTMB <10 70 / >=10 49; bTMB <16 91 / >=16 28; bTMF <20 100 / >=20 19. Each pair sums to 119. om0 'Atezolizumab' 152 is the whole treated population. || The six bTMB rows sum to 357 = 3 x 119, i.e. the same 119 biomarker-evaluable patients counted three times; with the 152 treated-population row the selected total is 509 and the excess is 509 - 153 = 356. The three cut-points are nested thresholds on one variable, not three populations. Reduced set 152 <= 153 registered.
COHORT	NCT02848651	M3		ACTUAL	NO	153							Atezolizumab	152	0	PRIMARY	Percentage of Participants With Objective Response Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) as Determined by Investigator	Baseline up to 32 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02848651	M3		ACTUAL	NO	153							bTMF <20	100	9	SECONDARY	Percentage of Participants With Objective Response (Per RECIST v1.1) by Various bTMB Quantiles	Baseline up to 32 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02848651	M3		ACTUAL	NO	153							bTMB <16	91	9	SECONDARY	Percentage of Participants With Objective Response (Per RECIST v1.1) by Various bTMB Quantiles	Baseline up to 32 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02848651	M3		ACTUAL	NO	153							bTMB <10	70	9	SECONDARY	Percentage of Participants With Objective Response (Per RECIST v1.1) by Various bTMB Quantiles	Baseline up to 32 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02848651	M3		ACTUAL	NO	153							bTMB >=10	49	9	SECONDARY	Percentage of Participants With Objective Response (Per RECIST v1.1) by Various bTMB Quantiles	Baseline up to 32 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02848651	M3		ACTUAL	NO	153							bTMB >=16	28	9	SECONDARY	Percentage of Participants With Objective Response (Per RECIST v1.1) by Various bTMB Quantiles	Baseline up to 32 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02848651	M3		ACTUAL	NO	153							bTMF >=20	19	9	SECONDARY	Percentage of Participants With Objective Response (Per RECIST v1.1) by Various bTMB Quantiles	Baseline up to 32 months	False	ctg_results_bor_2014_2017	
TRIAL	NCT02872116	M2	NESTED_SUBGROUP - subgroup or restricted-analysis-population cohorts selected alongside the parent cohort that contains them	ACTUAL	NO	2031	4	2394	363	NO											om4 groups 'Arm 1: Nivolumab + Chemotherapy (XELOX or FOLFOX)' 789 and 'Arm 2a: Chemotherapy (XELOX or FOLFOX)' 792; om8 groups 'Arm 2b: Chemotherapy (XELOX or FOLFOX)' 404 and 'Arm 3: Nivolumab + Ipilimumab' 409. The Arm 2a and Arm 2b group descriptions are the identical chemotherapy regimen text. || UNRESOLVED as a reduction. Arm 2a and Arm 2b are two comparison-specific, overlapping slices of one chemotherapy control arm (each the concurrently randomised control for its own experimental arm). The cached record gives 792 and 404 but never their union, so the non-overlapping set {Arm 1 789, Arm 3 409, chemotherapy control = ?} cannot be completed from the record. Excess 363 = (792 + 404) - 833, where 833 would be the control-arm size implied by 2031 - 789 - 409; that subtraction is an inference, not a recorded value.
COHORT	NCT02872116	M2		ACTUAL	NO	2031							Arm 2a: Chemotherapy (XELOX or FOLFOX)	792	4	SECONDARY	Objective Response Rate in Participants Treated With Nivolumab Plus Chemotherapy vs Chemotherapy	From randomization to the date of objectively documented progression or the date of subsequent anti-cancer therapy, whichever occurs first (up to approximately 43 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02872116	M2		ACTUAL	NO	2031							Arm 1: Nivolumab + Chemotherapy (XELOX or FOLFOX)	789	4	SECONDARY	Objective Response Rate in Participants Treated With Nivolumab Plus Chemotherapy vs Chemotherapy	From randomization to the date of objectively documented progression or the date of subsequent anti-cancer therapy, whichever occurs first (up to approximately 43 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02872116	M2		ACTUAL	NO	2031							Arm 3: Nivolumab + Ipilimumab	409	8	SECONDARY	Objective Response Rate in Participants Treated With Nivolumab Plus Ipilimumab vs Chemotherapy	From randomization to the date of objectively documented progression or the date of subsequent anti-cancer therapy, whichever occurs first (up to approximately 43 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02872116	M2		ACTUAL	NO	2031							Arm 2b: Chemotherapy (XELOX or FOLFOX)	404	8	SECONDARY	Objective Response Rate in Participants Treated With Nivolumab Plus Ipilimumab vs Chemotherapy	From randomization to the date of objectively documented progression or the date of subsequent anti-cancer therapy, whichever occurs first (up to approximately 43 months)	False	ctg_results_bor_2014_2017	
TRIAL	NCT02872714	M1	POOLED_WITH_COMPONENTS - an explicitly pooled/total/combined results cohort selected alongside its own component cohorts	ACTUAL	NO	263	8	700	437	YES	{'Cohort A-ID + Cohort B-ID + Cohort A-CD' 248} plus the four zero-denominator rows	248									om3 reports three overlapping combined cohorts: 'Cohort A-ID + Cohort B-ID + Cohort A-CD' 248, 'Cohort A-ID + Cohort A-CD' 204, 'Cohort A-ID + Cohort B-ID' 147; om0 reports 'Cohort A-CD: FGFR3 Mutations or Fusions' 101 and four groups with a Participants denominator of 0 ('Cohort A-ID', 'Cohort B-ID', 'Other-CD', 'Other-ID'). || 248 + 204 + 147 + 101 + 0 + 0 + 0 + 0 = 700; excess 437 = 700 - 263. The widest combined row 248 contains all three component cohorts, so it is itself a non-overlapping selection. Solving a+b+c=248, a+c=204, a+b=147 gives A-ID 103, B-ID 44, A-CD 101, and the 101 matches the reported Cohort A-CD row - but 103 and 44 are derived, not reported. 248 <= 263 registered.
COHORT	NCT02872714	M1		ACTUAL	NO	263							Cohort A-CD: FGFR3 Mutations or Fusions	101	0	PRIMARY	Objective Response Rate (ORR) in Participants With FGFR3 Mutations or Fusions on a CD Regimen	up to 1138 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02872714	M1		ACTUAL	NO	263							Cohort A-ID: FGFR3 Mutations or Fusions	0	0	PRIMARY	Objective Response Rate (ORR) in Participants With FGFR3 Mutations or Fusions on a CD Regimen	up to 1138 days	False	ctg_results_bor_2014_2017	
