record_type	nct_id	shard	outcome_measure_index	outcome_measure_title	group_id	group_title	class_index	class_title	category_index	category_title	category_value	category_is_integer	producer_label	producer_kept	class_all_category_sum	reported_denominator	contributing_class_sum	residual_sum_minus_reported	n_contributing_classes	verdict	note	source_pointer
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	4	Best Overall Response Based on Imaging Data	OG009	BI 836826 200 mg iv (Caucasian Patients)	0		0	Complete remission	0	yes	CR	overwritten	7	7	7	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[4] :: groups[OG009] :: classes[0] :: categories[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	4	Best Overall Response Based on Imaging Data	OG009	BI 836826 200 mg iv (Caucasian Patients)	0		1	Complete remission unconfirmed	0	yes	CR	yes	7	7	7	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[4] :: groups[OG009] :: classes[0] :: categories[1]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	4	Best Overall Response Based on Imaging Data	OG009	BI 836826 200 mg iv (Caucasian Patients)	0		2	Partial remission	0	yes	PR	yes	7	7	7	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[4] :: groups[OG009] :: classes[0] :: categories[2]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	4	Best Overall Response Based on Imaging Data	OG009	BI 836826 200 mg iv (Caucasian Patients)	0		3	Stable disease	2	yes	SD	yes	7	7	7	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[4] :: groups[OG009] :: classes[0] :: categories[3]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	4	Best Overall Response Based on Imaging Data	OG009	BI 836826 200 mg iv (Caucasian Patients)	0		4	Progressive disease	4	yes	PD	yes	7	7	7	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[4] :: groups[OG009] :: classes[0] :: categories[4]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	4	Best Overall Response Based on Imaging Data	OG009	BI 836826 200 mg iv (Caucasian Patients)	0		5	Missing	1	yes		dropped	7	7	7	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[4] :: groups[OG009] :: classes[0] :: categories[5]
CLASS	NCT01478321	ctg_results_bor_2010_2013	4	Response of Patients With Recurrent High Grade Malignant Gliomas Treated With Concurrent Radiation, Temozolomide, and Bevacizumab Followed by Adjuvant Temozolomide and Bevacizumab	OG000	Treatment (Radiation, Chemotherapy, Monoclonal Antibody)	0								54	54	54	0	1	RECOVERABLE	sum of cells 50 != reported denominator 54 (difference -4)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01478321] :: outcomeMeasures[4] :: groups[OG000] :: classes[0]
CATEGORY	NCT01478321	ctg_results_bor_2010_2013	4	Response of Patients With Recurrent High Grade Malignant Gliomas Treated With Concurrent Radiation, Temozolomide, and Bevacizumab Followed by Adjuvant Temozolomide and Bevacizumab	OG000	Treatment (Radiation, Chemotherapy, Monoclonal Antibody)	0		0	Complete Response	3	yes	CR	yes	54	54	54	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01478321] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[0]
CATEGORY	NCT01478321	ctg_results_bor_2010_2013	4	Response of Patients With Recurrent High Grade Malignant Gliomas Treated With Concurrent Radiation, Temozolomide, and Bevacizumab Followed by Adjuvant Temozolomide and Bevacizumab	OG000	Treatment (Radiation, Chemotherapy, Monoclonal Antibody)	0		1	Partial Response	10	yes	PR	yes	54	54	54	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01478321] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[1]
CATEGORY	NCT01478321	ctg_results_bor_2010_2013	4	Response of Patients With Recurrent High Grade Malignant Gliomas Treated With Concurrent Radiation, Temozolomide, and Bevacizumab Followed by Adjuvant Temozolomide and Bevacizumab	OG000	Treatment (Radiation, Chemotherapy, Monoclonal Antibody)	0		2	Stable Disease	28	yes	SD	yes	54	54	54	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01478321] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[2]
CATEGORY	NCT01478321	ctg_results_bor_2010_2013	4	Response of Patients With Recurrent High Grade Malignant Gliomas Treated With Concurrent Radiation, Temozolomide, and Bevacizumab Followed by Adjuvant Temozolomide and Bevacizumab	OG000	Treatment (Radiation, Chemotherapy, Monoclonal Antibody)	0		3	Progressive Disease	9	yes	PD	yes	54	54	54	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01478321] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[3]
CATEGORY	NCT01478321	ctg_results_bor_2010_2013	4	Response of Patients With Recurrent High Grade Malignant Gliomas Treated With Concurrent Radiation, Temozolomide, and Bevacizumab Followed by Adjuvant Temozolomide and Bevacizumab	OG000	Treatment (Radiation, Chemotherapy, Monoclonal Antibody)	0		4	Not Evaluable	4	yes		dropped	54	54	54	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01478321] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[4]
CLASS	NCT01832727	ctg_results_bor_2010_2013	3	Best Overall Response in Phase 2 as Assessed by Investigator	OG000	Phase 2 300 mg 2/7 Schedule	0								18	18	18	0	1	RECOVERABLE	sum of cells 13 != reported denominator 18 (difference -5)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01832727] :: outcomeMeasures[3] :: groups[OG000] :: classes[0]
CATEGORY	NCT01832727	ctg_results_bor_2010_2013	3	Best Overall Response in Phase 2 as Assessed by Investigator	OG000	Phase 2 300 mg 2/7 Schedule	0		0	Stringent Complete Response (sCR)	0	yes		dropped	18	18	18	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01832727] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[0]
CATEGORY	NCT01832727	ctg_results_bor_2010_2013	3	Best Overall Response in Phase 2 as Assessed by Investigator	OG000	Phase 2 300 mg 2/7 Schedule	0		1	Complete Response (CR)	1	yes	CR	yes	18	18	18	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01832727] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[1]
CATEGORY	NCT01832727	ctg_results_bor_2010_2013	3	Best Overall Response in Phase 2 as Assessed by Investigator	OG000	Phase 2 300 mg 2/7 Schedule	0		2	Near Complete Response (nCR)	0	yes		dropped	18	18	18	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01832727] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[2]
CATEGORY	NCT01832727	ctg_results_bor_2010_2013	3	Best Overall Response in Phase 2 as Assessed by Investigator	OG000	Phase 2 300 mg 2/7 Schedule	0		3	Very Good Partial Response (VGPR)	2	yes		dropped	18	18	18	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01832727] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[3]
CATEGORY	NCT01832727	ctg_results_bor_2010_2013	3	Best Overall Response in Phase 2 as Assessed by Investigator	OG000	Phase 2 300 mg 2/7 Schedule	0		4	Partial Response (PR)	9	yes	PR	yes	18	18	18	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01832727] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[4]
CATEGORY	NCT01832727	ctg_results_bor_2010_2013	3	Best Overall Response in Phase 2 as Assessed by Investigator	OG000	Phase 2 300 mg 2/7 Schedule	0		5	Minimal Response (MR)	1	yes		dropped	18	18	18	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01832727] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[5]
CATEGORY	NCT01832727	ctg_results_bor_2010_2013	3	Best Overall Response in Phase 2 as Assessed by Investigator	OG000	Phase 2 300 mg 2/7 Schedule	0		6	Stable Disease (SD)	2	yes	SD	yes	18	18	18	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01832727] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[6]
CATEGORY	NCT01832727	ctg_results_bor_2010_2013	3	Best Overall Response in Phase 2 as Assessed by Investigator	OG000	Phase 2 300 mg 2/7 Schedule	0		7	Progressive Disease (PD)	1	yes	PD	yes	18	18	18	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01832727] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[7]
CATEGORY	NCT01832727	ctg_results_bor_2010_2013	3	Best Overall Response in Phase 2 as Assessed by Investigator	OG000	Phase 2 300 mg 2/7 Schedule	0		8	Not Evaluable (NE)	2	yes		dropped	18	18	18	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01832727] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[8]
CATEGORY	NCT01832727	ctg_results_bor_2010_2013	3	Best Overall Response in Phase 2 as Assessed by Investigator	OG000	Phase 2 300 mg 2/7 Schedule	0		9	Unknown	0	yes		dropped	18	18	18	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01832727] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[9]
CLASS	NCT01853644	ctg_results_bor_2010_2013	4	Overall Best Response of Patients With Platinum-resistant Ovarian Cancer to Treatment With Single Agent Tivozanib	OG000	Treatment (Tivozanib)	0								30	30	30	0	1	RECOVERABLE	sum of cells 24 != reported denominator 30 (difference -6)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01853644] :: outcomeMeasures[4] :: groups[OG000] :: classes[0]
CATEGORY	NCT01853644	ctg_results_bor_2010_2013	4	Overall Best Response of Patients With Platinum-resistant Ovarian Cancer to Treatment With Single Agent Tivozanib	OG000	Treatment (Tivozanib)	0		0	CR	0	yes	CR	yes	30	30	30	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01853644] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[0]
CATEGORY	NCT01853644	ctg_results_bor_2010_2013	4	Overall Best Response of Patients With Platinum-resistant Ovarian Cancer to Treatment With Single Agent Tivozanib	OG000	Treatment (Tivozanib)	0		1	PR	4	yes	PR	yes	30	30	30	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01853644] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[1]
CATEGORY	NCT01853644	ctg_results_bor_2010_2013	4	Overall Best Response of Patients With Platinum-resistant Ovarian Cancer to Treatment With Single Agent Tivozanib	OG000	Treatment (Tivozanib)	0		2	SD	14	yes	SD	yes	30	30	30	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01853644] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[2]
CATEGORY	NCT01853644	ctg_results_bor_2010_2013	4	Overall Best Response of Patients With Platinum-resistant Ovarian Cancer to Treatment With Single Agent Tivozanib	OG000	Treatment (Tivozanib)	0		3	PD	6	yes	PD	yes	30	30	30	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01853644] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[3]
CATEGORY	NCT01853644	ctg_results_bor_2010_2013	4	Overall Best Response of Patients With Platinum-resistant Ovarian Cancer to Treatment With Single Agent Tivozanib	OG000	Treatment (Tivozanib)	0		4	Not Evaluable	6	yes		dropped	30	30	30	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01853644] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[4]
CLASS	NCT01859741	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	OG000	P2: Placebo + CIS or CARB	0								72	72	72	0	1	RECOVERABLE	sum of cells 65 != reported denominator 72 (difference -7)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG000] :: classes[0]
CATEGORY	NCT01859741	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	OG000	P2: Placebo + CIS or CARB	0		0	Complete Response	2	yes	CR	yes	72	72	72	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[0]
CATEGORY	NCT01859741	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	OG000	P2: Placebo + CIS or CARB	0		1	Partial Response	49	yes	PR	yes	72	72	72	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[1]
CATEGORY	NCT01859741	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	OG000	P2: Placebo + CIS or CARB	0		2	Stable Disease	10	yes	SD	yes	72	72	72	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[2]
CATEGORY	NCT01859741	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	OG000	P2: Placebo + CIS or CARB	0		3	Progressive Disease	4	yes	PD	yes	72	72	72	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[3]
CATEGORY	NCT01859741	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	OG000	P2: Placebo + CIS or CARB	0		4	Not Evaluable	1	yes		dropped	72	72	72	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[4]
CATEGORY	NCT01859741	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	OG000	P2: Placebo + CIS or CARB	0		5	No Post-Baseline Tumor Assessment Collected	6	yes		dropped	72	72	72	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[5]
CLASS	NCT01859741	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	OG001	P2: OMP-59R5 15 mg/kg + ETO and CIS or CARB	0								73	73	73	0	1	RECOVERABLE	sum of cells 61 != reported denominator 73 (difference -12)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG001] :: classes[0]
CATEGORY	NCT01859741	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	OG001	P2: OMP-59R5 15 mg/kg + ETO and CIS or CARB	0		0	Complete Response	1	yes	CR	yes	73	73	73	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[0]
CATEGORY	NCT01859741	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	OG001	P2: OMP-59R5 15 mg/kg + ETO and CIS or CARB	0		1	Partial Response	49	yes	PR	yes	73	73	73	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[1]
CATEGORY	NCT01859741	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	OG001	P2: OMP-59R5 15 mg/kg + ETO and CIS or CARB	0		2	Stable Disease	9	yes	SD	yes	73	73	73	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[2]
CATEGORY	NCT01859741	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	OG001	P2: OMP-59R5 15 mg/kg + ETO and CIS or CARB	0		3	Progressive Disease	2	yes	PD	yes	73	73	73	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[3]
CATEGORY	NCT01859741	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	OG001	P2: OMP-59R5 15 mg/kg + ETO and CIS or CARB	0		4	Not Evaluable	1	yes		dropped	73	73	73	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[4]
CATEGORY	NCT01859741	ctg_results_bor_2010_2013	3	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	OG001	P2: OMP-59R5 15 mg/kg + ETO and CIS or CARB	0		5	No Post-Baseline Tumor Assessment Collected	11	yes		dropped	73	73	73	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[5]
CLASS	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG000	BI 836826 1 Milligram	0								3	3	3	0	1	RECOVERABLE	repeated cross-class assignment (values agreed) for CR	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG000] :: classes[0]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG000	BI 836826 1 Milligram	0		0	Complete remission	0	yes	CR	overwritten	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[0]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG000	BI 836826 1 Milligram	0		1	Complete remission with incomplete marrow recovery	0	yes	CR	yes	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[1]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG000	BI 836826 1 Milligram	0		2	Partial remission	0	yes	PR	yes	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[2]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG000	BI 836826 1 Milligram	0		3	Stable disease	3	yes	SD	yes	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[3]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG000	BI 836826 1 Milligram	0		4	Progressive disease	0	yes	PD	yes	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[4]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG000	BI 836826 1 Milligram	0		5	Not evaluable	0	yes		dropped	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG000] :: classes[0] :: categories[5]
CLASS	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG001	BI 836826 3 Milligram	0								3	3	3	0	1	RECOVERABLE	repeated cross-class assignment (values agreed) for CR	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG001] :: classes[0]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG001	BI 836826 3 Milligram	0		0	Complete remission	0	yes	CR	overwritten	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG001] :: classes[0] :: categories[0]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG001	BI 836826 3 Milligram	0		1	Complete remission with incomplete marrow recovery	0	yes	CR	yes	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG001] :: classes[0] :: categories[1]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG001	BI 836826 3 Milligram	0		2	Partial remission	0	yes	PR	yes	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG001] :: classes[0] :: categories[2]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG001	BI 836826 3 Milligram	0		3	Stable disease	3	yes	SD	yes	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG001] :: classes[0] :: categories[3]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG001	BI 836826 3 Milligram	0		4	Progressive disease	0	yes	PD	yes	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG001] :: classes[0] :: categories[4]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG001	BI 836826 3 Milligram	0		5	Not evaluable	0	yes		dropped	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG001] :: classes[0] :: categories[5]
CLASS	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG002	BI 836826 9 Milligram	0								6	6	6	0	1	RECOVERABLE	repeated cross-class assignment (values agreed) for CR	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG002] :: classes[0]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG002	BI 836826 9 Milligram	0		0	Complete remission	0	yes	CR	overwritten	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG002] :: classes[0] :: categories[0]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG002	BI 836826 9 Milligram	0		1	Complete remission with incomplete marrow recovery	0	yes	CR	yes	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG002] :: classes[0] :: categories[1]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG002	BI 836826 9 Milligram	0		2	Partial remission	4	yes	PR	yes	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG002] :: classes[0] :: categories[2]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG002	BI 836826 9 Milligram	0		3	Stable disease	2	yes	SD	yes	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG002] :: classes[0] :: categories[3]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG002	BI 836826 9 Milligram	0		4	Progressive disease	0	yes	PD	yes	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG002] :: classes[0] :: categories[4]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG002	BI 836826 9 Milligram	0		5	Not evaluable	0	yes		dropped	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG002] :: classes[0] :: categories[5]
CLASS	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG003	BI 836826 25 Milligram	0								6	6	6	0	1	RECOVERABLE	repeated cross-class assignment (values agreed) for CR ; sum of cells 5 != reported denominator 6 (difference -1)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG003] :: classes[0]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG003	BI 836826 25 Milligram	0		0	Complete remission	0	yes	CR	overwritten	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG003] :: classes[0] :: categories[0]
CATEGORY	NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG003	BI 836826 25 Milligram	0		1	Complete remission with incomplete marrow recovery	0	yes	CR	yes	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG003] :: classes[0] :: categories[1]
