nct	om_index	om_title	group_id	group_title	evaluable_n	job3_arm_match_quality	job3_registry_arm_label	job3_registry_arm_type	job3_control_status	job3_control_flag	n_arms_registered	recovered_arm_index	recovered_arm_label	recovered_arm_type	join_field	verdict	implied_control_status	relation_to_job3	job3_arm_label_disagrees	note
NCT02895360	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	OG002	Phase 2a - Patients With Ovarian Cancer in the EEP	8	CONTAINMENT	Phase 2a	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY		2	armGroups[1]	Phase 2a	EXPERIMENTAL	armGroups[].label 'Phase 1'/'Phase 2a' matched by the group-title phase prefix, corroborated by armGroups[].description (Phase 1='Fixed 3+3 dose escalation ... advanced solid tumors'; Phase 2a='BAL101553 at MTD ...') against the group description	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		FAP/EEP analysis-population and tumour-type splits are sub-splits within the arm
NCT02895360	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	OG003	Phase 2a - Patients With Recurrent Glioblastoma in the FAP	12	CONTAINMENT	Phase 2a	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY		2	armGroups[1]	Phase 2a	EXPERIMENTAL	armGroups[].label 'Phase 1'/'Phase 2a' matched by the group-title phase prefix, corroborated by armGroups[].description (Phase 1='Fixed 3+3 dose escalation ... advanced solid tumors'; Phase 2a='BAL101553 at MTD ...') against the group description	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		FAP/EEP analysis-population and tumour-type splits are sub-splits within the arm
NCT02895360	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	OG004	Phase 2a - Patients With Recurrent Glioblastoma in the EEP	8	CONTAINMENT	Phase 2a	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY		2	armGroups[1]	Phase 2a	EXPERIMENTAL	armGroups[].label 'Phase 1'/'Phase 2a' matched by the group-title phase prefix, corroborated by armGroups[].description (Phase 1='Fixed 3+3 dose escalation ... advanced solid tumors'; Phase 2a='BAL101553 at MTD ...') against the group description	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		FAP/EEP analysis-population and tumour-type splits are sub-splits within the arm
NCT02913430	1	Best Overall Response (BOR)	OG000	Fulvestrant + Palbociclib	5	NONE			UNKNOWN		2	armGroups[0]	Arm A	ACTIVE_COMPARATOR	armGroups[].interventionNames (['Drug: Fulvestrant','Drug: Palbociclib'] vs ['Drug: Tamoxifen','Drug: Palbociclib']) plus armGroups[].description dose text, both reproduced verbatim in the group description	JOIN_RECOVERABLE	CONTROL_ACTIVE_COMPARATOR	RESOLVES_JOB3_UNKNOWN		
NCT02913430	1	Best Overall Response (BOR)	OG001	Tamoxifen + Palbociclib	2	NONE			UNKNOWN		2	armGroups[1]	Arm B	ACTIVE_COMPARATOR	armGroups[].interventionNames (['Drug: Fulvestrant','Drug: Palbociclib'] vs ['Drug: Tamoxifen','Drug: Palbociclib']) plus armGroups[].description dose text, both reproduced verbatim in the group description	JOIN_RECOVERABLE	CONTROL_ACTIVE_COMPARATOR	RESOLVES_JOB3_UNKNOWN		
NCT02994953	5	Part B: Number of Participants With Confirmed Best Overall Response (BOR) Assessed by Investigator Using Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1	OG000	Part B Cohort 1: UC Cohort Stage 1 Combination Therapy (Experimental)	15	CONTAINMENT	Part B Cohort 1: UC Cohort Stage 1 combination therapy	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY		6	armGroups[5]	Part B Cohort 1: UC Cohort Stage 1 combination therapy	EXPERIMENTAL	armGroups[5].label 'Part B Cohort 1: UC Cohort Stage 1 combination therapy' equals the group title minus the trailing '(Experimental)' and case, and armGroups[5].description is reproduced verbatim as the group description	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		
NCT03088540	3	Best Overall Response (BOR) Per IRC	OG001	Chemotherapy	307	CONTAINMENT	Standard-of-care chemotherapy	ACTIVE_COMPARATOR	UNKNOWN_WEAK_MATCH_ONLY		2	armGroups[0]	Standard-of-care chemotherapy	ACTIVE_COMPARATOR	complement of the record's own bijection: the sibling group 'Cemiplimab' matches armGroups[1] and only armGroups[0] 'Standard-of-care chemotherapy' remains; its description lists platinum doublets, matching the group description 'platinum-based doublet chemotherapy'	JOIN_RECOVERABLE	CONTROL_ACTIVE_COMPARATOR	RESOLVES_JOB3_UNKNOWN		
NCT03164616	5	Best Objective Response (BoR)	OG000	T + D + SoC	323	NONE			UNKNOWN		3	armGroups[0]	Treatment Arm 1	EXPERIMENTAL	armGroups[].description ('durvalumab + tremelimumab combination therapy + SoC chemotherapy' / 'durvalumab monotherapy + SoC chemotherapy' / 'SoC chemotherapy alone') read against the group description; the three results groups and three registered arms are in bijection	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		
NCT03164616	5	Best Objective Response (BoR)	OG001	D + SoC	327	NONE			UNKNOWN		3	armGroups[1]	Treatment Arm 2	EXPERIMENTAL	armGroups[].description ('durvalumab + tremelimumab combination therapy + SoC chemotherapy' / 'durvalumab monotherapy + SoC chemotherapy' / 'SoC chemotherapy alone') read against the group description; the three results groups and three registered arms are in bijection	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		
NCT03164616	5	Best Objective Response (BoR)	OG002	SoC Alone	322	NONE			UNKNOWN		3	armGroups[2]	Treatment Arm 3	ACTIVE_COMPARATOR	armGroups[].description ('durvalumab + tremelimumab combination therapy + SoC chemotherapy' / 'durvalumab monotherapy + SoC chemotherapy' / 'SoC chemotherapy alone') read against the group description; the three results groups and three registered arms are in bijection	JOIN_RECOVERABLE	CONTROL_ACTIVE_COMPARATOR	RESOLVES_JOB3_UNKNOWN		
NCT03212274	0	Overall Response Rate	OG000	Cohort 1A-Glioma Naïve to IDH I	15	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL		1	armGroups[0]	Treatment (olaparib)	EXPERIMENTAL	only one registered arm (armGroups[0] 'Treatment (olaparib)', 1 of 1)	JOIN_RECOVERABLE	NOT_CONTROL	REBASED		the six groups are cohort splits nested inside the single arm; cohort/disease attribution is not addressed here
NCT03212274	0	Overall Response Rate	OG001	Cohort 1B- Glioma Pretreated	13	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL		1	armGroups[0]	Treatment (olaparib)	EXPERIMENTAL	only one registered arm (armGroups[0] 'Treatment (olaparib)', 1 of 1)	JOIN_RECOVERABLE	NOT_CONTROL	REBASED		the six groups are cohort splits nested inside the single arm; cohort/disease attribution is not addressed here
NCT03212274	0	Overall Response Rate	OG002	Cohort 2A- Cholangio Naive	15	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL		1	armGroups[0]	Treatment (olaparib)	EXPERIMENTAL	only one registered arm (armGroups[0] 'Treatment (olaparib)', 1 of 1)	JOIN_RECOVERABLE	NOT_CONTROL	REBASED		the six groups are cohort splits nested inside the single arm; cohort/disease attribution is not addressed here
NCT03212274	0	Overall Response Rate	OG003	Cohort 2B-Cholangio- Pretreated	12	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL		1	armGroups[0]	Treatment (olaparib)	EXPERIMENTAL	only one registered arm (armGroups[0] 'Treatment (olaparib)', 1 of 1)	JOIN_RECOVERABLE	NOT_CONTROL	REBASED		the six groups are cohort splits nested inside the single arm; cohort/disease attribution is not addressed here
NCT03212274	0	Overall Response Rate	OG004	Cohort 3A Other -Naive	22	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL		1	armGroups[0]	Treatment (olaparib)	EXPERIMENTAL	only one registered arm (armGroups[0] 'Treatment (olaparib)', 1 of 1)	JOIN_RECOVERABLE	NOT_CONTROL	REBASED		the six groups are cohort splits nested inside the single arm; cohort/disease attribution is not addressed here
NCT03212274	0	Overall Response Rate	OG005	Cohort 3B Other -Pretreated	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL		1	armGroups[0]	Treatment (olaparib)	EXPERIMENTAL	only one registered arm (armGroups[0] 'Treatment (olaparib)', 1 of 1)	JOIN_RECOVERABLE	NOT_CONTROL	REBASED		the six groups are cohort splits nested inside the single arm; cohort/disease attribution is not addressed here
NCT03409614	6	Part 1: Best Overall Response (BOR) Per IRC	OG000	Part 1: Cemiplimab + Chemotherapy	89	CONTAINMENT	Chemo	OTHER	UNKNOWN_WEAK_MATCH_ONLY		5	armGroups[1]	REGN2810+Chemo Part 1	EXPERIMENTAL	armGroups[1].description 'Part 1: REGN2810+chemo'; the record partitions both its arms and its outcome-measure titles into Part 1 (3 arms, 3 groups) and Part 2 (2 arms, 2 groups), giving a bijection within each part	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN	YES	
NCT03409614	6	Part 1: Best Overall Response (BOR) Per IRC	OG001	Part 1: Cemiplimab+AbbrevChemo+Ipilimumab	99	CONTAINMENT	Chemo	OTHER	UNKNOWN_WEAK_MATCH_ONLY		5	armGroups[2]	REGN2810+AbbrevChemo+ipi	EXPERIMENTAL	armGroups[2].description 'Part 1: REGN2810+abbrev chemo+ipi' (unique on the abbrev-chemo + ipilimumab tokens); the record partitions both its arms and its outcome-measure titles into Part 1 (3 arms, 3 groups) and Part 2 (2 arms, 2 groups), giving a bijection within each part	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN	YES	
NCT03409614	6	Part 1: Best Overall Response (BOR) Per IRC	OG002	Part 1: Chemotherapy	89	CONTAINMENT	Chemo	OTHER	UNKNOWN_WEAK_MATCH_ONLY		5	armGroups[0]	Chemo	OTHER	armGroups[0].label 'Chemo', description 'Part 1: Chemotherapy'; the record partitions both its arms and its outcome-measure titles into Part 1 (3 arms, 3 groups) and Part 2 (2 arms, 2 groups), giving a bijection within each part	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		
NCT03409614	7	Part 2: BOR Per IRC	OG000	Part 2: Cemiplimab + Chemotherapy	279	CONTAINMENT	Chemo	OTHER	UNKNOWN_WEAK_MATCH_ONLY		5	armGroups[4]	REGN2810+Chemo Part 2	EXPERIMENTAL	armGroups[4].description 'Part 2: REGN2810+chemo'; the record partitions both its arms and its outcome-measure titles into Part 1 (3 arms, 3 groups) and Part 2 (2 arms, 2 groups), giving a bijection within each part	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN	YES	
NCT03409614	7	Part 2: BOR Per IRC	OG001	Part 2: Placebo + Chemotherapy	133	AMBIGUOUS_MULTI			CONTROL_PLACEBO_BY_GROUP_TEXT	PLACEBO_CLAIM_WITHOUT_PLACEBO_ARM_IN_REGISTRY	5	armGroups[3]	Placebo+Chemo	EXPERIMENTAL	armGroups[3].label 'Placebo+Chemo', description 'Part 2: Placebo plus chemo'; the record partitions both its arms and its outcome-measure titles into Part 1 (3 arms, 3 groups) and Part 2 (2 arms, 2 groups), giving a bijection within each part	JOIN_RECOVERABLE	CONTESTED	CONTRADICTION		CONTRADICTION: Job 3 assigned CONTROL_PLACEBO_BY_GROUP_TEXT from the group title's placebo wording; the recovered registered arm carries armGroupType=EXPERIMENTAL. Not adopted either way here - the control status of this group is left CONTESTED.
NCT03451825	2	Number of Participants With Confirmed Best Overall Response (BOR) as Per Response Evaluation Criteria in Solid Tumors (RECIST Version 1.1) and as Adjudicated by the Investigator	OG001	Avelumab 20 mg/kg	13	NONE			UNKNOWN		2	armGroups[1]	Avelumab 20mg/kg	EXPERIMENTAL	armGroups[1].label 'Avelumab 20mg/kg' differs from the group title 'Avelumab 20 mg/kg' by one space only; corroborated by complement (the sibling group matched armGroups[0] NORMALIZED in Job 3's own map) and by the group description dose	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		
NCT03455829	2	Best Overall Tumor Response	OG000	Part 1: Cohort 1 Lerociclib at 200 mg QD	5	NONE			UNKNOWN		5	armGroups[0]	Part 1: Cohort 1 G1T38 + Osimertinib	EXPERIMENTAL	armGroups[].label 'Part 1: Cohort N G1T38 + Osimertinib' matched on the shared 'Part 1: Cohort N' prefix; corroborated by the group description naming G1T38/lerociclib + osimertinib, matching armGroups[].interventionNames ['Drug: G1T38','Drug: Osimertinib']	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		the five arms are identically described apart from the cohort number, so the cohort number is the only discriminator the record offers
NCT03455829	2	Best Overall Tumor Response	OG001	Part 1: Cohort 2 Lerociclib at 300 mg QD	6	NONE			UNKNOWN		5	armGroups[1]	Part 1: Cohort 2 G1T38 + Osimertinib	EXPERIMENTAL	armGroups[].label 'Part 1: Cohort N G1T38 + Osimertinib' matched on the shared 'Part 1: Cohort N' prefix; corroborated by the group description naming G1T38/lerociclib + osimertinib, matching armGroups[].interventionNames ['Drug: G1T38','Drug: Osimertinib']	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		the five arms are identically described apart from the cohort number, so the cohort number is the only discriminator the record offers
NCT03455829	2	Best Overall Tumor Response	OG002	Part 1: Cohort 3 Lerociclib at 400 mg QD	4	NONE			UNKNOWN		5	armGroups[2]	Part 1: Cohort 3 G1T38 + Osimertinib	EXPERIMENTAL	armGroups[].label 'Part 1: Cohort N G1T38 + Osimertinib' matched on the shared 'Part 1: Cohort N' prefix; corroborated by the group description naming G1T38/lerociclib + osimertinib, matching armGroups[].interventionNames ['Drug: G1T38','Drug: Osimertinib']	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		the five arms are identically described apart from the cohort number, so the cohort number is the only discriminator the record offers
NCT03455829	2	Best Overall Tumor Response	OG003	Part 1: Cohort 4 Lerociclib at 150 mg BID	6	NONE			UNKNOWN		5	armGroups[3]	Part 1: Cohort 4 G1T38 + Osimertinib	EXPERIMENTAL	armGroups[].label 'Part 1: Cohort N G1T38 + Osimertinib' matched on the shared 'Part 1: Cohort N' prefix; corroborated by the group description naming G1T38/lerociclib + osimertinib, matching armGroups[].interventionNames ['Drug: G1T38','Drug: Osimertinib']	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		the five arms are identically described apart from the cohort number, so the cohort number is the only discriminator the record offers
NCT03455829	2	Best Overall Tumor Response	OG004	Part 1: Cohort 5 Lerociclib at 200 mg BID	4	NONE			UNKNOWN		5	armGroups[4]	Part 1: Cohort 5 G1T38 + Osimertinib	EXPERIMENTAL	armGroups[].label 'Part 1: Cohort N G1T38 + Osimertinib' matched on the shared 'Part 1: Cohort N' prefix; corroborated by the group description naming G1T38/lerociclib + osimertinib, matching armGroups[].interventionNames ['Drug: G1T38','Drug: Osimertinib']	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		the five arms are identically described apart from the cohort number, so the cohort number is the only discriminator the record offers
NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG000	Phase 1b Dose Escalation: CPI-1205 400mg BID +Cobi+Enza	5	NONE			UNKNOWN		8	armGroups[0]	Phase 1b Dose Escalation: CPI-1205 400 mg BID + Cobi + Enza	EXPERIMENTAL	armGroups[].label after dose-token removal	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		
NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG001	Phase 1b Dose Escalation: CPI-1205 400mg BID +Cobi+Abi/Pred	6	NONE			UNKNOWN		8	armGroups[1]	Phase 1b Dose Escalation: CPI-1205 400 mg BID + Cobi+ Abi/Pred	EXPERIMENTAL	armGroups[].label after dose-token removal	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		
NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG002	Phase 1b Dose Escalation: CPI-1205 800mg TID +Enza	9	NONE			UNKNOWN		8	armGroups[2]	Phase 1b Dose Escalation: CPI-1205 800 mg TID + Enza	EXPERIMENTAL	armGroups[].label after dose-token removal	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		
NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG003	Phase 1b Dose Escalation: CPI-1205 800mg TID +Abi/Pred	8	NONE			UNKNOWN		8	armGroups[3]	Phase 1b Dose Escalation: CPI-1205 800 mg TID + Abi/Pred	EXPERIMENTAL	armGroups[].label after dose-token removal	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		
NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG004	Phase 1b HPEC [Heavily Pre-treated Expansion Cohort] CPI-1205 800mg TID +Enza	22	NONE			UNKNOWN		8	armGroups[4]	Phase 1b HPEC: CPI-1205 800 mg TID + Enza	EXPERIMENTAL	armGroups[4].label 'Phase 1b HPEC: CPI-1205 800 mg TID + Enza' — the only arm carrying the HPEC token	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		
NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG005	Phase 2 Randomized Enza Contro	34	NONE			CONTROL_UNSPECIFIED_BY_GROUP_TEXT		8	armGroups[5]	Phase 2 Randomized Controlled Group: Enza	ACTIVE_COMPARATOR	armGroups[5].label 'Phase 2 Randomized Controlled Group: Enza', description 'Drug: Enzalutamide 160mg PO QD (28-day cycles)' reproduced in the group description 'Enzalutamide Control ... Enzalutamide 160mg PO QD'	JOIN_RECOVERABLE	CONTROL_ACTIVE_COMPARATOR	REFINED		
NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG006	Phase 2 Randomized Combination With Enza	34	NONE			UNKNOWN		8	armGroups[6]	Phase 2 Randomized at RP2D: CPI-1205 800 mg TID + Enza	EXPERIMENTAL	armGroups[6].description 'CPI-1205 (at Recommended Phase 2 Dose [RP2D]) in combination with Drug: Enzalutamide 160 mg PO QD' reproduced in the group description	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		
NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG007	Phase 2 Randomized Crossover Period	5	NONE			UNKNOWN		8				armGroups[] — no crossover arm is registered	UNRESOLVED	UNKNOWN			the group's treatment description matches armGroups[6] (CPI-1205 RP2D + enzalutamide) but a crossover period is by construction a post-randomisation population whose origin arm the record never states; the record registers no crossover arm, so it does not settle whether this group belongs to armGroups[6], to armGroups[5], or to both in sequence
NCT03480646	4	Efficacy: Best Responses by Treatment Group	OG008	Phase 2 Single Arm CPI-1205 +Abi/Pred	26	NONE			UNKNOWN		8	armGroups[7]	Phase 2 Single Arm at RP2D: CPI-1205 800 mg TID + Abi/Pred	EXPERIMENTAL	armGroups[7].label 'Phase 2 Single Arm at RP2D: CPI-1205 800 mg TID + Abi/Pred' — the only arm carrying the 'Single Arm' token with Abi/Pred	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		
