nct	group_norm	payload	n_competing_at_step_f	om_indices	participants_denoms	selected_om_index	selected_om_title	classification	basis_fields	basis_detail	selection_effect	alt_om_index	alt_om_title	note
NCT02263508	phase 3: placebo + pembrolizumab	ctg_placebo_onc_2014_2017	4	18|19|20|22	346|346|346|346	18	Phase 3: Objective Response Rate Assessed Using Modified irRC-RECIST (iORR)	BASIS_EXISTS	title/construct;assessment_criteria;paramType;unitOfMeasure	om[18] type=SECONDARY title='Phase 3: Objective Response Rate Assessed Using Modified irRC-RECIST (iORR)' timeFrame='Tumor assessments were performed every 12 weeks after initiation of treatment until confirmed PD or start of new anticancer treatment; median (range) time on follow-up was 30.6 (0.6, 53.0) months and 31.4 (0.3, 52.5) months in each group, respectively.' populationDescription='All participants randomized in Phase 3' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1|irRECIST || om[19] type=SECONDARY title='Phase 3: Best Overall Response Assessed Using Modified irRC-RECIST' timeFrame='Tumor assessments were performed every 12 weeks after initiation of treatment until confirmed PD or start of new anticancer treatment; median (range) time on follow-up was 30.6 (0.6, 53.0) months and 31.4 (0.3, 52.5) months in each group, respectively.' populationDescription='All participants randomized in Phase 3' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=irRECIST || om[20] type=SECONDARY title='Phase 3: Durable Response Rate Assessed Using Modified irRC-RECIST (iDRR)' timeFrame='Tumor assessments were performed every 12 weeks after initiation of treatment until confirmed PD or start of new anticancer treatment; median (range) time on follow-up was 30.6 (0.6, 53.0) months and 31.4 (0.3, 52.5) months in each group, respectively.' populationDescription='All participants randomized in Phase 3' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=irRECIST || om[22] type=SECONDARY title='Phase 3: Disease Control Rate Assessed Using Modified irRC-RECIST (iDCR)' timeFrame='Tumor assessments were performed every 12 weeks after initiation of treatment until confirmed PD or start of new anticancer treatment; median (range) time on follow-up was 30.6 (0.6, 53.0) months and 31.4 (0.3, 52.5) months in each group, respectively.' populationDescription='All participants randomized in Phase 3' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=irRECIST	CONDITIONAL			
NCT02263508	phase 3: talimogene laherparepvec + pembrolizumab	ctg_placebo_onc_2014_2017	4	18|19|20|22	346|346|346|346	18	Phase 3: Objective Response Rate Assessed Using Modified irRC-RECIST (iORR)	BASIS_EXISTS	title/construct;assessment_criteria;paramType;unitOfMeasure	om[18] type=SECONDARY title='Phase 3: Objective Response Rate Assessed Using Modified irRC-RECIST (iORR)' timeFrame='Tumor assessments were performed every 12 weeks after initiation of treatment until confirmed PD or start of new anticancer treatment; median (range) time on follow-up was 30.6 (0.6, 53.0) months and 31.4 (0.3, 52.5) months in each group, respectively.' populationDescription='All participants randomized in Phase 3' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1|irRECIST || om[19] type=SECONDARY title='Phase 3: Best Overall Response Assessed Using Modified irRC-RECIST' timeFrame='Tumor assessments were performed every 12 weeks after initiation of treatment until confirmed PD or start of new anticancer treatment; median (range) time on follow-up was 30.6 (0.6, 53.0) months and 31.4 (0.3, 52.5) months in each group, respectively.' populationDescription='All participants randomized in Phase 3' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=irRECIST || om[20] type=SECONDARY title='Phase 3: Durable Response Rate Assessed Using Modified irRC-RECIST (iDRR)' timeFrame='Tumor assessments were performed every 12 weeks after initiation of treatment until confirmed PD or start of new anticancer treatment; median (range) time on follow-up was 30.6 (0.6, 53.0) months and 31.4 (0.3, 52.5) months in each group, respectively.' populationDescription='All participants randomized in Phase 3' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=irRECIST || om[22] type=SECONDARY title='Phase 3: Disease Control Rate Assessed Using Modified irRC-RECIST (iDCR)' timeFrame='Tumor assessments were performed every 12 weeks after initiation of treatment until confirmed PD or start of new anticancer treatment; median (range) time on follow-up was 30.6 (0.6, 53.0) months and 31.4 (0.3, 52.5) months in each group, respectively.' populationDescription='All participants randomized in Phase 3' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=irRECIST	CONDITIONAL			
NCT02275910	part 2: e7090 140 mg with cholangiocarcinoma	ctg_results_bor_2014_2017	2	5|6	6|6	5	Part 2: Objective Response Rate (ORR)	BASIS_EXISTS	title/construct;timeFrame	om[5] type=SECONDARY title='Part 2: Objective Response Rate (ORR)' timeFrame='From screening up to 2 years and 8 months' populationDescription='The efficacy analysis set was the group of participants who received at least 1 dose of E7090 and had both baseline and at least 1 post-baseline tumor assessmen' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1 || om[6] type=SECONDARY title='Part 2: Disease Control Rate (DCR)' timeFrame='From the date of first dose of study drug up to 2 years and 8 months' populationDescription='The efficacy analysis set was the group of participants who received at least 1 dose of E7090 and had both baseline and at least 1 post-baseline tumor assessmen' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02275910	part 2: e7090 140 mg with gastric cancer	ctg_results_bor_2014_2017	2	5|6	9|9	5	Part 2: Objective Response Rate (ORR)	BASIS_EXISTS	title/construct;timeFrame	om[5] type=SECONDARY title='Part 2: Objective Response Rate (ORR)' timeFrame='From screening up to 2 years and 8 months' populationDescription='The efficacy analysis set was the group of participants who received at least 1 dose of E7090 and had both baseline and at least 1 post-baseline tumor assessmen' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1 || om[6] type=SECONDARY title='Part 2: Disease Control Rate (DCR)' timeFrame='From the date of first dose of study drug up to 2 years and 8 months' populationDescription='The efficacy analysis set was the group of participants who received at least 1 dose of E7090 and had both baseline and at least 1 post-baseline tumor assessmen' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02278120	placebo + nsai/tamoxifen+ goserelin	ctg_placebo_onc_2014_2017	2	2|3	337|337	2	Overall Response Rate (ORR) by Investigator Assessment	BASIS_EXISTS	title/construct	om[2] type=SECONDARY title='Overall Response Rate (ORR) by Investigator Assessment' timeFrame='Up to approximately 29 months' populationDescription='FAS including all randomized participants' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[3] type=SECONDARY title='Clinical Benefit Rate (CBR) by Investigator Assessment' timeFrame='Up to approximately 29 months' populationDescription='FAS including all randomized participants' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02278120	ribociclib + nsai/tamoxifen + goserelin	ctg_placebo_onc_2014_2017	2	2|3	335|335	2	Overall Response Rate (ORR) by Investigator Assessment	BASIS_EXISTS	title/construct	om[2] type=SECONDARY title='Overall Response Rate (ORR) by Investigator Assessment' timeFrame='Up to approximately 29 months' populationDescription='FAS including all randomized participants' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[3] type=SECONDARY title='Clinical Benefit Rate (CBR) by Investigator Assessment' timeFrame='Up to approximately 29 months' populationDescription='FAS including all randomized participants' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02279719	experimental amcasertib+sorafenib phase ii	ctg_results_bor_2014_2017	2	3|4	10|10	3	Assessment of Objective Response Rate in the Intent to Treat Population - Phase II	BASIS_EXISTS	title/construct	om[3] type=PRIMARY title='Assessment of Objective Response Rate in the Intent to Treat Population - Phase II' timeFrame='Assessment of the preliminary anti-tumor activity by performing tumor assessments at baseline and every 8 weeks after the date of the first dose of protocol therapy' populationDescription='' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=mRECIST || om[4] type=PRIMARY title='Assessment of Disease Control Rate in the Intent to Treat Population- Phase II' timeFrame='Assessment of the preliminary anti-tumor activity by performing tumor assessments at baseline and every 8 weeks after the date of the first dose of protocol therapy' populationDescription='' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=mRECIST	NO_CHANGE_SAME_PICK			
NCT02279719	experimental napabucasin +sorafenib phase ii	ctg_results_bor_2014_2017	2	3|4	28|28	3	Assessment of Objective Response Rate in the Intent to Treat Population - Phase II	BASIS_EXISTS	title/construct	om[3] type=PRIMARY title='Assessment of Objective Response Rate in the Intent to Treat Population - Phase II' timeFrame='Assessment of the preliminary anti-tumor activity by performing tumor assessments at baseline and every 8 weeks after the date of the first dose of protocol therapy' populationDescription='' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=mRECIST || om[4] type=PRIMARY title='Assessment of Disease Control Rate in the Intent to Treat Population- Phase II' timeFrame='Assessment of the preliminary anti-tumor activity by performing tumor assessments at baseline and every 8 weeks after the date of the first dose of protocol therapy' populationDescription='' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=mRECIST	NO_CHANGE_SAME_PICK			
NCT02279719	sorafenib phase ii	ctg_results_bor_2014_2017	2	3|4	31|31	3	Assessment of Objective Response Rate in the Intent to Treat Population - Phase II	BASIS_EXISTS	title/construct	om[3] type=PRIMARY title='Assessment of Objective Response Rate in the Intent to Treat Population - Phase II' timeFrame='Assessment of the preliminary anti-tumor activity by performing tumor assessments at baseline and every 8 weeks after the date of the first dose of protocol therapy' populationDescription='' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=mRECIST || om[4] type=PRIMARY title='Assessment of Disease Control Rate in the Intent to Treat Population- Phase II' timeFrame='Assessment of the preliminary anti-tumor activity by performing tumor assessments at baseline and every 8 weeks after the date of the first dose of protocol therapy' populationDescription='' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=mRECIST	NO_CHANGE_SAME_PICK			
NCT02290431	lbh589 + bortezomib + dexamethasone	ctg_results_bor_2014_2017	2	2|4	31|31	2	Overall Response Rate (ORR)	BASIS_EXISTS	timeFrame	om[2] type=SECONDARY title='Overall Response Rate (ORR)' timeFrame='24 weeks (8 cycles; cycle = 21 days)' populationDescription='FAS: The FAS comprised of all subjects who took at least one dose of any study treatment component.' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=EBMT || om[4] type=SECONDARY title='Minimal Response Rate (MRR) Per Investigator' timeFrame='after 24 weeks (8 cycles; cycle = 21 days)' populationDescription='FAS: The FAS comprised of all subjects who took at least one dose of any study treatment component.' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=EBMT	CONDITIONAL			
NCT02291289	cohort 1 (maintenance phase[mp]):5-fu/lv,cetuximab,vemurafenib	ctg_results_bor_2014_2017	2	3|4	40|40	3	Overall Response	BASIS_EXISTS	title/construct	om[3] type=SECONDARY title='Overall Response' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1 || om[4] type=SECONDARY title='Disease Control Rate (DCR)' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02291289	cohort 1 control(mp): 5-fu/lv or capecitabin, bevacizumab	ctg_results_bor_2014_2017	2	3|4	20|20	3	Overall Response	BASIS_EXISTS	title/construct	om[3] type=SECONDARY title='Overall Response' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1 || om[4] type=SECONDARY title='Disease Control Rate (DCR)' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02291289	cohort 2 (mp):5-fu/lv or capecitabine,bevacizumab,atezolizumab	ctg_results_bor_2014_2017	2	3|4	297|297	3	Overall Response	BASIS_EXISTS	title/construct	om[3] type=SECONDARY title='Overall Response' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1 || om[4] type=SECONDARY title='Disease Control Rate (DCR)' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02291289	cohort 2 control (mp): 5-fu/lv or capecitabin, bevacizumab	ctg_results_bor_2014_2017	2	3|4	148|148	3	Overall Response	BASIS_EXISTS	title/construct	om[3] type=SECONDARY title='Overall Response' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1 || om[4] type=SECONDARY title='Disease Control Rate (DCR)' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02291289	cohort 3 (mp): capecitabine,trastuzumab,pertuzumab	ctg_results_bor_2014_2017	2	3|4	3|3	3	Overall Response	BASIS_EXISTS	title/construct	om[3] type=SECONDARY title='Overall Response' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1 || om[4] type=SECONDARY title='Disease Control Rate (DCR)' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02291289	cohort 3 control (mp): 5-fu/lv or capecitabin, bevacizumab	ctg_results_bor_2014_2017	2	3|4	2|2	3	Overall Response	BASIS_EXISTS	title/construct	om[3] type=SECONDARY title='Overall Response' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1 || om[4] type=SECONDARY title='Disease Control Rate (DCR)' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02291289	cohort 4 (mp): cobimetinib,atezolizumab	ctg_results_bor_2014_2017	2	3|4	65|65	3	Overall Response	BASIS_EXISTS	title/construct	om[3] type=SECONDARY title='Overall Response' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1 || om[4] type=SECONDARY title='Disease Control Rate (DCR)' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02291289	cohort 4 control (mp): 5-fu/lv or capecitabin, bevacizumab	ctg_results_bor_2014_2017	2	3|4	34|34	3	Overall Response	BASIS_EXISTS	title/construct	om[3] type=SECONDARY title='Overall Response' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1 || om[4] type=SECONDARY title='Disease Control Rate (DCR)' timeFrame='From randomization until disease progression, up to 5 years' populationDescription='Participants that were in the Maintenance Phase of the study, which included the experimental and control arms of Cohorts 1-4.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02300987	lee011	ctg_placebo_onc_2014_2017	3	1|2|3	8|8|8	1	Best Overall Response (BOR)	BASIS_EXISTS	title/construct;assessment_criteria;paramType;unitOfMeasure;timeFrame	om[1] type=SECONDARY title='Best Overall Response (BOR)' timeFrame='At 24 months' populationDescription='Full analysis set. After 10 subjects were enrolled and treated, the recruitment was halted due to business reasons.There were no safety concerns which contribut' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1 || om[2] type=SECONDARY title='Overall Response Rate' timeFrame='At 27 months' populationDescription='Full analysis set. After 10 subjects were enrolled and treated, the recruitment was halted due to business reasons.There were no safety concerns which contribut' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=none || om[3] type=SECONDARY title='Disease Control Rate (DCR)' timeFrame='At 24 months' populationDescription='Full analysis set. After 10 subjects were enrolled and treated, the recruitment was halted due to business reasons.There were no safety concerns which contribut' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1	CONDITIONAL			
NCT02300987	placebo arm	ctg_placebo_onc_2014_2017	3	1|2|3	2|2|2	1	Best Overall Response (BOR)	BASIS_EXISTS	title/construct;assessment_criteria;paramType;unitOfMeasure;timeFrame	om[1] type=SECONDARY title='Best Overall Response (BOR)' timeFrame='At 24 months' populationDescription='Full analysis set. After 10 subjects were enrolled and treated, the recruitment was halted due to business reasons.There were no safety concerns which contribut' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1 || om[2] type=SECONDARY title='Overall Response Rate' timeFrame='At 27 months' populationDescription='Full analysis set. After 10 subjects were enrolled and treated, the recruitment was halted due to business reasons.There were no safety concerns which contribut' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=none || om[3] type=SECONDARY title='Disease Control Rate (DCR)' timeFrame='At 24 months' populationDescription='Full analysis set. After 10 subjects were enrolled and treated, the recruitment was halted due to business reasons.There were no safety concerns which contribut' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1	CONDITIONAL			
NCT02314247	selinexor (ctcl)	ctg_results_bor_2014_2017	6	0|1|2|3|4|5	7|7|7|7|7|7	0	Overall Response Rate (ORR)	BASIS_EXISTS	title/construct;assessment_criteria;paramType;unitOfMeasure;populationDescription	om[0] type=PRIMARY title='Overall Response Rate (ORR)' timeFrame='Disease response was assessed at screening and every 8 weeks (patients with PTCL); or at Cycle 1 Day 1 and every 4 weeks (patients with CTCL), until disease progression.' populationDescription='Due to the limited enrollment in this study, only the Intent to Treat (ITT) Population, consisting of all patients who received at least 1 dose of study treatme' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=Cheson|IWG || om[1] type=PRIMARY title='Best Overall Response: Complete Response (CR)' timeFrame='Disease response was assessed at screening and every 8 weeks (patients with PTCL); or at Cycle 1 Day 1 and every 4 weeks (patients with CTCL), until disease progression.' populationDescription='Intent to Treat population' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=Cheson|IWG || om[2] type=PRIMARY title='Best Overall Response: Partial Response (PR)' timeFrame='Disease response was assessed at screening and every 8 weeks (patients with PTCL); or at Cycle 1 Day 1 and every 4 weeks (patients with CTCL), until disease progression.' populationDescription='Intent to Treat (ITT) population' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=Cheson|IWG || om[3] type=PRIMARY title='Best Overall Response: Stable Disease (SD)' timeFrame='Disease response was assessed at screening and every 8 weeks (patients with PTCL); or at Cycle 1 Day 1 and every 4 weeks (patients with CTCL), until disease progression.' populationDescription='Intent to Treat population' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=Cheson|IWG || om[4] type=PRIMARY title='Best Overall Response: Progressive Disease (PD)' timeFrame='Disease response was assessed at screening and every 8 weeks (patients with PTCL); or at Cycle 1 Day 1 and every 4 weeks (patients with CTCL), until disease progression.' populationDescription='Intent to Treat population' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=Cheson|IWG || om[5] type=PRIMARY title='Best Overall Response: Not Evaluable (NE)' timeFrame='Disease response was assessed at screening and every 8 weeks (patients with PTCL); or at Cycle 1 Day 1 and every 4 weeks (patients with CTCL), until disease progression.' populationDescription='Intent to Treat population' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none	CONDITIONAL			
NCT02314247	selinexor (ptcl)	ctg_results_bor_2014_2017	6	0|1|2|3|4|5	9|9|9|9|9|9	0	Overall Response Rate (ORR)	BASIS_EXISTS	title/construct;assessment_criteria;paramType;unitOfMeasure;populationDescription	om[0] type=PRIMARY title='Overall Response Rate (ORR)' timeFrame='Disease response was assessed at screening and every 8 weeks (patients with PTCL); or at Cycle 1 Day 1 and every 4 weeks (patients with CTCL), until disease progression.' populationDescription='Due to the limited enrollment in this study, only the Intent to Treat (ITT) Population, consisting of all patients who received at least 1 dose of study treatme' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=Cheson|IWG || om[1] type=PRIMARY title='Best Overall Response: Complete Response (CR)' timeFrame='Disease response was assessed at screening and every 8 weeks (patients with PTCL); or at Cycle 1 Day 1 and every 4 weeks (patients with CTCL), until disease progression.' populationDescription='Intent to Treat population' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=Cheson|IWG || om[2] type=PRIMARY title='Best Overall Response: Partial Response (PR)' timeFrame='Disease response was assessed at screening and every 8 weeks (patients with PTCL); or at Cycle 1 Day 1 and every 4 weeks (patients with CTCL), until disease progression.' populationDescription='Intent to Treat (ITT) population' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=Cheson|IWG || om[3] type=PRIMARY title='Best Overall Response: Stable Disease (SD)' timeFrame='Disease response was assessed at screening and every 8 weeks (patients with PTCL); or at Cycle 1 Day 1 and every 4 weeks (patients with CTCL), until disease progression.' populationDescription='Intent to Treat population' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=Cheson|IWG || om[4] type=PRIMARY title='Best Overall Response: Progressive Disease (PD)' timeFrame='Disease response was assessed at screening and every 8 weeks (patients with PTCL); or at Cycle 1 Day 1 and every 4 weeks (patients with CTCL), until disease progression.' populationDescription='Intent to Treat population' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=Cheson|IWG || om[5] type=PRIMARY title='Best Overall Response: Not Evaluable (NE)' timeFrame='Disease response was assessed at screening and every 8 weeks (patients with PTCL); or at Cycle 1 Day 1 and every 4 weeks (patients with CTCL), until disease progression.' populationDescription='Intent to Treat population' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none	CONDITIONAL			
NCT02319044	total	ctg_results_bor_2014_2017	2	6|7	257|257	6	Disease Control Rate (DCR)	BASIS_EXISTS	timeFrame	om[6] type=SECONDARY title='Disease Control Rate (DCR)' timeFrame='After 6 months' populationDescription='Evaluable analysis set - all patients who received at least one dose of study treatment, who had a baseline tumor assessment, and had measurable disease' paramType='NUMBER' unitOfMeasure='% participants' criteria=RECIST 1.1 || om[7] type=SECONDARY title='Disease Control Rate (DCR)' timeFrame='After 12 months' populationDescription='Evaluable analysis set - all patients who received at least one dose of study treatment, who had a baseline tumor assessment, and had measurable disease' paramType='NUMBER' unitOfMeasure='% participants' criteria=RECIST 1.1	CONDITIONAL			
NCT02323126	nivolumab and egf816	ctg_results_bor_2014_2017	2	1|2	18|18	1	Overall Response Rate (ORR) Per RECIST v1.1	BASIS_EXISTS	title/construct	om[1] type=SECONDARY title='Overall Response Rate (ORR) Per RECIST v1.1' timeFrame='From start of treatment until end of treatment, assessed up to 4.7 years' populationDescription='All patients who had received at least 1 dose of INC280, EGF816 or nivolumab.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1 || om[2] type=SECONDARY title='Disease Control Rate (DCR) Per RECIST v1.1' timeFrame='From start of treatment until end of treatment, assessed up to 4.7 years' populationDescription='All patients who had received at least 1 dose of INC280, EGF816 or nivolumab.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02323126	nivolumab and inc280, high cmet	ctg_results_bor_2014_2017	2	1|2	16|16	1	Overall Response Rate (ORR) Per RECIST v1.1	BASIS_EXISTS	title/construct	om[1] type=SECONDARY title='Overall Response Rate (ORR) Per RECIST v1.1' timeFrame='From start of treatment until end of treatment, assessed up to 4.7 years' populationDescription='All patients who had received at least 1 dose of INC280, EGF816 or nivolumab.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1 || om[2] type=SECONDARY title='Disease Control Rate (DCR) Per RECIST v1.1' timeFrame='From start of treatment until end of treatment, assessed up to 4.7 years' populationDescription='All patients who had received at least 1 dose of INC280, EGF816 or nivolumab.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02323126	nivolumab and inc280, low cmet	ctg_results_bor_2014_2017	2	1|2	30|30	1	Overall Response Rate (ORR) Per RECIST v1.1	BASIS_EXISTS	title/construct	om[1] type=SECONDARY title='Overall Response Rate (ORR) Per RECIST v1.1' timeFrame='From start of treatment until end of treatment, assessed up to 4.7 years' populationDescription='All patients who had received at least 1 dose of INC280, EGF816 or nivolumab.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1 || om[2] type=SECONDARY title='Disease Control Rate (DCR) Per RECIST v1.1' timeFrame='From start of treatment until end of treatment, assessed up to 4.7 years' populationDescription='All patients who had received at least 1 dose of INC280, EGF816 or nivolumab.' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=RECIST 1.1	NO_CHANGE_SAME_PICK			
NCT02325739	phase i: 120 mg fasted	ctg_results_bor_2014_2017	3	3|4|5	26|26|26	3	Best Overall Response (BOR) by Investigator Assessment: Phase I and Phase II	BASIS_EXISTS	title/construct;assessment_criteria;paramType;unitOfMeasure;populationDescription	om[3] type=SECONDARY title='Best Overall Response (BOR) by Investigator Assessment: Phase I and Phase II' timeFrame='approx. 4.5 years' populationDescription='FAS: The full analysis set (FAS) comprised all subjects who received at least one dose of study medication. Subjects enrolled in the Phase I part were analyzed ' paramType='COUNT_OF_PARTICIPANTS' unitOfMeasure='Participants' criteria=none || om[4] type=SECONDARY title='Overall Response Rate (ORR) by Investigator Assessment Phase I and FGF401 Single Agent Phase II Groups 1 & 2' timeFrame='approx. 4.5 years' populationDescription='FAS: The FAS comprised all subjects who received at least one dose of study medication. Subjects enrolled in the Phase I part were analyzed according to the tre' paramType='NUMBER' unitOfMeasure='Percentage of participants' criteria=RECIST 1.1 || om[5] type=SECONDARY title='Disease Control Rate (DCR) by Local Investigator Assessment Phase I and FGF401 Single Agent Phase II Groups 1, 2 & 3' timeFrame='approx. 4.5 years' populationDescription='FAS: The FAS comprised all subjects who received at least one dose of study medication. Subjects enrolled in the Phase I part were analyzed according to the tre' paramType='NUMBER' unitOfMeasure='percentage of participants' criteria=RECIST 1.1	CONDITIONAL			
