row_type	nct	payload	enrollment_type	registered_enrollment	selected_cohorts	sum_selected_denominators	excess	mechanism	reducible	nonoverlap_n	nonoverlap_sum	om_index	group_title	denominator	pooled_flag	outcome_measure_title	time_frame	cohort_role
COHORT	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345								6	Phase 1 Dose Escalation: Enasidenib 100 mg	29	False	Phase 1 Dose Escalation: Investigator Assessed Overall Response Rate (ORR) by Total Daily Dose	Response assessments were performed every 28 days through Month 12 and every 56 days thereafter until the end of treatment; median duration of treatment exposure in the dose escalation phase was 5.0 months (range 0.4 to 34.2 months).	KEEP
COHORT	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345								7	Phase 1 Dose Expansion Arm 4: Enasidenib 100 mg QD	27	False	Phase 1 Dose Expansion: Investigator Assessed Overall Response Rate (ORR)	Response assessments were performed every 28 days through Month 12 and every 56 days thereafter until the end of treatment; median duration of treatment exposure in Phase 1 Dose Expansion was 5.2 months (range 0.5 to 32.8 months).	KEEP
COHORT	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345								7	Phase 1 Dose Expansion Arm 2: Enasidenib 100 mg QD	25	False	Phase 1 Dose Expansion: Investigator Assessed Overall Response Rate (ORR)	Response assessments were performed every 28 days through Month 12 and every 56 days thereafter until the end of treatment; median duration of treatment exposure in Phase 1 Dose Expansion was 5.2 months (range 0.5 to 32.8 months).	KEEP
COHORT	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345								7	Phase 1 Dose Expansion Arm 3: Enasidenib 100 mg QD	25	False	Phase 1 Dose Expansion: Investigator Assessed Overall Response Rate (ORR)	Response assessments were performed every 28 days through Month 12 and every 56 days thereafter until the end of treatment; median duration of treatment exposure in Phase 1 Dose Expansion was 5.2 months (range 0.5 to 32.8 months).	KEEP
COHORT	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345								6	Phase 1 Dose Escalation: Enasidenib 200 mg	22	False	Phase 1 Dose Escalation: Investigator Assessed Overall Response Rate (ORR) by Total Daily Dose	Response assessments were performed every 28 days through Month 12 and every 56 days thereafter until the end of treatment; median duration of treatment exposure in the dose escalation phase was 5.0 months (range 0.4 to 34.2 months).	KEEP
COHORT	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345								6	Phase 1 Dose Escalation: Enasidenib 300 mg	14	False	Phase 1 Dose Escalation: Investigator Assessed Overall Response Rate (ORR) by Total Daily Dose	Response assessments were performed every 28 days through Month 12 and every 56 days thereafter until the end of treatment; median duration of treatment exposure in the dose escalation phase was 5.0 months (range 0.4 to 34.2 months).	KEEP
COHORT	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345								6	Phase 1 Dose Escalation: Enasidenib 150 mg	13	False	Phase 1 Dose Escalation: Investigator Assessed Overall Response Rate (ORR) by Total Daily Dose	Response assessments were performed every 28 days through Month 12 and every 56 days thereafter until the end of treatment; median duration of treatment exposure in the dose escalation phase was 5.0 months (range 0.4 to 34.2 months).	KEEP
COHORT	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345								6	Phase 1 Dose Escalation: Enasidenib 50 mg	9	False	Phase 1 Dose Escalation: Investigator Assessed Overall Response Rate (ORR) by Total Daily Dose	Response assessments were performed every 28 days through Month 12 and every 56 days thereafter until the end of treatment; median duration of treatment exposure in the dose escalation phase was 5.0 months (range 0.4 to 34.2 months).	KEEP
COHORT	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345								6	Phase 1 Dose Escalation: Enasidenib 60 mg	7	False	Phase 1 Dose Escalation: Investigator Assessed Overall Response Rate (ORR) by Total Daily Dose	Response assessments were performed every 28 days through Month 12 and every 56 days thereafter until the end of treatment; median duration of treatment exposure in the dose escalation phase was 5.0 months (range 0.4 to 34.2 months).	KEEP
COHORT	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345								6	Phase 1 Dose Escalation: Enasidenib 650 mg	7	False	Phase 1 Dose Escalation: Investigator Assessed Overall Response Rate (ORR) by Total Daily Dose	Response assessments were performed every 28 days through Month 12 and every 56 days thereafter until the end of treatment; median duration of treatment exposure in the dose escalation phase was 5.0 months (range 0.4 to 34.2 months).	KEEP
COHORT	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345								6	Phase 1 Dose Escalation: Enasidenib 75 mg	7	False	Phase 1 Dose Escalation: Investigator Assessed Overall Response Rate (ORR) by Total Daily Dose	Response assessments were performed every 28 days through Month 12 and every 56 days thereafter until the end of treatment; median duration of treatment exposure in the dose escalation phase was 5.0 months (range 0.4 to 34.2 months).	KEEP
COHORT	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345								6	Phase 1 Dose Escalation: Enasidenib 450 mg	5	False	Phase 1 Dose Escalation: Investigator Assessed Overall Response Rate (ORR) by Total Daily Dose	Response assessments were performed every 28 days through Month 12 and every 56 days thereafter until the end of treatment; median duration of treatment exposure in the dose escalation phase was 5.0 months (range 0.4 to 34.2 months).	KEEP
TRIAL	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163	25	1533	370	POOLED_WITH_COMPONENTS	YES	23	1131							
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	SCLC Arm N- All Treated	245	False	Objective Response Rate ( ORR )	60 months	DROP:POOLED_PARENT
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	SCLC Arm N-I Dose Level 2 - All Treated	157	False	Objective Response Rate ( ORR )	60 months	DROP:POOLED_PARENT
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	SCLC Arm N Expansion	147	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	BC Arm N-I Dose Level 2b	104	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	SCLC Arm N - Pre-expansion	98	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	SCLC Arm N-I Dose Level 2- Expansion	96	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	BC Arm N-I Dose Level 2	92	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	BC Arm N	78	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	SCLC Arm N-I Dose Level 2 - Pre-expansion	61	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	GC Arm N	59	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	SCLC Arm N-I Dose Level 2b	55	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	GC Arm N-I Dose Level 2b	52	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	GC Arm N-I Dose Level 2	49	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	OC Arm N-I Dose Level 2b:	43	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	OC Arm N-I Dose Level 2c:	42	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	OC Arm N-I Dose Level 2	41	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	PC Arm N-I Dose Level 2d	30	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	PC Arm N	18	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	PC Arm N-I Dose Level 2	18	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	TNBC Arm N	18	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	TNBC Arm N-I Dose Level 2	18	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	GC Arm N-I Dose Level 1	3	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	PC Arm N-I Dose Level 1	3	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	SCLC Arm N-I Dose Level 1 -	3	False	Objective Response Rate ( ORR )	60 months	KEEP
COHORT	NCT01928394	ctg_results_bor_2010_2013	ACTUAL	1163								0	TNBC Arm N-I Dose Level 1	3	False	Objective Response Rate ( ORR )	60 months	KEEP
TRIAL	NCT01981850	ctg_results_bor_2010_2013	ACTUAL	125	11	151	26	DUPLICATE_COHORT_IDENTITY	YES	7	124							
COHORT	NCT01981850	ctg_results_bor_2010_2013	ACTUAL	125								1	Main Phase Stage 2: RO7490677 0.3 mg/kg IV Q4W	33	False	Stage 2 Main Phase: Bone Marrow Response Rate (BMRR)	Up until and including completion of 9 cycles. Each cycle is 28 days.	KEEP
COHORT	NCT01981850	ctg_results_bor_2010_2013	ACTUAL	125								1	Main Phase Stage 2: RO7490677 10 mg/kg IV Q4W	32	False	Stage 2 Main Phase: Bone Marrow Response Rate (BMRR)	Up until and including completion of 9 cycles. Each cycle is 28 days.	KEEP
COHORT	NCT01981850	ctg_results_bor_2010_2013	ACTUAL	125								1	Main Phase Stage 2: RO7490677 3 mg/kg IV Q4W	32	False	Stage 2 Main Phase: Bone Marrow Response Rate (BMRR)	Up until and including completion of 9 cycles. Each cycle is 28 days.	KEEP
COHORT	NCT01981850	ctg_results_bor_2010_2013	ACTUAL	125								0	Main Phase Stage 1: RO7490677 10 mg/kg IV Every Week (QW)	8	False	Stage 1 Main Phase: Overall Response Rate (ORR)	Up until and including completion of 6 cycles. Each cycle is 28 days.	KEEP
COHORT	NCT01981850	ctg_results_bor_2010_2013	ACTUAL	125								2	Main Phase Stage 1: RO7490677 10 mg/kg IV QW; OLE: RO7490677 10 mg/kg IV Q4W	8	False	Stage 1 Main + Open-Label Extension (OLE): ORR	From cycle 1 day 1 up until cycle 6, day 29 (Main Phase). From cycle 7 day 1 up until study discontinuation or study termination, up to 83 cycles (OLE). Each cycle is 28 days.	DROP:OLE_RETITLED_DUPLICATE
COHORT	NCT01981850	ctg_results_bor_2010_2013	ACTUAL	125								0	Main Phase Stage 1: RO7490677 10 mg/kg IV Every 4 Weeks (Q4W)	7	False	Stage 1 Main Phase: Overall Response Rate (ORR)	Up until and including completion of 6 cycles. Each cycle is 28 days.	KEEP
COHORT	NCT01981850	ctg_results_bor_2010_2013	ACTUAL	125								2	Main Phase Stage 1: RO7490677 10 mg/kg IV Q4W; OLE: RO7490677 10 mg/kg IV Q4W	7	False	Stage 1 Main + Open-Label Extension (OLE): ORR	From cycle 1 day 1 up until cycle 6, day 29 (Main Phase). From cycle 7 day 1 up until study discontinuation or study termination, up to 83 cycles (OLE). Each cycle is 28 days.	DROP:OLE_RETITLED_DUPLICATE
COHORT	NCT01981850	ctg_results_bor_2010_2013	ACTUAL	125								2	Main Phase Stage 1: RO7490677 10 mg/kg IV Q4W + Ruxolitinib; OLE: RO7490677 10 mg/kg IV Q4W + Ruxo.	6	False	Stage 1 Main + Open-Label Extension (OLE): ORR	From cycle 1 day 1 up until cycle 6, day 29 (Main Phase). From cycle 7 day 1 up until study discontinuation or study termination, up to 83 cycles (OLE). Each cycle is 28 days.	DROP:OLE_RETITLED_DUPLICATE
COHORT	NCT01981850	ctg_results_bor_2010_2013	ACTUAL	125								0	Main Phase Stage 1: RO7490677 10 mg/kg IV Q4W+ Ruxolitinib	6	False	Stage 1 Main Phase: Overall Response Rate (ORR)	Up until and including completion of 6 cycles. Each cycle is 28 days.	KEEP
COHORT	NCT01981850	ctg_results_bor_2010_2013	ACTUAL	125								0	Main Phase Stage 1: RO7490677 10 mg/kg IV QW + Ruxolitinib	6	False	Stage 1 Main Phase: Overall Response Rate (ORR)	Up until and including completion of 6 cycles. Each cycle is 28 days.	KEEP
COHORT	NCT01981850	ctg_results_bor_2010_2013	ACTUAL	125								2	Main Phase Stage 1: RO7490677 10 mg/kg IV QW + Ruxolitinib; OLE: RO7490677 10 mg/kg IV Q4W + Ruxo.	6	False	Stage 1 Main + Open-Label Extension (OLE): ORR	From cycle 1 day 1 up until cycle 6, day 29 (Main Phase). From cycle 7 day 1 up until study discontinuation or study termination, up to 83 cycles (OLE). Each cycle is 28 days.	DROP:OLE_RETITLED_DUPLICATE
TRIAL	NCT01993719	ctg_results_bor_2010_2013	ACTUAL	33	4	37	4	SEQUENTIAL_PHASE;REGISTRY_INCONSISTENCY	UNRESOLVED									
COHORT	NCT01993719	ctg_results_bor_2010_2013	ACTUAL	33								2	Arm 1P - Standard Chemotherapy Preparative Regimen + TIL + 720,000 IU/kg Aldesleukin	16	False	Overall Response Rate (ORR)	Date of cells until time of disease progression, up to approximately 67.2 months.	UNRESOLVED
COHORT	NCT01993719	ctg_results_bor_2010_2013	ACTUAL	33								2	Arm 2/Foll By Arm 1P-Low Dose Chemotherapy Preparative Regimen + TIL + 720,000 IU/kg Aldesleukin	12	False	Overall Response Rate (ORR)	Date of cells until time of disease progression, up to approximately 67.2 months.	UNRESOLVED
COHORT	NCT01993719	ctg_results_bor_2010_2013	ACTUAL	33								2	Arm 1N -Standard Chemotherapy Preparative Regimen + TIL + 720,000 IU/kg Aldesleukin	7	False	Overall Response Rate (ORR)	Date of cells until time of disease progression, up to approximately 67.2 months.	UNRESOLVED
COHORT	NCT01993719	ctg_results_bor_2010_2013	ACTUAL	33								2	Arm 1P/Foll By Arm-1P/R-Standard Chemotherapy Preparative Regimen + TIL + 720,000 IU/kg Aldesleukin	2	False	Overall Response Rate (ORR)	Date of cells until time of disease progression, up to approximately 67.2 months.	UNRESOLVED
TRIAL	NCT02020577	ctg_results_bor_2010_2013	ACTUAL	58	3	116	58	POOLED_WITH_COMPONENTS	YES	2	58							
COHORT	NCT02020577	ctg_results_bor_2010_2013	ACTUAL	58								5	All Patients	58	True	Best Overall Response	Post baseline tumour-imaging was performed at every 6 weeks (in the week preceding the start of Cycles 3, 5, 7, 9, 11, etc.) until EOT; up to 19 months	DROP:POOLED_PARENT
COHORT	NCT02020577	ctg_results_bor_2010_2013	ACTUAL	58								5	Afatinib 40mg+Cetuximab 250 mg/m²	55	False	Best Overall Response	Post baseline tumour-imaging was performed at every 6 weeks (in the week preceding the start of Cycles 3, 5, 7, 9, 11, etc.) until EOT; up to 19 months	KEEP
COHORT	NCT02020577	ctg_results_bor_2010_2013	ACTUAL	58								5	Afatinib 30mg+Cetuximab 250 mg/m²	3	False	Best Overall Response	Post baseline tumour-imaging was performed at every 6 weeks (in the week preceding the start of Cycles 3, 5, 7, 9, 11, etc.) until EOT; up to 19 months	KEEP
TRIAL	NCT02027428	ctg_results_bor_2014_2017	ACTUAL	427	3	622	195	POOLED_WITH_COMPONENTS;SEQUENTIAL_PHASE	YES	1	420							
COHORT	NCT02027428	ctg_results_bor_2014_2017	ACTUAL	427								6	All Participants - Induction	420	True	Percentage of Participants Who Achieved Disease Control (Disease Control Rate) by Investigator Assessment During Induction and Over the Entire Study	Induction is from Day 1 to a maximum treatment time of 19 weeks; entire study from Day 1 induction through maintenance up to PD; up to 01 August 2019; maximum treatment duration was 234.1 weeks for entire study	KEEP
COHORT	NCT02027428	ctg_results_bor_2014_2017	ACTUAL	427								2	Nab-Paclitaxel + BSC: Induction + Maintenance	136	False	Percentage of Participants Who Achieved a Confirmed Overall Response of Complete Response or Partial Response (Overall Response Rate) Over Entire Study	Day 1 of treatment in the induction period and subsequent anticancer therapy, death or discontinuation up to 01 August 2019; maximum treatment duration was 234.1 weeks for entire study	DROP:MAINTENANCE_SUBSET_OF_INDUCTION
COHORT	NCT02027428	ctg_results_bor_2014_2017	ACTUAL	427								2	BSC: Induction + Maintenance	66	False	Percentage of Participants Who Achieved a Confirmed Overall Response of Complete Response or Partial Response (Overall Response Rate) Over Entire Study	Day 1 of treatment in the induction period and subsequent anticancer therapy, death or discontinuation up to 01 August 2019; maximum treatment duration was 234.1 weeks for entire study	DROP:MAINTENANCE_SUBSET_OF_INDUCTION
TRIAL	NCT02031458	ctg_results_bor_2014_2017	ACTUAL	667	4	1179	512	POOLED_WITH_COMPONENTS	YES	3	659							
COHORT	NCT02031458	ctg_results_bor_2014_2017	ACTUAL	667								0	Cohorts 2 + 3	520	False	Percentage of Participants Achieving Objective Response (ORR) Per Response Evaluation Criteria In Solid Tumors (RECIST) Version (v) 1.1 as Assessed by Independent Review Facility (IRF)	Screening, Every 6 weeks (± 3 days) for 12 months following Cycle 1, Day 1 and every 9 weeks (± 1 week) thereafter until disease progression, intolerable toxicity or death until data cut-off on 28 May 2015 (Up to 16 months)	DROP:POOLED_PARENT
COHORT	NCT02031458	ctg_results_bor_2014_2017	ACTUAL	667								0	Cohort 2: Second Line Atezolizumab	267	False	Percentage of Participants Achieving Objective Response (ORR) Per Response Evaluation Criteria In Solid Tumors (RECIST) Version (v) 1.1 as Assessed by Independent Review Facility (IRF)	Screening, Every 6 weeks (± 3 days) for 12 months following Cycle 1, Day 1 and every 9 weeks (± 1 week) thereafter until disease progression, intolerable toxicity or death until data cut-off on 28 May 2015 (Up to 16 months)	KEEP
COHORT	NCT02031458	ctg_results_bor_2014_2017	ACTUAL	667								0	Cohort 3: Third Line and Beyond Atezolizumab	253	False	Percentage of Participants Achieving Objective Response (ORR) Per Response Evaluation Criteria In Solid Tumors (RECIST) Version (v) 1.1 as Assessed by Independent Review Facility (IRF)	Screening, Every 6 weeks (± 3 days) for 12 months following Cycle 1, Day 1 and every 9 weeks (± 1 week) thereafter until disease progression, intolerable toxicity or death until data cut-off on 28 May 2015 (Up to 16 months)	KEEP
COHORT	NCT02031458	ctg_results_bor_2014_2017	ACTUAL	667								0	Cohort 1: First Line Atezolizumab	139	False	Percentage of Participants Achieving Objective Response (ORR) Per Response Evaluation Criteria In Solid Tumors (RECIST) Version (v) 1.1 as Assessed by Independent Review Facility (IRF)	Screening, Every 6 weeks (± 3 days) for 12 months following Cycle 1, Day 1 and every 9 weeks (± 1 week) thereafter until disease progression, intolerable toxicity or death until data cut-off on 28 May 2015 (Up to 16 months)	KEEP
TRIAL	NCT02047344	ctg_results_bor_2010_2013	ACTUAL	31	5	52	21	MULTI_AXIS_PARTITION	YES	1	26							
COHORT	NCT02047344	ctg_results_bor_2010_2013	ACTUAL	31								4	Antroquinonol (Hocena)	26	False	Objective Response Rate (ORR)	12 weeks	KEEP
COHORT	NCT02047344	ctg_results_bor_2010_2013	ACTUAL	31								2	More Than Two Lines Failed Prior Chemotherapies	11	False	Disease Control Rate (DCR)	12 weeks	DROP:OTHER_AXIS_PARTITION
COHORT	NCT02047344	ctg_results_bor_2010_2013	ACTUAL	31								2	Two Lines Failed Prior Chemotherapies	7	False	Disease Control Rate (DCR)	12 weeks	DROP:OTHER_AXIS_PARTITION
COHORT	NCT02047344	ctg_results_bor_2010_2013	ACTUAL	31								2	Non- Prior Chemotherapies	5	False	Disease Control Rate (DCR)	12 weeks	DROP:OTHER_AXIS_PARTITION
COHORT	NCT02047344	ctg_results_bor_2010_2013	ACTUAL	31								2	One Line Failed Prior Chemotherapies	3	False	Disease Control Rate (DCR)	12 weeks	DROP:OTHER_AXIS_PARTITION
TRIAL	NCT02048371	ctg_placebo_onc_2014_2017	ACTUAL	131	9	157	26	CROSSOVER_OR_SWITCH	YES	7	131							
COHORT	NCT02048371	ctg_placebo_onc_2014_2017	ACTUAL	131								3	Cohort C: Ewing Sarcoma	30	False	Overall Response Rate (ORR). All Cohorts.	up to 3 years	KEEP
COHORT	NCT02048371	ctg_placebo_onc_2014_2017	ACTUAL	131								3	Cohort A: Liposarcoma	24	False	Overall Response Rate (ORR). All Cohorts.	up to 3 years	KEEP
COHORT	NCT02048371	ctg_placebo_onc_2014_2017	ACTUAL	131								3	Cohort A: Liposarcoma, Placebo	24	False	Overall Response Rate (ORR). All Cohorts.	up to 3 years	KEEP
COHORT	NCT02048371	ctg_placebo_onc_2014_2017	ACTUAL	131								3	Cohort B: Osteosarcoma	22	False	Overall Response Rate (ORR). All Cohorts.	up to 3 years	KEEP
COHORT	NCT02048371	ctg_placebo_onc_2014_2017	ACTUAL	131								3	Cohort B: Osteosarcoma, Placebo	20	False	Overall Response Rate (ORR). All Cohorts.	up to 3 years	KEEP
COHORT	NCT02048371	ctg_placebo_onc_2014_2017	ACTUAL	131								5	Cohort A: Liposarcoma Crossover	15	False	Response Rate (RR), Cohorts A and B, After Crossover.	up to 3 years	DROP:CROSSOVER_SUBSET
COHORT	NCT02048371	ctg_placebo_onc_2014_2017	ACTUAL	131								5	Cohort B: Osteosarcoma Crossover	11	False	Response Rate (RR), Cohorts A and B, After Crossover.	up to 3 years	DROP:CROSSOVER_SUBSET
COHORT	NCT02048371	ctg_placebo_onc_2014_2017	ACTUAL	131								3	Cohort D: Rhabdomyosarcoma	10	False	Overall Response Rate (ORR). All Cohorts.	up to 3 years	KEEP
COHORT	NCT02048371	ctg_placebo_onc_2014_2017	ACTUAL	131								3	Cohort E: Mesenchymal Chondrosarcoma	1	False	Overall Response Rate (ORR). All Cohorts.	up to 3 years	KEEP
TRIAL	NCT02150967	ctg_results_bor_2014_2017	ACTUAL	143	2	216	73	DUPLICATE_COHORT_IDENTITY	YES	1	108							
COHORT	NCT02150967	ctg_results_bor_2014_2017	ACTUAL	143								3	Cohort 1: FGFR2 Fusion/Rearrangements	108	False	Disease Control Rate (DCR)	Analysis conducted when all subjects in Cohort 1 had the opportunity to be followed for at least 10 months after their initial exposure to infigratinib. Data cutoff 01 March 2021.	KEEP
COHORT	NCT02150967	ctg_results_bor_2014_2017	ACTUAL	143								0	Cohort 1: FGFR2 Fusions	108	False	Overall Response Rate (ORR) as Assessed by Blinded Independent Central Imaging Review (BICR)	Analysis was conducted when all subjects in Cohort 1 had the opportunity to be followed for at least 10 months after their initial exposure to infigratinib. Data cutoff 01 March 2021.	DROP:DUPLICATE_TITLE
TRIAL	NCT02159066	ctg_results_bor_2014_2017	ACTUAL	158	6	216	58	SEQUENTIAL_PHASE	PARTIAL	2	158							
COHORT	NCT02159066	ctg_results_bor_2014_2017	ACTUAL	158								24	Part I: Encorafenib + Binimetinib (Non-naive)	83	False	Disease Control Rate (DCR): Part I	From start date of study drug till first documented response (CR or PR or SD) (maximum treatment exposure for Part I was 403.7 weeks)	KEEP
COHORT	NCT02159066	ctg_results_bor_2014_2017	ACTUAL	158								24	Part I: Encorafenib + Binimetinib (Naive)	75	False	Disease Control Rate (DCR): Part I	From start date of study drug till first documented response (CR or PR or SD) (maximum treatment exposure for Part I was 403.7 weeks)	KEEP
COHORT	NCT02159066	ctg_results_bor_2014_2017	ACTUAL	158								0	Part II: Encorafenib + Binimetinib + Ribociclib	38	False	Overall Response Rate (ORR): Part II	From the start of the treatment until disease/clinical progression or death or early study discontinuation, whichever happened earlier (maximum treatment exposure for Part II was 97.0 weeks)	DROP:PART_II_REASSIGNMENT
COHORT	NCT02159066	ctg_results_bor_2014_2017	ACTUAL	158								0	Part II: Encorafenib + Binimetinib + Capmatinib	13	False	Overall Response Rate (ORR): Part II	From the start of the treatment until disease/clinical progression or death or early study discontinuation, whichever happened earlier (maximum treatment exposure for Part II was 97.0 weeks)	DROP:PART_II_REASSIGNMENT
COHORT	NCT02159066	ctg_results_bor_2014_2017	ACTUAL	158								0	Part II: Encorafenib + Binimetinib + Buparlisib	6	False	Overall Response Rate (ORR): Part II	From the start of the treatment until disease/clinical progression or death or early study discontinuation, whichever happened earlier (maximum treatment exposure for Part II was 97.0 weeks)	DROP:PART_II_REASSIGNMENT
COHORT	NCT02159066	ctg_results_bor_2014_2017	ACTUAL	158								0	Part II: Encorafenib + Binimetinib + Infigratinib	1	False	Overall Response Rate (ORR): Part II	From the start of the treatment until disease/clinical progression or death or early study discontinuation, whichever happened earlier (maximum treatment exposure for Part II was 97.0 weeks)	DROP:PART_II_REASSIGNMENT
TRIAL	NCT02185690	ctg_results_bor_2014_2017	ACTUAL	13	4	24	11	MULTI_AXIS_PARTITION	YES	2	12							
COHORT	NCT02185690	ctg_results_bor_2014_2017	ACTUAL	13								2	KRAS/NRAS-mutated Patients	7	False	Exploratory Analysis of Objective Response Rate, KRAS Mutation Sub-type.	22 weeks	DROP:OTHER_AXIS_PARTITION
COHORT	NCT02185690	ctg_results_bor_2014_2017	ACTUAL	13								1	Binimetinib Dose Level 1 (30mg BID)	6	False	Objective Response Rate (ORR) as Per RECIST v1.1.	22 weeks	KEEP
COHORT	NCT02185690	ctg_results_bor_2014_2017	ACTUAL	13								1	Binimetinib Dose Level 2 (45mg BID)	6	False	Objective Response Rate (ORR) as Per RECIST v1.1.	22 weeks	KEEP
COHORT	NCT02185690	ctg_results_bor_2014_2017	ACTUAL	13								2	KRAS/NRAS Wild-type Patients	5	False	Exploratory Analysis of Objective Response Rate, KRAS Mutation Sub-type.	22 weeks	DROP:OTHER_AXIS_PARTITION
TRIAL	NCT02202746	ctg_results_bor_2014_2017	ACTUAL	178	3	346	168	POOLED_WITH_COMPONENTS	YES	2	173							
COHORT	NCT02202746	ctg_results_bor_2014_2017	ACTUAL	178								1	All Patients	173	True	Objective Response Rate (ORR) by RECIST v1.1	From Cycle 1 Day 1 until disease progression or end of treatment, whichever came first, assessed up to 29 months	DROP:POOLED_PARENT
COHORT	NCT02202746	ctg_results_bor_2014_2017	ACTUAL	178								1	Lucitanib (CO-3810) 10 mg QD	106	False	Objective Response Rate (ORR) by RECIST v1.1	From Cycle 1 Day 1 until disease progression or end of treatment, whichever came first, assessed up to 29 months	KEEP
COHORT	NCT02202746	ctg_results_bor_2014_2017	ACTUAL	178								1	Lucitanib (CO-3810) 15 mg QD	67	False	Objective Response Rate (ORR) by RECIST v1.1	From Cycle 1 Day 1 until disease progression or end of treatment, whichever came first, assessed up to 29 months	KEEP
TRIAL	NCT02228096	ctg_results_bor_2014_2017	ACTUAL	75	3	104	29	DUPLICATE_COHORT_IDENTITY;NESTED_SUBSET	YES	1	64							
COHORT	NCT02228096	ctg_results_bor_2014_2017	ACTUAL	75								0	Tisagenlecleucel (CTL019) - All Participants	64	False	Overall Remission Rate (ORR) Per Independent Review Committee (IRC) (for ALL Participants)	within 6 months after CTL019 infusion	KEEP
COHORT	NCT02228096	ctg_results_bor_2014_2017	ACTUAL	75								15	Tisagenlecleucel (CTL019) - IRC Assessment	40	False	ORR by Baseline Extramedullary Disease Presence of No Within 6 Months Post CTL019 Infusion	Within 6 months	DROP:RETITLED_SUBGROUP_DENOM
COHORT	NCT02228096	ctg_results_bor_2014_2017	ACTUAL	75								1	Tisagenlecleucel (CTL019) - Local Assessment	0	False	Overall Remission Rate (ORR) Per Local Investigator Assessment (for Lymphoblastic Lymphoma Patients Only)	6 months after CTL019	DROP:RETITLED_SUBGROUP_DENOM
TRIAL	NCT02296125	ctg_results_bor_2014_2017	ACTUAL	674	4	692	18	PARTIAL_POPULATION_OVERLAP	UNRESOLVED									
