level	nct	payload	payload_line	enrollment	enrollment_type	enrollment_is_estimated	selected_cohorts	sum_selected_denominators	excess	mechanism	reducible_to_non_overlapping_set	non_overlapping_set_sum	non_overlapping_set_source	om_index	group_title	denominator	cohort_role	in_non_overlapping_set	outcome_measure_title	time_frame	note
COHORT	NCT03410693	ctg_results_bor_2018_2021	135	175	ACTUAL	NO								0	Rogaratinib_WT Population	62	NESTED_SUBSET	NO	Objective Response Rate (ORR) - Central Assessment	From start of treatment up to end of active follow-up, approximately 29 months	
TRIAL	NCT03446040	ctg_results_bor_2018_2021	93	92	ACTUAL	NO	3	95	3	CROSSOVER_DOUBLE_COUNT	UNRESOLVED	UNRESOLVED	n/a								"om3 pop states verbatim: ""Participants who crossed over from part A1 to Part B are accounted for in both arms."" The record declares the double count but never states how many participants crossed over, so no non-overlapping set can be named. 43+37+15=95 vs 92 registered."
COHORT	NCT03446040	ctg_results_bor_2018_2021	93	92	ACTUAL	NO								3	Part A1: BMS-986258 1200 mg + ENHANZE	15	UNRESOLVED_DECLARED_OVERLAP	NO	Objective Response Rate (ORR)	From first dose until disease progression or death, whichever occurred first (up to approximately 78 months)	
COHORT	NCT03446040	ctg_results_bor_2018_2021	93	92	ACTUAL	NO								3	Part A: All Doses	43	UNRESOLVED_DECLARED_OVERLAP	NO	Objective Response Rate (ORR)	From first dose until disease progression or death, whichever occurred first (up to approximately 78 months)	
COHORT	NCT03446040	ctg_results_bor_2018_2021	93	92	ACTUAL	NO								3	Part B: All Doses	37	UNRESOLVED_DECLARED_OVERLAP	NO	Objective Response Rate (ORR)	From first dose until disease progression or death, whichever occurred first (up to approximately 78 months)	
TRIAL	NCT03468426	ctg_results_bor_2018_2021	427	252	ACTUAL	NO	9	476	224	POOLED_UNFLAGGED	YES	238	om28 OG000-OG007								"om28 OG008 ""Part 2 - total"" (description ""All patients in part 2"") n=238 = 42+40+31+31+32+30+31+1. Lower-case ""total"" is outside the pooled vocabulary."
COHORT	NCT03468426	ctg_results_bor_2018_2021	427	252	ACTUAL	NO								28	Part 2 - Cohort A, 2nd line NSCLC	42	COMPONENT_KEPT	YES	Part 2 - Objective Response (OR)	Up to 778 days.	
COHORT	NCT03468426	ctg_results_bor_2018_2021	427	252	ACTUAL	NO								28	Part 2 - Cohort B, 3rd line NSCLC	40	COMPONENT_KEPT	YES	Part 2 - Objective Response (OR)	Up to 778 days.	
COHORT	NCT03468426	ctg_results_bor_2018_2021	427	252	ACTUAL	NO								28	Part 2 - Cohort C, SCLC	31	COMPONENT_KEPT	YES	Part 2 - Objective Response (OR)	Up to 778 days.	
COHORT	NCT03468426	ctg_results_bor_2018_2021	427	252	ACTUAL	NO								28	Part 2 - Cohort D, glioblastoma	31	COMPONENT_KEPT	YES	Part 2 - Objective Response (OR)	Up to 778 days.	
COHORT	NCT03468426	ctg_results_bor_2018_2021	427	252	ACTUAL	NO								28	Part 2 - Cohort E, Melanoma	32	COMPONENT_KEPT	YES	Part 2 - Objective Response (OR)	Up to 778 days.	
COHORT	NCT03468426	ctg_results_bor_2018_2021	427	252	ACTUAL	NO								28	Part 2 - Cohort F, 2nd line Hepatocellular Carcinoma	30	COMPONENT_KEPT	YES	Part 2 - Objective Response (OR)	Up to 778 days.	
COHORT	NCT03468426	ctg_results_bor_2018_2021	427	252	ACTUAL	NO								28	Part 2 - Cohort G, 1st line Hepatocellular Carcinoma	31	COMPONENT_KEPT	YES	Part 2 - Objective Response (OR)	Up to 778 days.	
COHORT	NCT03468426	ctg_results_bor_2018_2021	427	252	ACTUAL	NO								28	Part 2 - Cohort H, 2nd line HCC - atezolizumab in combination with bevacizumab failures	1	COMPONENT_KEPT	YES	Part 2 - Objective Response (OR)	Up to 778 days.	
COHORT	NCT03468426	ctg_results_bor_2018_2021	427	252	ACTUAL	NO								28	Part 2 - total	238	POOLED_UNFLAGGED	NO	Part 2 - Objective Response (OR)	Up to 778 days.	
TRIAL	NCT03480646	ctg_results_bor_2014_2017	737	175	ACTUAL	NO	12	268	93	DUPLICATE_TITLE_VARIANT+NESTED_SUBSET	YES	158	om0 OG000-OG006, OG008 (crossover group excluded)								"om3 relabels three om0 Phase 2 groups (""Phase 2 Randomized Enza Contro"" vs ""Phase 2 Randomized Controlled: Enza"" etc.). The crossover-period group is Arm-control patients recounted after crossover."
COHORT	NCT03480646	ctg_results_bor_2014_2017	737	175	ACTUAL	NO								0	Phase 1b Dose Escalation: CPI-1205 400 mg BID + Cobi + Abi/Pred	7	COMPONENT_KEPT	YES	Efficacy: Best Objective Response Rate Percent by Treatment Group	Up to 2 years [or until disease progression or unacceptable toxicity]	
COHORT	NCT03480646	ctg_results_bor_2014_2017	737	175	ACTUAL	NO								0	Phase 1b Dose Escalation: CPI-1205 400 mg BID + Cobi + Enza	5	COMPONENT_KEPT	YES	Efficacy: Best Objective Response Rate Percent by Treatment Group	Up to 2 years [or until disease progression or unacceptable toxicity]	
COHORT	NCT03480646	ctg_results_bor_2014_2017	737	175	ACTUAL	NO								0	Phase 1b Dose Escalation: CPI-1205 800 mg TID + Enza	9	COMPONENT_KEPT	YES	Efficacy: Best Objective Response Rate Percent by Treatment Group	Up to 2 years [or until disease progression or unacceptable toxicity]	
COHORT	NCT03480646	ctg_results_bor_2014_2017	737	175	ACTUAL	NO								0	Phase 1b Dose Escalation: CPI-1205 800 mg TID +Abi/Pred	11	COMPONENT_KEPT	YES	Efficacy: Best Objective Response Rate Percent by Treatment Group	Up to 2 years [or until disease progression or unacceptable toxicity]	
COHORT	NCT03480646	ctg_results_bor_2014_2017	737	175	ACTUAL	NO								0	Phase 1b HPEC: Heavily Pretreated Expansion Cohort CPI-1205 800 mg TID + Enza	25	COMPONENT_KEPT	YES	Efficacy: Best Objective Response Rate Percent by Treatment Group	Up to 2 years [or until disease progression or unacceptable toxicity]	
COHORT	NCT03480646	ctg_results_bor_2014_2017	737	175	ACTUAL	NO								0	Phase 2 Randomized Controlled: Enza	35	COMPONENT_KEPT	YES	Efficacy: Best Objective Response Rate Percent by Treatment Group	Up to 2 years [or until disease progression or unacceptable toxicity]	
COHORT	NCT03480646	ctg_results_bor_2014_2017	737	175	ACTUAL	NO								0	Phase 2 Randomized Crossover Period	12	NESTED_SUBSET	NO	Efficacy: Best Objective Response Rate Percent by Treatment Group	Up to 2 years [or until disease progression or unacceptable toxicity]	
COHORT	NCT03480646	ctg_results_bor_2014_2017	737	175	ACTUAL	NO								0	Phase 2 Randomized Experimental: CPI-1205 at RP2D (800 mg TID) + Enza	38	COMPONENT_KEPT	YES	Efficacy: Best Objective Response Rate Percent by Treatment Group	Up to 2 years [or until disease progression or unacceptable toxicity]	
COHORT	NCT03480646	ctg_results_bor_2014_2017	737	175	ACTUAL	NO								0	Phase 2 Single Arm CPI-1205 at RP2D (800 mg TID) + Abi/Pred	28	COMPONENT_KEPT	YES	Efficacy: Best Objective Response Rate Percent by Treatment Group	Up to 2 years [or until disease progression or unacceptable toxicity]	
COHORT	NCT03480646	ctg_results_bor_2014_2017	737	175	ACTUAL	NO								3	Phase 2 Randomized Combination With Enza	35	DUPLICATE_TITLE_VARIANT	NO	Efficacy: Composite Response Rate (%) for Phase 2 Randomized and Phase 2 Single-arm Treatment Groups	Up to 2 years [or until progressive disease or unacceptable toxicity]	
COHORT	NCT03480646	ctg_results_bor_2014_2017	737	175	ACTUAL	NO								3	Phase 2 Randomized Enza Contro	35	DUPLICATE_TITLE_VARIANT	NO	Efficacy: Composite Response Rate (%) for Phase 2 Randomized and Phase 2 Single-arm Treatment Groups	Up to 2 years [or until progressive disease or unacceptable toxicity]	
COHORT	NCT03480646	ctg_results_bor_2014_2017	737	175	ACTUAL	NO								3	Phase 2 Single Arm CPI-1205 +Abi/Pred	28	DUPLICATE_TITLE_VARIANT	NO	Efficacy: Composite Response Rate (%) for Phase 2 Randomized and Phase 2 Single-arm Treatment Groups	Up to 2 years [or until progressive disease or unacceptable toxicity]	
TRIAL	NCT03481556	ctg_results_bor_2018_2021	57	56	ACTUAL	NO	8	112	56	DUPLICATE_TITLE_VARIANT	YES	56	om1 OG000-OG003 (15+8+6+27)								om1 and om9 are the same four cohorts (15/8/6/27) under two naming conventions; either OM alone sums to 56 = registered enrollment.
COHORT	NCT03481556	ctg_results_bor_2018_2021	57	56	ACTUAL	NO								1	Regimen A - Melflufen 30mg + Bortezomib + Dexamethasone	15	COMPONENT_KEPT	YES	Phase 2: Overall Response Rate (ORR)	Until disease progression, death or initiation of subsequent therapy (a maximum of 194.3 weeks)	
COHORT	NCT03481556	ctg_results_bor_2018_2021	57	56	ACTUAL	NO								1	Regimen A - Melflufen 40mg + Bortezomib + Dexamethasone	8	COMPONENT_KEPT	YES	Phase 2: Overall Response Rate (ORR)	Until disease progression, death or initiation of subsequent therapy (a maximum of 194.3 weeks)	
COHORT	NCT03481556	ctg_results_bor_2018_2021	57	56	ACTUAL	NO								1	Regimen B - Melflufen 30mg + Daratumumab + Dexamethasone	6	COMPONENT_KEPT	YES	Phase 2: Overall Response Rate (ORR)	Until disease progression, death or initiation of subsequent therapy (a maximum of 194.3 weeks)	
COHORT	NCT03481556	ctg_results_bor_2018_2021	57	56	ACTUAL	NO								1	Regimen B - Melflufen 40mg + Daratumumab + Dexamethasone	27	COMPONENT_KEPT	YES	Phase 2: Overall Response Rate (ORR)	Until disease progression, death or initiation of subsequent therapy (a maximum of 194.3 weeks)	
COHORT	NCT03481556	ctg_results_bor_2018_2021	57	56	ACTUAL	NO								9	A (Melflufen+Bortezomib+Dex) 30 mg	15	DUPLICATE_TITLE_VARIANT	NO	Clinical Benefit Rate (≥ Minimal Response)	Until disease progression, death or initiation of subsequent therapy (a maximum of 194.3 weeks)	
COHORT	NCT03481556	ctg_results_bor_2018_2021	57	56	ACTUAL	NO								9	A (Melflufen+Bortezomib+Dex) 40 mg	8	DUPLICATE_TITLE_VARIANT	NO	Clinical Benefit Rate (≥ Minimal Response)	Until disease progression, death or initiation of subsequent therapy (a maximum of 194.3 weeks)	
COHORT	NCT03481556	ctg_results_bor_2018_2021	57	56	ACTUAL	NO								9	B (Melflufen+Daratumumab+Dex) 30 mg	6	DUPLICATE_TITLE_VARIANT	NO	Clinical Benefit Rate (≥ Minimal Response)	Until disease progression, death or initiation of subsequent therapy (a maximum of 194.3 weeks)	
COHORT	NCT03481556	ctg_results_bor_2018_2021	57	56	ACTUAL	NO								9	B (Melflufen+Daratumumab+Dex) 40 mg	27	DUPLICATE_TITLE_VARIANT	NO	Clinical Benefit Rate (≥ Minimal Response)	Until disease progression, death or initiation of subsequent therapy (a maximum of 194.3 weeks)	
TRIAL	NCT03512353	ctg_results_bor_2018_2021	357	7	ACTUAL	NO	3	12	5	CROSS_AXIS_DUPLICATE	YES	6	om16 OG000 (6) or om18 OG000-OG001 (4+2)								om18 partitions the same single arm by prior lines (4+2=6). Registered enrollment 7; 6 treated/evaluable.
COHORT	NCT03512353	ctg_results_bor_2018_2021	357	7	ACTUAL	NO								16	Carfilzomib Plus Dexamethasone	6	COMPONENT_KEPT	YES	Overall Response Rate (ORR)	Disease assessments were performed every 28 days up to 12 months from enrollment.	
COHORT	NCT03512353	ctg_results_bor_2018_2021	357	7	ACTUAL	NO								18	1 Prior Line of Therapy	4	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate (ORR) by Prior Lines of Therapy	Disease assessments were performed every 28 days up to 12 months from enrollment.	
COHORT	NCT03512353	ctg_results_bor_2018_2021	357	7	ACTUAL	NO								18	2+ Prior Lines of Therapy	2	CROSS_AXIS_DUPLICATE	NO	Overall Response Rate (ORR) by Prior Lines of Therapy	Disease assessments were performed every 28 days up to 12 months from enrollment.	
TRIAL	NCT03523572	ctg_results_bor_2018_2021	437	86	ACTUAL	NO	6	90	4	DUPLICATE_TITLE_VARIANT	YES	86	om1 OG000-OG004								"om7 OG000 is ""Dose Escalation (3.2 kg/mg)"" - units transposed - for the same 4 patients as om1 OG000 ""Dose Escalation (3.2 mg/kg)"". om1 sums to 86 = registered enrollment."
COHORT	NCT03523572	ctg_results_bor_2018_2021	437	86	ACTUAL	NO								1	Dose Escalation (3.2 mg/kg)	4	COMPONENT_KEPT	YES	Percentage of Participants With Objective Response Rate (ORR) Based on Independent Central Review in Participants With HER2-expressing Advanced Breast Cancer or Urothelial Cancer	Every 6 weeks in the first year after Day 1 of Cycle 1 and thereafter every 12 weeks until disease progression or initiation of additional anticancer therapy and survival, up to 2 years 11.5 months (each cycle is 21 days)	
COHORT	NCT03523572	ctg_results_bor_2018_2021	437	86	ACTUAL	NO								1	Dose Escalation (5.4 mg/kg) + Dose Expansion Cohort 1 (5.4 mg/kg): HER2 Positive BC	32	COMPONENT_KEPT	YES	Percentage of Participants With Objective Response Rate (ORR) Based on Independent Central Review in Participants With HER2-expressing Advanced Breast Cancer or Urothelial Cancer	Every 6 weeks in the first year after Day 1 of Cycle 1 and thereafter every 12 weeks until disease progression or initiation of additional anticancer therapy and survival, up to 2 years 11.5 months (each cycle is 21 days)	
COHORT	NCT03523572	ctg_results_bor_2018_2021	437	86	ACTUAL	NO								1	Dose Expansion Cohort 2 (5.4 mg/kg): HER2 Low BC	16	COMPONENT_KEPT	YES	Percentage of Participants With Objective Response Rate (ORR) Based on Independent Central Review in Participants With HER2-expressing Advanced Breast Cancer or Urothelial Cancer	Every 6 weeks in the first year after Day 1 of Cycle 1 and thereafter every 12 weeks until disease progression or initiation of additional anticancer therapy and survival, up to 2 years 11.5 months (each cycle is 21 days)	
COHORT	NCT03523572	ctg_results_bor_2018_2021	437	86	ACTUAL	NO								1	Dose Expansion Cohort 3 (5.4 mg/kg): HER2 High Expressing (IHC 2+/3+) UC	30	COMPONENT_KEPT	YES	Percentage of Participants With Objective Response Rate (ORR) Based on Independent Central Review in Participants With HER2-expressing Advanced Breast Cancer or Urothelial Cancer	Every 6 weeks in the first year after Day 1 of Cycle 1 and thereafter every 12 weeks until disease progression or initiation of additional anticancer therapy and survival, up to 2 years 11.5 months (each cycle is 21 days)	
COHORT	NCT03523572	ctg_results_bor_2018_2021	437	86	ACTUAL	NO								1	Dose Expansion Cohort 4 (5.4 mg/kg): HER2 Low Expressing (IHC 1+) UC	4	COMPONENT_KEPT	YES	Percentage of Participants With Objective Response Rate (ORR) Based on Independent Central Review in Participants With HER2-expressing Advanced Breast Cancer or Urothelial Cancer	Every 6 weeks in the first year after Day 1 of Cycle 1 and thereafter every 12 weeks until disease progression or initiation of additional anticancer therapy and survival, up to 2 years 11.5 months (each cycle is 21 days)	
COHORT	NCT03523572	ctg_results_bor_2018_2021	437	86	ACTUAL	NO								7	Dose Escalation (3.2 kg/mg)	4	DUPLICATE_TITLE_VARIANT	NO	Percentage of Participants With Objective Response Rate (ORR) Based on Investigator Assessment in Participants With HER2-expressing Advanced Breast Cancer or Urothelial Cancer	Every 6 weeks in the first year after Day 1 of Cycle 1 and thereafter every 12 weeks until disease progression or initiation of additional anticancer therapy and survival, up to 5 years (each cycle is 21 days)	
TRIAL	NCT03729596	ctg_results_bor_2018_2021	18	143	ACTUAL	NO	11	184	41	DUPLICATE_TITLE_VARIANT	YES	143	om3 OG000-OG009								"om7 ""mCRPC"" (description: ""Participants in cohort expansion with metastatic castration-resistant prostate cancer"") n=41 is om3 ""mCRPC Expansion"" n=41. om3 sums to 143 = registered enrollment."
COHORT	NCT03729596	ctg_results_bor_2018_2021	18	143	ACTUAL	NO								3	Cohort 1	3	COMPONENT_KEPT	YES	Objective Response Rate (ORR) of Vobramitamab Duocarmazine	Efficacy evaluations every 9 weeks throughout the study for up to 24 months	
COHORT	NCT03729596	ctg_results_bor_2018_2021	18	143	ACTUAL	NO								3	Cohort 2	6	COMPONENT_KEPT	YES	Objective Response Rate (ORR) of Vobramitamab Duocarmazine	Efficacy evaluations every 9 weeks throughout the study for up to 24 months	
COHORT	NCT03729596	ctg_results_bor_2018_2021	18	143	ACTUAL	NO								3	Cohort 3	7	COMPONENT_KEPT	YES	Objective Response Rate (ORR) of Vobramitamab Duocarmazine	Efficacy evaluations every 9 weeks throughout the study for up to 24 months	
COHORT	NCT03729596	ctg_results_bor_2018_2021	18	143	ACTUAL	NO								3	Cohort 4	7	COMPONENT_KEPT	YES	Objective Response Rate (ORR) of Vobramitamab Duocarmazine	Efficacy evaluations every 9 weeks throughout the study for up to 24 months	
COHORT	NCT03729596	ctg_results_bor_2018_2021	18	143	ACTUAL	NO								3	Cohort 5	6	COMPONENT_KEPT	YES	Objective Response Rate (ORR) of Vobramitamab Duocarmazine	Efficacy evaluations every 9 weeks throughout the study for up to 24 months	
COHORT	NCT03729596	ctg_results_bor_2018_2021	18	143	ACTUAL	NO								3	Melanoma Expansion	21	COMPONENT_KEPT	YES	Objective Response Rate (ORR) of Vobramitamab Duocarmazine	Efficacy evaluations every 9 weeks throughout the study for up to 24 months	
COHORT	NCT03729596	ctg_results_bor_2018_2021	18	143	ACTUAL	NO								3	NSCLC Expansion	21	COMPONENT_KEPT	YES	Objective Response Rate (ORR) of Vobramitamab Duocarmazine	Efficacy evaluations every 9 weeks throughout the study for up to 24 months	
COHORT	NCT03729596	ctg_results_bor_2018_2021	18	143	ACTUAL	NO								3	SCCHN Expansion	13	COMPONENT_KEPT	YES	Objective Response Rate (ORR) of Vobramitamab Duocarmazine	Efficacy evaluations every 9 weeks throughout the study for up to 24 months	
COHORT	NCT03729596	ctg_results_bor_2018_2021	18	143	ACTUAL	NO								3	TNBC Expansion	18	COMPONENT_KEPT	YES	Objective Response Rate (ORR) of Vobramitamab Duocarmazine	Efficacy evaluations every 9 weeks throughout the study for up to 24 months	
COHORT	NCT03729596	ctg_results_bor_2018_2021	18	143	ACTUAL	NO								3	mCRPC Expansion	41	COMPONENT_KEPT	YES	Objective Response Rate (ORR) of Vobramitamab Duocarmazine	Efficacy evaluations every 9 weeks throughout the study for up to 24 months	
COHORT	NCT03729596	ctg_results_bor_2018_2021	18	143	ACTUAL	NO								7	mCRPC	41	DUPLICATE_TITLE_VARIANT	NO	PSA Response Rate	Every 3 weeks up to 24 months	
TRIAL	NCT03773107	ctg_results_bor_2018_2021	195	12	ACTUAL	NO	5	20	8	DUPLICATE_TITLE_VARIANT	YES	12	om1 OG000-OG002 (5+4+3)								"Three dose cohorts spelled two ways across om1/om2 (""Ruxolitibin"" typo in om1, ""5m"" typo in om2). Either OM sums to 12 = registered enrollment."
COHORT	NCT03773107	ctg_results_bor_2018_2021	195	12	ACTUAL	NO								1	Phase I 10 mg Ruxolitinib	4	COMPONENT_KEPT	YES	Objective Response Rate (ORR)	Approximately 180 days after treatment start (disease assessment occurred after every 28-day cycle)	
COHORT	NCT03773107	ctg_results_bor_2018_2021	195	12	ACTUAL	NO								1	Phase I 15 mg Ruxolitibin	3	COMPONENT_KEPT	YES	Objective Response Rate (ORR)	Approximately 180 days after treatment start (disease assessment occurred after every 28-day cycle)	
COHORT	NCT03773107	ctg_results_bor_2018_2021	195	12	ACTUAL	NO								1	Phase I 5mg Ruxolitinib	5	COMPONENT_KEPT	YES	Objective Response Rate (ORR)	Approximately 180 days after treatment start (disease assessment occurred after every 28-day cycle)	
COHORT	NCT03773107	ctg_results_bor_2018_2021	195	12	ACTUAL	NO								2	Phase I 15 mg Ruxolitinib	3	DUPLICATE_TITLE_VARIANT	NO	Clinical Benefit Rate	Approximately 180 days after treatment start (disease assessment occurred after every 28-day cycle)	
COHORT	NCT03773107	ctg_results_bor_2018_2021	195	12	ACTUAL	NO								2	Phase I 5m Ruxolitinib	5	DUPLICATE_TITLE_VARIANT	NO	Clinical Benefit Rate	Approximately 180 days after treatment start (disease assessment occurred after every 28-day cycle)	
TRIAL	NCT03773302	ctg_results_bor_2018_2021	546	48	ACTUAL	NO	6	174	126	NONCOHORT_METHOD_LABEL	YES	48	om3 OG000 (Infigratinib, 29) + om3 OG002 (Gemcitabine + Cisplatin, 19)								"The results-group titles name the ASSESSMENT METHOD, not a patient cohort: om3 OG000/OG001 both have description ""Infigratinib"" (n=29) and OG002/OG003 both ""Gemcitabine + Cisplatin"" (n=19). Casefold normalisation merges ""By""/""by"", leaving 2 keys per OM x 3 OMs = 6 keys, all at n=29. The arms are recoverable only from the group description field; 29+19=48=registered enrollment."
COHORT	NCT03773302	ctg_results_bor_2018_2021	546	48	ACTUAL	NO								3	ORR By Central Assessment	29	COMPONENT_KEPT	YES	Overall Response Rate (ORR) Determined by Blinded Independent Central (BICR) and Investigator Assessment	From the time of randomization to end of study treatment (an average of approx.6.5 months [max: 23 months] for the infigratinib arm and approx. 4 months [max: 11-13 months] for the gemcitabine + cisplatin arm up to the time of termination of the study).	
COHORT	NCT03773302	ctg_results_bor_2018_2021	546	48	ACTUAL	NO								3	ORR By Investigator Assessment	29	NONCOHORT_METHOD_LABEL	NO	Overall Response Rate (ORR) Determined by Blinded Independent Central (BICR) and Investigator Assessment	From the time of randomization to end of study treatment (an average of approx.6.5 months [max: 23 months] for the infigratinib arm and approx. 4 months [max: 11-13 months] for the gemcitabine + cisplatin arm up to the time of termination of the study).	
COHORT	NCT03773302	ctg_results_bor_2018_2021	546	48	ACTUAL	NO								4	BOR By Central Assessment	29	NONCOHORT_METHOD_LABEL	NO	Best Overall Response (BOR) Determined by Blinded Independent Central Assessment and the Investigator.	From the time of randomization to end of study treatment (an average of approx.6.5 months [max: 23 months] for the infigratinib arm and approx. 4 months [max: 11-13 months] for the gemcitabine + cisplatin arm up to the time of termination of the study).	
COHORT	NCT03773302	ctg_results_bor_2018_2021	546	48	ACTUAL	NO								4	BOR By Investigator Assessment	29	NONCOHORT_METHOD_LABEL	NO	Best Overall Response (BOR) Determined by Blinded Independent Central Assessment and the Investigator.	From the time of randomization to end of study treatment (an average of approx.6.5 months [max: 23 months] for the infigratinib arm and approx. 4 months [max: 11-13 months] for the gemcitabine + cisplatin arm up to the time of termination of the study).	
COHORT	NCT03773302	ctg_results_bor_2018_2021	546	48	ACTUAL	NO								6	DCR By Central Assessment	29	NONCOHORT_METHOD_LABEL	NO	Disease Control Rate (DCR=PR+CR+SD) Determined by Blinded Independent Central Assessment and the Investigator.	From the time of randomization to end of study treatment (an average of approx.6.5 months [max: 23 months] for the infigratinib arm and approx. 4 months [max: 11-13 months] for the gemcitabine + cisplatin arm up to the time of termination of the study).	
COHORT	NCT03773302	ctg_results_bor_2018_2021	546	48	ACTUAL	NO								6	DCR By Investigator Assessment	29	NONCOHORT_METHOD_LABEL	NO	Disease Control Rate (DCR=PR+CR+SD) Determined by Blinded Independent Central Assessment and the Investigator.	From the time of randomization to end of study treatment (an average of approx.6.5 months [max: 23 months] for the infigratinib arm and approx. 4 months [max: 11-13 months] for the gemcitabine + cisplatin arm up to the time of termination of the study).	
TRIAL	NCT03774082	ctg_results_bor_2018_2021	266	46	ACTUAL	NO	4	90	44	POOLED_EXPLICIT	YES	45	om0 OG000-OG002 (22+16+7)								"Age-band partition plus its own ""All Participants"" pool (45 = 22+16+7) inside one outcome measure."
COHORT	NCT03774082	ctg_results_bor_2018_2021	266	46	ACTUAL	NO								0	All Participants	45	POOLED_EXPLICIT	NO	Overall Response Rate (ORR) at Cycle 7 Day 1	At Cycle 7 Day 1 (Day 168); Cycle = 28 Days	
COHORT	NCT03774082	ctg_results_bor_2018_2021	266	46	ACTUAL	NO								0	≥ 12y - < 18y RUX 10mg BID (Group 1)	22	COMPONENT_KEPT	YES	Overall Response Rate (ORR) at Cycle 7 Day 1	At Cycle 7 Day 1 (Day 168); Cycle = 28 Days	
COHORT	NCT03774082	ctg_results_bor_2018_2021	266	46	ACTUAL	NO								0	≥ 2y - < 6y RUX 4mg/m2 BID (Group 3)	7	COMPONENT_KEPT	YES	Overall Response Rate (ORR) at Cycle 7 Day 1	At Cycle 7 Day 1 (Day 168); Cycle = 28 Days	
COHORT	NCT03774082	ctg_results_bor_2018_2021	266	46	ACTUAL	NO								0	≥ 6y - < 12y RUX 5mg BID (Group 2)	16	COMPONENT_KEPT	YES	Overall Response Rate (ORR) at Cycle 7 Day 1	At Cycle 7 Day 1 (Day 168); Cycle = 28 Days	
TRIAL	NCT03776812	ctg_results_bor_2018_2021	215	178	ACTUAL	NO	4	199	21	NESTED_SUBSET	YES	178	om11 OG000-OG002 (58+60+60)								"om7 ""Crossover Patients"" (description: patients initially in Arm C who cross over) n=21 are Arm C patients already counted in om11 OG002."
COHORT	NCT03776812	ctg_results_bor_2018_2021	215	178	ACTUAL	NO								7	Crossover Patients	21	NESTED_SUBSET	NO	ORR in Patients Who Cross Over to Continuous Treatment at Time of Initial PD	Crossover Baseline (Day 50) up to Day 272	
COHORT	NCT03776812	ctg_results_bor_2018_2021	215	178	ACTUAL	NO								11	Arm A: Continuous Relacorilant Dosing	58	COMPONENT_KEPT	YES	Overall Response According to Combined RECIST v1.1 + GCIG Criteria	Baseline and up to 15 months	
COHORT	NCT03776812	ctg_results_bor_2018_2021	215	178	ACTUAL	NO								11	Arm B: Intermittent Relacorilant Dosing	60	COMPONENT_KEPT	YES	Overall Response According to Combined RECIST v1.1 + GCIG Criteria	Baseline and up to 15 months	
COHORT	NCT03776812	ctg_results_bor_2018_2021	215	178	ACTUAL	NO								11	Arm C: Nab-paclitaxel Comparator	60	COMPONENT_KEPT	YES	Overall Response According to Combined RECIST v1.1 + GCIG Criteria	Baseline and up to 15 months	
TRIAL	NCT03778229	ctg_placebo_onc_2018_2021	63	367	ACTUAL	NO	6	642	275	DUPLICATE_TITLE_VARIANT+NESTED_SUBSET	YES	366	om15 OG000-OG002 (196+101+44) + om9 OG001 (25)								"om1 ""Savo 300 mg QD + Osi"" and om15 ""300 mg QD + Osi"" are the same 196 patients under two labels. om0 ""Savo 300 mg BID + Osi"" n=80 is the FISH-selected target population inside the 101-patient BID safety analysis set (om15)."
COHORT	NCT03778229	ctg_placebo_onc_2018_2021	63	367	ACTUAL	NO								0	Savo 300 mg BID + Osi	80	NESTED_SUBSET	NO	Objective Response Rate (ORR) by Investigator Assessment; Target Population Analysis Set	Time from randomization/first dose of study treatment to progression or last evaluable assessment in the absence of progressionuntil the end of the study, or an approximate maximum of 5.6 years.	
COHORT	NCT03778229	ctg_placebo_onc_2018_2021	63	367	ACTUAL	NO								1	Savo 300 mg QD + Osi	196	DUPLICATE_TITLE_VARIANT	NO	Objective Response Rate (ORR) by Investigator Assessment; 300 mg QD Safety Analysis Set	Time from randomization/first dose of study treatment to progression or last evaluable assessment in the absence of progression until the end of the study, or an approximate maximum of 5.6 years.	
COHORT	NCT03778229	ctg_placebo_onc_2018_2021	63	367	ACTUAL	NO								9	Savo 300 mg BID Monotherapy	25	COMPONENT_KEPT	YES	Objective Response Rate (ORR) by BICR Assessment; Contribution of Components Analysis Set	Time from randomization/first dose of study treatment to progression or last evaluable assessment in the absence of progressionuntil the end of the study, or an approximate maximum of 5.6 years.	
COHORT	NCT03778229	ctg_placebo_onc_2018_2021	63	367	ACTUAL	NO								15	300 mg BID + Osi	101	COMPONENT_KEPT	YES	Objective Response Rate (ORR) by BICR Assessment; Safety Analysis Set	Time from randomization/first dose of study treatment to progression or last evaluable assessment in the absence of progressionuntil the end of the study, or an approximate maximum of 5.6 years.	
COHORT	NCT03778229	ctg_placebo_onc_2018_2021	63	367	ACTUAL	NO								15	300 mg QD + Osi	196	COMPONENT_KEPT	YES	Objective Response Rate (ORR) by BICR Assessment; Safety Analysis Set	Time from randomization/first dose of study treatment to progression or last evaluable assessment in the absence of progressionuntil the end of the study, or an approximate maximum of 5.6 years.	
