nct	om_title	group_title	n_arms_registered	v1_arm_link_state	v1_arm_link_evidence_code	v1_confirmed_registry_arm_label	v1_control_status	v2_arm_link_state	v2_arm_link_relation	v2_bound_arm_label	v2_bound_arm_registered_type_verbatim	v2_n_candidate_arms	v2_comparator_role	v2_registry_type_statement	v2_registry_type_statement_assumption	v2_leaf_claim_state	v2_leaf_claim_verification	v2_arm_link_source_locator	change_arm_link	change_comparator_class
NCT02593786	Best Overall Response (BOR)	Cohort C: Nivolumab 360 mg Q3W	2	UNRESOLVED	LEAF_ARMS_MUTUALLY_INDISTINGUISHABLE		UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	NO_EXACT_SOURCE_RELATION_IN_THIS_CACHE			0	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_CLAIMS_NO_ARM	NOT_VERIFIABLE_IN_THIS_CACHE	protocolSection.armsInterventionsModule.armGroups[*].label/.description compared to groups[*].title/.description; no equality holds	UNRESOLVED -> UNKNOWN_IN_THIS_CACHE	UNCHANGED_CLASS:UNKNOWN
NCT02593786	Best Overall Response (BOR)	Cohort D: Nivolumab 480 mg Q4W	2	UNRESOLVED	LEAF_ARMS_MUTUALLY_INDISTINGUISHABLE		UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	NO_EXACT_SOURCE_RELATION_IN_THIS_CACHE			0	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_CLAIMS_NO_ARM	NOT_VERIFIABLE_IN_THIS_CACHE	protocolSection.armsInterventionsModule.armGroups[*].label/.description compared to groups[*].title/.description; no equality holds	UNRESOLVED -> UNKNOWN_IN_THIS_CACHE	UNCHANGED_CLASS:UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Dose Ranging Part: MBG453 1200mg Q4W	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Dose Ranging Part: MBG453 Q4W	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 33; candidate protocolSection.armsInterventionsModule.armGroups[7].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Dose Ranging Part: MBG453 240mg Q4W	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Dose Ranging Part: MBG453 Q4W	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 32; candidate protocolSection.armsInterventionsModule.armGroups[7].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Dose Ranging Part: MBG453 80mg Q4W	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Dose Ranging Part: MBG453 Q4W	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 31; candidate protocolSection.armsInterventionsModule.armGroups[7].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 1200mg Q2W Japan	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase I Dose escalation: MBG453 Q2W Japan	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 13; candidate protocolSection.armsInterventionsModule.armGroups[1].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 1200mg Q2W ROW	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase I Dose escalation: MBG453 Q2W ROW	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 9; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 1200mg Q4W Japan	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase I Dose escalation: MBG453 Q4W Japan	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 17; candidate protocolSection.armsInterventionsModule.armGroups[3].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 1200mg Q4W ROW	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase I Dose escalation: MBG453 Q4W ROW	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 16; candidate protocolSection.armsInterventionsModule.armGroups[2].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 240mg Q2W Japan	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase I Dose escalation: MBG453 Q2W Japan	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 11; candidate protocolSection.armsInterventionsModule.armGroups[1].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 240mg Q2W ROW	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase I Dose escalation: MBG453 Q2W ROW	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 7; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 240mg Q4W ROW	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase I Dose escalation: MBG453 Q4W ROW	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 14; candidate protocolSection.armsInterventionsModule.armGroups[2].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 800mg Q2W Japan	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase I Dose escalation: MBG453 Q2W Japan	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 12; candidate protocolSection.armsInterventionsModule.armGroups[1].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 800mg Q2W ROW	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase I Dose escalation: MBG453 Q2W ROW	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 8; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 800mg Q4W ROW	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase I Dose escalation: MBG453 Q4W ROW	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 15; candidate protocolSection.armsInterventionsModule.armGroups[2].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 80mg Q2W Japan	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase I Dose escalation: MBG453 Q2W Japan	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 10; candidate protocolSection.armsInterventionsModule.armGroups[1].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase I Dose Escalation: MBG453 80mg Q2W ROW	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase I Dose escalation: MBG453 Q2W ROW	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 6; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase II: MBG453 + PDR001 Melanoma	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase II: MBG453 + PDR001	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 35; candidate protocolSection.armsInterventionsModule.armGroups[8].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase II: MBG453 + PDR001 NSCLC	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase II: MBG453 + PDR001	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 34; candidate protocolSection.armsInterventionsModule.armGroups[8].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 1200mg Q4W + PDR001 400mg Q4W	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 30; candidate protocolSection.armsInterventionsModule.armGroups[5].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 20mg Q2W + PDR001 80mg Q2W	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 18; candidate protocolSection.armsInterventionsModule.armGroups[4].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 240mg Q2W + PDR001 240mg Q2W	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 21; candidate protocolSection.armsInterventionsModule.armGroups[4].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 240mg Q2W + PDR001 80mg Q2W	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 20; candidate protocolSection.armsInterventionsModule.armGroups[4].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 240mg Q4W + PDR001 240mg Q4W	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 27; candidate protocolSection.armsInterventionsModule.armGroups[5].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 240mg Q4W + PDR001 400mg Q4W	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 28; candidate protocolSection.armsInterventionsModule.armGroups[5].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 240mg Q4W + PDR001 80mg Q4W	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase Ib Dose Escalation: MBG453 Q4W + PDR001 Q4W	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 26; candidate protocolSection.armsInterventionsModule.armGroups[5].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 240mg Q2W	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 23; candidate protocolSection.armsInterventionsModule.armGroups[4].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02608268	Best Overall Response (BOR) Per RECIST v1.1	Phase Ib Dose Escalation: MBG453 800mg Q2W + PDR001 80mg Q2W	10	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Phase Ib Dose Escalation: MBG453 Q2W + PDR001 Q2W	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group2.tsv:line 22; candidate protocolSection.armsInterventionsModule.armGroups[4].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
