cohort_key	nct	results_group_title_norm	n_observations	observation_ids	om_indices	encoding_identity_status	distinguishing_field_classes	distinction_basis	semantic_duplication_status	semantic_correspondence_evidence	v1_duplicate_encoding_candidate	v1_unresolved_states	v2_unresolved_states	selection_status	resolution_note
NCT02124772||part d - lgg	NCT02124772	part d - lgg	3	NCT02124772#om10#OG011|NCT02124772#om11#OG011|NCT02124772#om12#OG011	10|11|12	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS|UNIT_OF_MEASURE_TEXT|PARAM_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02125461||durvalumab (medi4736)	NCT02125461	durvalumab (medi4736)	1	NCT02125461#om2#OG000	2	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02125461||placebo	NCT02125461	placebo	1	NCT02125461#om2#OG001	2	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02128958||cf102	NCT02128958	cf102	2	NCT02128958#om3#OG000|NCT02128958#om4#OG000	3|4	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS	TEXT_DERIVED_ONLY	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|SEMANTIC_DUPLICATION_UNRESOLVED|DISTINCTION_IS_TEXT_DERIVED_ONLY	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02128958||placebo tablets of cf102	NCT02128958	placebo tablets of cf102	2	NCT02128958#om3#OG001|NCT02128958#om4#OG001	3|4	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS	TEXT_DERIVED_ONLY	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|SEMANTIC_DUPLICATION_UNRESOLVED|DISTINCTION_IS_TEXT_DERIVED_ONLY	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02129556||phase ib	NCT02129556	phase ib	2	NCT02129556#om1#OG000|NCT02129556#om4#OG000	1|4	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|CRITERIA_VERSION_TOKENS|OUTCOME_MEASURE_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02129556||phase ii pd-l1+	NCT02129556	phase ii pd-l1+	2	NCT02129556#om1#OG001|NCT02129556#om4#OG001	1|4	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|CRITERIA_VERSION_TOKENS|OUTCOME_MEASURE_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02129556||phase ii pd-l1-	NCT02129556	phase ii pd-l1-	2	NCT02129556#om1#OG002|NCT02129556#om4#OG002	1|4	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|CRITERIA_VERSION_TOKENS|OUTCOME_MEASURE_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02130466||part 1:pembrolizumab 2 mg/kg+dabrafenib150 mg+trametinib 2 mg	NCT02130466	part 1:pembrolizumab 2 mg/kg+dabrafenib150 mg+trametinib 2 mg	1	NCT02130466#om6#OG000	6	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02130466||part 2:pembrolizumab 2 mg/kg+dabrafenib 150 mg+trametinib 2 mg	NCT02130466	part 2:pembrolizumab 2 mg/kg+dabrafenib 150 mg+trametinib 2 mg	1	NCT02130466#om7#OG000	7	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02130466||part 2:pembrolizumab 2 mg/kg+trametinib 1.5 mg	NCT02130466	part 2:pembrolizumab 2 mg/kg+trametinib 1.5 mg	1	NCT02130466#om1#OG000	1	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02130466||part 3:pembrolizumab 2 mg/kg+dabrafenib 150 mg+trametinib 2 mg	NCT02130466	part 3:pembrolizumab 2 mg/kg+dabrafenib 150 mg+trametinib 2 mg	1	NCT02130466#om8#OG000	8	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02130466||part 3:placebo+dabrafenib 150 mg+trametinib 2 mg	NCT02130466	part 3:placebo+dabrafenib 150 mg+trametinib 2 mg	1	NCT02130466#om8#OG001	8	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02130466||part 5:2 weeks tra 1.5mg; pembrolizumab+tra 1.5mg	NCT02130466	part 5:2 weeks tra 1.5mg; pembrolizumab+tra 1.5mg	1	NCT02130466#om2#OG000	2	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02130466||part 5:2 weeks tra 2mg; pembrolizumab+tra 2mg intermittent	NCT02130466	part 5:2 weeks tra 2mg; pembrolizumab+tra 2mg intermittent	1	NCT02130466#om2#OG001	2	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02132598||cabozantinib (xl184)	NCT02132598	cabozantinib (xl184)	2	NCT02132598#om0#OG000|NCT02132598#om1#OG000	0|1	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|POPULATION_DESCRIPTION_TEXT|UNIT_OF_MEASURE_TEXT|PARAM_TYPE|PARTICIPANTS_DENOMINATOR_VALUE|OUTCOME_MEASURE_TYPE|DENOMINATOR_STATE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02134015||patritumab + erlotinib	NCT02134015	patritumab + erlotinib	2	NCT02134015#om6#OG001|NCT02134015#om7#OG001	6|7	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|PARTICIPANTS_DENOMINATOR_VALUE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_DENOMINATORS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_DENOMINATORS|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02134015||placebo + erlotinib	NCT02134015	placebo + erlotinib	2	NCT02134015#om6#OG000|NCT02134015#om7#OG000	6|7	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|PARTICIPANTS_DENOMINATOR_VALUE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_DENOMINATORS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_DENOMINATORS|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02137837||arm 1: fulvestrant + everolimus placebo + anastrozole placebo	NCT02137837	arm 1: fulvestrant + everolimus placebo + anastrozole placebo	2	NCT02137837#om5#OG000|NCT02137837#om6#OG000	5|6	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS|POPULATION_DESCRIPTION_TEXT|PARTICIPANTS_DENOMINATOR_VALUE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02137837||arm 2: fulvestrant + everolimus + anastrozole placebo	NCT02137837	arm 2: fulvestrant + everolimus + anastrozole placebo	2	NCT02137837#om5#OG001|NCT02137837#om6#OG001	5|6	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS|POPULATION_DESCRIPTION_TEXT|PARTICIPANTS_DENOMINATOR_VALUE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02137837||arm 3: fulvestrant + everolimus + anastrozole	NCT02137837	arm 3: fulvestrant + everolimus + anastrozole	2	NCT02137837#om5#OG002|NCT02137837#om6#OG002	5|6	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS|POPULATION_DESCRIPTION_TEXT|PARTICIPANTS_DENOMINATOR_VALUE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02138786||selinexor	NCT02138786	selinexor	2	NCT02138786#om0#OG000|NCT02138786#om6#OG000	0|6	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|ENDPOINT_CONSTRUCT_TOKENS|OUTCOME_MEASURE_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02146833||arm 1: selinexor	NCT02146833	arm 1: selinexor	2	NCT02146833#om2#OG000|NCT02146833#om5#OG000	2|5	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|ASSESSMENT_CRITERIA_TOKENS|CRITERIA_VERSION_TOKENS|POPULATION_DESCRIPTION_TEXT|UNIT_OF_MEASURE_TEXT|PARAM_TYPE|PARTICIPANTS_DENOMINATOR_VALUE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02150967||cohort 1: fgfr2 fusion/rearrangements	NCT02150967	cohort 1: fgfr2 fusion/rearrangements	4	NCT02150967#om1#OG000|NCT02150967#om2#OG000|NCT02150967#om3#OG000|NCT02150967#om9#OG000	1|2|3|9	NON_IDENTICAL_ENCODING_ON_PRESERVED_FIELDS	MEASURE_TITLE|TIME_FRAME_TEXT|ENDPOINT_CONSTRUCT_TOKENS|POPULATION_DESCRIPTION_TEXT|UNIT_OF_MEASURE_TEXT|PARAM_TYPE|PARTICIPANTS_DENOMINATOR_VALUE|OUTCOME_MEASURE_TYPE	INCLUDES_STRUCTURED_FIELD	UNRESOLVED__SEMANTIC_CORRESPONDENCE_NOT_ESTABLISHED	The preserved fields differ, which establishes only that the encodings are not identical. Whether these are the same measurement on the same patients, or different ones, is NOT established by the source and is not decided here.	False	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT|UNRESOLVED_MULTIPLE_OUTCOME_TYPES|SEMANTIC_DUPLICATION_UNRESOLVED	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02150967||cohort 1: fgfr2 fusions	NCT02150967	cohort 1: fgfr2 fusions	1	NCT02150967#om0#OG000	0	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02151149||arm a: nab-paclitaxel and carboplatin (21-day treatment cylce)	NCT02151149	arm a: nab-paclitaxel and carboplatin (21-day treatment cylce)	1	NCT02151149#om9#OG000	9	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02151149||arm b: nab-paclitaxel and carboplatin (28-day treatment cycle)	NCT02151149	arm b: nab-paclitaxel and carboplatin (28-day treatment cycle)	1	NCT02151149#om9#OG001	9	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02151903||di-leu16-il2 1.0 mg/m^2	NCT02151903	di-leu16-il2 1.0 mg/m^2	1	NCT02151903#om0#OG000	0	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
NCT02151903||di-leu16-il2 2.0 mg/m^2	NCT02151903	di-leu16-il2 2.0 mg/m^2	1	NCT02151903#om0#OG001	0	SINGLE_OBSERVATION__NO_COMPARISON_MADE	NONE	NONE	NOT_APPLICABLE__SINGLE_OBSERVATION	No competing observation in this cohort key.	False	SINGLE_OBSERVATION	SINGLE_OBSERVATION	NOT_SELECTED_BY_DESIGN	No preferred endpoint, criteria version, time point, population or selection rule is introduced by this repair. Nothing is normalised and nothing is merged.
