source_row,cas,source_name,cell_viability_percent,reported_sd_percent,mean_midrank,mean_plus_sd,mean_plus_sd_midrank,rank_denominator,role,active_moiety,chemical_family,reported_ic50_nM,ic50_source_name,catalogue_source_row,catalogue_id,catalogue_source_name,source_target,source_pathway,provider
211,1802220-02-5,TPX-0005,48.485329248708254,6.1908550205391935,44.0,54.67618426924745,43.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,211,S8583,TPX-0005,"Src,ALK",Protein Tyrosine Kinase,Selleck  Chemicals
212,114899-77-3,Trabectedin,8.14433001457546,16.326325629386496,9.0,24.470655643961955,16.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,177.0,Trabectedin,212,HY-50936 ,Trabectedin,DNA alkylator,DNA Damage,MedChemExpress
213,1187431-43-1,Trametinib DMSO solvate,45.19814959178481,10.939003413873039,38.0,56.13715300565785,46.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,213,S4484,Trametinib DMSO solvate,MEK,MAPK,Selleck  Chemicals
214,56124-62-0,Valrubicin,69.26760952414652,21.45797831602808,113.0,90.7255878401746,132.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,214,S9522,Valrubicin,PKC,TGF-beta/Smad,Selleck  Chemicals
215,443913-73-3,Vandetanib (ZD6474),92.5335366514825,16.43589828461726,159.0,108.96943493609976,160.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,215,S1046,Vandetanib (ZD6474),VEGFR,Protein Tyrosine Kinase,Selleck  Chemicals
216,918504-65-1,"Vemurafenib (PLX4032, RG7204)",143.74880896421172,1.8091039599557917,211.0,145.5579129241675,200.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,216,S1267,"Vemurafenib (PLX4032, RG7204)",Raf,MAPK,Selleck  Chemicals
217,1257044-40-8,"Venetoclax (ABT-199, GDC-0199)",79.54917700663486,9.204103039385735,136.0,88.75328004602059,127.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,217,S8048,"Venetoclax (ABT-199, GDC-0199)",Bcl-2,Apoptosis,Selleck  Chemicals
218,143-67-9,Vinblastine sulfate,63.883983585938765,13.415827118773295,93.0,77.29981070471206,104.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,218,S4505,Vinblastine sulfate,"Microtubule Associated,AChR",Cytoskeletal Signaling,Selleck  Chemicals
219,2068-78-2,Vincristine sulfate,48.78101457192584,0.8334074422268216,45.0,49.61442201415266,39.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,219,S1241,Vincristine sulfate,"Autophagy,Microtubule Associated",Cytoskeletal Signaling,Selleck  Chemicals
220,125317-39-7,Vinorelbine Tartrate,63.558751413362444,6.707913559386656,90.0,70.2666649727491,80.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,220,S4269,Vinorelbine Tartrate,Microtubule Associated,Cytoskeletal Signaling,Selleck  Chemicals
221,879085-55-9,Vismodegib (GDC-0449),80.47082438733116,37.157775716844746,138.0,117.62860010417592,170.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,221,S1082,Vismodegib (GDC-0449),Hedgehog/Smoothened,Stem Cells &  Wnt,Selleck  Chemicals
222,149647-78-9,"Vorinostat (SAHA, MK0683)",41.76819585074891,6.423335408382317,37.0,48.191531259131224,38.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,222,S1047,"Vorinostat (SAHA, MK0683)","Autophagy,HDAC",Epigenetics,Selleck  Chemicals
223,1691249-45-2,Zanubrutinib (BGB-3111),101.26282485153479,22.40760799469488,173.0,123.67043284622967,178.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,223,S8791,Zanubrutinib (BGB-3111),BTK,Protein Tyrosine Kinase,Selleck  Chemicals
224,118072-93-8,Zoledronic Acid,58.803420949606874,15.723676025617143,77.0,74.52709697522401,93.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,224,S1314,Zoledronic Acid,Ras,Cell Cycle,Selleck  Chemicals
