^SAMPLE = GSM281777
!Sample_title = 293-tet-On-EWS/NOR1 without doxycycline
!Sample_geo_accession = GSM281777
!Sample_status = Public on Dec 10 2008
!Sample_submission_date = Apr 16 2008
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = 293-tet-On-EWS/NOR1 cells, doxycycline untreated
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 293-tet-On-EWS/NOR1 cells were cultured without doxycycline for 24 hours.
!Sample_treatment_protocol_ch1 = without doxycycline
!Sample_growth_protocol_ch1 = DMEM supplemented with 10% FCS
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy mini column 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = in vitro transcription, Affymetrix protocol
!Sample_hyb_protocol = Labeled cRNA was hybridized with the array in the hybridization buffer for 16 hours.
!Sample_scan_protocol = GCOS (GeneChip operating software)
!Sample_description = To identify genes affected by EWS/NOR1 overexpression, we compared expression profiles between EWS/NOR1-induced 293-tet-On cells and its control cells.
!Sample_data_processing = GCOS (GeneChip operating software)
!Sample_platform_id = GPL570
!Sample_contact_name = Naganari,,Ohkura
!Sample_contact_email = nohkura@ncc.go.jp
!Sample_contact_phone = +81-3-3542-2511
!Sample_contact_fax = +81-3-3542-8170
!Sample_contact_department = Tumor Endocrinology Project
!Sample_contact_institute = National Cancer Center Research Institute
!Sample_contact_address = 5-1-1, Tsukiji, Chuo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 104-0045
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM281nnn/GSM281777/suppl/GSM281777.CEL.gz
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE11185
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = EWS/NOR1 without doxycycline
#ABS_CALL = 
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
226217_at	387.3	P	0.000244
226218_at	6.6	A	0.432373
226219_at	7	A	0.19458
226220_at	127.5	P	0.000244
226221_at	154.4	P	0.000244
226222_at	146.4	P	0.001221
226223_at	1091.6	P	0.000244
226224_at	315	P	0.000244
226225_at	624.4	P	0.000244
226226_at	44.8	P	0.010742
226227_x_at	1120	P	0.000244
226228_at	7.8	A	0.171387
226229_s_at	137.9	A	0.067627
226230_at	260.2	P	0.000244
226231_at	235.4	P	0.000244
226232_at	46.5	P	0.037598
226233_at	691.3	P	0.000732
226234_at	57.8	P	0.001221
226235_at	309.4	P	0.000244
226236_at	1397.5	P	0.000244
226237_at	2.1	A	0.696289
226238_at	151	P	0.000244
226239_at	39.6	P	0.030273
226240_at	93	P	0.000244
226241_s_at	904	P	0.000244
226242_at	1426.2	P	0.000244
226243_at	1335.1	P	0.000244
226244_at	4.6	A	0.533936
226245_at	175.6	P	0.000244
226246_at	133.1	P	0.010742
226247_at	679.7	P	0.000244
226248_s_at	1.6	A	0.80542
226249_at	335.9	P	0.000244
226250_at	36.4	A	0.067627
226251_at	288.3	P	0.000244
226252_at	24.3	P	0.023926
226253_at	42.2	A	0.219482
226254_s_at	1302.2	P	0.000244
226255_at	1397.1	P	0.000244
226256_at	1.3	A	0.466064
226257_x_at	847	P	0.000244
226258_at	68.8	P	0.000732
226259_at	667.9	P	0.000244
226260_x_at	45.2	P	0.00415
226261_at	137.8	P	0.000732
226262_at	627.4	P	0.000244
226263_at	465.5	P	0.000244
226264_at	100.3	P	0.001953
226265_at	1227.6	P	0.000244
226266_at	10.7	A	0.219482
226267_at	11.9	A	0.095215
226268_at	177.6	P	0.000244
226269_at	258	P	0.000244
226270_at	234.2	P	0.000732
226271_at	142.2	P	0.000244
226272_at	314.2	P	0.000244
226273_at	41.4	P	0.000244
226274_at	107.8	P	0.000244
226275_at	105.7	P	0.000244
226276_at	1624	P	0.000244
226277_at	282.6	P	0.000732
226278_at	240.3	P	0.000244
226279_at	407.9	P	0.000244
226280_at	218.4	P	0.000732
226281_at	51	P	0.000732
226282_at	450.9	P	0.000732
226283_at	397.2	P	0.000732
226284_at	302.1	P	0.000244
226285_at	314.7	P	0.000244
226286_at	36.8	A	0.303711
226287_at	397	P	0.000244
226288_s_at	49.3	P	0.030273
226289_at	159.5	P	0.000732
226290_at	1159.9	P	0.000244
226291_at	328.5	P	0.000732
226292_at	18.2	A	0.27417
226293_at	221.2	P	0.000244
226294_x_at	497.8	P	0.000244
226295_at	52.2	A	0.246094
226296_s_at	2858.4	P	0.000244
226297_at	511.9	P	0.000244
226298_at	184.3	P	0.000244
226299_at	151.8	P	0.00293
226300_at	270.4	P	0.000244
226301_at	723.4	P	0.000244
226302_at	63.9	P	0.000244
226303_at	13	A	0.219482
226304_at	2.1	A	0.432373
226305_at	4.5	A	0.466064
226306_at	51.4	P	0.030273
226307_at	128.7	P	0.030273
226308_at	207	P	0.000244
226309_at	58.4	P	0.000732
226310_at	298.5	P	0.000244
226311_at	1.3	A	0.780518
226312_at	772.8	P	0.000244
226313_at	131.2	P	0.00415
226314_at	155.8	P	0.000732
226315_at	443.5	P	0.000244
226316_at	156.5	P	0.000244
226317_at	496.8	P	0.000244
226318_at	40.2	P	0.00415
226319_s_at	2170.5	P	0.000244
226320_at	1460	P	0.000244
226321_at	556.5	P	0.000732
226322_at	264.9	P	0.000244
226323_at	370.5	P	0.000244
226324_s_at	72.9	P	0.030273
226325_at	22.1	A	0.149658
226326_at	447.7	P	0.000244
226327_at	895.8	P	0.000244
226328_at	40.8	A	0.366211
226329_s_at	455.4	P	0.000244
226330_s_at	315	P	0.000244
226331_at	345.5	P	0.000244
226332_at	810.2	P	0.000244
226333_at	192	P	0.000244
226334_s_at	91.2	P	0.000244
226335_at	389.1	P	0.000244
226336_at	882.9	P	0.000244
226337_at	215.4	P	0.000732
226338_at	79.3	P	0.000732
226339_at	1560.7	P	0.000732
226340_x_at	279.7	P	0.000732
226341_at	177.1	P	0.000244
226342_at	202	P	0.00293
226343_at	392.6	P	0.000244
226344_at	8.7	A	0.111572
226345_at	1665.7	P	0.000244
226346_at	70.1	P	0.005859
226347_at	258.8	P	0.000244
226348_at	99.5	P	0.000244
226349_at	380.2	P	0.000244
226350_at	1073	P	0.000244
226351_at	218.3	P	0.000244
226352_at	843.5	P	0.000244
226353_at	586.6	P	0.000244
226354_at	151.2	P	0.018555
226355_at	143.9	P	0.010742
226356_at	107.5	P	0.001953
226357_at	342.6	P	0.005859
226358_at	112.7	P	0.000732
226359_at	50.7	P	0.018555
226360_at	376.7	P	0.000244
226361_at	162.8	P	0.000244
226362_at	36	P	0.000244
226363_at	65.8	P	0.018555
226364_at	187.8	P	0.000244
226365_at	48.2	P	0.00293
226366_at	394.6	P	0.000244
226367_at	30.2	A	0.149658
226368_at	61	P	0.001953
226369_at	44.4	M	0.056152
226370_at	2801.4	P	0.000244
226371_at	285	P	0.000244
226372_at	58.2	P	0.000244
226373_at	82.4	A	0.129639
226374_at	596.7	P	0.000244
226375_at	241.5	P	0.000732
226376_at	57.8	P	0.037598
226377_at	48.9	P	0.005859
226378_s_at	202	P	0.000244
226379_s_at	39.6	P	0.01416
226380_at	127.6	P	0.000244
226381_at	392.6	P	0.000244
226382_at	115.4	P	0.000244
226383_at	239.9	P	0.00293
226384_at	41	P	0.000244
226385_s_at	2705.7	P	0.000244
226386_at	1457.2	P	0.000244
226387_at	288.5	P	0.000244
226388_at	16.6	A	0.080566
226389_s_at	123.5	P	0.018555
226390_at	607.1	P	0.000244
226391_at	166.8	P	0.000244
226392_at	209	P	0.000244
226393_at	110.2	P	0.000244
226394_at	429.3	P	0.000244
226395_at	176.8	P	0.000244
226396_at	30.7	A	0.080566
226397_s_at	45.5	P	0.00415
226398_s_at	755.8	P	0.000244
226399_at	279.2	P	0.000244
226400_at	1180.7	P	0.000244
226401_at	4.2	A	0.904785
226402_at	136.2	P	0.000244
226403_at	4	A	0.567627
226404_at	13.5	P	0.030273
226405_s_at	145.7	P	0.000244
226406_at	1251.8	P	0.000244
226407_at	34.4	P	0.00293
226408_at	96.4	P	0.001953
226409_at	200.5	P	0.000244
226410_at	158.8	P	0.018555
226411_at	36.3	P	0.046143
226412_at	99.6	P	0.001953
226413_at	390.5	P	0.000244
226414_s_at	2527.7	P	0.000244
226415_at	11.4	A	0.533936
226416_at	190.5	P	0.000244
226417_at	6.3	A	0.366211
226418_at	85	P	0.000732
226419_s_at	309.7	P	0.000244
226420_at	260.1	P	0.000244
226421_at	591.3	P	0.000244
226422_at	1666.6	P	0.000244
226423_at	84.1	A	0.171387
226424_at	0.5	A	0.334473
226425_at	223.2	P	0.000244
226426_at	380.9	P	0.000244
226427_s_at	0.5	A	0.919434
226428_at	257	P	0.000244
226429_at	87.1	P	0.000732
226430_at	614.5	P	0.000244
226431_at	252.7	P	0.000244
226432_at	600.9	P	0.000244
226433_at	69.4	P	0.00293
226434_at	314	P	0.00415
226435_at	77.4	P	0.000244
226436_at	3.2	A	0.533936
226437_at	468.8	P	0.000732
226438_at	176.5	P	0.000244
226439_s_at	161.9	P	0.000732
226440_at	180.1	P	0.000244
226441_at	81.4	P	0.001221
226442_at	9.5	A	0.27417
226443_at	219.4	P	0.00293
226444_at	6.2	A	0.303711
226445_s_at	281.3	P	0.000244
226446_at	111.2	P	0.001953
226447_at	280	P	0.000244
226448_at	343.6	P	0.000244
226449_at	323.6	P	0.000732
226450_at	93.5	P	0.008057
226451_at	175.5	P	0.000244
226452_at	303.7	P	0.000244
226453_at	381.4	P	0.000244
226454_at	101	P	0.005859
226455_at	80.5	P	0.000732
226456_at	531.5	P	0.000244
226457_at	157.2	P	0.000244
226458_at	364.8	P	0.000244
226459_at	110	P	0.008057
226460_at	288.8	P	0.000244
226461_at	85	P	0.000732
226462_at	84.5	P	0.010742
226463_at	321.1	P	0.000732
226464_at	538.2	P	0.000244
226465_s_at	2126.5	P	0.000244
226466_s_at	330.6	P	0.000244
226467_at	190	P	0.023926
226468_at	130.8	P	0.008057
226469_s_at	16.2	A	0.219482
226470_at	29.4	P	0.030273
226471_at	3.1	A	0.780518
226472_at	684.8	P	0.000244
226473_at	175.9	P	0.000244
226474_at	57.4	A	0.080566
226475_at	85.6	P	0.000244
226476_s_at	81.9	P	0.001953
226477_at	160.3	P	0.00415
226478_at	139.8	P	0.000244
226479_at	456	P	0.000244
226480_at	190.9	P	0.000244
226481_at	378.1	P	0.000244
226482_s_at	537.1	P	0.000244
226483_at	133.7	P	0.000244
226484_at	35.5	M	0.056152
226485_at	103.1	P	0.000732
226486_at	96.5	P	0.010742
226487_at	28	P	0.000244
226488_at	637.2	P	0.000732
226489_at	67.7	P	0.008057
226490_at	186.8	P	0.000244
226491_x_at	30.4	A	0.067627
226492_at	75.3	P	0.000244
226493_at	212.9	P	0.000244
226494_at	23.4	A	0.067627
226495_at	128.1	P	0.008057
226496_at	563.3	P	0.000244
226497_s_at	29.8	P	0.000244
226498_at	21.5	P	0.008057
226499_at	443.5	P	0.000244
226500_at	83	P	0.018555
226501_at	432.6	P	0.000244
226502_at	513.9	P	0.000244
226503_at	618.1	P	0.000244
226504_at	12.3	A	0.077148
226505_x_at	531.6	P	0.000244
226506_at	72.7	P	0.001953
226507_at	226.3	P	0.000732
226508_at	239.4	P	0.000244
226509_at	108.4	P	0.005859
226510_at	356.1	P	0.000244
226511_at	290.3	P	0.000244
226512_at	117.6	P	0.000244
226513_at	379.4	P	0.000244
226514_at	130	P	0.001953
226515_at	400.5	P	0.000244
226516_at	81.1	A	0.080566
226517_at	1130.4	P	0.000244
226518_at	365.1	P	0.001953
226519_s_at	56.9	P	0.001221
226520_at	467.3	P	0.000244
226521_s_at	67.4	P	0.000244
226522_at	13.2	A	0.334473
226523_at	5.9	A	0.567627
226524_at	305.1	P	0.001953
226525_at	223.2	P	0.000732
226526_s_at	4.2	A	0.45752
226527_at	209.2	P	0.00293
226528_at	379.1	P	0.000244
226529_at	429.3	P	0.000244
226530_at	25	A	0.246094
226531_at	126.2	P	0.030273
226532_at	447	P	0.000732
226533_at	196	P	0.000244
226534_at	378.2	P	0.000244
226535_at	4.1	A	0.366211
226536_at	397.1	P	0.000244
226537_at	204	P	0.000732
226538_at	631.7	P	0.000244
226539_s_at	138.7	P	0.001221
226540_at	24.6	A	0.533936
226541_at	610.6	P	0.000244
226542_at	50.7	P	0.005859
226543_at	147.7	P	0.000732
226544_x_at	584.3	P	0.000244
226545_at	566.3	P	0.000244
226546_at	223.1	P	0.001221
226547_at	556.6	P	0.000244
226548_at	48.8	P	0.010742
226549_at	27.1	A	0.080566
226550_at	147.9	P	0.000244
226551_at	137.1	P	0.000732
226552_at	27.6	A	0.334473
226553_at	10.3	A	0.633789
226554_at	230.5	P	0.00415
226555_at	134.8	P	0.000732
226556_at	433.5	P	0.000244
226557_at	237.5	P	0.000244
226558_at	181.5	P	0.000244
226559_at	21.1	A	0.19458
226560_at	382.8	P	0.000244
226561_at	212	P	0.000244
226562_at	191.2	P	0.000244
226563_at	258.5	P	0.000244
226564_at	44.5	P	0.018555
226565_at	677.6	P	0.000244
226566_at	310.7	P	0.000244
226567_at	912.4	P	0.000244
226568_at	218.7	P	0.000244
226569_s_at	45.8	P	0.008057
226570_at	50.8	P	0.000732
226571_s_at	86.4	P	0.018555
226572_at	194.2	P	0.001953
226573_at	18.3	A	0.219482
226574_at	718.1	P	0.000244
226575_at	182.5	P	0.000244
226576_at	51.5	P	0.001221
226577_at	108.8	P	0.023926
226578_s_at	4.3	A	0.696289
226579_at	211.8	P	0.001221
226580_at	661.6	P	0.000244
226581_at	626.8	P	0.000244
226582_at	1223.5	P	0.000244
226583_at	104.8	P	0.000244
226584_s_at	12.2	A	0.334473
226585_at	29.9	P	0.046143
226586_at	210	P	0.000732
226587_at	3.9	A	0.295898
226588_at	451.8	P	0.000732
226589_at	121.3	P	0.000732
226590_at	87	P	0.000244
226591_at	0.5	A	0.905029
226592_at	114.4	P	0.00293
226594_at	163.1	P	0.000732
226595_at	1.1	A	0.633789
226596_x_at	360	P	0.000244
226597_at	25.2	A	0.111572
226598_s_at	2.8	A	0.870361
226599_at	56.6	P	0.005859
226600_at	743.9	P	0.000244
226601_at	413.7	P	0.000732
226602_s_at	224.4	P	0.000244
226603_at	23.5	P	0.037598
226604_at	542.2	P	0.000244
226605_at	15.4	A	0.334473
226606_s_at	110.6	P	0.001953
226607_at	116.2	P	0.008057
226608_at	390.6	P	0.000244
226609_at	167	P	0.000732
226610_at	1200.8	P	0.000244
226611_s_at	1285.7	P	0.000244
226612_at	644.5	P	0.000244
226613_at	15.5	A	0.080566
226614_s_at	22.8	A	0.095215
226615_at	48.1	P	0.000244
226616_s_at	1108	P	0.000244
226617_at	504.9	P	0.000244
226618_at	167.8	P	0.030273
226619_at	253.2	P	0.000244
226620_x_at	1754.4	P	0.000244
226621_at	180.2	P	0.001953
226622_at	13.6	A	0.398926
226623_at	50.4	P	0.001953
226624_at	111.4	A	0.129639
226625_at	311.8	P	0.000244
226626_at	1095.7	P	0.000244
226627_at	0.9	A	0.753906
226628_at	339.2	P	0.000244
226629_at	35.7	P	0.010742
226630_at	350.8	P	0.000732
226631_at	168.9	P	0.000244
226632_at	2	A	0.5
226633_at	498.2	P	0.000244
226634_at	61.3	P	0.001953
226635_at	915.2	P	0.000244
226636_at	35.9	P	0.018555
226637_at	22	P	0.010742
226638_at	18.6	A	0.533936
226639_at	261.3	P	0.00293
226640_at	186.5	P	0.001221
226641_at	71.7	P	0.000244
226642_s_at	1675.8	P	0.000244
226643_s_at	116.9	P	0.001953
226644_at	114.7	P	0.005859
226645_at	1	A	0.888428
226646_at	20.5	A	0.27417
226647_at	89.8	P	0.000244
226648_at	249.2	P	0.000244
226649_at	278.9	P	0.000244
226650_at	274.5	P	0.000244
226651_at	373.3	P	0.000244
226652_at	130.2	P	0.001221
226653_at	118.4	P	0.000244
226654_at	7.7	A	0.665527
226655_at	49.4	P	0.023926
226656_at	197.5	P	0.000244
226657_at	137.9	P	0.000244
226658_at	93.4	M	0.056152
226659_at	19.2	A	0.095215
226660_at	782.6	P	0.000244
226661_at	405.5	P	0.000244
226662_at	220	P	0.000244
226663_at	60.8	P	0.000244
226664_at	112.4	P	0.001953
226665_at	42.7	P	0.000244
226666_at	200.6	P	0.000244
226667_x_at	75.3	P	0.005859
226668_at	316.8	P	0.000244
226669_at	330.5	P	0.000244
226670_s_at	65	A	0.067627
226671_at	148.4	P	0.000244
226672_s_at	50.7	P	0.018555
226673_at	38.8	P	0.010742
226674_at	2.9	A	0.601074
226675_s_at	40.9	P	0.000244
226676_at	103.9	P	0.000732
226677_at	98.3	P	0.000244
226678_at	4.3	A	0.828613
226679_at	179.1	P	0.001221
226680_at	343.3	P	0.000244
226681_at	24.9	P	0.00415
226682_at	98.4	P	0.000244
226683_at	455.4	P	0.000244
226684_at	294.2	P	0.000244
226685_at	235.4	P	0.000244
226686_at	368.7	P	0.000244
226687_at	87.1	P	0.000244
226688_at	189.3	P	0.000244
226689_at	506.9	P	0.000244
226690_at	22.1	P	0.037598
226691_at	219	P	0.000732
226692_at	125.1	P	0.000732
226693_at	63.8	P	0.030273
226694_at	613.8	P	0.000244
226695_at	23.7	P	0.046143
226696_at	229.4	P	0.000244
226697_at	20.2	P	0.037598
226698_at	1.1	A	0.753906
226699_at	11.6	A	0.219482
226700_at	45.6	P	0.000732
226701_at	4.5	A	0.533936
226702_at	4.8	A	0.398926
226703_at	72.6	P	0.000244
226704_at	61.9	P	0.000732
226705_at	109.7	P	0.000244
226706_at	21	A	0.067627
226707_at	102.1	A	0.149658
226708_at	3.4	A	0.888428
226709_at	7.4	A	0.466064
226710_at	116.5	P	0.008057
226711_at	409.7	P	0.000244
226712_at	148.4	P	0.000244
226713_at	123.2	P	0.000244
226714_at	216.8	P	0.046143
226715_at	290.5	P	0.000244
226716_at	43.3	P	0.046143
226717_at	24.8	P	0.037598
226718_at	45.3	P	0.001953
226719_at	119.8	P	0.018555
226720_at	369	P	0.000244
226721_at	275.3	P	0.000732
226722_at	22.2	M	0.056152
226723_at	224.1	P	0.000244
226724_s_at	49.3	A	0.095215
226725_at	38.2	P	0.008057
226726_at	274.4	P	0.000732
226727_at	214.4	P	0.001221
226728_at	43.5	M	0.056152
226729_at	150.6	P	0.001953
226730_s_at	190.8	P	0.001221
226731_at	74.7	P	0.001221
226732_at	507.6	P	0.000244
226733_at	37.3	P	0.046143
226734_at	193.6	P	0.000732
226735_at	105.7	P	0.037598
226736_at	177.9	P	0.000244
226737_at	17.2	A	0.219482
226738_at	160.4	P	0.001221
226739_at	186.1	P	0.001221
226740_x_at	1641.8	P	0.000244
226741_at	147.6	P	0.00415
226742_at	367.4	P	0.000244
226743_at	779.2	P	0.000244
226744_at	544	P	0.000244
226745_at	62.9	P	0.001221
226746_s_at	59.7	P	0.023926
226747_at	764	P	0.000244
226748_at	511.9	P	0.000732
226749_at	666.8	P	0.000244
226750_at	252.8	P	0.000244
226751_at	142.1	P	0.001221
226752_at	548.1	P	0.000244
226753_at	272.9	P	0.000244
226754_at	39.2	A	0.171387
226755_at	0.9	A	0.919434
226756_at	85.3	P	0.00293
226757_at	8	A	0.171387
226758_at	363.9	P	0.000244
226759_at	37.2	P	0.001953
226760_at	1714.7	P	0.000244
226761_at	45	P	0.000244
226762_at	98.7	P	0.00415
226763_at	323.2	P	0.000244
226764_at	71.1	P	0.000732
226765_at	262.6	P	0.000732
226766_at	16.7	P	0.01416
226767_s_at	702.3	P	0.000244
226768_at	37.4	A	0.246094
226769_at	32.2	P	0.037598
226770_at	183.4	P	0.000244
226771_at	147.3	P	0.000244
226772_s_at	15.4	A	0.111572
226773_at	203.3	P	0.001221
226774_at	137.1	P	0.005859
226775_at	128.4	P	0.000244
226776_at	50.6	P	0.000244
226777_at	68.9	P	0.000244
226778_at	77.7	P	0.001221
226779_at	578	P	0.000244
226780_s_at	1262.8	P	0.001953
226781_at	861.8	P	0.000244
226782_at	171.3	P	0.000244
226783_at	23.9	A	0.067627
226784_at	549.3	P	0.000244
226785_at	851.5	P	0.000244
226786_at	143.9	P	0.000244
226787_at	77.1	P	0.000244
226788_at	2.2	A	0.633789
226789_at	811.3	P	0.000244
226790_at	239.3	P	0.000244
226791_at	16.4	A	0.19458
226792_s_at	6.8	A	0.665527
226793_at	173.7	P	0.00293
226794_at	170.4	P	0.000244
226795_at	123.7	P	0.00415
226796_at	112.2	P	0.000244
226797_at	387.1	P	0.000244
226798_at	70.5	P	0.00415
226799_at	19.5	A	0.246094
226800_at	237.6	P	0.000244
226801_s_at	1513.8	P	0.000244
226802_s_at	189.7	P	0.000732
226803_at	245.4	P	0.000732
226804_at	1.4	A	0.919434
226805_at	140.1	P	0.000244
226806_s_at	304.2	P	0.001221
226807_at	214.5	P	0.000244
226808_at	19.7	P	0.001221
226809_at	5.5	A	0.432373
226810_at	408.5	P	0.000244
226811_at	117.3	P	0.000244
226812_at	19.8	A	0.129639
226813_at	561.6	P	0.000244
226814_at	24.2	A	0.19458
226815_at	228.4	P	0.000732
226816_s_at	1010.2	P	0.000244
226817_at	1088.9	P	0.000244
226818_at	2.5	A	0.5
226819_at	79.5	P	0.000732
226820_at	188.1	P	0.000244
226821_at	344.3	P	0.000244
226822_at	98.6	P	0.001953
226823_at	531.6	P	0.000244
226824_at	25.6	A	0.171387
226825_s_at	646.4	P	0.000244
226826_at	500.4	P	0.000244
226827_at	10.1	A	0.366211
226828_s_at	36.7	P	0.000732
226829_at	10.5	A	0.111572
226830_x_at	56.1	P	0.000244
226831_at	807	P	0.000244
226832_at	233.5	P	0.000244
226833_at	240.2	P	0.000732
226834_at	151.2	P	0.000244
226835_s_at	1063.4	P	0.000244
226836_at	50.8	P	0.001221
226837_at	206.6	P	0.000732
226838_at	350.3	P	0.001953
226839_at	177.9	P	0.000732
226840_at	35.9	A	0.219482
226841_at	0.4	A	0.780518
226842_at	153.6	P	0.023926
226843_s_at	317.4	P	0.000244
226844_at	182.9	P	0.000244
226845_s_at	1589.8	P	0.000244
226846_at	8.3	A	0.5
226847_at	35.5	P	0.008057
226848_at	50.9	P	0.001221
226849_at	109.6	P	0.000244
226850_at	240.7	P	0.000244
226851_at	976.1	P	0.000244
226852_at	20.5	A	0.246094
226853_at	70.7	P	0.00293
226854_at	93.4	P	0.005859
226855_at	245	P	0.00293
226856_at	10.3	A	0.398926
226857_at	0.9	A	0.870361
226858_at	646.2	P	0.000732
226859_at	184.5	P	0.000244
226860_at	447.2	P	0.000244
226861_at	177.9	P	0.000732
226862_at	43.8	P	0.001221
226863_at	9.1	A	0.246094
226864_at	76	P	0.000244
226865_at	41.5	P	0.00415
226866_at	822.6	P	0.000244
226867_at	497.3	P	0.000244
226868_at	579	P	0.000244
226869_at	0.3	A	0.991943
226870_at	227.9	P	0.000244
226871_s_at	118.4	P	0.001221
226872_at	2	A	0.466064
226873_at	141.6	P	0.000244
226874_at	447	P	0.000244
226875_at	285.2	P	0.000244
226876_at	440.6	P	0.000732
226877_at	19.8	P	0.030273
226878_at	14.4	A	0.334473
226879_at	7.6	A	0.5
226880_at	3539.6	P	0.000244
226881_at	1099.6	P	0.000244
226882_x_at	168.9	P	0.000244
226883_at	1474.4	P	0.000244
226884_at	3.9	A	0.5
226885_at	159.6	P	0.000732
226886_at	323.4	P	0.000244
226887_at	723.1	P	0.000244
226888_at	179.8	P	0.000244
226889_at	346.3	P	0.000732
226890_at	78.7	P	0.000732
226891_at	100.7	P	0.001953
226892_at	244.8	P	0.000732
226893_at	176.3	P	0.000244
226894_at	221.8	P	0.000244
226895_at	184.6	P	0.000244
226896_at	2277.3	P	0.000244
226897_s_at	631.9	P	0.000244
226898_s_at	117.5	P	0.000244
226899_at	118.9	P	0.008057
226900_at	12.1	A	0.067627
226901_at	648.8	P	0.000732
226902_at	159.8	P	0.000244
226903_s_at	8.2	A	0.567627
226904_at	4.4	A	0.533936
226905_at	692	P	0.000244
226906_s_at	4	A	0.533936
226907_at	678.5	P	0.000244
226908_at	246.2	P	0.000244
226909_at	286.9	P	0.000244
226910_at	600.6	P	0.000244
226911_at	57.5	A	0.111572
226912_at	51.8	P	0.000732
226913_s_at	4.8	A	0.633789
226914_at	510.6	P	0.000244
226915_s_at	977.9	P	0.000244
226916_x_at	107.1	P	0.01416
226917_s_at	425.5	P	0.000244
226918_at	2.9	A	0.466064
226919_at	359.3	P	0.000244
226920_at	62.5	P	0.037598
226921_at	678.6	P	0.000244
226922_at	695	P	0.000244
226923_at	198.1	P	0.000244
226924_at	424.1	P	0.000244
226925_at	328.6	P	0.000244
226926_at	1036	P	0.000244
226927_at	228.4	P	0.000244
226928_x_at	23.8	A	0.334473
226929_at	121.5	P	0.00415
226930_at	25.1	P	0.030273
226931_at	243.6	P	0.000244
226932_at	51.9	A	0.080566
226933_s_at	416.5	P	0.000244
226934_at	121	P	0.000244
226935_s_at	1267.4	P	0.000244
226936_at	1535.3	P	0.000244
226937_at	36.2	A	0.080566
226938_at	137.2	P	0.00293
226939_at	178.6	P	0.000244
226940_at	1.1	A	0.870361
226941_at	221.8	P	0.000244
226942_at	249.5	P	0.000244
226943_at	377.9	P	0.000244
226944_at	6.5	A	0.72583
226945_at	119.5	P	0.000732
226946_at	333	P	0.000244
226947_at	161.6	P	0.000244
226948_at	66.4	P	0.001953
226949_at	115.3	P	0.005859
226950_at	7	A	0.780518
226951_at	283.5	P	0.000732
226952_at	389.8	P	0.000732
226953_at	0.5	A	0.888428
226954_at	248.1	P	0.000244
226955_at	50.4	P	0.000244
226956_at	71.5	P	0.018555
226957_x_at	89.1	P	0.00415
226958_s_at	409.5	P	0.000244
226959_at	108.8	P	0.000244
226960_at	16.8	A	0.72583
226961_at	53.7	P	0.037598
226962_at	338.6	P	0.000244
226963_at	2274.1	P	0.000244
226964_at	43.7	P	0.000244
226965_at	795.7	P	0.000244
226966_at	8.7	A	0.466064
226967_at	124.4	P	0.030273
226968_at	414.7	P	0.000244
226969_at	337.5	P	0.001221
226970_at	344.1	P	0.001953
226971_at	11	A	0.27417
226972_s_at	88.7	P	0.001953
226973_at	1.4	A	0.633789
226974_at	229.3	P	0.000244
226975_at	98.7	P	0.000244
226976_at	438.1	P	0.000244
226977_at	71.9	P	0.000244
226978_at	75.9	P	0.008057
226979_at	321.4	P	0.000244
226980_at	622.3	P	0.000244
226981_at	344.4	P	0.000244
226982_at	160.3	P	0.000244
226983_at	62.4	A	0.219482
226984_at	18.5	A	0.111572
226985_at	5.8	A	0.466064
226986_at	188.4	P	0.000244
226987_at	154.4	P	0.000244
226988_s_at	29.2	P	0.023926
226989_at	203.5	P	0.000244
226990_at	211.4	P	0.000732
226991_at	32.4	A	0.246094
226992_at	1.2	A	0.696289
226993_at	381.8	P	0.000244
226994_at	960.4	P	0.000244
226995_at	179.2	P	0.000244
226996_at	1271	P	0.000732
226997_at	17.3	A	0.149658
226998_at	625	P	0.000244
226999_at	6.7	A	0.303711
227000_at	28.3	P	0.001953
227001_at	88.8	P	0.000244
227002_at	20.7	A	0.171387
227003_at	521.5	P	0.000244
227004_at	99.9	P	0.000244
227005_at	250.6	P	0.01416
227006_at	0.5	A	0.962402
227007_at	8.7	A	0.219482
227008_at	557.2	P	0.01416
227009_at	39.9	P	0.046143
227010_at	117.4	P	0.005615
227011_at	1.1	A	0.904785
227012_at	215.8	P	0.000244
227013_at	136.8	P	0.010742
227014_at	171.7	P	0.000244
227015_at	96.9	P	0.001221
227016_at	122.7	P	0.000732
227017_at	356.4	P	0.000244
227018_at	302.4	P	0.000244
227019_at	67.9	P	0.000244
227020_at	217.2	P	0.00415
