^SAMPLE = GSM281776
!Sample_title = 293-tet-On-NOR1 with doxycycline
!Sample_geo_accession = GSM281776
!Sample_status = Public on Dec 10 2008
!Sample_submission_date = Apr 16 2008
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = 293-tet-On-NOR1 cells, doxycycline treated
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 293-tet-On-NOR1 cells were cultured with doxycycline for 24 hours.
!Sample_treatment_protocol_ch1 = with doxycycline
!Sample_growth_protocol_ch1 = DMEM supplemented with 10% FCS
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy mini column 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = in vitro transcription, Affymetrix protocol
!Sample_hyb_protocol = Labeled cRNA was hybridized with the array in the hybridization buffer for 16 hours.
!Sample_scan_protocol = GCOS (GeneChip operating software)
!Sample_description = To identify genes affected by NOR1 overexpression, we compared expression profiles between NOR1-induced 293-tet-On cells and its control cells.
!Sample_data_processing = GCOS (GeneChip operating software)
!Sample_platform_id = GPL570
!Sample_contact_name = Naganari,,Ohkura
!Sample_contact_email = nohkura@ncc.go.jp
!Sample_contact_phone = +81-3-3542-2511
!Sample_contact_fax = +81-3-3542-8170
!Sample_contact_department = Tumor Endocrinology Project
!Sample_contact_institute = National Cancer Center Research Institute
!Sample_contact_address = 5-1-1, Tsukiji, Chuo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 104-0045
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM281nnn/GSM281776/suppl/GSM281776.CEL.gz
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE11185
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = NOR1 plus doxycycline
#ABS_CALL = 
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
228226_s_at	49.9	P	0.030273
228227_at	4	A	0.753906
228228_at	66	P	0.000732
228229_at	88.8	P	0.000732
228230_at	12	A	0.696289
228231_at	23.9	A	0.432373
228232_s_at	19.9	A	0.27417
228233_at	20.4	A	0.149658
228234_at	224.8	P	0.000244
228235_at	62.2	P	0.001953
228236_at	2.9	A	0.80542
228237_at	13.6	A	0.303711
228238_at	171.2	P	0.000244
228239_at	125.6	P	0.000732
228240_at	64.1	P	0.000244
228241_at	6.5	A	0.533936
228242_at	159.1	P	0.000244
228243_at	29.8	P	0.00293
228244_at	114.1	P	0.008057
228245_s_at	372.6	P	0.000244
228246_s_at	18.9	A	0.219482
228247_at	61.5	P	0.018555
228248_at	329	P	0.000244
228249_at	290.4	P	0.000732
228250_at	123.2	P	0.000732
228251_at	71.3	P	0.001953
228252_at	39.2	P	0.01416
228253_at	65.1	P	0.001221
228254_at	171.7	P	0.00415
228255_at	250.8	P	0.000244
228256_s_at	348.8	P	0.001221
228257_at	66.2	P	0.046143
228258_at	4.6	A	0.828613
228259_s_at	39.2	P	0.01416
228260_at	677.3	P	0.000244
228261_at	47	A	0.080566
228262_at	16.7	A	0.19458
228263_at	9.9	A	0.303711
228264_at	37.8	A	0.095215
228265_at	2	A	0.969727
228266_s_at	321.5	P	0.000244
228267_at	1.8	A	0.932373
228268_at	18.6	A	0.095215
228269_x_at	16.6	A	0.432373
228270_at	40.6	A	0.067627
228271_at	23.6	A	0.080566
228272_at	187.8	P	0.008057
228273_at	1287.8	P	0.000244
228274_at	122.3	P	0.010742
228275_at	487.6	P	0.000244
228276_at	5.4	A	0.696289
228277_at	131.7	P	0.005859
228278_at	20.1	A	0.398926
228279_s_at	7.7	A	0.366211
228280_at	12.6	M	0.056152
228281_at	323.5	P	0.000244
228282_at	186.1	P	0.000244
228283_at	655.3	P	0.000732
228284_at	366.8	P	0.000244
228285_at	1.3	A	0.398926
228286_at	221.9	P	0.000244
228287_at	187	P	0.000732
228288_at	25	P	0.030273
228289_at	154.5	P	0.000244
228290_at	11.7	A	0.567627
228291_s_at	563.7	P	0.000244
228292_at	151.2	P	0.000244
228293_at	394.2	P	0.000732
228294_s_at	1.5	A	0.904785
228295_at	15.3	P	0.000732
228296_at	30.3	P	0.023926
228297_at	1176.4	P	0.000244
228298_at	2.8	A	0.665527
228299_at	560.6	P	0.000732
228300_at	23.6	P	0.046143
228301_x_at	1224.8	P	0.000244
228302_x_at	8.5	A	0.246094
228303_at	51.1	M	0.056152
228304_at	86.9	P	0.001953
228305_at	158.5	P	0.000244
228306_at	405.3	P	0.000732
228307_at	31.7	A	0.149658
228308_at	79	P	0.000244
228309_at	62.3	P	0.008057
228310_at	156.8	P	0.000732
228311_at	7.4	A	0.303711
228312_at	2.8	A	0.696289
228313_at	1.8	A	0.828613
228314_at	201.1	P	0.000732
228315_at	414	P	0.000244
228316_at	66.8	P	0.000244
228317_at	2.9	A	0.753906
228318_s_at	113.4	P	0.000732
228319_at	20.1	A	0.111572
228320_x_at	72.6	P	0.030273
228321_s_at	19.9	P	0.001221
228322_at	10.2	A	0.124512
228323_at	469.3	P	0.000244
228324_at	721.4	P	0.000244
228325_at	7	A	0.334473
228326_at	45	P	0.010742
228327_x_at	83.2	A	0.171387
228328_at	241.7	P	0.000244
228329_at	56.4	P	0.01416
228330_at	575.7	P	0.000244
228331_at	15.2	P	0.030273
228332_s_at	1802.3	P	0.000244
228333_at	45.6	P	0.00415
228334_x_at	439.7	P	0.000244
228335_at	6.6	A	0.19458
228336_at	176.8	P	0.000244
228337_at	59.6	P	0.000244
228338_at	44.8	P	0.008057
228339_at	11.8	A	0.432373
228340_at	267.5	P	0.001221
228341_at	105.7	P	0.000244
228342_s_at	15.6	A	0.398926
228343_at	8.1	P	0.046143
228344_s_at	1.4	A	0.98584
228345_at	96.5	P	0.000244
228346_at	3.9	A	0.753906
228347_at	1242.5	P	0.000244
228348_at	303.4	P	0.001221
228349_at	46.4	P	0.008057
228350_at	1.3	A	0.870361
228351_at	324.7	P	0.000244
228352_at	0.9	A	0.969727
228353_x_at	21.8	P	0.001221
228354_at	122.1	P	0.00415
228355_s_at	1072.1	P	0.000244
228356_at	81.1	A	0.095215
228357_at	919.8	P	0.001221
228358_at	22.9	A	0.19458
228359_at	6.2	A	0.753906
228360_at	144	P	0.001953
228361_at	418.3	P	0.001221
228362_s_at	1.8	A	0.633789
228363_at	792.8	P	0.000244
228364_at	79.5	P	0.030273
228365_at	238.9	P	0.000732
228366_at	156.3	P	0.00293
228367_at	15.4	A	0.095215
228368_at	160.7	P	0.000244
228369_at	63.9	P	0.000244
228370_at	0.6	A	0.780518
228371_s_at	27.2	A	0.067627
228372_at	3.4	A	0.567627
228373_at	260.1	P	0.000244
228374_at	270.3	P	0.005859
228375_at	0.6	A	0.533936
228376_at	21.2	P	0.018555
228377_at	89.2	P	0.000244
228378_at	592.4	P	0.000244
228379_at	147.3	P	0.01416
228380_at	47.6	P	0.010742
228381_at	333.5	P	0.001221
228382_at	82.2	P	0.046143
228383_at	2.1	A	0.888428
228384_s_at	11.8	A	0.366211
228385_at	186.5	P	0.000244
228386_s_at	154	P	0.000244
228387_at	3.4	A	0.567627
228388_at	115.1	P	0.001221
228389_at	113	P	0.000244
228390_at	66.6	P	0.00415
228391_at	112	P	0.001953
228392_at	86.6	P	0.000244
228393_s_at	90.8	P	0.000732
228394_at	26.9	A	0.149658
228395_at	67.4	P	0.000244
228396_at	457.8	P	0.000732
228397_at	427.6	P	0.000244
228398_at	60	P	0.00293
228399_at	26.8	A	0.095215
228400_at	451.9	P	0.000244
228401_at	725.5	P	0.000732
228402_at	197.2	P	0.000244
228403_at	15.9	A	0.303711
228404_at	18.8	A	0.149658
228405_at	0.8	A	0.366211
228406_at	1.4	A	0.932373
228407_at	55.8	P	0.001953
228408_s_at	566.9	P	0.000244
228409_at	2.1	A	0.904785
228410_at	4.1	A	0.633789
228411_at	137.1	P	0.00293
228412_at	36.1	P	0.001953
228413_s_at	2.8	A	0.633789
228414_at	19.5	P	0.030273
228415_at	1343.6	P	0.000732
228416_at	207	P	0.000244
228417_at	0.7	A	0.533936
228418_at	265.5	P	0.000244
228419_at	4.1	A	0.753906
228420_at	166.6	P	0.000244
228421_s_at	1.1	A	0.953857
228422_at	78	P	0.001953
228423_at	313.9	P	0.000244
228424_at	16	A	0.111572
228425_at	7.8	A	0.533936
228426_at	2.3	A	0.533936
228427_at	77.6	P	0.000732
228428_at	6.1	A	0.633789
228429_x_at	118.8	A	0.111572
228430_at	24.3	A	0.111572
228431_at	8.7	P	0.00415
228432_at	32	P	0.00293
228433_at	93.3	P	0.001221
228434_at	78.2	P	0.008057
228435_at	119.8	P	0.000244
228436_at	28.9	P	0.000244
228437_at	239.1	P	0.000244
228438_at	34.6	P	0.00293
228439_at	10.8	A	0.567627
228440_at	7.7	A	0.366211
228441_s_at	35.1	P	0.005859
228442_at	53.8	A	0.303711
228443_s_at	456.5	P	0.001221
228444_at	8.4	A	0.5
228445_at	96.3	P	0.005859
228446_at	197.4	P	0.000244
228447_at	20.6	A	0.080566
228448_at	27.8	A	0.080566
228449_at	17.5	A	0.171387
228450_at	80.9	P	0.008057
228451_at	7	A	0.567627
228452_at	309.8	P	0.000244
228453_at	112.2	P	0.000244
228454_at	580.2	P	0.000244
228455_at	52.3	P	0.000244
228456_s_at	188.7	P	0.000244
228457_at	80.9	P	0.000244
228458_at	146	P	0.01416
228459_at	1.2	A	0.72583
228460_at	161.9	P	0.00293
228461_at	173.8	P	0.000244
228462_at	0.8	A	0.969727
228463_at	139.4	P	0.001953
228464_at	51.4	P	0.000732
228465_at	16	A	0.095215
228466_at	122	P	0.000732
228467_at	12.9	A	0.303711
228468_at	1007	P	0.000244
228469_at	164.7	P	0.000244
228470_at	1.2	A	0.904785
228471_at	36.4	P	0.001953
228472_at	17.1	A	0.334473
228473_at	31	A	0.246094
228474_s_at	32.6	A	0.432373
228475_at	2.5	A	0.828613
228476_at	49.2	A	0.171387
228477_at	452.4	P	0.000732
228478_at	172.3	P	0.000732
228479_at	220.9	P	0.000244
228480_at	49.9	P	0.000732
228481_at	7.9	A	0.567627
228482_at	114.1	P	0.000244
228483_s_at	112.5	P	0.000732
228484_s_at	1.6	A	0.828613
228485_s_at	134	P	0.000732
228486_at	52.5	M	0.056152
228487_s_at	208.4	P	0.000244
228488_at	82.7	P	0.005859
228489_at	7.1	A	0.665527
228490_at	150.1	P	0.000244
228491_at	8.3	A	0.665527
228492_at	1.5	A	0.567627
228493_at	34.8	P	0.001221
228494_at	471.2	P	0.000244
228495_at	251.2	P	0.000244
228496_s_at	269.2	P	0.000244
228497_at	154.3	P	0.000244
228498_at	372.4	P	0.000244
228499_at	48.9	A	0.219482
228500_at	68.4	P	0.030273
228501_at	8.7	P	0.00415
228502_at	20	P	0.001953
228503_at	97.8	P	0.000732
228504_at	5.6	A	0.095215
228505_s_at	237	P	0.000732
228506_at	34.1	P	0.01416
228507_at	5.1	A	0.303711
228508_at	8.9	A	0.567627
228509_at	3.6	A	0.567627
228510_at	78.1	P	0.01416
228511_s_at	0.9	A	0.976074
228512_at	163.8	P	0.001221
228513_at	25	A	0.067627
228514_at	1.6	A	0.932373
228515_at	85.7	P	0.00293
228516_at	150	P	0.000244
228517_at	103	P	0.000244
228518_at	3.8	A	0.696289
228519_x_at	261.4	P	0.00415
228520_s_at	152.3	P	0.001953
228521_s_at	78	P	0.023926
228522_at	54.1	P	0.00415
228523_at	193.2	P	0.000244
228524_at	26.2	A	0.219482
228525_at	104.7	P	0.001221
228526_at	26.3	A	0.129639
228527_s_at	0.8	A	0.828613
228528_at	17.5	P	0.023926
228529_at	43.9	P	0.023926
228530_at	73.7	P	0.000244
228531_at	30.6	P	0.001221
228532_at	71	P	0.037598
228533_at	1.2	A	0.870361
228534_s_at	19.7	P	0.001953
228535_at	203.3	P	0.000244
228536_at	347.4	P	0.001953
228537_at	53.4	M	0.056152
228538_at	8.7	A	0.219482
228539_at	65	P	0.001953
228540_at	10.8	A	0.366211
228541_x_at	421	P	0.000244
228542_at	168.2	P	0.000244
228543_at	421.2	P	0.000244
228544_s_at	142.3	P	0.000244
228545_at	193.3	P	0.000244
228546_at	5.9	A	0.398926
228547_at	5.5	A	0.19458
228548_at	119.3	P	0.008057
228549_at	44.6	P	0.000244
228550_at	53.5	P	0.01416
228551_at	311.6	P	0.000244
228552_s_at	24.7	P	0.023926
228553_at	27.9	P	0.046143
228554_at	52.4	P	0.001953
228555_at	256.2	P	0.000244
228556_at	80.7	P	0.000244
228557_at	275.3	P	0.000244
228558_at	55.3	A	0.129639
228559_at	546	P	0.000244
228560_at	29.2	A	0.303711
228561_at	141.1	P	0.001221
228562_at	626.6	P	0.000244
228563_at	104.9	P	0.005859
228564_at	259.4	P	0.000244
228565_at	749.2	P	0.000732
228566_at	64.9	P	0.008057
228567_at	215	P	0.000244
228568_at	35.1	P	0.005859
228569_at	94.7	P	0.000244
228570_at	122.8	P	0.000244
228571_at	629.8	P	0.000244
228572_at	16.1	A	0.432373
228573_at	94.3	P	0.000244
228574_at	78.2	P	0.001953
228575_at	9.8	A	0.149658
228576_s_at	14.5	A	0.696289
228577_x_at	61.7	P	0.000244
228578_at	270	P	0.000244
228579_at	28.5	P	0.037598
228580_at	44	P	0.018555
228581_at	5	A	0.366211
228582_x_at	24.9	P	0.000244
228583_at	323.1	P	0.000244
228584_at	218	P	0.000244
228585_at	4.8	A	0.5
228586_at	2.2	A	0.904785
228587_at	68.9	P	0.00415
228588_s_at	678.3	P	0.001221
228589_at	4.8	A	0.780518
228590_at	226.2	P	0.000244
228591_at	19.8	A	0.27417
228592_at	11.8	P	0.008057
228593_at	1.6	A	0.633789
228594_at	412.1	P	0.000244
228595_at	132.9	P	0.030273
228596_at	55.5	P	0.008057
228597_at	990.5	P	0.000244
228598_at	5.4	A	0.366211
228599_at	1.7	A	0.72583
228600_x_at	526.9	P	0.000732
228601_at	173.7	P	0.000244
228602_at	19.6	A	0.095215
228603_at	170.3	P	0.000244
228604_at	108.9	P	0.000244
228605_at	281.1	P	0.000244
228606_at	331.7	P	0.000244
228607_at	1	A	0.72583
228608_at	47.1	P	0.018555
228609_at	1.5	A	0.888428
228610_at	70.6	P	0.000244
228611_s_at	218.4	P	0.000732
228612_at	199.1	P	0.001953
228613_at	41.6	P	0.00415
228614_at	209.7	P	0.008057
228615_at	142.3	P	0.010742
228616_at	11.2	A	0.533936
228617_at	0.4	A	0.780518
228618_at	2.7	A	0.72583
228619_x_at	295.7	P	0.000244
228620_at	69.2	P	0.000244
228621_at	4.5	A	0.466064
228622_s_at	77.8	P	0.008057
228623_at	13.9	A	0.633789
228624_at	99.8	P	0.008057
228625_at	8.1	A	0.171387
228626_at	28.2	A	0.111572
228627_at	100.3	P	0.023926
228628_at	303.4	P	0.000244
228629_s_at	4.5	A	0.432373
228630_at	195.2	P	0.000244
228631_s_at	8.7	A	0.398926
228632_at	10.5	P	0.037598
228633_s_at	149.8	P	0.018555
228634_s_at	84.4	P	0.000732
228635_at	10.9	A	0.80542
228636_at	56.9	P	0.000244
228637_at	24.1	A	0.366211
228638_at	200.9	P	0.000244
228639_at	105.7	P	0.005859
228640_at	440.6	P	0.000244
228641_at	72.5	P	0.000732
228642_at	1193.1	P	0.000244
228643_at	18.1	P	0.005859
228644_s_at	23.8	P	0.046143
228645_at	130.9	P	0.000732
228646_at	57.4	P	0.01416
228647_at	159.3	P	0.000244
228648_at	2.4	A	0.904785
228649_at	31.8	A	0.095215
228650_at	722.5	P	0.000244
228651_at	22.7	A	0.246094
228652_at	1053.3	P	0.000244
228653_at	80.2	P	0.008057
228654_at	332.6	P	0.000244
228655_at	38.6	P	0.01416
228656_at	38.6	P	0.00293
228657_at	24.9	A	0.080566
228658_at	23.1	P	0.023926
228659_at	1.1	A	0.72583
228660_x_at	84.5	P	0.000732
228661_s_at	195.1	P	0.000244
228662_at	377.6	P	0.000732
228663_x_at	31.8	A	0.246094
228664_at	132.9	P	0.00293
228665_at	13.6	A	0.303711
228666_at	47.7	P	0.046143
228667_at	85.4	P	0.005859
228668_x_at	6.1	A	0.625244
228669_x_at	12.2	A	0.533936
228670_at	96.5	P	0.00415
228671_at	88.3	P	0.000244
228672_at	11.5	A	0.366211
228673_s_at	61.2	P	0.018555
228674_s_at	123.3	P	0.000244
228675_at	13.3	A	0.246094
228676_at	93.5	P	0.030273
228677_s_at	5.9	A	0.828613
228678_at	16.6	A	0.398926
228679_at	17.2	P	0.046143
228680_at	338.2	P	0.000244
228681_x_at	0.5	A	0.991943
228682_at	10	A	0.466064
228683_s_at	62.4	M	0.056152
228684_at	4.7	A	0.633789
228685_at	37.7	A	0.111572
228686_at	72.7	P	0.001221
228687_at	1.2	A	0.904785
228688_at	160.9	P	0.001221
228689_at	7.9	A	0.696289
228690_s_at	3294.5	P	0.000244
228691_at	29.6	A	0.5
228692_at	37	P	0.00415
228693_at	121.3	P	0.001221
228694_at	154	P	0.000244
228695_at	5.7	A	0.567627
228696_at	79.9	P	0.01416
228697_at	1228.1	P	0.000244
228698_at	87	P	0.001953
228699_at	13.6	A	0.19458
228700_at	309.6	P	0.000244
228701_at	12.5	A	0.129639
228702_at	42.9	M	0.056152
228703_at	13.6	A	0.42334
228704_s_at	0.5	A	0.991943
228705_at	16.8	M	0.056152
228706_s_at	0.4	A	0.904785
228707_at	0.5	A	0.888428
228708_at	118.4	P	0.000732
228709_at	91.5	P	0.000244
228710_at	339.1	P	0.000244
228711_at	168.1	P	0.000244
228712_at	1.2	A	0.828613
228713_s_at	32.9	P	0.023926
228714_at	35.3	P	0.030273
228715_at	175	P	0.000244
228716_at	200.2	P	0.000244
228717_at	122.7	P	0.000244
228718_at	11.3	A	0.129639
228719_at	101.1	P	0.01416
228720_at	2.2	A	0.567627
228721_at	22.7	P	0.018555
228722_at	91.3	P	0.000244
228723_at	36	P	0.008057
228724_at	110.4	P	0.000244
228725_x_at	396	P	0.000244
228726_at	95	P	0.001221
228727_at	22.7	A	0.466064
228728_at	73.3	P	0.046143
228729_at	923.8	P	0.000244
228730_s_at	139.8	P	0.000244
228731_at	83.6	P	0.000244
228732_at	36.9	P	0.005859
228733_at	333.1	P	0.000732
228734_at	75	P	0.000244
228735_s_at	44	P	0.000244
228736_at	279.3	P	0.000244
228737_at	72.3	P	0.001221
228738_at	42.7	A	0.129639
228739_at	36.7	P	0.001953
228740_at	54.9	P	0.001953
228741_s_at	48.1	P	0.000732
228742_at	50.4	P	0.030273
228743_at	71.1	P	0.01416
228744_at	201.5	P	0.000244
228745_at	598.9	P	0.000244
228746_s_at	197.5	P	0.000244
228747_at	110.4	P	0.000244
228748_at	25.6	A	0.129639
228749_at	250.3	P	0.000732
228750_at	98.4	P	0.00293
228751_at	357.9	P	0.000244
228752_at	72	P	0.00293
228753_at	63.4	P	0.010742
228754_at	172.1	P	0.000244
228755_at	47.2	A	0.219482
228756_at	11.2	A	0.27417
228757_at	31.3	A	0.27417
228758_at	28.4	A	0.111572
228759_at	38.5	A	0.067627
228760_at	296.7	P	0.000244
228761_at	7.6	A	0.633789
228762_at	2.5	A	0.919434
228763_at	153.7	P	0.000244
228764_s_at	156.3	P	0.030273
228765_at	205.2	P	0.000732
228766_at	0.2	A	0.633789
228767_at	5.3	A	0.334473
228768_at	390.6	P	0.000732
228769_at	108	P	0.000732
228770_at	16	A	0.149658
228771_at	247.1	P	0.000244
228772_at	46.7	P	0.000244
228773_at	104.7	P	0.005859
228774_at	304.4	P	0.000244
228775_at	169	P	0.000244
228776_at	595.3	P	0.000244
228777_at	110.8	P	0.000244
228778_at	108.9	P	0.001953
228779_at	16	A	0.303711
228780_at	765.2	P	0.000244
228781_at	24.8	A	0.095215
228782_at	1.1	A	0.780518
228783_at	232.6	P	0.000244
228784_at	1.8	A	0.919434
228785_at	901.3	P	0.000244
228786_at	79	P	0.030273
228787_s_at	62.6	A	0.19458
228788_at	50	P	0.000732
228789_at	62.5	P	0.000732
228790_at	83.5	P	0.000244
228791_at	232.5	P	0.000244
228792_at	38.1	P	0.008057
228793_at	52	P	0.000244
228794_at	12.3	A	0.366211
228795_at	13.7	A	0.432373
228796_at	97.7	P	0.00415
228797_at	42.5	P	0.00293
228798_x_at	59.1	P	0.046143
228799_at	43.4	P	0.000244
228800_x_at	75.6	P	0.018555
228801_at	86	P	0.001221
228802_at	100.5	P	0.005859
228803_at	1.9	A	0.845215
228804_at	38.3	A	0.219482
228805_at	624	P	0.000244
228806_at	0.8	A	0.932373
228807_at	0.6	A	0.98584
228808_s_at	17.3	A	0.432373
228809_at	158.8	P	0.000244
228810_at	200.4	P	0.000244
228811_at	36.1	P	0.005859
228812_at	356.8	P	0.000244
228813_at	25.6	P	0.01416
228814_at	2.2	A	0.953857
228815_s_at	2.8	A	0.696289
228816_at	5.4	A	0.398926
228817_at	114.4	P	0.001221
228818_at	7.1	A	0.129639
228819_at	30.4	A	0.303711
228820_at	91.5	P	0.001953
228821_at	9.2	A	0.080566
228822_s_at	1573.7	P	0.000244
228823_at	13.4	A	0.246094
228824_s_at	270.7	P	0.000244
228825_at	28.7	A	0.095215
228826_at	25.3	P	0.030273
228827_at	198	P	0.000244
228828_at	1.1	A	0.904785
228829_at	139.9	P	0.000244
228830_s_at	81.5	P	0.000732
228831_s_at	55	P	0.018555
228832_at	62.4	P	0.005859
228833_s_at	29.1	P	0.000732
228834_at	529.4	P	0.000244
228835_at	136.6	P	0.008057
228836_at	18.2	A	0.398926
228837_at	45.5	A	0.095215
228838_at	3.5	A	0.753906
228839_s_at	589.9	P	0.000732
228840_at	84.1	P	0.030273
228841_at	829.7	P	0.000244
228842_at	63.5	P	0.001221
228843_at	120.5	P	0.000244
228844_at	25.6	M	0.056152
228845_at	44	A	0.432373
228846_at	236.1	P	0.000244
228847_at	60.8	P	0.001953
228848_at	10.4	A	0.171387
228849_at	29.6	A	0.246094
228850_s_at	286.3	P	0.000244
228851_s_at	516.3	P	0.000244
228852_at	175.1	P	0.000244
228853_at	359.7	P	0.000244
228854_at	50.9	P	0.00415
228855_at	228.9	P	0.000244
228856_at	239.2	P	0.000732
228857_at	53.9	P	0.005859
228858_at	3.4	A	0.533936
228859_at	104.4	P	0.000244
228860_at	6.9	A	0.398926
228861_at	55.4	P	0.001953
228862_at	14.2	A	0.334473
228863_at	197.5	P	0.000244
228864_at	122	P	0.000244
228865_at	1	A	0.5
228866_at	16.6	A	0.27417
228867_at	412.6	P	0.000244
228868_x_at	5247.5	P	0.000244
228869_at	3.3	A	0.5
228870_at	74.3	A	0.067627
228871_at	45.8	A	0.080566
228872_at	17.3	A	0.149658
228873_at	19.4	A	0.149658
228874_at	1.4	A	0.696289
228875_at	101.5	P	0.000732
228876_at	17.9	A	0.27417
228877_at	21.7	P	0.037598
228878_s_at	2.1	A	0.845459
228879_at	49.5	P	0.008057
228880_at	123.7	P	0.018555
228881_at	141.2	P	0.046143
228882_at	168.3	P	0.000244
228883_at	34.3	A	0.095215
228884_at	11.5	A	0.27417
228885_at	16.5	P	0.030273
228886_at	41.1	P	0.030273
228887_x_at	3.8	A	0.780518
228888_at	1.8	A	0.753906
228889_at	44.1	P	0.037598
228890_at	25.3	A	0.129639
228891_at	21.8	A	0.149658
228892_at	14.3	A	0.567627
228893_at	0.6	A	0.943848
228894_at	33.1	A	0.111572
228895_s_at	17.8	A	0.366211
228896_at	1.4	A	0.919434
228897_at	38.9	P	0.008057
228898_s_at	6.6	A	0.665527
228899_at	265.6	P	0.000244
228900_at	61.4	P	0.030273
228901_at	6.3	A	0.466064
228902_at	286	P	0.001221
228903_at	1.9	A	0.981445
228904_at	722.2	P	0.000244
228905_at	63.9	P	0.000244
228906_at	367.3	P	0.000244
228907_at	34.1	A	0.095215
228908_s_at	194.5	P	0.000732
228909_at	154.7	P	0.000732
228910_at	10	A	0.567627
228911_at	9	A	0.567627
228912_at	2.9	A	0.533936
228913_at	73.4	P	0.000244
228914_at	34.3	P	0.000732
228915_at	478.5	P	0.000244
228916_at	267	P	0.000244
228917_at	184.2	P	0.000732
228918_at	43	A	0.067627
228919_at	28.7	A	0.080566
228920_at	673.7	P	0.000244
228921_at	25.8	A	0.095215
228922_at	18.8	A	0.129639
228923_at	1.7	A	0.72583
228924_s_at	48.2	M	0.056152
228925_at	78.3	P	0.000244
228926_s_at	16.4	A	0.219482
228927_at	163.7	P	0.000732
228928_x_at	669.8	P	0.000244
228929_at	35.4	A	0.095215
228930_at	290.5	P	0.000732
228931_at	358.4	P	0.000244
228932_at	58	P	0.001221
228933_at	291.1	P	0.000244
228934_x_at	0.7	A	0.969727
228935_at	13.1	P	0.046143
228936_at	0.6	A	0.919434
228937_at	194.3	P	0.000244
228938_at	12.3	P	0.000244
228939_at	1.8	A	0.953857
228940_at	9.5	M	0.056152
228941_at	245.7	P	0.000244
228942_s_at	9.4	A	0.601074
228943_at	5.9	A	0.780518
228944_at	124.3	P	0.000244
228945_s_at	30.3	A	0.398926
228946_at	127.3	P	0.000244
228947_x_at	20.7	A	0.398926
228948_at	114.3	P	0.000732
228949_at	720.8	P	0.000244
228950_s_at	561.1	P	0.000244
228951_at	47.9	P	0.010742
228952_at	107.5	P	0.010742
228953_at	625.1	P	0.000732
228954_at	134.5	P	0.000244
228955_at	68.7	P	0.000732
228956_at	364.4	P	0.000244
228957_at	4.8	A	0.696289
228958_at	62.8	P	0.008057
228959_at	818.1	P	0.000244
228960_at	245.7	P	0.000244
228961_at	415.8	P	0.000244
228962_at	93.6	P	0.000244
228963_at	318.1	P	0.000244
228964_at	13.2	A	0.111572
228965_s_at	14.5	P	0.046143
228966_at	76.6	P	0.001953
228967_at	115.3	P	0.000244
228968_at	83.7	P	0.000244
228969_at	1.5	A	0.665527
228970_at	631.7	P	0.000732
228971_at	255	P	0.001221
228972_at	437.5	P	0.000244
228973_at	4.5	A	0.601074
228974_at	166.3	P	0.000244
228975_at	22.2	P	0.000244
228976_at	5	A	0.953857
228977_at	469.6	P	0.000732
228978_at	11.3	A	0.398926
228979_at	9.1	A	0.129639
228980_at	722	P	0.000244
228981_at	48.5	P	0.037598
228982_s_at	31.5	P	0.000244
228983_at	42.9	P	0.010742
228984_at	8.1	A	0.5
228985_at	22.7	A	0.149658
228986_at	161.8	P	0.000244
228987_at	100.8	P	0.000244
228988_at	1767.6	P	0.000244
228989_at	153.2	P	0.001221
228990_at	71.8	P	0.000244
228991_at	270.3	P	0.000244
228992_at	706.4	P	0.000244
228993_s_at	277.1	P	0.000732
228994_at	3.6	A	0.870361
228995_at	2.7	A	0.828613
228996_at	97.3	P	0.005859
228997_at	72.2	A	0.067627
228998_at	92.1	A	0.080566
228999_at	98.1	P	0.000244
229000_at	173.7	P	0.000732
229001_at	50.6	P	0.000244
229002_at	334.1	P	0.000244
229003_x_at	28.6	P	0.010742
229004_at	27.5	A	0.080566
229005_at	34.9	A	0.219482
229006_at	17	A	0.129639
229007_at	112.5	P	0.000244
229008_at	5.7	A	0.601074
229009_at	83.6	P	0.018555
229010_at	66.1	P	0.008057
229011_at	10.6	A	0.219482
229012_at	10.1	A	0.432373
229013_at	54.4	A	0.080566
229014_at	327.7	P	0.000732
229015_at	33.7	A	0.149658
229016_s_at	28.7	P	0.010742
229017_s_at	167.9	P	0.000732
229018_at	676.5	P	0.000244
229019_at	208.1	P	0.000732
229020_x_at	3.7	A	0.601074
229021_at	59.1	P	0.005859
229022_at	503.8	P	0.001221
229023_at	10.5	A	0.5
229024_at	110.2	P	0.001221
229025_s_at	556.9	P	0.000244
229026_at	79.1	P	0.000244
229027_at	188.1	P	0.000244
229028_s_at	96.5	P	0.010742
229029_at	56.3	P	0.02832
