^SAMPLE = GSM281775
!Sample_title = 293-tet-On-NOR1 without doxycycline
!Sample_geo_accession = GSM281775
!Sample_status = Public on Dec 10 2008
!Sample_submission_date = Apr 16 2008
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = 293-tet-On-NOR1 cells, doxycycline untreated
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 293-tet-On-NOR1 cells were cultured without doxycycline for 24 hours.
!Sample_treatment_protocol_ch1 = without doxycycline
!Sample_growth_protocol_ch1 = DMEM supplemented with 10% FCS
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy mini column 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = in vitro transcription, Affymetrix protocol
!Sample_hyb_protocol = Labeled cRNA was hybridized with the array in the hybridization buffer for 16 hours.
!Sample_scan_protocol = GCOS (GeneChip operating software)
!Sample_description = To identify genes affected by NOR1 overexpression, we compared expression profiles between NOR1-induced 293-tet-On cells and its control cells.
!Sample_data_processing = GCOS (GeneChip operating software)
!Sample_platform_id = GPL570
!Sample_contact_name = Naganari,,Ohkura
!Sample_contact_email = nohkura@ncc.go.jp
!Sample_contact_phone = +81-3-3542-2511
!Sample_contact_fax = +81-3-3542-8170
!Sample_contact_department = Tumor Endocrinology Project
!Sample_contact_institute = National Cancer Center Research Institute
!Sample_contact_address = 5-1-1, Tsukiji, Chuo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 104-0045
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM281nnn/GSM281775/suppl/GSM281775.CEL.gz
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE11185
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = NOR1 minus dox
#ABS_CALL = 
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
220712_at	38.4	A	0.129639
220713_at	20.7	A	0.149658
220714_at	3.9	A	0.533936
220715_at	31.4	A	0.246094
220716_at	64.6	P	0.023926
220717_at	3.1	A	0.432373
220718_at	2.5	A	0.696289
220719_at	0.8	A	0.398926
220720_x_at	84.3	P	0.01416
220721_at	78.8	P	0.000244
220722_s_at	16.7	A	0.398926
220723_s_at	8.8	A	0.334473
220724_at	1	A	0.601074
220725_x_at	225.2	P	0.00415
220726_at	1.7	A	0.665527
220727_at	17.6	A	0.149658
220728_at	3.9	A	0.303711
220729_at	46.3	P	0.000244
220730_at	66.2	A	0.111572
220731_s_at	362.8	P	0.001221
220732_at	4.7	A	0.567627
220733_at	7.3	A	0.633789
220734_s_at	53.2	A	0.111572
220735_s_at	48.9	P	0.000244
220736_at	6.8	A	0.246094
220737_at	4.9	A	0.334473
220738_s_at	25.3	A	0.095215
220739_s_at	206.5	P	0.000732
220740_s_at	29.5	P	0.005859
220741_s_at	1619.4	P	0.000244
220742_s_at	492.2	P	0.000244
220743_at	34.4	A	0.19458
220744_s_at	76	P	0.018555
220745_at	1.7	A	0.919434
220746_s_at	406.6	P	0.000244
220747_at	8.5	A	0.5
220748_s_at	440.3	P	0.000732
220749_at	7	A	0.5
220750_s_at	182.3	P	0.001221
220751_s_at	14.6	A	0.366211
220752_at	10.3	A	0.303711
220753_s_at	117.3	P	0.030273
220754_at	6.5	A	0.567627
220755_s_at	1412.4	P	0.000244
220756_s_at	14.1	A	0.466064
220757_s_at	116.2	P	0.000244
220758_s_at	12.2	A	0.334473
220759_at	0.3	A	0.943848
220760_x_at	134.9	P	0.01416
220761_s_at	192.4	P	0.018555
220762_s_at	95.7	P	0.01416
220763_at	1.8	A	0.888428
220764_at	84.7	P	0.01416
220765_s_at	1.9	A	0.633789
220766_at	2.3	A	0.601074
220767_at	15.1	A	0.095215
220768_s_at	721	P	0.000244
220769_s_at	20.1	P	0.001953
220770_s_at	181.5	P	0.000244
220771_at	6.3	A	0.149658
220772_at	3.7	A	0.432373
220773_s_at	188.5	P	0.000244
220774_at	7.2	A	0.303711
220775_s_at	133.9	P	0.000244
220776_at	34.2	P	0.008057
220777_at	9.6	A	0.567627
220778_x_at	12.4	A	0.432373
220779_at	1.9	A	0.919434
220780_at	29.2	A	0.219482
220781_at	2	A	0.850342
220782_x_at	30.7	A	0.432373
220783_at	15.8	A	0.27417
220784_s_at	10.1	A	0.171387
220785_at	6.5	A	0.095215
220786_s_at	2.3	A	0.398926
220787_at	3.1	A	0.334473
220788_s_at	45.1	P	0.018555
220789_s_at	565.4	P	0.00415
220790_s_at	1.6	A	0.696289
220791_x_at	6.9	A	0.091797
220792_at	30.9	A	0.129639
220793_at	0.8	A	0.91626
220794_at	4.4	A	0.72583
220795_s_at	36.2	P	0.046143
220796_x_at	493.2	P	0.00415
220797_at	57.2	P	0.001221
220798_x_at	3.6	A	0.696289
220799_at	0.7	A	0.72583
220800_s_at	161.7	P	0.000732
220801_s_at	4.5	A	0.696289
220802_at	21.7	A	0.165527
220803_at	12.6	P	0.037598
220804_s_at	11.5	A	0.5
220805_at	3.2	A	0.753906
220806_x_at	2.1	A	0.943848
220807_at	47.7	A	0.246094
220808_at	1.3	A	0.976074
220809_at	2.9	A	0.601074
220810_at	6	A	0.753906
220811_at	2.2	A	0.567627
220812_s_at	1	A	0.665527
220813_at	15.2	P	0.018555
220814_at	6.1	A	0.366211
220815_at	2.6	A	0.601074
220816_at	43.8	P	0.037598
220817_at	23.9	P	0.01416
220818_s_at	11.5	A	0.334473
220819_at	7.1	A	0.5
220820_at	15.4	A	0.129639
220821_at	8.3	A	0.567627
220822_at	11.8	P	0.037598
220823_at	15.8	A	0.111572
220824_at	2.4	A	0.888428
220825_s_at	27.9	P	0.046143
220826_at	9	A	0.219482
220827_at	21.8	A	0.149658
220828_s_at	14.4	A	0.366211
220829_s_at	0.5	A	0.828613
220830_at	1.3	A	0.753906
220831_at	1.2	A	0.780518
220832_at	13.2	A	0.27417
220833_at	2.6	A	0.334473
220834_at	2.1	A	0.850342
220835_s_at	22.9	P	0.030273
220836_at	0.6	A	0.72583
220837_at	0.5	A	0.943848
220838_at	50.1	P	0.018555
220839_at	51.3	A	0.095215
220840_s_at	341.1	P	0.000244
220841_s_at	146.9	P	0.001221
220842_at	33.1	P	0.000244
220843_s_at	14.7	A	0.080566
220844_at	10.5	P	0.030273
220845_at	5.6	A	0.246094
220846_s_at	2.3	A	0.962402
220847_x_at	17.1	A	0.246094
220848_x_at	4.2	A	0.665527
220849_at	24.4	A	0.219482
220850_at	0.5	A	0.953857
220851_at	7.2	A	0.27417
220852_at	1.3	A	0.904785
220853_at	17.9	A	0.129639
220854_at	3.6	A	0.633789
220855_at	6.3	A	0.19458
220856_x_at	493.4	P	0.000732
220857_at	12.5	A	0.303711
220858_at	6.9	A	0.753906
220859_at	11.7	A	0.296143
220860_at	16.2	P	0.001953
220861_at	2.6	A	0.533936
220862_s_at	1.4	A	0.981445
220863_at	4.7	A	0.27417
220864_s_at	3304.8	P	0.000244
220865_s_at	699.9	P	0.000244
220866_at	11.4	A	0.095215
220867_s_at	11.3	A	0.432373
220868_s_at	12.3	A	0.334473
220869_at	11.5	P	0.030273
220870_at	1.1	A	0.696289
220871_at	10.9	A	0.432373
220872_at	1.1	A	0.753906
220873_at	4.8	A	0.111572
220874_at	18.6	P	0.046143
220875_at	13.8	A	0.129639
220876_at	0.7	A	0.98584
220877_at	0.4	A	0.904785
220878_at	0.4	A	0.989258
220879_at	2.9	A	0.850342
220880_at	1.6	A	0.466064
220881_at	15.1	M	0.064941
220882_at	2.2	A	0.953857
220883_at	6.6	A	0.5
220884_at	0.6	A	0.665527
220885_s_at	78.8	P	0.000244
220886_at	2.4	A	0.72583
220887_at	32.4	P	0.010742
220888_s_at	2.3	A	0.919434
220889_s_at	9.5	A	0.303711
220890_s_at	2269	P	0.000244
220891_at	25	P	0.001221
220892_s_at	1223.2	P	0.000244
220893_at	6.2	A	0.303711
220894_x_at	3.7	A	0.888428
220895_at	2.3	A	0.72583
220896_at	37.4	A	0.27417
220897_at	9.6	A	0.080566
220898_at	7.4	A	0.19458
220899_at	3	A	0.633789
220900_at	1.9	A	0.696289
220901_at	9.1	A	0.27417
220902_at	1.2	A	0.828613
220903_at	9.1	A	0.366211
220904_at	7	A	0.633789
220905_at	13.3	A	0.432373
220906_at	3.7	A	0.601074
220907_at	6.1	A	0.366211
220908_at	28	A	0.095215
220909_at	3	A	0.696289
220910_at	12.8	A	0.366211
220911_s_at	57.9	P	0.046143
220912_at	5.3	A	0.398926
220913_at	9.3	A	0.432373
220914_at	73.8	A	0.067627
220915_s_at	121.8	P	0.000732
220916_at	6.4	A	0.111572
220917_s_at	100.2	P	0.000732
220918_at	1.2	A	0.953857
220919_s_at	10.4	P	0.046143
220920_at	1	A	0.870361
220921_at	8.8	A	0.303711
220922_s_at	1	A	0.633789
220923_s_at	17.1	A	0.129639
220924_s_at	1967.5	P	0.000244
220925_at	864	P	0.000244
220926_s_at	223	P	0.000732
220927_s_at	1.1	A	0.828613
220928_s_at	3.1	A	0.533936
220929_at	32.1	P	0.005859
220930_s_at	8.8	A	0.334473
220931_at	13.1	P	0.008057
220932_at	1	A	0.989258
220933_s_at	275	P	0.000244
220934_s_at	518.9	P	0.000732
220935_s_at	214.1	P	0.00293
220936_s_at	26.6	P	0.000244
220937_s_at	52.4	P	0.00293
220938_s_at	156.3	A	0.067627
220939_s_at	1113.6	P	0.000244
220940_at	111.3	P	0.000244
220941_s_at	90.8	P	0.000244
220942_x_at	1213.3	P	0.000244
220943_s_at	141.5	P	0.001221
220944_at	15.8	A	0.149658
220945_x_at	545.4	P	0.000732
220946_s_at	48.1	P	0.000732
220947_s_at	433.9	P	0.001221
220948_s_at	1846.3	P	0.000244
220949_s_at	277.3	P	0.000244
220950_s_at	22.7	A	0.432373
220951_s_at	31.1	A	0.080566
220952_s_at	590.2	P	0.000244
220953_s_at	83.7	P	0.000244
220954_s_at	86	P	0.000732
220955_x_at	251.7	P	0.000244
220956_s_at	305.7	P	0.001221
220957_at	6.4	A	0.095215
220958_at	22.1	A	0.080566
220959_s_at	2.4	A	0.466064
220960_x_at	9859.1	P	0.001221
220961_s_at	35.8	P	0.018555
220962_s_at	34.9	A	0.5
220963_s_at	19.9	A	0.129639
220964_s_at	370.7	P	0.000244
220965_s_at	13.5	A	0.5
220966_x_at	1432.6	P	0.001953
220967_s_at	57.3	P	0.01416
220968_s_at	100.4	P	0.030273
220969_s_at	8.5	A	0.171387
220970_s_at	3.6	A	0.533936
220971_at	3.4	A	0.72583
220972_s_at	1	A	0.466064
220973_s_at	67.7	P	0.018555
220974_x_at	173.5	P	0.001221
220975_s_at	48.1	A	0.111572
220976_s_at	7.8	A	0.567627
220977_x_at	30	A	0.095215
220978_at	6.3	A	0.432373
220979_s_at	28.1	P	0.00293
220980_s_at	766.3	P	0.001953
220981_x_at	21.8	A	0.567627
220982_s_at	0.9	A	0.991943
220983_s_at	6.2	A	0.366211
220984_s_at	25.2	P	0.046143
220985_s_at	107.1	P	0.000244
220986_s_at	14.5	M	0.056152
220987_s_at	68.1	P	0.005859
220988_s_at	14.7	A	0.067627
220989_s_at	21.3	A	0.246094
220990_s_at	1414.4	P	0.000244
220991_s_at	14.5	P	0.046143
220992_s_at	297.5	P	0.000244
220993_s_at	79.5	P	0.000732
220994_s_at	93.6	P	0.01416
220995_at	22.3	P	0.01416
220996_s_at	2.3	A	0.533936
220997_s_at	11.8	A	0.633789
220998_s_at	24.3	A	0.303711
220999_s_at	159.3	P	0.000732
221000_s_at	37.9	A	0.19458
221001_at	3.9	A	0.665527
221002_s_at	113.5	P	0.01416
221003_s_at	21	A	0.149658
221004_s_at	689.9	P	0.000732
221005_s_at	93	P	0.01416
221006_s_at	154.2	P	0.00415
221007_s_at	349.3	P	0.000244
221008_s_at	90.8	P	0.001953
221009_s_at	6	A	0.665527
221010_s_at	43.3	P	0.01416
221011_s_at	135.5	P	0.000244
221012_s_at	361.5	P	0.000244
221013_s_at	6.2	A	0.5
221014_s_at	238.3	P	0.000244
221015_s_at	47.6	P	0.000244
221016_s_at	55.2	P	0.000244
221017_s_at	1.5	A	0.919434
221018_s_at	9.8	A	0.080566
221019_s_at	194.9	P	0.000244
221020_s_at	747.3	P	0.000244
221021_s_at	208.7	P	0.000244
221022_s_at	8.9	A	0.303711
221023_s_at	10	A	0.366211
221024_s_at	36.6	P	0.030273
221025_x_at	231.2	P	0.00415
221026_s_at	2.4	A	0.696289
221027_s_at	395.1	P	0.000244
221028_s_at	69.1	P	0.018555
221029_s_at	70.5	A	0.111572
221030_s_at	16.1	P	0.01416
221031_s_at	164.3	P	0.000244
221032_s_at	8.8	A	0.72583
221033_s_at	8.5	A	0.432373
221034_s_at	1	A	0.601074
221035_s_at	20	A	0.171387
221036_s_at	98	P	0.00415
221037_s_at	2	A	0.633789
221038_at	50.9	P	0.001953
221039_s_at	275.2	P	0.000244
221040_at	2.6	A	0.633789
221041_s_at	352.7	P	0.00415
221042_s_at	23.5	A	0.067627
221043_at	20.9	P	0.022949
221044_s_at	14.4	A	0.067627
221045_s_at	74.3	M	0.056152
221046_s_at	582	P	0.000244
221047_s_at	213.6	P	0.000244
221048_x_at	43.3	P	0.005859
221049_s_at	61.3	A	0.334473
221050_s_at	319.4	P	0.00415
221051_s_at	37.8	P	0.00415
221052_at	19.8	P	0.023926
221053_s_at	29.1	P	0.030273
221054_s_at	0.4	A	0.969727
221056_x_at	103.1	P	0.010742
221057_at	0.9	A	0.423828
221058_s_at	230.4	P	0.046143
221059_s_at	295.8	P	0.000732
221060_s_at	3.2	A	0.334473
221061_at	11.4	A	0.432373
221062_at	18.5	P	0.001221
221063_x_at	134.7	P	0.018555
221064_s_at	65.6	A	0.095215
221065_s_at	33.1	P	0.037598
221066_at	1.8	A	0.962402
221067_s_at	16.9	A	0.080566
221068_at	2.4	A	0.828613
221069_s_at	421.7	P	0.000244
221070_s_at	7.1	A	0.601074
221071_at	23.6	P	0.010742
221072_at	8.3	A	0.567627
221073_s_at	61.2	A	0.095215
221074_at	1.4	A	0.919434
221075_s_at	2	A	0.780518
221076_at	0.9	A	0.888428
221077_at	20	A	0.067627
221078_s_at	130.3	P	0.001953
221079_s_at	697.6	P	0.000732
221080_s_at	20.1	A	0.095215
221081_s_at	18.5	A	0.27417
221082_s_at	163.9	P	0.000732
221083_at	6.3	A	0.5
221084_at	3.1	A	0.665527
221085_at	10.1	P	0.00415
221086_s_at	6.1	A	0.398926
221087_s_at	8.6	A	0.466064
221088_s_at	134.7	P	0.000244
221089_at	3.1	A	0.665527
221090_s_at	613.1	P	0.000244
221091_at	8.3	A	0.398926
221092_at	10.3	A	0.366211
221093_at	0.5	A	0.999756
221094_s_at	355.2	P	0.001221
221095_s_at	1.4	A	0.828613
221096_s_at	132.9	P	0.01416
221097_s_at	2.9	A	0.567627
221098_x_at	89.2	P	0.001953
221099_at	19.1	A	0.246094
221100_at	17.9	A	0.432373
221101_at	7.6	A	0.80542
221102_s_at	1.5	A	0.696289
221103_s_at	25.7	P	0.000244
221104_s_at	14	P	0.010742
221105_at	4.2	A	0.656982
221106_at	12.8	A	0.246094
221107_at	20	A	0.067627
221108_at	6.9	A	0.567627
221109_at	5.3	A	0.567627
221110_x_at	25	A	0.149658
221111_at	0.6	A	0.919434
221112_at	23.1	A	0.111572
221113_s_at	33.2	P	0.008057
221114_at	18.5	A	0.533936
221115_s_at	23.7	A	0.27417
221116_at	5.8	A	0.633789
221117_at	1.4	A	0.989258
221118_at	13.7	P	0.046143
221119_at	1.7	A	0.753906
221120_at	20.7	P	0.010742
221121_at	14.6	A	0.246094
221122_at	2.7	A	0.72583
221123_x_at	78.1	A	0.095215
221124_s_at	2	A	0.665527
221125_s_at	13.1	A	0.533936
221126_at	6.8	A	0.246094
221127_s_at	14.2	P	0.022461
221128_at	29	P	0.01416
221129_at	1.2	A	0.943848
221130_s_at	1.5	A	0.753906
221131_at	25.6	A	0.129639
221132_at	1	A	0.998047
221133_s_at	2.3	A	0.919434
221134_at	22.4	A	0.171387
221135_s_at	101.5	P	0.008057
221136_at	20.3	A	0.334473
221137_at	9.8	A	0.27417
221138_s_at	6	A	0.111572
221139_s_at	73.9	P	0.00293
221140_s_at	2.8	A	0.919434
221141_x_at	25.7	A	0.246094
221142_s_at	146.4	P	0.00415
221143_at	0.7	A	0.5
221144_at	6.5	A	0.149658
221145_at	1.9	A	0.567627
221146_at	8.9	A	0.71875
221147_x_at	82.4	P	0.018555
221148_at	14.1	A	0.246094
221149_at	0.5	A	0.696289
221150_at	2.8	A	0.80542
221151_at	2.6	A	0.870361
221152_at	4.5	A	0.366211
221153_s_at	1.8	A	0.665527
221154_at	17.1	P	0.005859
221155_x_at	21.3	P	0.046143
221156_x_at	111.2	P	0.000732
221157_s_at	11.5	A	0.533936
221158_at	302.8	P	0.000244
221159_at	1.4	A	0.696289
221160_s_at	4.2	A	0.466064
221161_at	6	A	0.366211
221162_at	39.9	A	0.398926
221163_s_at	22.1	A	0.366211
221164_x_at	10.6	A	0.398926
221165_s_at	21.3	A	0.080566
221166_at	3.7	A	0.696289
221167_s_at	1.1	A	0.665527
221168_at	577.5	P	0.000244
221169_s_at	11.9	P	0.00293
221170_at	0.8	A	0.696289
221171_at	14.7	A	0.246094
221172_at	2.5	A	0.366211
221173_at	15.7	A	0.149658
221174_at	8.6	A	0.171387
221175_at	7.4	A	0.366211
221176_x_at	26.7	A	0.067627
221177_at	1.7	A	0.72583
221178_at	4.2	A	0.80542
221179_at	1.6	A	0.904785
221180_at	12.8	A	0.423828
221181_at	1.2	A	0.976074
221182_at	4.9	A	0.398926
221183_at	1.3	A	0.665527
221184_at	19	A	0.219482
221185_s_at	35.3	P	0.00293
221186_at	1.4	A	0.828613
221187_s_at	113.7	P	0.000244
221188_s_at	19.1	A	0.171387
221189_s_at	246.4	P	0.00415
221190_s_at	422.7	P	0.000244
221191_at	14	A	0.567627
221192_x_at	104.1	P	0.018555
221193_s_at	687.4	P	0.000244
221194_s_at	201.8	P	0.000244
221195_at	16.2	A	0.111572
221196_x_at	470	P	0.000732
221197_s_at	27.6	A	0.19458
221198_at	0.8	A	0.998047
221199_at	6.6	A	0.919434
221200_at	5.1	A	0.366211
221201_s_at	193.6	P	0.000244
221202_at	6.1	A	0.5
221203_s_at	120.2	P	0.001221
221204_s_at	44.9	P	0.01416
221205_at	10.6	A	0.095215
221206_at	236.8	P	0.000244
221207_s_at	270.8	P	0.000244
221208_s_at	166	P	0.000244
221209_s_at	11.4	A	0.334473
221210_s_at	82.8	P	0.000244
221211_s_at	9	A	0.149658
221212_x_at	8	P	0.00293
221213_s_at	43.2	P	0.00293
221214_s_at	289.2	P	0.001221
221215_s_at	398	P	0.000732
221216_s_at	225.7	P	0.000732
221217_s_at	1.9	A	0.850342
221218_s_at	66.1	P	0.000244
221219_s_at	240.1	P	0.000244
221220_s_at	188.5	P	0.000244
221221_s_at	24.5	A	0.219482
221222_s_at	47.1	P	0.000244
221223_x_at	46.9	A	0.398926
221224_s_at	108.8	P	0.00415
221225_at	8.3	A	0.303711
221226_s_at	12.5	A	0.533936
221227_x_at	306.9	P	0.00415
221228_s_at	8.6	A	0.80542
221229_s_at	390.5	P	0.000244
221230_s_at	1330.3	P	0.000244
221231_s_at	7	A	0.567627
221232_s_at	3.1	A	0.753906
221233_s_at	6.2	A	0.5
221234_s_at	172.9	P	0.000244
221235_s_at	260.6	P	0.000244
221236_s_at	41.7	P	0.005859
221237_s_at	6.2	A	0.828613
221238_at	21.1	P	0.023926
221239_s_at	14.3	A	0.219482
221240_s_at	46.1	A	0.080566
221241_s_at	1.4	A	0.633789
221242_at	25.1	A	0.246094
221243_s_at	2	A	0.601074
221244_s_at	48	P	0.005859
221245_s_at	496.5	P	0.000244
221246_x_at	16.2	A	0.095215
221247_s_at	356.6	P	0.001221
221248_s_at	24.3	P	0.01416
221249_s_at	163.5	P	0.000244
221250_s_at	50.2	A	0.19458
221251_x_at	11.8	A	0.366211
221252_s_at	1	A	0.72583
221253_s_at	2479	P	0.000244
221254_s_at	1	A	0.998047
221255_s_at	1433.6	P	0.000244
221256_s_at	115.5	P	0.001221
221257_x_at	723.2	P	0.000244
221258_s_at	381.2	P	0.000244
221259_s_at	0.9	A	0.567627
221260_s_at	175.5	P	0.000244
221261_x_at	86.8	P	0.000244
221262_s_at	31	A	0.067627
221263_s_at	3476.9	P	0.000244
221264_s_at	238.9	P	0.000244
221265_s_at	880.7	P	0.000732
221266_s_at	11	A	0.303711
221267_s_at	1015.2	P	0.000244
221268_s_at	317.3	P	0.000244
221269_s_at	183.1	P	0.00415
221270_s_at	108.9	A	0.080566
221271_at	6.9	A	0.466064
221272_s_at	46.5	P	0.018555
221273_s_at	30.4	P	0.023926
221274_s_at	453	P	0.005859
221275_s_at	4.1	A	0.567627
221276_s_at	48.5	P	0.00293
221277_s_at	299.1	P	0.000244
221278_at	1.1	A	0.904785
221279_at	84.6	P	0.037598
221280_s_at	91	P	0.010742
221281_at	3.5	A	0.850342
221282_x_at	8	A	0.592773
221283_at	2.6	A	0.780518
221284_s_at	4.8	A	0.753906
221285_at	1.6	A	0.870361
221286_s_at	1.8	A	0.969727
221287_at	61.9	P	0.037598
221288_at	1.2	A	0.696289
221289_at	30.5	A	0.129639
221290_s_at	121.1	P	0.000732
221291_at	114.8	P	0.008057
221292_at	10	A	0.633789
221293_s_at	14.9	A	0.366211
221294_at	42.4	P	0.046143
221295_at	6.6	A	0.780518
221296_at	3.7	A	0.398926
221297_at	32.9	A	0.19458
221298_s_at	4.6	A	0.888428
221299_at	6.7	A	0.466064
221300_at	26.6	A	0.27417
221301_at	9.6	A	0.633789
221302_at	9.6	A	0.665527
221303_at	6.6	A	0.5
221304_at	6.2	A	0.27417
221305_s_at	0.4	A	0.888428
221306_at	76.4	P	0.001221
221307_at	10.6	A	0.303711
221308_at	50.8	P	0.030273
221309_at	16.9	P	0.008057
221310_at	2.7	A	0.850342
221311_x_at	1157.6	P	0.000244
221312_at	1.6	A	0.753906
221313_at	2.8	A	0.665527
221314_at	30.6	P	0.046143
221315_s_at	15.4	A	0.27417
221316_at	2.7	A	0.5
221317_x_at	8.5	A	0.601074
221318_at	16.3	A	0.303711
221319_at	1.9	A	0.665527
221320_at	12.3	A	0.398926
221321_s_at	6	A	0.567627
221322_at	1.2	A	0.633789
221323_at	34.8	P	0.005859
221324_at	2.2	A	0.828613
221325_at	8.8	A	0.567627
221326_s_at	173.8	P	0.000732
221327_s_at	5.3	A	0.633789
221328_at	4.3	A	0.753906
221329_at	8.3	A	0.246094
221330_at	2.4	A	0.533936
221331_x_at	10.7	A	0.366211
221332_at	16.2	A	0.111572
221333_at	2.7	A	0.780518
221334_s_at	16.9	A	0.334473
221335_x_at	236.3	P	0.000244
221336_at	16.6	A	0.111572
221337_s_at	10.8	A	0.850342
221338_at	0.6	A	0.72583
221339_at	14.5	A	0.111572
221340_at	2.6	A	0.780518
221341_s_at	5.3	A	0.567627
221342_at	8.2	A	0.27417
221343_at	0.8	A	0.696289
221344_at	24.7	A	0.095215
221345_at	8.8	A	0.334473
221346_at	28.5	A	0.466064
221347_at	9.8	A	0.366211
221348_at	28.4	A	0.219482
221349_at	0.8	A	0.45752
221350_at	44	P	0.037598
221351_at	12.1	A	0.466064
221352_at	12.1	A	0.432373
221353_at	1.5	A	0.850342
221354_s_at	2	A	0.753906
221355_at	24.4	A	0.27417
221356_x_at	4.9	A	0.633789
221357_at	22.5	A	0.466064
221358_at	2.8	A	0.665527
221359_at	3.2	A	0.432373
221360_s_at	2.1	A	0.80542
221361_at	1.6	A	0.989258
221362_at	7.2	A	0.246094
221363_x_at	2.4	A	0.696289
221364_at	3.3	A	0.753906
221365_at	7.7	A	0.633789
221366_at	4.6	A	0.334473
221367_at	17.1	A	0.067627
221368_at	16.1	A	0.334473
221369_at	26.4	A	0.149658
221370_at	5	A	0.533936
221371_at	13.7	A	0.129639
221372_s_at	1.7	A	0.633789
221373_x_at	19.1	A	0.27417
221374_at	3.4	A	0.72583
221375_at	3	A	0.665527
221376_at	5.7	A	0.780518
221377_s_at	17.5	P	0.046143
221378_at	18.1	A	0.334473
221379_at	32.8	A	0.466064
221380_at	2.8	A	0.665527
221381_s_at	3588.6	P	0.000244
221382_at	15.3	A	0.398926
221383_at	2.8	A	0.919434
221384_at	2	A	0.80542
221385_s_at	6.2	A	0.696289
221386_at	8.8	A	0.095215
221387_at	28.4	A	0.398926
221388_at	2.3	A	0.665527
221389_at	1.9	A	0.919434
221390_s_at	28.7	A	0.19458
221391_at	12.5	A	0.095215
221392_at	12.6	A	0.19458
221393_at	6.4	A	0.601074
221394_at	9.9	A	0.533936
221395_at	0.8	A	0.953857
221396_at	2.9	A	0.466064
221397_at	1.4	A	0.633789
221398_at	2.8	A	0.665527
221399_at	22.3	A	0.171387
221400_at	21.6	A	0.129639
221401_at	1.3	A	0.904785
221402_at	7.8	A	0.366211
221403_s_at	6.9	A	0.366211
221404_at	2.8	A	0.432373
221405_at	20	A	0.095215
221406_s_at	4.5	A	0.5
221407_at	26.8	P	0.046143
221408_x_at	22.3	A	0.303711
221409_at	23.7	M	0.056152
221410_x_at	5.3	A	0.72583
221411_at	2	A	0.904785
221412_at	23.6	P	0.018555
221413_at	10.5	A	0.5
221414_s_at	13.7	A	0.095215
221415_s_at	15.3	A	0.171387
221416_at	2.2	A	0.850342
221417_x_at	1.8	A	0.991943
221418_s_at	69.8	P	0.023926
221419_s_at	786.9	P	0.000244
221420_at	0.7	A	0.828613
221421_s_at	30.4	P	0.00415
221422_s_at	24.7	A	0.219482
221423_s_at	592.9	P	0.000244
221424_s_at	1.7	A	0.969727
221425_s_at	432.5	P	0.000244
221426_s_at	28.6	A	0.129639
221427_s_at	245.2	P	0.018555
221428_s_at	251.5	P	0.001953
221429_x_at	17.5	A	0.19458
221430_s_at	109.8	P	0.000244
221431_s_at	1.8	A	0.850342
221432_s_at	150	P	0.01416
221433_at	7.7	A	0.366211
221434_s_at	4962.4	P	0.000244
221435_x_at	154.5	P	0.001953
221436_s_at	406.6	P	0.000244
221437_s_at	1140.4	P	0.000244
221438_s_at	0.4	A	0.943848
221439_at	10.5	A	0.432373
221440_s_at	47.4	P	0.01416
221441_at	0.4	A	0.850342
221442_at	2.9	A	0.533936
221443_x_at	31.6	A	0.095215
221444_at	7.8	A	0.27417
221445_at	1.5	A	0.665527
221446_at	17.3	A	0.533936
221447_s_at	378.8	P	0.005859
221448_s_at	37.2	P	0.018555
221449_s_at	471.2	P	0.000244
221450_x_at	1.7	A	0.828613
221451_s_at	5.7	A	0.246094
221452_s_at	2409.7	P	0.000244
221453_at	34	P	0.030273
221454_at	3.8	A	0.780518
221455_s_at	28.2	A	0.129639
221456_at	1	A	0.932373
221457_s_at	2.2	A	0.919434
221458_at	6.8	A	0.27417
221459_at	1.2	A	0.932373
221460_at	10	A	0.27417
221461_at	9.8	A	0.246094
221462_x_at	1.8	A	0.601074
221463_at	10.4	A	0.5
221464_at	23.7	P	0.023926
221465_at	3.9	A	0.888428
221466_at	24.1	P	0.00293
221467_at	18.7	A	0.080566
221468_at	2.9	A	0.72583
221469_at	12.1	A	0.171387
221470_s_at	6.7	A	0.5
221471_at	707.5	P	0.000244
221472_at	370.7	P	0.000732
221473_x_at	371.9	P	0.000244
221474_at	4420.9	P	0.000244
221475_s_at	9061.8	P	0.000244
221476_s_at	5542	P	0.000244
221477_s_at	321.9	P	0.000244
221478_at	647.2	P	0.000244
221479_s_at	452.2	P	0.000244
221480_at	981.9	P	0.000244
221481_x_at	3257.9	P	0.001221
