classification	overwrite_scope	conflicting_overwrite	nct_id	shard	query_family	outcome_measure_index	outcome_measure_title	outcome_measure_type	param_type	unit_of_measure	time_frame	population_description	group_id	group_title	n_classes_in_om	classes_contributing	class_titles_contributing	cells_CR	cells_PR	cells_SD	cells_PD	evaluable_n_sum_of_cells	reported_denominator_participants	all_categories_in_contributing_classes_sum	sum_minus_reported_denominator	categories_matched	categories_dropped	reason	source_pointer
unsupported	none	False	NCT03724890	ctg_results_bor_2018_2021	bor	56	Part FE: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from first study intervention up to long term safety follow-up period (Up to 404 Days)	Full Analysis Set included all participants who receive at least one dose of study intervention.	OG000	Part Food Effect: M3814 100 mg BID + Avelumab 800 mg Q2W	1	0	<untitled>	0	0	2	1	3	4	4	-1	Complete Response | Partial Response | Stable Disease or Non-CR/Non-PD | Progressive Disease	Not Evaluable	sum of cells 3 != reported denominator 4 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03724890] :: outcomeMeasures[56] :: groups[OG000]
unsupported	none	False	NCT03724890	ctg_results_bor_2018_2021	bor	56	Part FE: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from first study intervention up to long term safety follow-up period (Up to 404 Days)	Full Analysis Set included all participants who receive at least one dose of study intervention.	OG001	Part Food Effect: M3814 200 mg BID + Avelumab 800 mg Q2W	1	0	<untitled>	0	1	1	1	3	5	5	-2	Complete Response | Partial Response | Stable Disease or Non-CR/Non-PD | Progressive Disease	Not Evaluable	sum of cells 3 != reported denominator 5 (difference -2)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03724890] :: outcomeMeasures[56] :: groups[OG001]
unsupported	none	False	NCT03409614	ctg_results_bor_2018_2021	bor	6	Part 1: Best Overall Response (BOR) Per IRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 32 months	Part 1 participants only	OG000	Part 1: Cemiplimab + Chemotherapy	1	0	<untitled>	3	41	41	4	89	108	108	-19	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Non-CR / Non-PD | Not Evaluable (NE)	sum of cells 89 != reported denominator 108 (difference -19)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03409614] :: outcomeMeasures[6] :: groups[OG000]
unsupported	none	False	NCT03409614	ctg_results_bor_2018_2021	bor	6	Part 1: Best Overall Response (BOR) Per IRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 32 months	Part 1 participants only	OG001	Part 1: Cemiplimab+AbbrevChemo+Ipilimumab	1	0	<untitled>	5	35	44	15	99	109	109	-10	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Non-CR / Non-PD | Not Evaluable (NE)	sum of cells 99 != reported denominator 109 (difference -10)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03409614] :: outcomeMeasures[6] :: groups[OG001]
unsupported	none	False	NCT03409614	ctg_results_bor_2018_2021	bor	6	Part 1: Best Overall Response (BOR) Per IRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 32 months	Part 1 participants only	OG002	Part 1: Chemotherapy	1	0	<untitled>	2	28	51	8	89	106	106	-17	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Non-CR / Non-PD | Not Evaluable (NE)	sum of cells 89 != reported denominator 106 (difference -17)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03409614] :: outcomeMeasures[6] :: groups[OG002]
unsupported	none	False	NCT03409614	ctg_results_bor_2018_2021	bor	7	Part 2: BOR Per IRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 32 months	Part 2 participants only	OG000	Part 2: Cemiplimab + Chemotherapy	1	0	<untitled>	20	116	121	22	279	312	312	-33	CR | PR | SD | PD	Non-CR/Non-PD | NE	sum of cells 279 != reported denominator 312 (difference -33)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03409614] :: outcomeMeasures[7] :: groups[OG000]
unsupported	none	False	NCT03409614	ctg_results_bor_2018_2021	bor	7	Part 2: BOR Per IRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 32 months	Part 2 participants only	OG001	Part 2: Placebo + Chemotherapy	1	0	<untitled>	0	34	75	24	133	154	154	-21	CR | PR | SD | PD	Non-CR/Non-PD | NE	sum of cells 133 != reported denominator 154 (difference -21)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03409614] :: outcomeMeasures[7] :: groups[OG001]
unsupported	none	False	NCT03750786	ctg_results_bor_2018_2021	bor	0	Overall Response Rate	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Until disease progression, an average of ten months		OG000	Group A	1	0	<untitled>	2	116	106	7	231	245	245	-14	Complete Response | Partial Response | Stable Disease | Progressive Disease	Non-CR/Non-PD | No BOR Available | Not Evaluable	sum of cells 231 != reported denominator 245 (difference -14)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03750786] :: outcomeMeasures[0] :: groups[OG000]
unsupported	none	False	NCT03750786	ctg_results_bor_2018_2021	bor	0	Overall Response Rate	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Until disease progression, an average of ten months		OG001	Group B	1	0	<untitled>	5	116	86	11	218	245	245	-27	Complete Response | Partial Response | Stable Disease | Progressive Disease	Non-CR/Non-PD | No BOR Available | Not Evaluable	sum of cells 218 != reported denominator 245 (difference -27)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03750786] :: outcomeMeasures[0] :: groups[OG001]
valid	none	False	NCT04387071	ctg_results_bor_2018_2021	bor	0	Disease Control Rate	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Through end of treatment, up to 2 months	All enrolled subjects were included in the analysis.	OG000	Treatment (CMP-001, INCAGN01949)	1	0	<untitled>	0	0	0	2	2	2	2	0	Complete Response | Partial Response | Stable Disease | Progressive disease	No response	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04387071] :: outcomeMeasures[0] :: groups[OG000]
unsupported	none	False	NCT03386357	ctg_results_bor_2018_2021	bor	1	Response Rate According to RECIST	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	restaging every 9 weeks up to 12 months		OG000	A (Pembrolizumab+RT)	1	0	<untitled>	6	13	9	19	47	57	57	-10	CR | PR | SD | PD	missing RECIST result | no restaging	sum of cells 47 != reported denominator 57 (difference -10)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03386357] :: outcomeMeasures[1] :: groups[OG000]
unsupported	none	False	NCT03386357	ctg_results_bor_2018_2021	bor	1	Response Rate According to RECIST	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	restaging every 9 weeks up to 12 months		OG001	B (Pembrolizumab)	1	0	<untitled>	3	11	11	21	46	58	58	-12	CR | PR | SD | PD	missing RECIST result | no restaging	sum of cells 46 != reported denominator 58 (difference -12)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03386357] :: outcomeMeasures[1] :: groups[OG001]
unsupported	none	False	NCT03854227	ctg_results_bor_2018_2021	bor	5	Part 2: Number of Participants With Best Overall Response (BOR) Based on Investigator Assessment (RECIST, Version 1.1)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	From baseline up to 28 ~ 35 days after end of treatment (maximum of 6 months).	The analysis population included all participants in Part 2 who received at least one dose of study treatment and had baseline disease assessment or measurable disease at baseline, if applicable and a	OG000	Part 2A: [2L+ Non-small Cell Lung Cancer (NSCLC)] PF-06939999 6mg QD	1	0	<untitled>	0	1	4	4	9	11	11	-2	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Non-CR/Non-PD | Not evaluable (NE)	sum of cells 9 != reported denominator 11 (difference -2)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03854227] :: outcomeMeasures[5] :: groups[OG000]
valid	none	False	NCT03854227	ctg_results_bor_2018_2021	bor	5	Part 2: Number of Participants With Best Overall Response (BOR) Based on Investigator Assessment (RECIST, Version 1.1)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	From baseline up to 28 ~ 35 days after end of treatment (maximum of 6 months).	The analysis population included all participants in Part 2 who received at least one dose of study treatment and had baseline disease assessment or measurable disease at baseline, if applicable and a	OG001	Part 2B: (2L+ Urothelial Carcinoma) PF-06939999 6mg QD	1	0	<untitled>	0	0	2	0	2	2	2	0	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Non-CR/Non-PD | Not evaluable (NE)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03854227] :: outcomeMeasures[5] :: groups[OG001]
valid	none	False	NCT03854227	ctg_results_bor_2018_2021	bor	5	Part 2: Number of Participants With Best Overall Response (BOR) Based on Investigator Assessment (RECIST, Version 1.1)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	From baseline up to 28 ~ 35 days after end of treatment (maximum of 6 months).	The analysis population included all participants in Part 2 who received at least one dose of study treatment and had baseline disease assessment or measurable disease at baseline, if applicable and a	OG002	Part 2C: [2L+ Head and Neck Squamous Cell Carcinoma (HNSCC)] PF-06939999 6mg QD	1	0	<untitled>	0	0	4	4	8	8	8	0	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Non-CR/Non-PD | Not evaluable (NE)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03854227] :: outcomeMeasures[5] :: groups[OG002]
valid	none	False	NCT04044768	ctg_results_bor_2018_2021	bor	4	Best Overall Response (BOR) (Cohort 1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From T-cell infusion until disease progression/recurrence as of data cut off (up to 2.6 years). Response was assessed at Week 4, Week 8, Week 12, Week 16, and Week 24, and every 2 months +/- 28 days until confirmed disease progression.	Participants who received afamitresgene autoleucel	OG000	Synovial Sarcoma	1	0	<untitled>	0	17	23	4	44	44	44	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04044768] :: outcomeMeasures[4] :: groups[OG000]
valid	none	False	NCT04044768	ctg_results_bor_2018_2021	bor	4	Best Overall Response (BOR) (Cohort 1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From T-cell infusion until disease progression/recurrence as of data cut off (up to 2.6 years). Response was assessed at Week 4, Week 8, Week 12, Week 16, and Week 24, and every 2 months +/- 28 days until confirmed disease progression.	Participants who received afamitresgene autoleucel	OG001	MRCLS	1	0	<untitled>	0	2	4	2	8	8	8	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04044768] :: outcomeMeasures[4] :: groups[OG001]
valid	none	False	NCT03609359	ctg_results_bor_2018_2021	bor	0	Objective Response Rate (ORR)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	12 months	ORR will be defined as the proportion of patients who achieved CR or PR for best overall response (confirmation required) according to immune-related RECIST (irRECIST) and RECIST v1.1.	OG000	Lenvatinib + Pembrolizumab	1	0	<untitled>	1	19	9	0	29	29	29	0	Complete Response (CR) | Partial Response (PR) | Stable disease (SD) | Progressive disease (PD)	Not Evaluable (NE)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03609359] :: outcomeMeasures[0] :: groups[OG000]
valid	none	False	NCT03761914	ctg_results_bor_2018_2021	bor	0	Overall Response Rate (ORR) - Best Overall Response	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	33 months	Participants who have received at least one dose of pembrolizumab (mITT population). Patients only enrolled in the Ovarian Cancer (OvC) arm. One subject enrolled in the Colorectal Cancer (CRC) arm but	OG000	Ovarian Cancer (OvC)	1	0	<untitled>	0	1	7	8	16	16	16	0	Complete response | Partial response | Stable disease | Progressive disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03761914] :: outcomeMeasures[0] :: groups[OG000]
unsupported	cross_class	True	NCT04208958	ctg_results_bor_2018_2021	bor	3	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years	The analysis population included all subjects who received at least one dose of VE800 or nivolumab.	OG000	VE800 combination treatment with nivolumab	3	0;1;2	CRC | Melanoma | Gastric	0	1	2	16	19	54	54	-35	CR | CR | CR | PR | PR | PR | SD | SD | SD | PD | PD | PD	NE | Unknown | Unknown | NE | NE | Unknown	cross-class overwrite with conflicting values for PD,PR,SD (last class wins) ; cells drawn from 3 different classes (CRC; Melanoma; Gastric)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04208958] :: outcomeMeasures[3] :: groups[OG000]
valid	none	False	NCT03415854	ctg_results_bor_2018_2021	bor	0	Best Overall Response (BOR)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	From enrollment until the end of 3+ treatment cycles (each cycle is 21 days), up to 190 days.		OG000	Paricalcitol (Zemplar)	1	0	<untitled>	0	0	3	11	14	14	14	0	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03415854] :: outcomeMeasures[0] :: groups[OG000]
valid	none	False	NCT04639245	ctg_results_bor_2018_2021	bor	1	Best Overall Response	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	1 year post infusion		OG000	Treatment (FH-MagIC TCR-T Cells, Atezolizumab)	1	0	<untitled>	0	0	1	0	1	1	1	0	Complete response | Partial response | Stable disease | Progressive disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04639245] :: outcomeMeasures[1] :: groups[OG000]
unsupported	none	False	NCT04634825	ctg_results_bor_2018_2021	bor	7	Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor assessment is conducted 6 weeks after first dose, then every 9 weeks until disease progression, up to 16.5 months		OG000	Retifanlimab Cohort	1	0	<untitled>	0	3	20	15	38	48	48	-10	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	sum of cells 38 != reported denominator 48 (difference -10)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04634825] :: outcomeMeasures[7] :: groups[OG000]
unsupported	none	False	NCT04634825	ctg_results_bor_2018_2021	bor	7	Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor assessment is conducted 6 weeks after first dose, then every 9 weeks until disease progression, up to 16.5 months		OG001	Tebotelimab Cohort	1	0	<untitled>	0	2	5	2	9	14	14	-5	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	sum of cells 9 != reported denominator 14 (difference -5)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04634825] :: outcomeMeasures[7] :: groups[OG001]
valid	none	False	NCT04020185	ctg_results_bor_2018_2021	bor	1	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	9 months		OG000	Monotherapy 100 μg	1	0	<untitled>	0	0	0	4	4	4	4	0	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04020185] :: outcomeMeasures[1] :: groups[OG000]
valid	none	False	NCT04020185	ctg_results_bor_2018_2021	bor	1	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	9 months		OG001	Monotherapy 200 μg	1	0	<untitled>	0	0	0	3	3	3	3	0	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04020185] :: outcomeMeasures[1] :: groups[OG001]
valid	none	False	NCT04020185	ctg_results_bor_2018_2021	bor	1	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	9 months		OG002	Monotherapy 400 μg	1	0	<untitled>	0	0	1	2	3	3	3	0	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04020185] :: outcomeMeasures[1] :: groups[OG002]
valid	none	False	NCT04020185	ctg_results_bor_2018_2021	bor	1	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	9 months		OG003	Monotherapy 800 μg	1	0	<untitled>	0	0	0	2	2	2	2	0	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04020185] :: outcomeMeasures[1] :: groups[OG003]
valid	none	False	NCT04020185	ctg_results_bor_2018_2021	bor	1	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	9 months		OG004	Monotherapy 1200 μg	1	0	<untitled>	0	0	0	6	6	6	6	0	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04020185] :: outcomeMeasures[1] :: groups[OG004]
valid	none	False	NCT04020185	ctg_results_bor_2018_2021	bor	1	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	9 months		OG005	Combination Therapy 800 μg	1	0	<untitled>	0	0	1	3	4	4	4	0	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04020185] :: outcomeMeasures[1] :: groups[OG005]
valid	none	False	NCT04020185	ctg_results_bor_2018_2021	bor	1	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	9 months		OG006	Combination Therapy 1200 μg	1	0	<untitled>	0	1	0	4	5	5	5	0	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04020185] :: outcomeMeasures[1] :: groups[OG006]
valid	none	False	NCT04020185	ctg_results_bor_2018_2021	bor	1	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	9 months		OG007	Combination Therapy 2400 μg	1	0	<untitled>	0	0	1	3	4	4	4	0	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04020185] :: outcomeMeasures[1] :: groups[OG007]
valid	none	False	NCT04753216	ctg_results_bor_2018_2021	bor	1	Overall Best Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Approximately 29 Weeks		OG000	Treatment (Bevacizumab, Irinotecan Sucrosofate)	1	0	<untitled>	0	2	0	0	2	2	2	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04753216] :: outcomeMeasures[1] :: groups[OG000]
unsupported	none	False	NCT04649060	ctg_results_bor_2018_2021	bor	3	Best Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From the date of randomization until the end of study (approximately 12 months).	Analysis was performed using the Full Analysis Set (FAS).	OG000	Arm A (Melflufen+Dexamethasone+Daratumumab)	1	0	<untitled>	1	11	3	1	16	27	27	-11	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Very Good Partial Response (VGPR) | Minimal Response (MR) | Not Evaluable (NE)	sum of cells 16 != reported denominator 27 (difference -11)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04649060] :: outcomeMeasures[3] :: groups[OG000]
unsupported	none	False	NCT04649060	ctg_results_bor_2018_2021	bor	3	Best Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From the date of randomization until the end of study (approximately 12 months).	Analysis was performed using the Full Analysis Set (FAS).	OG001	Arm B (Daratumumab)	1	0	<untitled>	0	5	5	5	15	27	27	-12	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Very Good Partial Response (VGPR) | Minimal Response (MR) | Not Evaluable (NE)	sum of cells 15 != reported denominator 27 (difference -12)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04649060] :: outcomeMeasures[3] :: groups[OG001]
unsupported	none	False	NCT03212274	ctg_results_bor_2018_2021	bor	0	Overall Response Rate	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to completion of 8 weeks of treatment		OG000	Cohort 1A-Glioma Naïve to IDH I	1	0	<untitled>	0	0	9	6	15	16	16	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable	sum of cells 15 != reported denominator 16 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03212274] :: outcomeMeasures[0] :: groups[OG000]
unsupported	none	False	NCT03212274	ctg_results_bor_2018_2021	bor	0	Overall Response Rate	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to completion of 8 weeks of treatment		OG001	Cohort 1B- Glioma Pretreated	1	0	<untitled>	0	0	8	5	13	16	16	-3	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable	sum of cells 13 != reported denominator 16 (difference -3)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03212274] :: outcomeMeasures[0] :: groups[OG001]
valid	none	False	NCT03212274	ctg_results_bor_2018_2021	bor	0	Overall Response Rate	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to completion of 8 weeks of treatment		OG002	Cohort 2A- Cholangio Naive	1	0	<untitled>	0	0	6	9	15	15	15	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03212274] :: outcomeMeasures[0] :: groups[OG002]
unsupported	none	False	NCT03212274	ctg_results_bor_2018_2021	bor	0	Overall Response Rate	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to completion of 8 weeks of treatment		OG003	Cohort 2B-Cholangio- Pretreated	1	0	<untitled>	0	0	8	4	12	16	16	-4	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable	sum of cells 12 != reported denominator 16 (difference -4)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03212274] :: outcomeMeasures[0] :: groups[OG003]
unsupported	none	False	NCT03212274	ctg_results_bor_2018_2021	bor	0	Overall Response Rate	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to completion of 8 weeks of treatment		OG004	Cohort 3A Other -Naive	1	0	<untitled>	0	0	7	15	22	25	25	-3	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable	sum of cells 22 != reported denominator 25 (difference -3)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03212274] :: outcomeMeasures[0] :: groups[OG004]
valid	none	False	NCT03212274	ctg_results_bor_2018_2021	bor	0	Overall Response Rate	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to completion of 8 weeks of treatment		OG005	Cohort 3B Other -Pretreated	1	0	<untitled>	0	0	1	0	1	1	1	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03212274] :: outcomeMeasures[0] :: groups[OG005]
unsupported	none	False	NCT04068181	ctg_results_bor_2018_2021	bor	3	BOR Per Modified RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 12 weeks. Maximum overall time on-study (treatment + follow up) was 46.23 months	Full Analysis Set: Includes all enrolled participants who have received at least 1 dose of talimogene laherparepvec and 1 dose of pembrolizumab in combination.	OG000	Cohort 1 - Locally Recurrent/Metastatic - Primary Resistance	1	0	<untitled>	0	1	7	11	19	26	26	-7	CR | PR | SD | PD	UE | Non-CR/Non-PD | Not Done	sum of cells 19 != reported denominator 26 (difference -7)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04068181] :: outcomeMeasures[3] :: groups[OG000]
unsupported	none	False	NCT04068181	ctg_results_bor_2018_2021	bor	3	BOR Per Modified RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 12 weeks. Maximum overall time on-study (treatment + follow up) was 46.23 months	Full Analysis Set: Includes all enrolled participants who have received at least 1 dose of talimogene laherparepvec and 1 dose of pembrolizumab in combination.	OG001	Cohort 2 - Locally Recurrent/Metastatic - Acquired Resistance	1	0	<untitled>	0	1	4	5	10	15	15	-5	CR | PR | SD | PD	UE | Non-CR/Non-PD | Not Done	sum of cells 10 != reported denominator 15 (difference -5)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04068181] :: outcomeMeasures[3] :: groups[OG001]
valid	none	False	NCT04068181	ctg_results_bor_2018_2021	bor	3	BOR Per Modified RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 12 weeks. Maximum overall time on-study (treatment + follow up) was 46.23 months	Full Analysis Set: Includes all enrolled participants who have received at least 1 dose of talimogene laherparepvec and 1 dose of pembrolizumab in combination.	OG002	Cohort 3 - Adjuvant Setting - Disease Free Interval < 6 Months	1	0	<untitled>	3	3	0	9	15	15	15	0	CR | PR | SD | PD	UE | Non-CR/Non-PD | Not Done	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04068181] :: outcomeMeasures[3] :: groups[OG002]
unsupported	none	False	NCT04068181	ctg_results_bor_2018_2021	bor	3	BOR Per Modified RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 12 weeks. Maximum overall time on-study (treatment + follow up) was 46.23 months	Full Analysis Set: Includes all enrolled participants who have received at least 1 dose of talimogene laherparepvec and 1 dose of pembrolizumab in combination.	OG003	Cohort 4 - Adjuvant Setting - Disease Free Interval ≥ 6 Months	1	0	<untitled>	3	4	6	1	14	15	15	-1	CR | PR | SD | PD	UE | Non-CR/Non-PD | Not Done	sum of cells 14 != reported denominator 15 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04068181] :: outcomeMeasures[3] :: groups[OG003]
unsupported	within_class	False	NCT03671564	ctg_results_bor_2018_2021	bor	7	Number of Participants With Best Response Following Administration of Milademetan in Participants With Relapsed or Refractory Acute Myeloid Leukemia	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From the start of study treatment to the end of study treatment, up to 1 year	Best Response was assessed on the Efficacy Analysis Set.	OG000	Milademetan (90 mg/Day)	1	0	<untitled>	0	0	1	1	2	4	4	-2	Complete remission (CR) | CR with partial hematological recovery (CRh) | CR with incomplete hematological recovery (CRi) | Partial remission (PR) | Stable disease (SD) | Progressive disease (PD)	Morphologic leukemia-free state (MLFS) | Not applicable (NA) | Not Evaluable (NE)	repeated cross-class assignment (values agreed) for CR ; sum of cells 2 != reported denominator 4 (difference -2)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03671564] :: outcomeMeasures[7] :: groups[OG000]
