classification	overwrite_scope	conflicting_overwrite	nct_id	shard	query_family	outcome_measure_index	outcome_measure_title	outcome_measure_type	param_type	unit_of_measure	time_frame	population_description	group_id	group_title	n_classes_in_om	classes_contributing	class_titles_contributing	cells_CR	cells_PR	cells_SD	cells_PD	evaluable_n_sum_of_cells	reported_denominator_participants	all_categories_in_contributing_classes_sum	sum_minus_reported_denominator	categories_matched	categories_dropped	reason	source_pointer
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG002	Phase I: BLZ945 300 mg Q1W QD	1	0	<untitled>	0	0	1	4	5	5	5	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG002]
unsupported	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG003	Phase I: BLZ945 450 mg Q1W QD	1	0	<untitled>	0	0	4	0	4	6	6	-2	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	sum of cells 4 != reported denominator 6 (difference -2)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG003]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG004	Phase I: BLZ945 600 mg Q1W QD	1	0	<untitled>	0	0	0	3	3	3	3	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG004]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG005	Phase I: BLZ945 1000 mg Q1W QD	1	0	<untitled>	0	0	2	3	5	5	5	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG005]
unsupported	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG006	Phase I: BLZ945 1600 mg Q1W QD	1	0	<untitled>	0	0	0	3	3	5	5	-2	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	sum of cells 3 != reported denominator 5 (difference -2)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG006]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG007	Phase I: BLZ945 300 mg 4d on/10d Off QD	1	0	<untitled>	0	0	4	4	8	8	8	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG007]
unsupported	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG008	Phase I: BLZ945 600 mg 4d on/10d Off QD	1	0	<untitled>	0	0	3	4	7	8	8	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	sum of cells 7 != reported denominator 8 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG008]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG009	Phase I: BLZ945 800 mg 4d on/10d Off QD	1	0	<untitled>	0	0	2	3	5	5	5	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG009]
unsupported	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG010	Phase I: BLZ945 1200 mg 4d on/10d Off QD	1	0	<untitled>	0	0	2	4	6	7	7	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	sum of cells 6 != reported denominator 7 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG010]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG012	Phase I: BLZ945 600 mg Q1W BID	1	0	<untitled>	0	0	0	1	1	1	1	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG012]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG013	Phase I: BLZ945 600 mg 4d on/10d Off BID	1	0	<untitled>	0	0	1	2	3	3	3	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG013]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG014	Phase I: BLZ945 150 mg Q1W QD + PDR001 400 mg Q4W	1	0	<untitled>	0	0	3	1	4	4	4	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG014]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG015	Phase I: BLZ945 300 mg Q1W QD + PDR001 400 mg Q4W	1	0	<untitled>	0	0	2	3	5	5	5	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG015]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG016	Phase I: BLZ945 600 mg Q1W QD + PDR001 400 mg Q4W	1	0	<untitled>	0	1	3	3	7	7	7	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG016]
unsupported	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG017	Phase I: BLZ945 1000 mg Q1W QD + PDR001 400 mg Q4W	1	0	<untitled>	0	0	1	3	4	5	5	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	sum of cells 4 != reported denominator 5 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG017]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG018	Phase I: BLZ945 1400 mg Q1W QD + PDR001 400 mg Q4W	1	0	<untitled>	0	0	2	3	5	5	5	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG018]
unsupported	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	1	0	<untitled>	0	0	2	1	3	4	4	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	sum of cells 3 != reported denominator 4 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG019]
unsupported	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG020	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	1	0	<untitled>	0	0	2	3	5	6	6	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	sum of cells 5 != reported denominator 6 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG020]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG021	Phase I: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	1	0	<untitled>	0	0	4	0	4	4	4	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG021]
unsupported	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG022	Phase I: BLZ945 1200 mg 4d on/10d Off QD + PDR001 400 mg Q4W	1	0	<untitled>	0	0	0	2	2	3	3	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	sum of cells 2 != reported denominator 3 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG022]
unsupported	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	1	0	<untitled>	0	0	1	4	5	6	6	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	sum of cells 5 != reported denominator 6 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG023]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG024	Phase I: BLZ945 800 mg Q1W BID + PDR001 400 mg Q4W	1	0	<untitled>	0	0	1	2	3	3	3	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unknown | Non-CR/Non-PD (NCRNPD)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG024]
unsupported	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG000	Phase I: BLZ945 150 mg 7d on/7d Off QD	1	0	<untitled>	0	0	3	1	4	5	5	-1	Complete Response (irCR) | Partial Response (irPR) | Stable Disease (irSD) | Progressive Disease (irPD)	Unknown	sum of cells 4 != reported denominator 5 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG000]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG001	Phase I: BLZ945 300 mg 7d on/7d Off QD	1	0	<untitled>	0	0	1	6	7	7	7	0	Complete Response (irCR) | Partial Response (irPR) | Stable Disease (irSD) | Progressive Disease (irPD)	Unknown	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG001]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG002	Phase I: BLZ945 300 mg Q1W QD	1	0	<untitled>	0	0	1	4	5	5	5	0	Complete Response (irCR) | Partial Response (irPR) | Stable Disease (irSD) | Progressive Disease (irPD)	Unknown	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG002]
unsupported	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG003	Phase I: BLZ945 450 mg Q1W QD	1	0	<untitled>	0	0	4	0	4	6	6	-2	Complete Response (irCR) | Partial Response (irPR) | Stable Disease (irSD) | Progressive Disease (irPD)	Unknown	sum of cells 4 != reported denominator 6 (difference -2)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG003]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG004	Phase I: BLZ945 600 mg Q1W QD	1	0	<untitled>	0	0	0	3	3	3	3	0	Complete Response (irCR) | Partial Response (irPR) | Stable Disease (irSD) | Progressive Disease (irPD)	Unknown	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG004]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG005	Phase I: BLZ945 1000 mg Q1W QD	1	0	<untitled>	0	0	2	3	5	5	5	0	Complete Response (irCR) | Partial Response (irPR) | Stable Disease (irSD) | Progressive Disease (irPD)	Unknown	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG005]
unsupported	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG006	Phase I: BLZ945 1600 mg Q1W QD	1	0	<untitled>	0	0	0	3	3	5	5	-2	Complete Response (irCR) | Partial Response (irPR) | Stable Disease (irSD) | Progressive Disease (irPD)	Unknown	sum of cells 3 != reported denominator 5 (difference -2)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG006]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG007	Phase I: BLZ945 300 mg 4d on/10d Off QD	1	0	<untitled>	0	0	4	4	8	8	8	0	Complete Response (irCR) | Partial Response (irPR) | Stable Disease (irSD) | Progressive Disease (irPD)	Unknown	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG007]
unsupported	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG008	Phase I: BLZ945 600 mg 4d on/10d Off QD	1	0	<untitled>	0	0	3	4	7	8	8	-1	Complete Response (irCR) | Partial Response (irPR) | Stable Disease (irSD) | Progressive Disease (irPD)	Unknown	sum of cells 7 != reported denominator 8 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG008]
valid	none	False	NCT02829723	ctg_results_bor_2014_2017	bor	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	OG009	Phase I: BLZ945 800 mg 4d on/10d Off QD	1	0	<untitled>	0	0	2	3	5	5	5	0	Complete Response (irCR) | Partial Response (irPR) | Stable Disease (irSD) | Progressive Disease (irPD)	Unknown	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[14] :: groups[OG009]
