row_key	input_key_nct_id	input_key_om_index	input_key_group_id	payload_shard	cache_revision	om_title	om_type	param_type	unit_of_measure	time_frame	population_description	group_title	n_classes_in_om	n_contributing_classes	contributing_class_indices	class_titles_contributing	reported_denominator_participants	denominator_provenance	denominator_units_available	n_source_categories	n_source_categories_integer	n_distinct_source_category_titles	n_categories_kept_by_producer	full_category_vector	categories_kept_by_producer_with_values	categories_dropped_by_producer_with_values	dropped_response_bearing_categories_with_values	dropped_non_evaluable_categories_with_values	dropped_unclassified_categories_with_values	all_categories_contributing_classes_sum	job1_evaluable_n_sum_of_four_producer_cells	job1_all_categories_in_contributing_classes_sum	evaluable_n_minus_reported_denominator	all_categories_sum_minus_reported_denominator	job1_column26_original_label	job1_column26_value_carried_unchanged	producer_label_collision_within_class	producer_label_collision_across_classes	producer_label_collision_value_conflicting	producer_colliding_labels	job1_classification_carried	category_vector_source	leaf_qa_coverage	denominator_state	category_preservation_state	proportion_suitability	unresolved_reason_codes	advisory_flag_codes	rate_derived	source_pointer
NCT03386357|OM1|OG000	NCT03386357	1	OG000	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Response Rate According to RECIST	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	restaging every 9 weeks up to 12 months		A (Pembrolizumab+RT)	1	1	0	<untitled>	57	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG000].value	Participants	6	6	6	4	[class 0] CR=6|[class 0] PR=13|[class 0] SD=9|[class 0] PD=19|[class 0] missing RECIST result=0|[class 0] no restaging=10	[class 0] CR=6|[class 0] PR=13|[class 0] SD=9|[class 0] PD=19	[class 0] missing RECIST result=0|[class 0] no restaging=10		[class 0] missing RECIST result=0	[class 0] no restaging=10	57	47	57	-10	0	sum_minus_reported_denominator	-10	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group2.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER|UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03386357] :: outcomeMeasures[1] :: groups[OG000]
NCT03386357|OM1|OG001	NCT03386357	1	OG001	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Response Rate According to RECIST	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	restaging every 9 weeks up to 12 months		B (Pembrolizumab)	1	1	0	<untitled>	58	outcomeMeasures[1].denoms[units=Participants].counts[groupId=OG001].value	Participants	6	6	6	4	[class 0] CR=3|[class 0] PR=11|[class 0] SD=11|[class 0] PD=21|[class 0] missing RECIST result=1|[class 0] no restaging=11	[class 0] CR=3|[class 0] PR=11|[class 0] SD=11|[class 0] PD=21	[class 0] missing RECIST result=1|[class 0] no restaging=11		[class 0] missing RECIST result=1	[class 0] no restaging=11	58	46	58	-12	0	sum_minus_reported_denominator	-12	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group2.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER|UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03386357] :: outcomeMeasures[1] :: groups[OG001]
NCT03409614|OM6|OG000	NCT03409614	6	OG000	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Part 1: Best Overall Response (BOR) Per IRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 32 months	Part 1 participants only	Part 1: Cemiplimab + Chemotherapy	1	1	0	<untitled>	108	outcomeMeasures[6].denoms[units=Participants].counts[groupId=OG000].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=3|[class 0] Partial Response (PR)=41|[class 0] Stable Disease (SD)=41|[class 0] Progressive Disease (PD)=4|[class 0] Non-CR / Non-PD=3|[class 0] Not Evaluable (NE)=16	[class 0] Complete Response (CR)=3|[class 0] Partial Response (PR)=41|[class 0] Stable Disease (SD)=41|[class 0] Progressive Disease (PD)=4	[class 0] Non-CR / Non-PD=3|[class 0] Not Evaluable (NE)=16	[class 0] Non-CR / Non-PD=3	[class 0] Not Evaluable (NE)=16		108	89	108	-19	0	sum_minus_reported_denominator	-19	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group3.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03409614] :: outcomeMeasures[6] :: groups[OG000]
NCT03409614|OM6|OG001	NCT03409614	6	OG001	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Part 1: Best Overall Response (BOR) Per IRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 32 months	Part 1 participants only	Part 1: Cemiplimab+AbbrevChemo+Ipilimumab	1	1	0	<untitled>	109	outcomeMeasures[6].denoms[units=Participants].counts[groupId=OG001].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=5|[class 0] Partial Response (PR)=35|[class 0] Stable Disease (SD)=44|[class 0] Progressive Disease (PD)=15|[class 0] Non-CR / Non-PD=0|[class 0] Not Evaluable (NE)=10	[class 0] Complete Response (CR)=5|[class 0] Partial Response (PR)=35|[class 0] Stable Disease (SD)=44|[class 0] Progressive Disease (PD)=15	[class 0] Non-CR / Non-PD=0|[class 0] Not Evaluable (NE)=10	[class 0] Non-CR / Non-PD=0	[class 0] Not Evaluable (NE)=10		109	99	109	-10	0	sum_minus_reported_denominator	-10	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group3.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03409614] :: outcomeMeasures[6] :: groups[OG001]
NCT03409614|OM6|OG002	NCT03409614	6	OG002	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Part 1: Best Overall Response (BOR) Per IRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 32 months	Part 1 participants only	Part 1: Chemotherapy	1	1	0	<untitled>	106	outcomeMeasures[6].denoms[units=Participants].counts[groupId=OG002].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=2|[class 0] Partial Response (PR)=28|[class 0] Stable Disease (SD)=51|[class 0] Progressive Disease (PD)=8|[class 0] Non-CR / Non-PD=1|[class 0] Not Evaluable (NE)=16	[class 0] Complete Response (CR)=2|[class 0] Partial Response (PR)=28|[class 0] Stable Disease (SD)=51|[class 0] Progressive Disease (PD)=8	[class 0] Non-CR / Non-PD=1|[class 0] Not Evaluable (NE)=16	[class 0] Non-CR / Non-PD=1	[class 0] Not Evaluable (NE)=16		106	89	106	-17	0	sum_minus_reported_denominator	-17	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group3.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03409614] :: outcomeMeasures[6] :: groups[OG002]
NCT03409614|OM7|OG000	NCT03409614	7	OG000	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Part 2: BOR Per IRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 32 months	Part 2 participants only	Part 2: Cemiplimab + Chemotherapy	1	1	0	<untitled>	312	outcomeMeasures[7].denoms[units=Participants].counts[groupId=OG000].value	Participants	6	6	6	4	[class 0] CR=20|[class 0] PR=116|[class 0] SD=121|[class 0] PD=22|[class 0] Non-CR/Non-PD=3|[class 0] NE=30	[class 0] CR=20|[class 0] PR=116|[class 0] SD=121|[class 0] PD=22	[class 0] Non-CR/Non-PD=3|[class 0] NE=30	[class 0] Non-CR/Non-PD=3	[class 0] NE=30		312	279	312	-33	0	sum_minus_reported_denominator	-33	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group3.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03409614] :: outcomeMeasures[7] :: groups[OG000]
NCT03409614|OM7|OG001	NCT03409614	7	OG001	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Part 2: BOR Per IRC	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 32 months	Part 2 participants only	Part 2: Placebo + Chemotherapy	1	1	0	<untitled>	154	outcomeMeasures[7].denoms[units=Participants].counts[groupId=OG001].value	Participants	6	6	6	4	[class 0] CR=0|[class 0] PR=34|[class 0] SD=75|[class 0] PD=24|[class 0] Non-CR/Non-PD=1|[class 0] NE=20	[class 0] CR=0|[class 0] PR=34|[class 0] SD=75|[class 0] PD=24	[class 0] Non-CR/Non-PD=1|[class 0] NE=20	[class 0] Non-CR/Non-PD=1	[class 0] NE=20		154	133	154	-21	0	sum_minus_reported_denominator	-21	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group3.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03409614] :: outcomeMeasures[7] :: groups[OG001]
NCT03415854|OM0|OG000	NCT03415854	0	OG000	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Response (BOR)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	From enrollment until the end of 3+ treatment cycles (each cycle is 21 days), up to 190 days.		Paricalcitol (Zemplar)	1	1	0	<untitled>	14	outcomeMeasures[0].denoms[units=Participants].counts[groupId=OG000].value	Participants	4	4	4	4	[class 0] Complete response (CR)=0|[class 0] Partial response (PR)=0|[class 0] Stable disease (SD)=3|[class 0] Progressive disease (PD)=11	[class 0] Complete response (CR)=0|[class 0] Partial response (PR)=0|[class 0] Stable disease (SD)=3|[class 0] Progressive disease (PD)=11					14	14	14	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03415854] :: outcomeMeasures[0] :: groups[OG000]
NCT03445533|OM0|OG000	NCT03445533	0	OG000	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Summary of Independent Reviewer-Assessed Objective Response Rate (ORR) by RECIST v1.1	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Response is measured from the date of randomization, until disease progression, death, or start of new anti-cancer therapy (up to 36 months).	All percentages were based on the number of participants in the Intent-to-Treat (ITT) analysis set within each group. Participants with no disease assessment in the study were included in the Not Evaluable category under Best Overall Response.	Arm A: Ipilimumab	1	1	0	<untitled>	243	outcomeMeasures[0].denoms[units=Participants].counts[groupId=OG000].value	Participants	5	5	5	4	[class 0] Complete Response=1|[class 0] Partial Response=20|[class 0] Stable Disease=45|[class 0] Progressive Disease=110|[class 0] Not Evaluable=67	[class 0] Complete Response=1|[class 0] Partial Response=20|[class 0] Stable Disease=45|[class 0] Progressive Disease=110	[class 0] Not Evaluable=67		[class 0] Not Evaluable=67		243	176	243	-67	0	sum_minus_reported_denominator	-67	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group3.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03445533] :: outcomeMeasures[0] :: groups[OG000]
NCT03445533|OM0|OG001	NCT03445533	0	OG001	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Summary of Independent Reviewer-Assessed Objective Response Rate (ORR) by RECIST v1.1	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Response is measured from the date of randomization, until disease progression, death, or start of new anti-cancer therapy (up to 36 months).	All percentages were based on the number of participants in the Intent-to-Treat (ITT) analysis set within each group. Participants with no disease assessment in the study were included in the Not Evaluable category under Best Overall Response.	Arm B: IMO-2125 Plus Ipilimumab	1	1	0	<untitled>	238	outcomeMeasures[0].denoms[units=Participants].counts[groupId=OG001].value	Participants	5	5	5	4	[class 0] Complete Response=1|[class 0] Partial Response=20|[class 0] Stable Disease=61|[class 0] Progressive Disease=89|[class 0] Not Evaluable=67	[class 0] Complete Response=1|[class 0] Partial Response=20|[class 0] Stable Disease=61|[class 0] Progressive Disease=89	[class 0] Not Evaluable=67		[class 0] Not Evaluable=67		238	171	238	-67	0	sum_minus_reported_denominator	-67	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group3.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03445533] :: outcomeMeasures[0] :: groups[OG001]
NCT03451825|OM2|OG000	NCT03451825	2	OG000	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Number of Participants With Confirmed Best Overall Response (BOR) as Per Response Evaluation Criteria in Solid Tumors (RECIST Version 1.1) and as Adjudicated by the Investigator	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Baseline up to 1182 days	Full analysis set included all participants who received any dose of avelumab.	Avelumab 10 Miligram Per Kilogram (mg/kg)	1	1	0	<untitled>	6	outcomeMeasures[2].denoms[units=Participants].counts[groupId=OG000].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=0|[class 0] Non-CR/Non-PR=0|[class 0] Progressive Disease (PD)=5|[class 0] Not Evaluable=1	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=0|[class 0] Progressive Disease (PD)=5	[class 0] Non-CR/Non-PR=0|[class 0] Not Evaluable=1		[class 0] Not Evaluable=1	[class 0] Non-CR/Non-PR=0	6	5	6	-1	0	sum_minus_reported_denominator	-1	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group3.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER|UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03451825] :: outcomeMeasures[2] :: groups[OG000]
NCT03451825|OM2|OG001	NCT03451825	2	OG001	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Number of Participants With Confirmed Best Overall Response (BOR) as Per Response Evaluation Criteria in Solid Tumors (RECIST Version 1.1) and as Adjudicated by the Investigator	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Baseline up to 1182 days	Full analysis set included all participants who received any dose of avelumab.	Avelumab 20 mg/kg	1	1	0	<untitled>	15	outcomeMeasures[2].denoms[units=Participants].counts[groupId=OG001].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=4|[class 0] Non-CR/Non-PR=0|[class 0] Progressive Disease (PD)=9|[class 0] Not Evaluable=2	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=4|[class 0] Progressive Disease (PD)=9	[class 0] Non-CR/Non-PR=0|[class 0] Not Evaluable=2		[class 0] Not Evaluable=2	[class 0] Non-CR/Non-PR=0	15	13	15	-2	0	sum_minus_reported_denominator	-2	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group3.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER|UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03451825] :: outcomeMeasures[2] :: groups[OG001]
NCT03455829|OM2|OG000	NCT03455829	2	OG000	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Tumor Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	21 months	The response evaluable analysis set includes all patients who received study drug, had a measurable lesion (target lesions) at the baseline tumor assessment, and either (i) had at least 1 post-baseline tumor assessment, or (ii) did not have a post-baseline tumor assessment but had clinical progression as noted by the investigator, or died due to disease progression before their first post-baseline tumor scan.	Part 1: Cohort 1 Lerociclib at 200 mg QD	1	1	0	<untitled>	6	outcomeMeasures[2].denoms[units=Participants].counts[groupId=OG000].value	Participants	5	5	5	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=2|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=1|[class 0] Not Evaluable (NE)=1	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=2|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=1	[class 0] Not Evaluable (NE)=1		[class 0] Not Evaluable (NE)=1		6	5	6	-1	0	sum_minus_reported_denominator	-1	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group3.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03455829] :: outcomeMeasures[2] :: groups[OG000]
NCT03455829|OM2|OG001	NCT03455829	2	OG001	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Tumor Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	21 months	The response evaluable analysis set includes all patients who received study drug, had a measurable lesion (target lesions) at the baseline tumor assessment, and either (i) had at least 1 post-baseline tumor assessment, or (ii) did not have a post-baseline tumor assessment but had clinical progression as noted by the investigator, or died due to disease progression before their first post-baseline tumor scan.	Part 1: Cohort 2 Lerociclib at 300 mg QD	1	1	0	<untitled>	6	outcomeMeasures[2].denoms[units=Participants].counts[groupId=OG001].value	Participants	5	5	5	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=1|[class 0] Stable Disease (SD)=4|[class 0] Progressive Disease (PD)=1|[class 0] Not Evaluable (NE)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=1|[class 0] Stable Disease (SD)=4|[class 0] Progressive Disease (PD)=1	[class 0] Not Evaluable (NE)=0		[class 0] Not Evaluable (NE)=0		6	6	6	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03455829] :: outcomeMeasures[2] :: groups[OG001]
NCT03455829|OM2|OG002	NCT03455829	2	OG002	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Tumor Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	21 months	The response evaluable analysis set includes all patients who received study drug, had a measurable lesion (target lesions) at the baseline tumor assessment, and either (i) had at least 1 post-baseline tumor assessment, or (ii) did not have a post-baseline tumor assessment but had clinical progression as noted by the investigator, or died due to disease progression before their first post-baseline tumor scan.	Part 1: Cohort 3 Lerociclib at 400 mg QD	1	1	0	<untitled>	4	outcomeMeasures[2].denoms[units=Participants].counts[groupId=OG002].value	Participants	5	5	5	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=1|[class 0] Progressive Disease (PD)=3|[class 0] Not Evaluable (NE)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=1|[class 0] Progressive Disease (PD)=3	[class 0] Not Evaluable (NE)=0		[class 0] Not Evaluable (NE)=0		4	4	4	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03455829] :: outcomeMeasures[2] :: groups[OG002]
NCT03455829|OM2|OG003	NCT03455829	2	OG003	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Tumor Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	21 months	The response evaluable analysis set includes all patients who received study drug, had a measurable lesion (target lesions) at the baseline tumor assessment, and either (i) had at least 1 post-baseline tumor assessment, or (ii) did not have a post-baseline tumor assessment but had clinical progression as noted by the investigator, or died due to disease progression before their first post-baseline tumor scan.	Part 1: Cohort 4 Lerociclib at 150 mg BID	1	1	0	<untitled>	7	outcomeMeasures[2].denoms[units=Participants].counts[groupId=OG003].value	Participants	5	5	5	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=1|[class 0] Stable Disease (SD)=3|[class 0] Progressive Disease (PD)=2|[class 0] Not Evaluable (NE)=1	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=1|[class 0] Stable Disease (SD)=3|[class 0] Progressive Disease (PD)=2	[class 0] Not Evaluable (NE)=1		[class 0] Not Evaluable (NE)=1		7	6	7	-1	0	sum_minus_reported_denominator	-1	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group3.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03455829] :: outcomeMeasures[2] :: groups[OG003]
NCT03455829|OM2|OG004	NCT03455829	2	OG004	ctg_results_bor_2018_2021	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Best Overall Tumor Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	21 months	The response evaluable analysis set includes all patients who received study drug, had a measurable lesion (target lesions) at the baseline tumor assessment, and either (i) had at least 1 post-baseline tumor assessment, or (ii) did not have a post-baseline tumor assessment but had clinical progression as noted by the investigator, or died due to disease progression before their first post-baseline tumor scan.	Part 1: Cohort 5 Lerociclib at 200 mg BID	1	1	0	<untitled>	5	outcomeMeasures[2].denoms[units=Participants].counts[groupId=OG004].value	Participants	5	5	5	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=3|[class 0] Stable Disease (SD)=0|[class 0] Progressive Disease (PD)=1|[class 0] Not Evaluable (NE)=1	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=3|[class 0] Stable Disease (SD)=0|[class 0] Progressive Disease (PD)=1	[class 0] Not Evaluable (NE)=1		[class 0] Not Evaluable (NE)=1		5	4	5	-1	0	sum_minus_reported_denominator	-1	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group3.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03455829] :: outcomeMeasures[2] :: groups[OG004]
NCT03480646|OM4|OG000	NCT03480646	4	OG000	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Efficacy: Best Responses by Treatment Group	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years [or until disease progression or unacceptable toxicity]	Efficacy Analysis Set: subjects with a baseline measurement of response and at least 1 timepoint after baseline	Phase 1b Dose Escalation: CPI-1205 400mg BID +Cobi+Enza	1	1	0	<untitled>	5	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG000].value	Participants	5	5	5	4	[class 0] CR=0|[class 0] PR=0|[class 0] SD=2|[class 0] PD=3|[class 0] Not evaluable, unknown, or missing=0	[class 0] CR=0|[class 0] PR=0|[class 0] SD=2|[class 0] PD=3	[class 0] Not evaluable, unknown, or missing=0		[class 0] Not evaluable, unknown, or missing=0		5	5	5	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03480646] :: outcomeMeasures[4] :: groups[OG000]
NCT03480646|OM4|OG001	NCT03480646	4	OG001	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Efficacy: Best Responses by Treatment Group	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2 years [or until disease progression or unacceptable toxicity]	Efficacy Analysis Set: subjects with a baseline measurement of response and at least 1 timepoint after baseline	Phase 1b Dose Escalation: CPI-1205 400mg BID +Cobi+Abi/Pred	1	1	0	<untitled>	7	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG001].value	Participants	5	5	5	4	[class 0] CR=0|[class 0] PR=0|[class 0] SD=3|[class 0] PD=3|[class 0] Not evaluable, unknown, or missing=1	[class 0] CR=0|[class 0] PR=0|[class 0] SD=3|[class 0] PD=3	[class 0] Not evaluable, unknown, or missing=1		[class 0] Not evaluable, unknown, or missing=1		7	6	7	-1	0	sum_minus_reported_denominator	-1	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group3.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03480646] :: outcomeMeasures[4] :: groups[OG001]
