nct	gnorm	gtitle	om	type	title	tf	denom	itt	pp	con	unc	cen	inv	n_candidates	distinct_om	distinct_timeframes	distinct_denoms	resolved_by	pooled_label	payloads
NCT02834390	quizartinib 40 mg/day	Quizartinib 40 mg/Day	1	PRIMARY	Summary of Best Response Rates After the First Oral Dose of Quizartinib in Participants With Relapsed or Refractory Acute Myeloid Leukemia	Day 0 to Day 21 of last completed cycle (each cycle 28 days), up to approximately 1 year	3	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02834975	pembrolizumab, paclitaxel + carboplatin	Pembrolizumab, Paclitaxel + Carboplatin	0	PRIMARY	Pathologic Objective Response Rate (pORR) in Participants Receiving Protocol Therapy	Up to 48 months	25	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02839707	arm i (pld, atezolizumab)	Arm I (PLD, Atezolizumab)	5	SECONDARY	ORR (Partial or Complete Response) (Phase III)	Up to 5 years	115	False	False	False	False	False	False	2	2	1	2	e	False	ctg_results_bor_2014_2017
NCT02839707	arm ii (pld, bevacizumab, atezolizumab)	Arm II (PLD, Bevacizumab, Atezolizumab)	5	SECONDARY	ORR (Partial or Complete Response) (Phase III)	Up to 5 years	160	False	False	False	False	False	False	2	2	1	2	e	False	ctg_results_bor_2014_2017
NCT02839707	arm iii (pld, bevacizumab)	Arm III (PLD, Bevacizumab)	5	SECONDARY	ORR (Partial or Complete Response) (Phase III)	Up to 5 years	160	False	False	False	False	False	False	2	2	1	2	e	False	ctg_results_bor_2014_2017
NCT02842580	experimental arm (de-escalation strategy -arm b)	Experimental Arm (De-escalation Strategy -Arm B)	1	SECONDARY	Best Response Rate (Using RECIST Version 1.1)	At 16 months	10	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02842580	standard arm (escalation strategy - arm a)	Standard Arm (Escalation Strategy - Arm A)	1	SECONDARY	Best Response Rate (Using RECIST Version 1.1)	At 16 months	11	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02842827	cohort 1a: bomedemstat 0.75 mg/kg/day	Cohort 1a: Bomedemstat 0.75 mg/kg/Day	17	PRIMARY	Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revised/Modified International Working Group (IWG) Response Criteria (Cheson et al., 2003) and Assessed by the Investigator	Up to approximately 24 months	2	False	False	False	False	True	True	4	4	1	2	f	False	ctg_accrual_completed_onc_phase2|ctg_results_bor_2014_2017
NCT02842827	cohort 1b: bomedemstat 1.5 mg/kg/day	Cohort 1b: Bomedemstat 1.5 mg/kg/Day	17	PRIMARY	Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revised/Modified International Working Group (IWG) Response Criteria (Cheson et al., 2003) and Assessed by the Investigator	Up to approximately 24 months	6	False	False	False	False	True	True	4	4	1	2	f	False	ctg_accrual_completed_onc_phase2|ctg_results_bor_2014_2017
NCT02842827	cohort 1c: bomedemstat 3 mg/kg/day	Cohort 1c: Bomedemstat 3 mg/kg/Day	17	PRIMARY	Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revised/Modified International Working Group (IWG) Response Criteria (Cheson et al., 2003) and Assessed by the Investigator	Up to approximately 24 months	4	False	False	False	False	True	True	4	4	1	2	f	False	ctg_accrual_completed_onc_phase2|ctg_results_bor_2014_2017
NCT02842827	cohort 1d: bomedemstat 6 mg/kg/day	Cohort 1d: Bomedemstat 6 mg/kg/Day	17	PRIMARY	Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revised/Modified International Working Group (IWG) Response Criteria (Cheson et al., 2003) and Assessed by the Investigator	Up to approximately 24 months	6	False	False	False	False	True	True	4	4	1	2	f	False	ctg_accrual_completed_onc_phase2|ctg_results_bor_2014_2017
NCT02842827	cohort 1x3: bomedemstat 3 mg/kg/day orally plus tretinoin 45 mg/m^2/day	Cohort 1x3: Bomedemstat 3 mg/kg/Day Orally Plus Tretinoin 45 mg/m^2/Day	17	PRIMARY	Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revised/Modified International Working Group (IWG) Response Criteria (Cheson et al., 2003) and Assessed by the Investigator	Up to approximately 24 months	3	False	False	False	False	True	True	4	4	1	2	f	False	ctg_accrual_completed_onc_phase2|ctg_results_bor_2014_2017
NCT02842827	cohort 1x6: bomedemstat 6 mg/kg/day plus tretinoin 45 mg/m^2/day	Cohort 1x6: Bomedemstat 6 mg/kg/Day Plus Tretinoin 45 mg/m^2/Day	17	PRIMARY	Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revised/Modified International Working Group (IWG) Response Criteria (Cheson et al., 2003) and Assessed by the Investigator	Up to approximately 24 months	7	False	False	False	False	True	True	4	4	1	2	f	False	ctg_accrual_completed_onc_phase2|ctg_results_bor_2014_2017
NCT02842827	cohort 3x: bomedemstat 6 mg/kg/day plus tretinoin 45 mg/m^2/day	Cohort 3x: Bomedemstat 6 mg/kg/Day Plus Tretinoin 45 mg/m^2/Day	17	PRIMARY	Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revised/Modified International Working Group (IWG) Response Criteria (Cheson et al., 2003) and Assessed by the Investigator	Up to approximately 24 months	4	False	False	False	False	True	True	4	4	1	2	f	False	ctg_accrual_completed_onc_phase2|ctg_results_bor_2014_2017
NCT02842827	cohort 4x: bomedemstat 6 mg/kg/day plus tretinoin 45 mg/m^2/day	Cohort 4x: Bomedemstat 6 mg/kg/Day Plus Tretinoin 45 mg/m^2/Day	17	PRIMARY	Objective Response Rate (ORR) For High-risk Acute Myeloid Leukemia (AML) Participants Determined Using the Revised/Modified International Working Group (IWG) Response Criteria (Cheson et al., 2003) and Assessed by the Investigator	Up to approximately 24 months	7	False	False	False	False	True	True	4	4	1	2	f	False	ctg_accrual_completed_onc_phase2|ctg_results_bor_2014_2017
NCT02844439	sub-population a	Sub-population A	5	SECONDARY	Efficacy: Objective Response Rate (ORR)	Until disease progression, unacceptable toxicity, subject or investigator decision to discontinue, death, or 3 years, whichever occurred first	24	False	False	False	False	False	False	2	2	2	1	a-d	False	ctg_results_bor_2014_2017
NCT02844439	sub-population b	Sub-population B	5	SECONDARY	Efficacy: Objective Response Rate (ORR)	Until disease progression, unacceptable toxicity, subject or investigator decision to discontinue, death, or 3 years, whichever occurred first	11	False	False	False	False	False	False	2	2	2	1	a-d	False	ctg_results_bor_2014_2017
NCT02844439	total	Total	5	SECONDARY	Efficacy: Objective Response Rate (ORR)	Until disease progression, unacceptable toxicity, subject or investigator decision to discontinue, death, or 3 years, whichever occurred first	40	False	False	False	False	False	False	2	2	2	1	a-d	True	ctg_results_bor_2014_2017
NCT02848001	part a - 0.3 mg	Part A - 0.3 mg	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	2	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part a - 0.6 mg	Part A - 0.6 mg	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	2	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part a - 1.2 mg	Part A - 1.2 mg	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	2	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part a - 2.4 mg	Part A - 2.4 mg	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	7	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part a - 3.0 mg	Part A - 3.0 mg	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	15	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part a - 3.0 mg (day 1 - 3 & day 8 - 10 of 28)	Part A - 3.0 mg (Day 1 - 3 & Day 8 - 10 of 28)	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	3	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part a - 3.0 mg (days 1- 10 of 28)	Part A - 3.0 mg (Days 1- 10 of 28)	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	9	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part a - 3.6 mg	Part A - 3.6 mg	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	3	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part a - 3.6 mg (day 1 - 3 & day 8 - 10 of 28)	Part A - 3.6 mg (Day 1 - 3 & Day 8 - 10 of 28)	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	7	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part a - 3.6 mg (days 1 - 7 of 28)	Part A - 3.6 mg (Days 1 - 7 of 28)	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	7	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part a - 3.6 mg + dex	Part A - 3.6 mg + DEX	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	8	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part a - 4.5 mg	Part A - 4.5 mg	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	7	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part b - aml 2.4 mg	Part B - AML 2.4 mg	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	9	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part b - aml 3.0 mg	Part B - AML 3.0 mg	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	9	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part b - aml 3.6 mg + dex	Part B - AML 3.6 mg + DEX	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	8	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part b - mds 3.0 mg	Part B - MDS 3.0 mg	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	1	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848001	part b - mds 3.6 mg + dex	Part B - MDS 3.6 mg + DEX	15	SECONDARY	Objective Response Rate (ORR)	Up to approximately 25 months after the last dose	2	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848651	atezolizumab	Atezolizumab	0	PRIMARY	Percentage of Participants With Objective Response Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) as Determined by Investigator	Baseline up to 32 months	152	False	False	True	False	False	True	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848651	btmb <10	bTMB <10	9	SECONDARY	Percentage of Participants With Objective Response (Per RECIST v1.1) by Various bTMB Quantiles	Baseline up to 32 months	70	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848651	btmb <16	bTMB <16	9	SECONDARY	Percentage of Participants With Objective Response (Per RECIST v1.1) by Various bTMB Quantiles	Baseline up to 32 months	91	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848651	btmb >=10	bTMB >=10	9	SECONDARY	Percentage of Participants With Objective Response (Per RECIST v1.1) by Various bTMB Quantiles	Baseline up to 32 months	49	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848651	btmb >=16	bTMB >=16	9	SECONDARY	Percentage of Participants With Objective Response (Per RECIST v1.1) by Various bTMB Quantiles	Baseline up to 32 months	28	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848651	btmf <20	bTMF <20	9	SECONDARY	Percentage of Participants With Objective Response (Per RECIST v1.1) by Various bTMB Quantiles	Baseline up to 32 months	100	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02848651	btmf >=20	bTMF >=20	9	SECONDARY	Percentage of Participants With Objective Response (Per RECIST v1.1) by Various bTMB Quantiles	Baseline up to 32 months	19	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02854436	niraparib	Niraparib	0	PRIMARY	Objective Response Rate (ORR) for Participants With Measurable Metastatic Castration-resistant Prostate Cancer (mCRPC) and Breast Cancer Gene (BRCA) Mutation	Up to 52 months	76	True	False	False	False	False	False	4	4	2	4	a-d	False	ctg_results_bor_2014_2017
NCT02855944	chemotherapy	Chemotherapy	7	SECONDARY	Investigator Assessed Overall Response Rate (ORR) by RECIST v1.1 and/or CA-125 Response (ITT Population)	Assessments every 8 weeks from C1D1 until disease progression, death, or initiation of subsequent treatment. After 18 months on study, assessments every 16 weeks. Total follow-up was up to approximately 3.5 years.	111	True	True	True	False	False	True	4	4	1	4	e	False	ctg_results_bor_2014_2017
NCT02855944	rucaparib	Rucaparib	7	SECONDARY	Investigator Assessed Overall Response Rate (ORR) by RECIST v1.1 and/or CA-125 Response (ITT Population)	Assessments every 8 weeks from C1D1 until disease progression, death, or initiation of subsequent treatment. After 18 months on study, assessments every 16 weeks. Total follow-up was up to approximately 3.5 years.	230	True	True	True	False	False	True	4	4	1	4	e	False	ctg_results_bor_2014_2017
NCT02857426	pcnsl cohort	PCNSL Cohort	0	PRIMARY	BICR-Assessed Objective Response Rate (ORR)	Up to approximately 51 months	47	False	False	True	False	True	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02857426	ptl cohort	PTL Cohort	0	PRIMARY	BICR-Assessed Objective Response Rate (ORR)	Up to approximately 51 months	19	False	False	True	False	True	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02859324	cc-122 2mg + nivolumab	CC-122 2mg + Nivolumab	2	PRIMARY	Objective Response Rate (ORR) by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1)	up to 2 years	7	False	False	True	False	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02859324	cc-122 3mg + nivolumab	CC-122 3mg + Nivolumab	2	PRIMARY	Objective Response Rate (ORR) by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1)	up to 2 years	9	False	False	True	False	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02859324	cc-122 4mg + nivolumab	CC-122 4mg + Nivolumab	2	PRIMARY	Objective Response Rate (ORR) by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1)	up to 2 years	5	False	False	True	False	False	False	2	2	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02860546	tas-102 + nivolumab	TAS-102 + Nivolumab	0	PRIMARY	Immune-Related Overall Response Rate (irORR)	From first dose of study treatment up to 30 days after the last dose of study treatment (up to 53 weeks)	18	False	False	False	False	False	False	4	4	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02864251	arm a: nivolumab plus platinum-doublet chemotherapy	Arm A: Nivolumab Plus Platinum-doublet Chemotherapy	2	SECONDARY	Objective Response Rate (ORR) by Blinded Independent Centralized Review (BICR)	From randomization to the date of objectively documented progression, date of death, or the date of subsequent therapy (up to approximately 67 months)	144	False	False	True	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02864251	arm b: nivolumab plus ipilimumab	Arm B: Nivolumab Plus Ipilimumab	2	SECONDARY	Objective Response Rate (ORR) by Blinded Independent Centralized Review (BICR)	From randomization to the date of objectively documented progression, date of death, or the date of subsequent therapy (up to approximately 67 months)	73	False	False	True	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02864251	arm c: platinum doublet chemotherapy	Arm C: Platinum Doublet Chemotherapy	2	SECONDARY	Objective Response Rate (ORR) by Blinded Independent Centralized Review (BICR)	From randomization to the date of objectively documented progression, date of death, or the date of subsequent therapy (up to approximately 67 months)	150	False	False	True	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02865135	dpx-e7 + cyclophosphamide [phase ib cohort]	DPX-E7 + Cyclophosphamide [Phase Ib Cohort]	3	SECONDARY	Best Overall Response	The median follow up was 2.92 months (range 1.25 - 5.88months).	6	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02865135	dpx-e7 + cyclophosphamide [phase ii cohort 1]	DPX-E7 + Cyclophosphamide [Phase II Cohort 1]	3	SECONDARY	Best Overall Response	The median follow up was 2.92 months (range 1.25 - 5.88months).	3	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02865135	dpx-e7 [phase ii cohort 2]	DPX-E7 [Phase II Cohort 2]	3	SECONDARY	Best Overall Response	The median follow up was 2.92 months (range 1.25 - 5.88months).	2	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02867592	ewing's sarcoma	Ewing's Sarcoma	0	PRIMARY	Objective Response (Non-Osteosarcoma Strata)	Up to the first 6 cycles of therapy	13	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02867592	non-rhabdomyosarcoma soft tissue sarcoma	Non-Rhabdomyosarcoma Soft Tissue Sarcoma	0	PRIMARY	Objective Response (Non-Osteosarcoma Strata)	Up to the first 6 cycles of therapy	13	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02867592	osteosarcoma	Osteosarcoma	1	PRIMARY	Objective Response (Osteosarcoma Stratum)	Up to the first 6 cycles of therapy.	29	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02867592	rare tumors	Rare Tumors	0	PRIMARY	Objective Response (Non-Osteosarcoma Strata)	Up to the first 6 cycles of therapy	23	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02867592	rhabdomyosarcoma	Rhabdomyosarcoma	0	PRIMARY	Objective Response (Non-Osteosarcoma Strata)	Up to the first 6 cycles of therapy	13	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02867592	wilms tumor	Wilms Tumor	0	PRIMARY	Objective Response (Non-Osteosarcoma Strata)	Up to the first 6 cycles of therapy	13	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02867618	carfilzomib + tgr-1202	Carfilzomib + TGR-1202	1	PRIMARY	Objective Response Rate (ORR) (Phase 2)	9 months	0	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02869789	cohort a	Cohort A	4	SECONDARY	Objective Response Rate (ORR)	From first dosing date up to approximately 67 months	391	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02869789	cohort b	Cohort B	4	SECONDARY	Objective Response Rate (ORR)	From first dosing date up to approximately 67 months	395	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02869789	cohort c	Cohort C	4	SECONDARY	Objective Response Rate (ORR)	From first dosing date up to approximately 67 months	57	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02872116	arm 1: nivolumab + chemotherapy (xelox or folfox)	Arm 1: Nivolumab + Chemotherapy (XELOX or FOLFOX)	4	SECONDARY	Objective Response Rate in Participants Treated With Nivolumab Plus Chemotherapy vs Chemotherapy	From randomization to the date of objectively documented progression or the date of subsequent anti-cancer therapy, whichever occurs first (up to approximately 43 months)	789	False	False	False	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02872116	arm 2a: chemotherapy (xelox or folfox)	Arm 2a: Chemotherapy (XELOX or FOLFOX)	4	SECONDARY	Objective Response Rate in Participants Treated With Nivolumab Plus Chemotherapy vs Chemotherapy	From randomization to the date of objectively documented progression or the date of subsequent anti-cancer therapy, whichever occurs first (up to approximately 43 months)	792	False	False	False	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02872116	arm 2b: chemotherapy (xelox or folfox)	Arm 2b: Chemotherapy (XELOX or FOLFOX)	8	SECONDARY	Objective Response Rate in Participants Treated With Nivolumab Plus Ipilimumab vs Chemotherapy	From randomization to the date of objectively documented progression or the date of subsequent anti-cancer therapy, whichever occurs first (up to approximately 43 months)	404	False	False	False	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02872116	arm 3: nivolumab + ipilimumab	Arm 3: Nivolumab + Ipilimumab	8	SECONDARY	Objective Response Rate in Participants Treated With Nivolumab Plus Ipilimumab vs Chemotherapy	From randomization to the date of objectively documented progression or the date of subsequent anti-cancer therapy, whichever occurs first (up to approximately 43 months)	409	False	False	False	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02872714	cohort a-cd: fgfr3 mutations or fusions	Cohort A-CD: FGFR3 Mutations or Fusions	0	PRIMARY	Objective Response Rate (ORR) in Participants With FGFR3 Mutations or Fusions on a CD Regimen	up to 1138 days	101	False	True	True	False	True	False	4	4	3	2	a-d	False	ctg_results_bor_2014_2017
NCT02872714	cohort a-id + cohort a-cd	Cohort A-ID + Cohort A-CD	3	SECONDARY	ORR in All Participants on an ID or CD Regimen in Combined Cohorts	up to 1198 days	204	False	True	True	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02872714	cohort a-id + cohort b-id	Cohort A-ID + Cohort B-ID	3	SECONDARY	ORR in All Participants on an ID or CD Regimen in Combined Cohorts	up to 1198 days	147	False	True	True	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02872714	cohort a-id + cohort b-id + cohort a-cd	Cohort A-ID + Cohort B-ID + Cohort A-CD	3	SECONDARY	ORR in All Participants on an ID or CD Regimen in Combined Cohorts	up to 1198 days	248	False	True	True	False	True	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02872714	cohort a-id: fgfr3 mutations or fusions	Cohort A-ID: FGFR3 Mutations or Fusions	0	PRIMARY	Objective Response Rate (ORR) in Participants With FGFR3 Mutations or Fusions on a CD Regimen	up to 1138 days	0	False	True	True	False	True	False	4	4	3	2	a-d	False	ctg_results_bor_2014_2017
NCT02872714	cohort b-id: all other fgf/fgfr alterations	Cohort B-ID: All Other FGF/FGFR Alterations	0	PRIMARY	Objective Response Rate (ORR) in Participants With FGFR3 Mutations or Fusions on a CD Regimen	up to 1138 days	0	False	True	True	False	True	False	4	4	3	2	a-d	False	ctg_results_bor_2014_2017
NCT02872714	other-cd	Other-CD	0	PRIMARY	Objective Response Rate (ORR) in Participants With FGFR3 Mutations or Fusions on a CD Regimen	up to 1138 days	0	False	True	True	False	True	False	4	4	3	1	a-d	False	ctg_results_bor_2014_2017
NCT02872714	other-id	Other-ID	0	PRIMARY	Objective Response Rate (ORR) in Participants With FGFR3 Mutations or Fusions on a CD Regimen	up to 1138 days	0	False	True	True	False	True	False	4	4	3	1	a-d	False	ctg_results_bor_2014_2017
NCT02873962	cohort 1: nivolumab and bevacizumab	Cohort 1: Nivolumab and Bevacizumab	0	PRIMARY	Cohort 1: Objective Response Rate	18 months	38	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02873962	cohort 2: nivolumab with bevacizumab and rucaparib	Cohort 2: Nivolumab With Bevacizumab and Rucaparib	1	PRIMARY	Cohort 2: Objective Response Rate	2 years	22	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_2014_2017
NCT02874404	all patients	All Patients	1	SECONDARY	Overall Response Rate (ORR)	Up to 4 years	13	False	False	False	False	False	False	1	1	1	1	a-d	True	ctg_results_bor_2014_2017
NCT02875223	part a 1.25 mg	Part A 1.25 mg	1	SECONDARY	Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Criteria in Solid Tumors (RECIST), Version 1.1 (RECIST 1.1)	From first dose (Day 1) till disease progression or death due to any cause (up to 803 days)	4	False	False	True	False	False	False	2	2	2	1	f	False	ctg_results_bor_2014_2017
NCT02875223	part a 10 mg	Part A 10 mg	1	SECONDARY	Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Criteria in Solid Tumors (RECIST), Version 1.1 (RECIST 1.1)	From first dose (Day 1) till disease progression or death due to any cause (up to 803 days)	4	False	False	True	False	False	False	2	2	2	1	f	False	ctg_results_bor_2014_2017
NCT02875223	part a 120 mg	Part A 120 mg	1	SECONDARY	Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Criteria in Solid Tumors (RECIST), Version 1.1 (RECIST 1.1)	From first dose (Day 1) till disease progression or death due to any cause (up to 803 days)	4	False	False	True	False	False	False	2	2	2	1	f	False	ctg_results_bor_2014_2017
NCT02875223	part a 2.5 mg	Part A 2.5 mg	1	SECONDARY	Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Criteria in Solid Tumors (RECIST), Version 1.1 (RECIST 1.1)	From first dose (Day 1) till disease progression or death due to any cause (up to 803 days)	5	False	False	True	False	False	False	2	2	2	1	f	False	ctg_results_bor_2014_2017
NCT02875223	part a 20 mg	Part A 20 mg	1	SECONDARY	Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Criteria in Solid Tumors (RECIST), Version 1.1 (RECIST 1.1)	From first dose (Day 1) till disease progression or death due to any cause (up to 803 days)	5	False	False	True	False	False	False	2	2	2	1	f	False	ctg_results_bor_2014_2017
NCT02875223	part a 40 mg	Part A 40 mg	1	SECONDARY	Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Criteria in Solid Tumors (RECIST), Version 1.1 (RECIST 1.1)	From first dose (Day 1) till disease progression or death due to any cause (up to 803 days)	6	False	False	True	False	False	False	2	2	2	1	f	False	ctg_results_bor_2014_2017
NCT02875223	part a 5 mg	Part A 5 mg	1	SECONDARY	Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Criteria in Solid Tumors (RECIST), Version 1.1 (RECIST 1.1)	From first dose (Day 1) till disease progression or death due to any cause (up to 803 days)	6	False	False	True	False	False	False	2	2	2	1	f	False	ctg_results_bor_2014_2017
NCT02875223	part a 60 mg	Part A 60 mg	1	SECONDARY	Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Criteria in Solid Tumors (RECIST), Version 1.1 (RECIST 1.1)	From first dose (Day 1) till disease progression or death due to any cause (up to 803 days)	6	False	False	True	False	False	False	2	2	2	1	f	False	ctg_results_bor_2014_2017
NCT02875223	part a 80 mg	Part A 80 mg	1	SECONDARY	Part A - Clinical Benefit Rate (CBR) as Per Confirmed Best Overall Response Based on Response Evaluation Criteria in Solid Tumors (RECIST), Version 1.1 (RECIST 1.1)	From first dose (Day 1) till disease progression or death due to any cause (up to 803 days)	10	False	False	True	False	False	False	2	2	2	1	f	False	ctg_results_bor_2014_2017
