nct	selected_cohorts	sum_selected_denominators	registered_enrollment	enrollment_type	excess
NCT05014828	4	58	58	ACTUAL	0
NCT05041257	1	79	79	ACTUAL	0
NCT05054725	2	47	47	ACTUAL	0
NCT05057247	1	26	26	ACTUAL	0
NCT05059262	2	123	123	ACTUAL	0
NCT05061420	3	59	59	ACTUAL	0
NCT05068440	1	65	65	ACTUAL	0
NCT05071053	1	35	35	ACTUAL	0
NCT05087992	3	13	13	ACTUAL	0
NCT05091346	5	89	89	ACTUAL	0
NCT05093322	2	13	13	ACTUAL	0
NCT05104567	7	138	138	ACTUAL	0
NCT05113966	1	30	30	ACTUAL	0
NCT05144009	2	41	41	ACTUAL	0
NCT05160168	10	32	32	ACTUAL	0
NCT05169567	2	368	368	ACTUAL	0
NCT05177042	1	45	45	ACTUAL	0
NCT05179603	1	14	14	ACTUAL	0
NCT05198349	4	15	15	ACTUAL	0
NCT05215951	1	4	4	ACTUAL	0
NCT05222555	2	53	53	ACTUAL	0
NCT05245071	1	22	22	ACTUAL	0
NCT05267470	5	74	74	ACTUAL	0
NCT05323656	2	55	55	ACTUAL	0
NCT05326464	2	18	18	ACTUAL	0
NCT05374538	5	3	3	ACTUAL	0
NCT05382936	4	20	20	ACTUAL	0
NCT05407675	13	68	68	ACTUAL	0
NCT05431777	1	79	79	ACTUAL	0
NCT05435339	8	31	31	ACTUAL	0
NCT05440786	2	46	46	ACTUAL	0
NCT05445843	2	95	95	ACTUAL	0
NCT05461794	3	96	96	ACTUAL	0
NCT05491317	2	13	13	ACTUAL	0
NCT05513703	1	9	9	ACTUAL	0
NCT05513742	1	49	49	ACTUAL	0
NCT05543629	8	36	36	ACTUAL	0
NCT05565391	3	508	508	ACTUAL	0
NCT05577715	1	31	31	ACTUAL	0
NCT05613088	2	106	106	ACTUAL	0
NCT05619172	1	16	16	ACTUAL	0
NCT05765734	7	18	18	ACTUAL	0
NCT05804045	2	94	94	ACTUAL	0
NCT05909904	4	160	160	ACTUAL	0
NCT05983367	2	76	76	ACTUAL	0
NCT05986682	1	30	30	ACTUAL	0
NCT06018129	4	9	9	ACTUAL	0
NCT06029127	2	35	35	ACTUAL	0
NCT06528093	3	8	8	ACTUAL	0
NCT06790303	1	8	8	ACTUAL	0
NCT06837090	1	20	20	ACTUAL	0
NCT07084896	7	106	106	ACTUAL	0
NCT00062868	21	73	74	ACTUAL	-1
NCT00093964	2	80	81	ACTUAL	-1
NCT00095199	4	938	939	ACTUAL	-1
NCT00096993	2	130	131	ACTUAL	-1
NCT00268905	3	63	64	ACTUAL	-1
NCT00283244	3	146	147	ACTUAL	-1
NCT00320541	2	186	187	ACTUAL	-1
NCT00331630	1	29	30	ACTUAL	-1
NCT00408564	1	38	39	ACTUAL	-1
NCT00437268	2	25	26	ACTUAL	-1
NCT00437294	2	85	86	ACTUAL	-1
NCT00478426	1	33	34	ACTUAL	-1
NCT00526669	1	67	68	ACTUAL	-1
NCT00535873	1	60	61	ACTUAL	-1
NCT00586495	1	94	95	ACTUAL	-1
NCT00639509	1	23	24	ACTUAL	-1
NCT00642954	5	30	31	ACTUAL	-1
NCT00651742	1	27	28	ACTUAL	-1
NCT00769704	2	436	437	ACTUAL	-1
NCT00788775	2	19	20	ACTUAL	-1
NCT00827359	1	24	25	ACTUAL	-1
NCT00842257	1	19	20	ACTUAL	-1
NCT00859937	2	54	55	ACTUAL	-1
NCT00951379	2	51	52	ACTUAL	-1
NCT01041781	2	312	313	ACTUAL	-1
NCT01069627	1	19	20	ACTUAL	-1
NCT01085331	4	15	16	ACTUAL	-1
NCT01101334	2	89	90	ACTUAL	-1
NCT01108341	1	49	50	ACTUAL	-1
NCT01115803	8	28	29	ACTUAL	-1
NCT01121406	2	109	110	ACTUAL	-1
NCT01125176	1	14	15	ACTUAL	-1
NCT01149343	4	106	107	ACTUAL	-1
NCT01153971	1	46	47	ACTUAL	-1
NCT01159171	1	49	50	ACTUAL	-1
NCT01159574	1	120	121	ACTUAL	-1
NCT01181609	1	53	54	ACTUAL	-1
NCT01193868	1	5	6	ACTUAL	-1
NCT01196078	2	113	114	ACTUAL	-1
NCT01204697	2	73	74	ACTUAL	-1
NCT01222767	1	16	17	ACTUAL	-1
NCT01241292	2	6	7	ACTUAL	-1
NCT01251653	9	93	94	ACTUAL	-1
NCT01337050	3	35	36	ACTUAL	-1
NCT01439568	2	89	90	ACTUAL	-1
NCT01458249	2	51	52	ACTUAL	-1
NCT01478373	1	38	39	ACTUAL	-1
NCT01506596	1	41	42	ACTUAL	-1
NCT01560923	2	46	47	ACTUAL	-1
NCT01652469	2	80	81	ACTUAL	-1
NCT01684215	4	60	61	ACTUAL	-1
NCT01775930	1	9	10	ACTUAL	-1
NCT01868022	9	64	65	ACTUAL	-1
NCT01876784	2	237	238	ACTUAL	-1
NCT01881789	6	21	22	ACTUAL	-1
NCT01907815	2	23	24	ACTUAL	-1
NCT01937715	5	17	18	ACTUAL	-1
NCT01946152	4	20	21	ACTUAL	-1
NCT01957644	5	15	16	ACTUAL	-1
NCT01969565	1	0	1	ACTUAL	-1
NCT02013830	1	44	45	ACTUAL	-1
NCT02014441	1	60	61	ACTUAL	-1
NCT02034916	2	83	84	ACTUAL	-1
NCT02095132	9	75	76	ACTUAL	-1
NCT02097225	4	21	22	ACTUAL	-1
NCT02106884	2	145	146	ACTUAL	-1
NCT02132598	1	4	5	ACTUAL	-1
NCT02171260	4	22	23	ACTUAL	-1
NCT02215096	4	36	37	ACTUAL	-1
NCT02260440	1	30	31	ACTUAL	-1
NCT02275910	12	39	40	ACTUAL	-1
NCT02291614	11	44	45	ACTUAL	-1
NCT02304406	1	448	449	ACTUAL	-1
NCT02341456	3	18	19	ACTUAL	-1
NCT02364609	2	10	11	ACTUAL	-1
NCT02406742	3	46	47	ACTUAL	-1
NCT02481050	1	57	58	ACTUAL	-1
NCT02489123	1	7	8	ACTUAL	-1
NCT02491892	2	78	79	ACTUAL	-1
NCT02495233	2	9	10	ACTUAL	-1
NCT02501473	7	51	52	ACTUAL	-1
NCT02509052	3	11	12	ACTUAL	-1
NCT02520141	1	60	61	ACTUAL	-1
NCT02540291	4	30	31	ACTUAL	-1
NCT02557516	4	21	22	ACTUAL	-1
NCT02604511	1	30	31	ACTUAL	-1
NCT02644122	1	0	1	ACTUAL	-1
NCT02657369	1	33	34	ACTUAL	-1
NCT02658019	1	28	29	ACTUAL	-1
NCT02713529	6	116	117	ACTUAL	-1
NCT02730247	1	6	7	ACTUAL	-1
NCT02732119	5	103	104	ACTUAL	-1
NCT02736617	1	9	10	ACTUAL	-1
NCT02737475	27	165	166	ACTUAL	-1
NCT02743221	2	153	154	ACTUAL	-1
NCT02754882	2	762	763	ACTUAL	-1
NCT02756364	3	140	141	ACTUAL	-1
NCT02762513	1	28	29	ACTUAL	-1
NCT02763254	1	0	1	ACTUAL	-1
NCT02768701	1	39	40	ACTUAL	-1
NCT02799069	3	570	571	ACTUAL	-1
NCT02823990	1	12	13	ACTUAL	-1
NCT02834975	1	25	26	ACTUAL	-1
NCT02893930	1	12	13	ACTUAL	-1
NCT02906332	1	11	12	ACTUAL	-1
NCT02919696	2	25	26	ACTUAL	-1
NCT02964507	8	123	124	ACTUAL	-1
NCT03035890	1	34	35	ACTUAL	-1
NCT03057366	2	7	8	ACTUAL	-1
NCT03057600	4	51	52	ACTUAL	-1
NCT03097328	1	38	39	ACTUAL	-1
NCT03141359	1	60	61	ACTUAL	-1
NCT03175172	1	9	10	ACTUAL	-1
NCT03181308	2	10	11	ACTUAL	-1
NCT03213678	1	17	18	ACTUAL	-1
NCT03213691	1	20	21	ACTUAL	-1
NCT03232892	1	0	1	ACTUAL	-1
NCT03245151	5	63	64	ACTUAL	-1
NCT03255018	2	11	12	ACTUAL	-1
NCT03260504	2	5	6	ACTUAL	-1
NCT03287804	1	11	12	ACTUAL	-1
NCT03291054	1	0	1	ACTUAL	-1
NCT03311126	1	20	21	ACTUAL	-1
NCT03318939	7	647	648	ACTUAL	-1
NCT03330197	2	5	6	ACTUAL	-1
NCT03334617	22	527	528	ACTUAL	-1
NCT03365791	1	75	76	ACTUAL	-1
NCT03368196	1	11	12	ACTUAL	-1
NCT03420521	1	8	9	ACTUAL	-1
NCT03428802	1	20	21	ACTUAL	-1
NCT03430063	3	27	28	ACTUAL	-1
NCT03430791	2	4	5	ACTUAL	-1
NCT03438396	1	101	102	ACTUAL	-1
NCT03445000	1	13	14	ACTUAL	-1
NCT03453164	1	40	41	ACTUAL	-1
NCT03489343	7	23	24	ACTUAL	-1
NCT03520959	2	0	1	ACTUAL	-1
NCT03571828	2	9	10	ACTUAL	-1
NCT03621982	2	77	78	ACTUAL	-1
NCT03684694	6	135	136	ACTUAL	-1
NCT03685344	4	12	13	ACTUAL	-1
NCT03739619	1	2	3	ACTUAL	-1
NCT03745222	3	0	1	ACTUAL	-1
NCT03829501	23	221	222	ACTUAL	-1
NCT03929029	2	10	11	ACTUAL	-1
NCT03991130	1	5	6	ACTUAL	-1
NCT03999749	1	70	71	ACTUAL	-1
NCT04003623	2	0	1	ACTUAL	-1
NCT04068181	4	71	72	ACTUAL	-1
NCT04075396	2	28	29	ACTUAL	-1
NCT04082364	5	81	82	ACTUAL	-1
NCT04166383	1	13	14	ACTUAL	-1
NCT04181333	1	7	8	ACTUAL	-1
NCT04187833	1	7	8	ACTUAL	-1
NCT04195555	1	2	3	ACTUAL	-1
NCT04220775	2	2	3	ACTUAL	-1
NCT04267120	1	10	11	ACTUAL	-1
NCT04282980	1	38	39	ACTUAL	-1
NCT04296890	1	105	106	ACTUAL	-1
NCT04339062	2	11	12	ACTUAL	-1
NCT04377932	3	13	14	ACTUAL	-1
NCT04393454	1	5	6	ACTUAL	-1
NCT04407442	1	4	5	ACTUAL	-1
NCT04426825	1	22	23	ACTUAL	-1
NCT04439266	1	4	5	ACTUAL	-1
NCT04477486	1	12	13	ACTUAL	-1
NCT04515394	1	2	3	ACTUAL	-1
NCT04611126	2	5	6	ACTUAL	-1
NCT04619797	2	541	542	ACTUAL	-1
NCT04656652	2	604	605	ACTUAL	-1
NCT04659044	1	2	3	ACTUAL	-1
NCT04720417	1	12	13	ACTUAL	-1
NCT04753216	1	2	3	ACTUAL	-1
NCT04887831	2	91	92	ACTUAL	-1
NCT04893018	2	7	8	ACTUAL	-1
NCT04926831	1	3	4	ACTUAL	-1
NCT04933695	1	41	42	ACTUAL	-1
NCT05005273	2	0	1	ACTUAL	-1
NCT05020015	4	26	27	ACTUAL	-1
NCT05126433	3	46	47	ACTUAL	-1
NCT05159388	5	45	46	ACTUAL	-1
NCT05164666	2	1	2	ACTUAL	-1
NCT05198843	1	0	1	ACTUAL	-1
NCT05397171	3	16	17	ACTUAL	-1
NCT05911321	1	5	6	ACTUAL	-1
NCT06094296	3	0	1	ACTUAL	-1
NCT06502977	1	31	32	ACTUAL	-1
NCT00086957	1	29	31	ACTUAL	-2
NCT00226239	1	37	39	ACTUAL	-2
NCT00234052	1	49	51	ACTUAL	-2
NCT00319254	1	73	75	ACTUAL	-2
NCT00347438	1	16	18	ACTUAL	-2
NCT00352690	2	8	10	ACTUAL	-2
NCT00436852	2	90	92	ACTUAL	-2
NCT00470704	2	85	87	ACTUAL	-2
NCT00536939	1	0	2	ACTUAL	-2
NCT00553254	3	53	55	ACTUAL	-2
NCT00560352	3	14	16	ACTUAL	-2
NCT00773747	2	635	637	ACTUAL	-2
NCT00793871	1	58	60	ACTUAL	-2
NCT00900562	2	17	19	ACTUAL	-2
NCT00904839	2	126	128	ACTUAL	-2
NCT00913835	2	123	125	ACTUAL	-2
NCT00920790	1	26	28	ACTUAL	-2
NCT00942162	3	123	125	ACTUAL	-2
NCT00959946	10	30	32	ACTUAL	-2
NCT01010126	6	250	252	ACTUAL	-2
NCT01183858	2	313	315	ACTUAL	-2
NCT01200797	1	17	19	ACTUAL	-2
NCT01264380	1	14	16	ACTUAL	-2
NCT01266018	2	20	22	ACTUAL	-2
NCT01278615	1	14	16	ACTUAL	-2
NCT01310231	2	38	40	ACTUAL	-2
NCT01383928	2	62	64	ACTUAL	-2
NCT01391130	2	108	110	ACTUAL	-2
NCT01393730	1	38	40	ACTUAL	-2
NCT01411345	2	35	37	ACTUAL	-2
NCT01433991	4	28	30	ACTUAL	-2
NCT01589302	1	152	154	ACTUAL	-2
NCT01609556	4	204	206	ACTUAL	-2
NCT01676818	1	30	32	ACTUAL	-2
NCT01696045	2	12	14	ACTUAL	-2
NCT01730729	1	18	20	ACTUAL	-2
NCT01763788	4	190	192	ACTUAL	-2
NCT01764022	2	223	225	ACTUAL	-2
NCT01778530	1	0	2	ACTUAL	-2
NCT01874054	1	53	55	ACTUAL	-2
NCT01945021	1	127	129	ACTUAL	-2
NCT01999335	5	31	33	ACTUAL	-2
NCT02027376	3	10	12	ACTUAL	-2
NCT02071225	1	70	72	ACTUAL	-2
NCT02089334	4	22	24	ACTUAL	-2
NCT02138786	1	25	27	ACTUAL	-2
NCT02151981	2	419	421	ACTUAL	-2
NCT02185768	1	44	46	ACTUAL	-2
NCT02204982	2	11	13	ACTUAL	-2
NCT02384239	2	68	70	ACTUAL	-2
NCT02401815	10	49	51	ACTUAL	-2
NCT02406781	8	127	129	ACTUAL	-2
NCT02452554	6	60	62	ACTUAL	-2
NCT02509039	4	13	15	ACTUAL	-2
NCT02536742	1	122	124	ACTUAL	-2
NCT02561962	9	40	42	ACTUAL	-2
NCT02606305	15	262	264	ACTUAL	-2
NCT02613221	1	54	56	ACTUAL	-2
NCT02658084	1	0	2	ACTUAL	-2
NCT02658812	1	9	11	ACTUAL	-2
NCT02661815	4	4	6	ACTUAL	-2
NCT02675452	29	139	141	ACTUAL	-2
NCT02681523	1	6	8	ACTUAL	-2
NCT02683941	2	75	77	ACTUAL	-2
NCT02706353	6	32	34	ACTUAL	-2
NCT02706405	8	28	30	ACTUAL	-2
NCT02733159	1	60	62	ACTUAL	-2
NCT02989857	2	185	187	ACTUAL	-2
NCT03011372	1	45	47	ACTUAL	-2
NCT03014648	3	26	28	ACTUAL	-2
NCT03026166	2	40	42	ACTUAL	-2
NCT03045328	1	20	22	ACTUAL	-2
NCT03071094	1	12	14	ACTUAL	-2
NCT03071406	2	48	50	ACTUAL	-2
NCT03093155	2	76	78	ACTUAL	-2
NCT03102242	1	62	64	ACTUAL	-2
NCT03122548	1	3	5	ACTUAL	-2
NCT03230318	2	146	148	ACTUAL	-2
NCT03251924	9	78	80	ACTUAL	-2
NCT03256344	2	34	36	ACTUAL	-2
NCT03348904	3	0	2	ACTUAL	-2
NCT03354390	4	15	17	ACTUAL	-2
NCT03514017	1	3	5	ACTUAL	-2
NCT03520075	19	190	192	ACTUAL	-2
NCT03565991	2	200	202	ACTUAL	-2
NCT03725605	1	4	6	ACTUAL	-2
NCT03737994	4	8	10	ACTUAL	-2
NCT03754933	1	8	10	ACTUAL	-2
NCT03846427	1	66	68	ACTUAL	-2
NCT03965689	1	25	27	ACTUAL	-2
NCT04068610	3	59	61	ACTUAL	-2
NCT04099277	1	0	2	ACTUAL	-2
NCT04128696	2	313	315	ACTUAL	-2
NCT04171700	2	81	83	ACTUAL	-2
NCT04191616	1	52	54	ACTUAL	-2
NCT04208958	1	54	56	ACTUAL	-2
NCT04251169	1	18	20	ACTUAL	-2
NCT04302324	1	9	11	ACTUAL	-2
NCT04401800	1	62	64	ACTUAL	-2
NCT04439279	1	33	35	ACTUAL	-2
NCT04508140	2	16	18	ACTUAL	-2
NCT04514484	1	6	8	ACTUAL	-2
NCT04544995	7	45	47	ACTUAL	-2
NCT04570332	1	40	42	ACTUAL	-2
NCT04574583	3	10	12	ACTUAL	-2
NCT04577807	4	25	27	ACTUAL	-2
NCT04619004	2	275	277	ACTUAL	-2
NCT04704219	1	158	160	ACTUAL	-2
NCT04837196	5	22	24	ACTUAL	-2
NCT04904185	2	6	8	ACTUAL	-2
NCT05017103	1	4	6	ACTUAL	-2
NCT05148234	1	0	2	ACTUAL	-2
NCT05311176	1	5	7	ACTUAL	-2
NCT05460273	2	117	119	ACTUAL	-2
NCT05534789	1	104	106	ACTUAL	-2
NCT05714345	2	0	2	ACTUAL	-2
NCT05751629	1	39	41	ACTUAL	-2
NCT00010257	2	43	46	ACTUAL	-3
NCT00100932	2	103	106	ACTUAL	-3
NCT00101283	2	29	32	ACTUAL	-3
NCT00278993	1	105	108	ACTUAL	-3
NCT00326911	2	58	61	ACTUAL	-3
NCT00402051	2	130	133	ACTUAL	-3
NCT00404248	1	32	35	ACTUAL	-3
NCT00422903	2	89	92	ACTUAL	-3
NCT00424645	2	0	3	ACTUAL	-3
NCT00451178	2	98	101	ACTUAL	-3
NCT00458237	2	8	11	ACTUAL	-3
NCT00509821	1	57	60	ACTUAL	-3
NCT00576901	1	20	23	ACTUAL	-3
NCT00648739	6	23	26	ACTUAL	-3
NCT00721734	5	47	50	ACTUAL	-3
NCT00729482	1	51	54	ACTUAL	-3
NCT00806286	2	108	111	ACTUAL	-3
NCT00873119	2	86	89	ACTUAL	-3
NCT00911820	2	85	88	ACTUAL	-3
NCT00924443	1	66	69	ACTUAL	-3
NCT00936611	1	36	39	ACTUAL	-3
NCT00986440	2	81	84	ACTUAL	-3
NCT01030536	4	20	23	ACTUAL	-3
NCT01077713	2	83	86	ACTUAL	-3
NCT01107418	1	49	52	ACTUAL	-3
NCT01121575	6	67	70	ACTUAL	-3
NCT01196741	2	104	107	ACTUAL	-3
NCT01280643	9	0	3	ACTUAL	-3
NCT01286753	2	48	51	ACTUAL	-3
NCT01316523	1	27	30	ACTUAL	-3
NCT01326481	1	16	19	ACTUAL	-3
NCT01440816	1	12	15	ACTUAL	-3
NCT01463982	4	18	21	ACTUAL	-3
NCT01532089	2	85	88	ACTUAL	-3
NCT01690624	3	27	30	ACTUAL	-3
NCT01743560	1	49	52	ACTUAL	-3
NCT01746225	3	255	258	ACTUAL	-3
NCT01770353	4	42	45	ACTUAL	-3
NCT01828021	1	22	25	ACTUAL	-3
NCT01895946	2	30	33	ACTUAL	-3
NCT02001974	3	30	33	ACTUAL	-3
NCT02038010	2	14	17	ACTUAL	-3
NCT02392507	1	51	54	ACTUAL	-3
NCT02393690	2	57	60	ACTUAL	-3
NCT02425891	2	899	902	ACTUAL	-3
NCT02432235	12	130	133	ACTUAL	-3
NCT02443324	6	172	175	ACTUAL	-3
NCT02501096	7	354	357	ACTUAL	-3
NCT02536794	1	27	30	ACTUAL	-3
NCT02579616	1	26	29	ACTUAL	-3
NCT02598960	13	292	295	ACTUAL	-3
NCT02603419	6	31	34	ACTUAL	-3
NCT02658890	27	624	627	ACTUAL	-3
NCT02669017	9	180	183	ACTUAL	-3
NCT02709720	1	65	68	ACTUAL	-3
NCT02711137	14	134	137	ACTUAL	-3
NCT02711852	1	16	19	ACTUAL	-3
NCT02748213	2	222	225	ACTUAL	-3
NCT02752685	3	67	70	ACTUAL	-3
NCT02788981	2	26	29	ACTUAL	-3
NCT02889900	1	59	62	ACTUAL	-3
NCT02992743	2	20	23	ACTUAL	-3
NCT03022578	1	4	7	ACTUAL	-3
NCT03029234	1	123	126	ACTUAL	-3
NCT03046953	1	32	35	ACTUAL	-3
NCT03085225	4	37	40	ACTUAL	-3
NCT03105336	2	156	159	ACTUAL	-3
NCT03107988	13	62	65	ACTUAL	-3
NCT03125902	2	650	653	ACTUAL	-3
NCT03146663	2	50	53	ACTUAL	-3
NCT03300570	2	24	27	ACTUAL	-3
NCT03338972	4	25	28	ACTUAL	-3
NCT03414047	4	169	172	ACTUAL	-3
NCT03490760	1	6	9	ACTUAL	-3
NCT03526250	1	20	23	ACTUAL	-3
NCT03595228	1	26	29	ACTUAL	-3
NCT03744468	20	144	147	ACTUAL	-3
NCT03794349	2	91	94	ACTUAL	-3
NCT03853109	8	168	171	ACTUAL	-3
NCT03904108	1	0	3	ACTUAL	-3
NCT03932331	3	102	105	ACTUAL	-3
NCT04027946	1	3	6	ACTUAL	-3
NCT04157517	10	42	45	ACTUAL	-3
NCT04163718	1	9	12	ACTUAL	-3
NCT04205630	1	61	64	ACTUAL	-3
NCT04205799	1	54	57	ACTUAL	-3
NCT04225117	8	326	329	ACTUAL	-3
NCT04282018	14	94	97	ACTUAL	-3
NCT04327986	1	0	3	ACTUAL	-3
NCT04377087	1	0	3	ACTUAL	-3
NCT04439136	1	37	40	ACTUAL	-3
NCT04447755	7	124	127	ACTUAL	-3
NCT04552704	1	0	3	ACTUAL	-3
NCT04579679	4	75	78	ACTUAL	-3
NCT04665765	1	38	41	ACTUAL	-3
NCT04752358	2	0	3	ACTUAL	-3
NCT04971187	1	0	3	ACTUAL	-3
NCT05061537	4	10	13	ACTUAL	-3
NCT05167409	3	16	19	ACTUAL	-3
NCT05243641	6	7	10	ACTUAL	-3
NCT05267054	2	50	53	ACTUAL	-3
NCT05954143	2	8	11	ACTUAL	-3
NCT00169104	2	19	23	ACTUAL	-4
NCT00193453	1	65	69	ACTUAL	-4
NCT00281840	1	26	30	ACTUAL	-4
NCT00311584	2	55	59	ACTUAL	-4
NCT00460798	1	352	356	ACTUAL	-4
NCT00520845	1	19	23	ACTUAL	-4
NCT00533702	2	102	106	ACTUAL	-4
NCT00602043	2	16	20	ACTUAL	-4
NCT00603941	1	15	19	ACTUAL	-4
NCT00654238	1	55	59	ACTUAL	-4
NCT00732992	2	8	12	ACTUAL	-4
NCT00750815	1	54	58	ACTUAL	-4
NCT00962091	7	49	53	ACTUAL	-4
NCT00965718	1	16	20	ACTUAL	-4
NCT01012258	1	66	70	ACTUAL	-4
NCT01190449	2	47	51	ACTUAL	-4
NCT01227018	1	11	15	ACTUAL	-4
NCT01268059	4	95	99	ACTUAL	-4
NCT01307267	23	186	190	ACTUAL	-4
NCT01307891	2	60	64	ACTUAL	-4
NCT01356628	1	19	23	ACTUAL	-4
NCT01514448	2	25	29	ACTUAL	-4
NCT01741792	3	21	25	ACTUAL	-4
NCT01945710	7	58	62	ACTUAL	-4
NCT01973608	4	8	12	ACTUAL	-4
NCT02002598	1	19	23	ACTUAL	-4
NCT02152137	1	15	19	ACTUAL	-4
NCT02160041	1	80	84	ACTUAL	-4
NCT02175017	2	100	104	ACTUAL	-4
NCT02249949	1	11	15	ACTUAL	-4
NCT02343549	1	9	13	ACTUAL	-4
NCT02345330	1	0	4	ACTUAL	-4
NCT02575807	5	31	35	ACTUAL	-4
NCT02626000	1	32	36	ACTUAL	-4
NCT02789345	1	25	29	ACTUAL	-4
NCT02879162	1	136	140	ACTUAL	-4
NCT02961881	5	31	35	ACTUAL	-4
NCT02982720	1	0	4	ACTUAL	-4
NCT03065179	1	25	29	ACTUAL	-4
NCT03144804	1	32	36	ACTUAL	-4
NCT03238248	1	67	71	ACTUAL	-4
NCT03246958	3	49	53	ACTUAL	-4
NCT03250273	2	40	44	ACTUAL	-4
NCT03283761	1	35	39	ACTUAL	-4
NCT03308942	5	49	53	ACTUAL	-4
NCT03321630	1	20	24	ACTUAL	-4
NCT03353675	1	40	44	ACTUAL	-4
NCT03396952	1	23	27	ACTUAL	-4
NCT03474497	1	14	18	ACTUAL	-4
NCT03558191	1	152	156	ACTUAL	-4
NCT03568461	1	94	98	ACTUAL	-4
NCT03710876	2	49	53	ACTUAL	-4
NCT03779113	14	65	69	ACTUAL	-4
NCT03786926	11	49	53	ACTUAL	-4
NCT03964727	6	223	227	ACTUAL	-4
NCT04439240	1	48	52	ACTUAL	-4
NCT04439318	1	46	50	ACTUAL	-4
NCT04534283	1	12	16	ACTUAL	-4
NCT04665843	2	119	123	ACTUAL	-4
NCT04761198	11	72	76	ACTUAL	-4
NCT04762602	8	38	42	ACTUAL	-4
NCT04854434	3	9	13	ACTUAL	-4
NCT05313009	2	1	5	ACTUAL	-4
NCT05347485	1	82	86	ACTUAL	-4
NCT05715216	1	19	23	ACTUAL	-4
NCT05731947	5	37	41	ACTUAL	-4
NCT06655818	1	0	4	ACTUAL	-4
NCT00112905	1	22	27	ACTUAL	-5
NCT00252382	1	26	31	ACTUAL	-5
NCT00263588	2	237	242	ACTUAL	-5
NCT00429312	1	5	10	ACTUAL	-5
NCT00444795	1	515	520	ACTUAL	-5
NCT00530621	2	155	160	ACTUAL	-5
NCT00555906	6	48	53	ACTUAL	-5
NCT00588341	1	19	24	ACTUAL	-5
NCT00617773	1	26	31	ACTUAL	-5
NCT00632424	3	18	23	ACTUAL	-5
NCT00725712	2	69	74	ACTUAL	-5
NCT00828074	1	41	46	ACTUAL	-5
NCT00834093	1	13	18	ACTUAL	-5
NCT00890825	2	83	88	ACTUAL	-5
NCT00946153	5	61	66	ACTUAL	-5
NCT00993499	6	39	44	ACTUAL	-5
NCT00998296	11	65	70	ACTUAL	-5
NCT01133990	3	0	5	ACTUAL	-5
NCT01177956	1	68	73	ACTUAL	-5
NCT01182285	1	8	13	ACTUAL	-5
NCT01185366	2	68	73	ACTUAL	-5
NCT01343043	4	45	50	ACTUAL	-5
NCT01391962	4	29	34	ACTUAL	-5
NCT01469000	2	190	195	ACTUAL	-5
NCT01651039	1	27	32	ACTUAL	-5
NCT01660451	3	222	227	ACTUAL	-5
NCT01664533	1	52	57	ACTUAL	-5
NCT01688973	2	50	55	ACTUAL	-5
NCT01846611	2	576	581	ACTUAL	-5
NCT01918306	6	6	11	ACTUAL	-5
NCT02019277	1	45	50	ACTUAL	-5
NCT02067156	1	21	26	ACTUAL	-5
NCT02092909	4	26	31	ACTUAL	-5
NCT02101775	3	119	124	ACTUAL	-5
NCT02259114	5	42	47	ACTUAL	-5
NCT02387996	1	265	270	ACTUAL	-5
NCT02442349	1	166	171	ACTUAL	-5
NCT02588612	1	5	10	ACTUAL	-5
NCT02616185	2	86	91	ACTUAL	-5
NCT02724878	1	60	65	ACTUAL	-5
NCT02867592	6	104	109	ACTUAL	-5
NCT02952248	7	105	110	ACTUAL	-5
NCT02979899	2	123	128	ACTUAL	-5
NCT03318900	3	0	5	ACTUAL	-5
NCT03444376	1	60	65	ACTUAL	-5
NCT03834220	3	58	63	ACTUAL	-5
NCT03906071	2	572	577	ACTUAL	-5
NCT03922100	13	58	63	ACTUAL	-5
NCT04147234	7	37	42	ACTUAL	-5
NCT04165031	5	0	5	ACTUAL	-5
NCT04173507	1	42	47	ACTUAL	-5
NCT04206787	1	67	72	ACTUAL	-5
NCT04358458	8	41	46	ACTUAL	-5
NCT04439214	1	42	47	ACTUAL	-5
NCT04579380	9	212	217	ACTUAL	-5
NCT04764474	8	41	46	ACTUAL	-5
NCT04812535	4	25	30	ACTUAL	-5
NCT05255601	1	0	5	ACTUAL	-5
NCT05949632	1	0	5	ACTUAL	-5
NCT06024174	2	0	5	ACTUAL	-5
NCT00364923	1	109	115	ACTUAL	-6
NCT00434252	2	208	214	ACTUAL	-6
NCT00478777	1	144	150	ACTUAL	-6
NCT00545077	2	374	380	ACTUAL	-6
NCT00565370	1	16	22	ACTUAL	-6
NCT00661830	2	97	103	ACTUAL	-6
NCT00768664	1	63	69	ACTUAL	-6
NCT00983801	1	52	58	ACTUAL	-6
NCT01081041	3	181	187	ACTUAL	-6
NCT01268566	1	56	62	ACTUAL	-6
NCT01348919	1	5	11	ACTUAL	-6
NCT01554371	1	38	44	ACTUAL	-6
NCT01664182	2	35	41	ACTUAL	-6
NCT01668017	5	20	26	ACTUAL	-6
NCT01876082	2	66	72	ACTUAL	-6
NCT01885195	1	104	110	ACTUAL	-6
NCT01951586	2	220	226	ACTUAL	-6
NCT01966120	2	81	87	ACTUAL	-6
NCT01978236	1	0	6	ACTUAL	-6
NCT02082210	4	91	97	ACTUAL	-6
NCT02162771	2	134	140	ACTUAL	-6
NCT02246127	2	135	141	ACTUAL	-6
NCT02255110	1	0	6	ACTUAL	-6
NCT02302339	4	126	132	ACTUAL	-6
